Accession,KEGG,Peptide count,Unique peptides,L1,L2,L3,LGnM1,LGnM2,LGnM3,LGmM1,LGmM2,LGmM3,D1,D2,D3,DGnM1,DGnM2,DGnM3,DGmM1,DGmM2,DGmM3,L.avg,LGnM.avg,LGmM.avg,D.avg,DGnM.avg,DGmM.avg,TTEST.L.LGnM,FC.L.LGnM,TTEST.L.LGmM,FC.L.LGmM,TTEST.D.LGnM,FC.D.LGnM,TTEST.D.LGmM,FC.D.LGmM,Description,
Q7U9W9,SYNW0133,5,5,2.89394E-06,4.85228E-07,2.57804E-05,4.07368E-06,5.67868E-06,1.96727E-05,5.67073E-06,1.84466E-05,5.46747E-06,9.81079E-06,1.2662E-06,8.90921E-06,1.23164E-05,3.10094E-06,1.68779E-05,6.27756E-06,3.15476E-05,2.40842E-05,9.71986E-06,9.80835E-06,9.8616E-06,6.66207E-06,1.07651E-05,2.06364E-05,0.490543415,1.009103756,0.495496487,1.014582664,0.084527176,1.61587829,0.14462627,3.097603854,Conserved hypothetical OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0133 PE=4 SV=1,
Q7U4P1,SYNW2026,5,5,0.000241058,0.000231459,0.000142402,0.000239163,0.000224827,0.00015075,0.000285527,0.00048256,0.000319941,0.000222617,0.000195117,0.000191068,0.000257631,0.00033975,8.68966E-05,0.000223113,0.000405344,0.000239501,0.000204973,0.000204913,0.000362676,0.000202934,0.000228092,0.000289319,0.495198272,0.999707071,0.060462658,1.769382869,0.380055645,1.12397309,0.153222633,1.425682935,Putative low molecular weight protein-tyrosine-phosphatase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW2026 PE=3 SV=1,
Q7U619,SYNW1522,4,4,0.000234231,0.000322501,0.000236655,0.000357713,0.000429684,0.000347214,0.000359221,0.000575882,0.00056265,0.000365615,0.000393682,0.000815473,0.001121259,0.00076731,0.000461181,0.000755059,0.000359825,0.001019003,0.000264462,0.000378204,0.000499251,0.000524923,0.00078325,0.000711296,0.000950667,1.430086504,0.028656443,1.887796728,0.255338066,1.49212374,0.133776513,1.355047398,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1522 PE=4 SV=1,
Q7U6Z6,SYNW1190,4,4,2.8019E-05,5.42217E-06,4.99892E-05,4.72724E-05,2.84539E-05,7.29245E-05,3.88149E-05,6.81773E-05,6.37645E-05,4.8048E-05,2.30092E-05,5.9074E-05,7.22192E-05,2.94391E-05,6.35566E-05,2.31222E-05,8.36435E-05,9.86099E-05,2.78101E-05,4.95503E-05,5.69189E-05,4.3377E-05,5.50717E-05,6.84585E-05,0.00162831,1.781734966,0.113062758,2.046698056,0.101428664,1.269603496,0.216272766,1.578219962,Conserved hypothetical OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1190 PE=4 SV=1,
Q7U913,SYNW0446,4,4,4.36556E-05,0.000208097,0.000433251,0.000227893,0.000350233,0.000592716,0.000228637,0.000563754,0.000653872,0.000135024,0.000221877,0.000233971,4.43488E-05,0.000200286,0.000647628,0.00010578,0.000667688,0.000577098,0.000228335,0.000390281,0.000482088,0.000196957,0.000297421,0.000450189,0.002821421,1.70924791,0.019746362,2.111321133,0.294815474,1.510079079,0.11069802,2.285719057,Putative aminotransferase (DegT family) OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0446 PE=3 SV=1,
Q7U8R3,SYNW0550,4,4,2.3584E-05,2.32656E-05,4.70554E-05,3.91706E-05,4.81558E-05,6.24098E-05,6.28454E-05,9.71547E-05,0.000129558,1.83589E-05,2.23187E-05,3.43659E-05,6.6903E-05,7.59735E-05,6.42094E-05,5.40847E-05,5.82949E-05,0.000131401,3.13017E-05,4.99121E-05,9.65192E-05,2.50145E-05,6.90287E-05,8.12601E-05,0.013658466,1.594550192,0.019343236,3.083518544,0.012994162,2.759547571,0.055086659,3.248520746,Circadian clock protein kinase KaiC OS=Synechococcus sp. (strain WH8102) OX=84588 GN=kaiC PE=3 SV=1,
Q7U960,SYNW0398,4,4,9.15604E-05,7.69278E-05,9.10206E-05,0.000102344,8.42795E-05,0.000104613,6.37758E-05,8.8475E-05,0.000136759,8.24543E-05,7.84882E-05,4.47557E-05,8.60765E-05,0.00010491,7.08824E-05,7.74235E-05,0.000100697,0.000160032,8.65029E-05,9.70785E-05,9.63365E-05,6.8566E-05,8.72897E-05,0.000112717,0.013949304,1.122256845,0.344447911,1.113678408,0.065676032,1.273074827,0.174596328,1.64392461,Putative acylneuraminate cytidylyltransferase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0398 PE=4 SV=1,
Q7U6K2,SYNW1336,4,4,2.9309E-06,1.00628E-05,1.47068E-05,6.27212E-06,1.67405E-05,2.1906E-05,5.92472E-05,9.41292E-05,2.90296E-05,3.79866E-06,6.44995E-06,1.36823E-05,2.43425E-05,4.71333E-05,8.51442E-06,9.2004E-06,8.2114E-05,4.25107E-05,9.2335E-06,1.49729E-05,6.0802E-05,7.97698E-06,2.66634E-05,4.46084E-05,0.020794892,1.621580947,0.062996013,6.584934112,0.147186641,3.342539778,0.10907262,5.592137347,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1336 PE=4 SV=1,
Q7U4R1,SYNW2003,4,4,1.60469E-05,2.77996E-05,1.19821E-05,2.27778E-05,3.46806E-05,2.49967E-05,9.78968E-06,2.44339E-05,1.55377E-05,1.82047E-05,3.02349E-05,1.71191E-05,1.93785E-05,6.10841E-06,3.00211E-06,1.55343E-05,1.02896E-05,5.23637E-06,1.86095E-05,2.74851E-05,1.65871E-05,2.18529E-05,9.49635E-06,1.03534E-05,0.025162126,1.476934545,0.279548227,0.891322473,0.117514257,0.434557496,0.073857132,0.473776798,Chromophore lyase CpcT/CpeT OS=Synechococcus sp. (strain WH8102) OX=84588 GN=cpeT PE=3 SV=1,
Q7U4U5,SYNW1968,4,4,1.49879E-05,1.55069E-05,1.23192E-05,1.11381E-05,1.31398E-05,6.76954E-06,4.82708E-06,1.77869E-05,4.06488E-06,1.25451E-05,2.88983E-05,5.83832E-07,9.65952E-06,1.73466E-05,2.68335E-06,8.97865E-06,2.95044E-05,1.30894E-05,1.42714E-05,1.03492E-05,8.89297E-06,1.40091E-05,9.89648E-06,1.71908E-05,0.025400298,0.725170229,0.149475802,0.623133954,0.205418022,0.706433556,0.288337048,1.227122312,Putative carboxyl-terminal processing protease OS=Synechococcus sp. (strain WH8102) OX=84588 GN=ctpA PE=3 SV=1,
Q7U6K6,SYNW1332,4,4,8.66986E-06,9.71495E-06,2.58601E-05,1.9846E-05,3.52588E-05,4.23782E-05,3.76941E-05,0.00025561,3.89019E-05,1.269E-05,7.41011E-06,4.27181E-05,4.07113E-05,5.36808E-05,2.33518E-05,2.63793E-05,6.87624E-05,5.39461E-05,1.47483E-05,3.24944E-05,0.000110735,2.09394E-05,3.9248E-05,4.96959E-05,0.025772019,2.203259553,0.164735829,7.508344693,0.224039762,1.874356659,0.109998429,2.373318206,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1332 PE=4 SV=1,
Q7U4N2,SYNW2035,4,4,3.98934E-05,9.58262E-05,8.56223E-05,1.51723E-06,1.07272E-05,3.37354E-05,2.35871E-05,3.14792E-05,3.37118E-05,3.5537E-05,0.000128718,1.88796E-05,8.65423E-06,2.95231E-05,2.10449E-05,1.99959E-05,4.84193E-05,5.35252E-05,7.37806E-05,1.53266E-05,2.95927E-05,6.1045E-05,1.97407E-05,4.06468E-05,0.026017027,0.207732051,0.045880051,0.401089815,0.152024931,0.323380109,0.301120266,0.665849434,Conserved hypothetical OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW2035 PE=4 SV=1,
Q7U527,SYNW1885,4,4,0.000269267,0.000200866,0.000167362,0.000284623,0.000233926,0.00020736,0.000233179,0.000436645,0.000224108,0.000296479,0.000175502,0.000400204,0.000333487,0.000455052,0.000135634,0.000321867,0.00036403,0.000342448,0.000212498,0.00024197,0.000297977,0.000290728,0.000308058,0.000342782,0.028369955,1.138691097,0.198073871,1.40225703,0.461187373,1.05960709,0.273246215,1.17904499,Chorismate mutase AroH OS=Synechococcus sp. (strain WH8102) OX=84588 GN=tyrA PE=4 SV=1,
Q7U5G5,SYNW1742,4,4,1.02211E-05,1.27562E-05,1.55576E-05,8.79676E-06,1.0554E-05,1.20791E-05,1.44341E-05,3.07039E-05,2.12681E-05,1.25724E-05,2.07607E-05,1.00899E-05,2.16942E-05,2.81398E-05,1.78061E-05,2.51672E-05,9.24287E-06,1.29379E-05,1.28449E-05,1.04766E-05,2.21354E-05,1.44743E-05,2.25467E-05,1.57827E-05,0.02919247,0.815620541,0.083116828,1.723274989,0.002170808,1.557701733,0.434518093,1.090389345,Polyphenol oxidase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1742 PE=3 SV=1,
Q7U6N4,SYNW1304,4,4,9.58111E-05,8.3156E-05,4.03561E-05,0.000151562,0.000145507,6.32485E-05,0.000133615,0.000497608,0.000135238,7.51256E-05,8.56312E-05,0.000141018,0.000467171,0.000390003,8.31114E-05,0.000213504,0.00025885,0.000245055,7.31077E-05,0.000120106,0.000255487,0.000100592,0.000313428,0.000239137,0.030640518,1.642863661,0.129976971,3.4946636,0.131130751,3.115850602,0.010076683,2.377301022,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1304 PE=3 SV=1,
Q7U820,SYNW0805,4,3,0.000597825,0.000387695,0.000316269,0.00069588,0.000445498,0.000355863,0.000702845,0.000738989,0.000580958,0.000495703,0.000714212,0.000474812,0.001135993,0.000826933,0.000388479,0.000793607,0.000780675,0.000605308,0.000433929,0.00049908,0.000674264,0.000561576,0.000783801,0.00072653,0.031820567,1.15014144,0.039740324,1.553856338,0.20655609,1.395718509,0.069654583,1.29373502,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0805 PE=4 SV=1,
Q7U9S0,SYNW0183,4,4,1.07206E-05,1.30381E-05,2.53447E-05,1.30151E-05,1.95484E-05,2.89655E-05,9.27257E-06,2.64078E-05,2.30592E-05,1.57402E-05,1.73434E-05,1.75091E-05,1.69546E-05,1.28242E-05,1.59425E-05,2.22825E-05,1.96776E-05,1.61518E-05,1.63678E-05,2.05097E-05,1.95799E-05,1.68642E-05,1.52404E-05,1.93706E-05,0.039826574,1.253052089,0.296071175,1.196243944,0.2150378,0.903714951,0.193315546,1.148620763,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0183 PE=4 SV=1,
Q7U9B6,SYNW0342,4,4,7.37445E-05,4.89998E-05,2.85266E-05,8.06975E-05,5.83827E-05,4.70554E-05,6.8832E-05,0.000170783,6.011E-05,7.25963E-05,4.90965E-05,2.35926E-05,0.000125092,0.000125027,7.15286E-06,8.02395E-05,8.75106E-05,0.000100515,5.04236E-05,6.20452E-05,9.99082E-05,4.84284E-05,8.57574E-05,8.94218E-05,0.040473475,1.230477993,0.159631819,1.981376419,0.155218409,1.770807174,0.088725436,1.846473143,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0342 PE=4 SV=1,
Q7U3Z0,SYNW2287,4,4,7.35448E-06,1.3291E-05,1.12429E-05,2.01849E-05,2.37795E-05,1.49303E-05,2.66471E-05,0.000130035,3.61559E-05,6.37758E-06,1.16341E-05,9.60058E-06,3.11868E-05,8.42186E-05,3.58141E-06,3.89491E-05,5.19278E-05,0.000387685,1.06294E-05,1.96316E-05,6.42794E-05,9.20409E-06,3.96623E-05,0.000159521,0.040792139,1.846905559,0.115766167,6.047295531,0.157180804,4.309199579,0.158878966,17.33149235,Possible magnesium protoprophyrin IX methyltransferase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW2287 PE=4 SV=1,
Q7U5T6,SYNW1609,4,4,9.06966E-06,1.58404E-05,1.15327E-05,1.98965E-05,2.75396E-05,1.48757E-05,0.000122274,6.10411E-05,4.01897E-05,1.02648E-05,1.78526E-05,1.18266E-05,6.78262E-05,8.45173E-05,4.07548E-06,2.79153E-05,3.75459E-05,4.55622E-05,1.21476E-05,2.07706E-05,7.45016E-05,1.33147E-05,5.21396E-05,3.70078E-05,0.041490658,1.709855623,0.068750949,6.13303994,0.119717924,3.915958365,0.021320585,2.779477239,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1609 PE=4 SV=1,
Q7U3K1,SYNW2431,4,4,4.85337E-05,4.77292E-05,5.34742E-05,2.54061E-05,2.10691E-05,4.60574E-05,1.57497E-05,5.47663E-05,5.78402E-05,3.34153E-05,3.41028E-05,2.40153E-05,4.25446E-05,3.53731E-05,9.85819E-06,4.6129E-05,3.6007E-05,9.61424E-05,4.99124E-05,3.08442E-05,4.27854E-05,3.05111E-05,2.92586E-05,5.94261E-05,0.042112777,0.617967392,0.317467295,0.857210976,0.435791182,0.9589493,0.158205915,1.947686199,7-cyano-7-deazaguanine synthase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=queC PE=3 SV=1,
Q7U7F5,SYNW1030,4,4,5.8566E-05,6.2568E-05,0.000235739,0.000140772,0.000218557,0.000285371,0.000724223,0.000563,0.000300186,0.00012239,0.000155916,0.000500261,0.000411176,0.000378314,0.000207311,0.000318966,0.00046194,0.000736838,0.000118958,0.0002149,0.000529136,0.000259522,0.000332267,0.000505915,0.046402771,1.806524589,0.074720897,4.448107308,0.36528017,1.280303673,0.008213127,1.949408402,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1030 PE=4 SV=1,
Q7U3B3,SYNW2519,4,4,1.55721E-05,2.4755E-05,2.36425E-05,3.41786E-06,4.71263E-06,1.99537E-05,7.79721E-06,5.08667E-06,3.13237E-05,6.13337E-06,9.56314E-06,1.15158E-05,1.9687E-06,9.56364E-06,3.21574E-06,1.00674E-05,2.82619E-06,3.27228E-05,2.13232E-05,9.36138E-06,1.47359E-05,9.07076E-06,4.91603E-06,1.52055E-05,0.063421522,0.439023433,0.246463652,0.691071575,0.112535287,0.541963873,0.264883756,1.676315619,Formate-dependent phosphoribosylglycinamide formyltransferase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=purT PE=3 SV=1,
Q7U4Q9,SYNW2005,4,4,7.4903E-05,9.85315E-05,6.38717E-05,8.9475E-05,0.000162515,9.4677E-05,0.000101881,0.000373086,0.000155135,9.33393E-05,0.000108004,6.97538E-05,0.000293907,0.000301179,7.41259E-05,0.000184681,0.000168813,0.000347516,7.9102E-05,0.000115556,0.000210034,9.03656E-05,0.000223071,0.00023367,0.064511965,1.46084392,0.109779898,2.655224059,0.08734216,2.468533822,0.084448229,2.585829765,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW2005 PE=4 SV=1,
Q7U6Q7,SYNW1281,4,4,5.15752E-06,1.0553E-05,1.31201E-05,1.82037E-05,2.16274E-05,1.46064E-05,6.54433E-05,0.000168142,4.81049E-05,4.15702E-06,1.22813E-05,1.00514E-05,3.69305E-05,5.89414E-05,1.50912E-05,3.48034E-05,9.25637E-05,2.53679E-05,9.61021E-06,1.81458E-05,9.38967E-05,8.82989E-06,3.69877E-05,5.09117E-05,0.069656862,1.888183416,0.076391447,9.770511287,0.073996474,4.188916194,0.082483237,5.765831979,Putative glucosyl-glycerol-phosphate synthase [UI:98406036] OS=Synechococcus sp. (strain WH8102) OX=84588 GN=ggpS PE=4 SV=1,
Q7U4X9,SYNW1934,4,4,0.000183399,8.67309E-05,5.41655E-05,0.000274961,0.000189232,6.53383E-05,0.000217442,0.000162046,0.000488296,0.000168692,9.59419E-05,0.000116325,0.000206535,0.000212706,1.1591E-05,0.000249379,0.000201503,0.000481113,0.000108099,0.00017651,0.000289262,0.000126986,0.000143611,0.000310665,0.070349242,1.63286528,0.144983679,2.675905739,0.410773086,1.130915031,0.090268849,2.4464484,DnaJ3 protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=dnaJ3 PE=4 SV=1,
Q7U8E2,SYNW0679,4,4,4.50494E-05,5.49059E-05,2.36589E-05,5.63324E-05,5.81199E-05,2.73582E-05,4.08823E-05,4.81352E-05,3.73756E-05,3.98493E-05,5.81741E-05,2.20209E-05,7.87683E-05,3.63155E-05,1.97701E-05,5.79333E-05,3.11171E-05,6.23825E-05,4.12047E-05,4.72702E-05,4.2131E-05,4.00148E-05,4.49513E-05,5.04776E-05,0.07298409,1.147202236,0.449402081,1.022480114,0.404346394,1.12336708,0.325235743,1.2614748,Peptidyl-prolyl cis-trans isomerase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0679 PE=3 SV=1,
Q7U5Z6,SYNW1545,4,4,0.000635112,0.000355478,0.000261382,0.000904014,0.000572832,0.000274696,0.000855639,0.000924853,0.000783026,0.000616891,0.000390793,0.00036728,0.001254122,0.001546006,0.00019371,0.000877844,0.001254684,0.000691207,0.000417324,0.000583847,0.000854506,0.000458321,0.000997946,0.000941245,0.083219496,1.399025933,0.028549817,2.047584188,0.148804431,2.177393922,0.063813027,2.053679431,Putative translation initiation inhibitor OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1545 PE=4 SV=1,
Q7UA72,SYNW0028,4,4,1.03823E-05,7.70304E-06,1.19874E-05,5.88682E-06,5.42128E-06,1.14493E-05,2.25703E-06,9.57181E-06,1.11922E-05,9.24357E-06,5.95647E-06,1.05264E-05,3.5001E-06,6.76189E-06,4.48652E-06,2.85381E-06,1.3057E-05,7.26684E-06,1.00243E-05,7.5858E-06,7.67367E-06,8.57548E-06,4.91617E-06,7.7259E-06,0.083481386,0.756744348,0.256942426,0.765510425,0.121539924,0.57328205,0.427102792,0.900928431,UDP-N-acetylenolpyruvoylglucosamine reductase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=murB PE=3 SV=1,
Q7U539,SYNW1872,4,4,2.40165E-06,1.2673E-06,1.01514E-05,2.70108E-06,4.61334E-06,1.19413E-05,2.76604E-06,1.10433E-05,5.64111E-06,1.94746E-06,1.32781E-06,1.70071E-05,4.93186E-06,5.36957E-06,2.29607E-05,2.93894E-06,6.98075E-06,1.78352E-05,4.60678E-06,6.41857E-06,6.48347E-06,6.76081E-06,1.10874E-05,9.25164E-06,0.087794939,1.393285381,0.349127787,1.407374178,0.019021909,1.639950877,0.127995436,1.368423245,DNA topoisomerase 1 OS=Synechococcus sp. (strain WH8102) OX=84588 GN=topA PE=3 SV=1,
Q7U848,SYNW0776,4,4,3.3923E-05,6.02737E-05,1.45061E-05,2.00611E-05,1.54686E-05,5.4543E-06,1.42082E-05,1.81716E-05,6.0307E-06,1.7843E-05,4.32296E-05,1.8383E-06,3.28348E-05,5.27391E-05,7.09772E-06,2.46838E-05,7.99289E-05,5.75542E-06,3.62343E-05,1.36613E-05,1.28035E-05,2.09703E-05,3.08905E-05,3.67894E-05,0.090738866,0.377026997,0.070598291,0.353353619,0.036015564,1.473058855,0.135028443,1.754354233,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0776 PE=4 SV=1,
P0A4S5,SYNW1717,4,4,0.001817895,0.001757491,0.001719461,0.003182796,0.003049724,0.001700894,0.002967438,0.004770182,0.003290516,0.001808735,0.001393409,0.001633178,0.002943261,0.003051997,0.001170651,0.002283384,0.00519126,0.002223641,0.001764949,0.002644471,0.003676046,0.001611774,0.002388636,0.003232762,0.094775723,1.4983274,0.038584752,2.08280575,0.173729145,1.481991879,0.137507274,2.005716499,Ribulose bisphosphate carboxylase small chain OS=Synechococcus sp. (strain WH8102) OX=84588 GN=cbbS PE=3 SV=1,
Q7U9T4,SYNW0169,4,4,6.66658E-05,6.61417E-05,7.72202E-05,9.45759E-05,0.000108513,7.69281E-05,6.60822E-05,0.000189584,8.55892E-05,9.7781E-05,5.71388E-05,0.000116483,0.000123233,0.000217867,8.28247E-05,0.000145297,0.000184366,0.000120207,7.00092E-05,9.33391E-05,0.000113752,9.04676E-05,0.000141308,0.000149957,0.101796971,1.333240743,0.193824562,1.624810808,0.235042826,1.561978645,0.120796129,1.657575317,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=pfs PE=3 SV=1,
Q7U9L6,SYNW0238,4,4,8.80478E-05,0.000171676,3.79354E-05,3.03756E-05,5.21602E-05,3.52044E-05,2.80168E-05,5.34493E-05,3.54302E-05,9.87033E-05,0.000132391,2.2792E-05,6.96279E-05,2.89658E-05,3.49924E-05,5.99488E-05,3.08759E-05,7.1186E-05,9.92198E-05,3.92467E-05,3.89655E-05,8.46286E-05,4.45287E-05,5.40036E-05,0.108697117,0.395553508,0.106526238,0.392718482,0.178819138,0.526166193,0.277031911,0.638124013,Orotate phosphoribosyltransferase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=pyrE PE=3 SV=1,
Q7U882,SYNW0741,4,4,8.98755E-06,1.82596E-05,5.6728E-06,4.75794E-06,7.40945E-06,5.20673E-06,4.16902E-06,4.84677E-06,4.23853E-06,5.42931E-06,6.20284E-06,2.46228E-06,2.92349E-06,2.91682E-06,8.10971E-07,2.9267E-06,3.11539E-06,9.17117E-06,1.09733E-05,5.79138E-06,4.41811E-06,4.69814E-06,2.21709E-06,5.07108E-06,0.114946363,0.527768915,0.103676078,0.402622745,0.017173862,0.471908246,0.458580384,1.079381188,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0741 PE=4 SV=1,
Q7U3B7,SYNW2515,4,4,0.000119536,0.00013721,4.43683E-05,2.29141E-05,3.60011E-05,5.56908E-05,9.6671E-05,9.68725E-05,3.49255E-05,4.47225E-05,0.000105744,6.97826E-05,2.95113E-05,4.48668E-05,7.7901E-05,1.50144E-05,3.4283E-05,3.65687E-05,0.000100371,3.8202E-05,7.61563E-05,7.34165E-05,5.07597E-05,2.8622E-05,0.116474281,0.380606861,0.056819914,0.758746396,0.189889793,0.691393819,0.039365568,0.389858343,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW2515 PE=4 SV=1,
Q7U858,SYNW0766,4,4,0.000124958,0.000119815,4.92238E-05,2.89539E-05,3.41681E-05,6.01741E-05,2.22544E-05,4.50617E-05,3.45724E-05,9.58818E-05,0.000137417,2.35755E-05,2.62702E-05,4.24442E-05,1.06099E-05,3.95656E-05,3.47399E-05,3.7371E-05,9.7999E-05,4.10987E-05,3.39628E-05,8.56247E-05,2.64414E-05,3.72255E-05,0.118363658,0.419378686,0.066302717,0.346562664,0.067342895,0.308806193,0.144538155,0.434751962,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0766 PE=4 SV=1,
Q7U5H8,SYNW1729,4,4,3.42453E-05,5.24817E-05,4.7891E-05,3.13875E-05,4.05159E-05,4.6378E-05,2.78172E-05,5.6011E-05,3.83075E-05,3.25795E-05,5.2956E-05,5.79685E-05,3.40066E-05,3.92841E-05,1.41516E-05,4.57523E-05,3.5016E-05,5.38682E-05,4.48727E-05,3.94271E-05,4.07119E-05,4.78347E-05,2.91474E-05,4.48788E-05,0.11952807,0.878645013,0.201396179,0.907275757,0.14758803,0.609336598,0.386889571,0.938206889,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1729 PE=4 SV=1,
Q7U8D8,SYNW0683,4,4,1.77158E-06,4.39428E-06,1.11321E-05,6.56585E-05,0.00016293,1.17789E-05,9.60453E-05,0.000418304,1.27769E-05,1.4493E-06,4.09338E-06,6.19062E-06,0.000272099,0.000229035,2.67392E-06,0.000147865,0.000130385,2.46439E-05,5.76599E-06,8.01225E-05,0.000175709,3.9111E-06,0.000167936,0.000100965,0.123259333,13.89570844,0.153309433,30.47330995,0.096381831,42.9383042,0.067274847,25.81488904,Putative chaperon-like protein for quinone binding in photosystem II OS=Synechococcus sp. (strain WH8102) OX=84588 GN=ycf39 PE=4 SV=1,
Q7U4D3,SYNW2136,4,4,9.27197E-06,6.85704E-06,9.69758E-06,2.68334E-05,6.30263E-05,1.13845E-05,0.000199298,0.000227584,0.000103358,8.9852E-06,7.79793E-06,1.35338E-05,4.40938E-05,3.51695E-05,1.95272E-05,4.21359E-05,0.000261664,8.02268E-05,8.60886E-06,3.3748E-05,0.000176747,1.01057E-05,3.29302E-05,0.000128009,0.130211974,3.920149634,0.024060276,20.53077258,0.059952343,3.258588981,0.114057117,12.66707515,30S ribosomal protein S7 OS=Synechococcus sp. (strain WH8102) OX=84588 GN=rpsG PE=3 SV=1,
Q7U5T7,SYNW1608,4,4,1.91191E-05,1.47418E-05,1.23367E-05,1.9145E-05,1.34442E-05,8.87758E-06,2.60729E-05,3.3414E-05,8.88988E-06,2.16678E-05,1.73739E-05,7.10378E-06,2.50995E-05,1.89953E-05,6.65409E-06,3.06514E-05,2.57582E-05,2.10831E-05,1.53992E-05,1.38223E-05,2.27923E-05,1.53818E-05,1.69163E-05,2.58309E-05,0.130360161,0.897595079,0.18336958,1.480092561,0.152307227,1.099756564,0.013811182,1.679309794,Putative circadian phase modifier CpmA homolog OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1608 PE=4 SV=1,
Q7U6E2,SYNW1396,4,4,9.48193E-05,6.94297E-05,6.43631E-05,8.75945E-05,0.00011645,0.000103138,8.66538E-05,0.000368527,7.72965E-05,8.7676E-05,7.26402E-05,5.49396E-05,0.000138007,0.000163905,2.69866E-05,0.000100914,0.000224174,0.00010089,7.6204E-05,0.000102394,0.000177492,7.17519E-05,0.000109633,0.000141993,0.130432691,1.343682999,0.207105767,2.329172487,0.195980061,1.527939452,0.117178225,1.978937782,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1396 PE=4 SV=1,
Q7U8R9,SYNW0543,4,3,3.79207E-05,4.0739E-05,4.79656E-05,5.67236E-05,4.47534E-05,4.9512E-05,0.000131595,0.000159699,0.000205986,4.83354E-05,4.08617E-05,3.4653E-05,0.000153931,0.000134582,2.65057E-05,0.000111871,9.14306E-05,0.000255473,4.22084E-05,5.03297E-05,0.00016576,4.12834E-05,0.000105006,0.000152925,0.135372699,1.192407265,0.011093691,3.927182981,0.109781623,2.543554822,0.089062458,3.704270646,Probable transcriptional regulatory protein SYNW0543 OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW0543 PE=3 SV=1,
Q7U4M7,SYNW2040,4,4,6.28812E-06,8.77949E-06,2.02957E-05,3.51074E-05,2.71276E-05,1.65311E-05,2.20758E-05,6.08687E-05,3.36794E-05,6.47708E-06,1.09041E-05,1.75758E-05,2.49648E-05,2.31395E-05,1.18346E-05,1.34782E-05,1.82839E-05,4.96168E-05,1.17878E-05,2.62553E-05,3.88746E-05,1.16523E-05,1.99796E-05,2.71263E-05,0.13547106,2.227334805,0.081486282,3.297874126,0.185096104,1.714645196,0.101367156,2.327972385,Oxygen-dependent coproporphyrinogen-III oxidase OS=Synechococcus sp. (strain WH8102) OX=84588 GN=hemF PE=3 SV=2,
Q7U526,SYNW1886,4,4,0.000409597,0.000525563,0.000210402,0.000296742,0.000206913,0.00021901,0.000518786,0.000434423,0.000487609,0.000132741,0.000185963,0.000199104,0.000374413,0.000269945,0.000382492,0.000252437,0.000175974,0.000270643,0.000381854,0.000240888,0.000480273,0.000172603,0.000342283,0.000233018,0.13898143,0.630838706,0.226435328,1.257738877,0.033180172,1.98307165,0.125747499,1.350026584,Uncharacterized protein OS=Synechococcus sp. (strain WH8102) OX=84588 GN=SYNW1886 PE=4 SV=1,
