RAST Locus Tag,NCBI Locus Tag,Main_Role,Subrole,Subsystem,Curated Product Descriptor,gene,ClustID_light,Clust name_light,ClustID_ox,Clust name_ox,LLLO-CC-M061814.14_AV,MLLO-CC-M061814.13_AV,HLLO-CC-TS040514.18_AV,Average_light_Conditions
N/A,tll0370,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,peptidoglycan biosynthesis,UDP-N-acetylenolpyruvoylglucosamine reductase MurB,murB,1,D,3,G,2822.286476,4817.560815,4992.243403,4210.696898
N/A,tll0371,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,peptidoglycan biosynthesis,UDP-N-acetylmuramate--alanine ligase MurC,murC,1,D,3,G,2084.939459,3770.065574,4827.779928,3560.92832
N/A,tll0378,Intracellular trafficking_ assembly_ and processing,Peptidases,None,peptidase U62 modulator of DNA gyrase TldD/PmbA family,,2,B,0,,979.3607192,910.7858558,1134.928945,1008.358507
N/A,tll0380,Unknown function,Enzymes of unknown specificity,None,glycosyltransferase family 41,,0,,0,,299.0070381,249.3491209,269.3338181,272.5633257
N/A,tll0381,None,None,None,None,None,0,,4,H,95.90582615,95.2359336,103.3549553,98.16557169
N/A,tll0383,Unknown function,General,peptidoglycan bioysnthesis and recycling,SpoIID/LytB domain protein,,2,B,3,G,1651.224819,824.2420524,1870.090256,1448.519043
N/A,tll0384,Natural products biosynthesis,General,cyanopterin biosynthesis,UDP-glucose tetrahydrobiopterin glucosyltransferase PgtA,pgtA,4,C,1,E,2528.729775,1816.760532,1442.587889,1929.359399
N/A,tll0385,Energy metabolism,Oxidative phosphorylation,F1/F0 ATPase AtpABCDEFGH,F-type H+-transporting ATPase gamma subunit AtpG,atpG,1,D,3,G,16428.18173,46790.2571,33552.79916,32257.07933
N/A,tll0386,Unknown function,General,None,hypothetical protein,,2,B,3,G,728.4744654,376.5556113,1228.800773,777.9436165
N/A,tll0390,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,alpha-ribazole from nicotinate mononucleotide and dimethylbenzimidazole,alpha-ribazole-5'-phosphate phosphatase CobC,cobC,4,C,3,G,1629.979846,802.7624688,929.715346,1120.81922
N/A,tll0391,Unknown function,General,None,SpoIID/LytB domain protein,,1,D,2,F,2255.782702,3900.436943,3731.556683,3295.925443
N/A,tll0392,Unknown function,General,None,hypothetical protein,,2,B,3,G,2484.118947,2407.786942,3887.008446,2926.304778
N/A,tll0394,Unknown function,General,None,hypothetical protein,,4,C,4,H,5452.166905,3021.100654,1799.915627,3424.394395
N/A,tll0395,Nucleic acid metabolism,Pyrimidine metabolism,uridine monophosphate biosynthesis from glutamine,orotidine 5'-phosphate decarboxylase PyrF,pyrF,1,D,3,G,492.8531794,673.2003282,784.4392464,650.1642513
N/A,tll0396,Unknown function,General,None,membrane protein of unknown function DUF3611,,1,D,3,G,699.899374,829.077799,1377.132736,968.703303
N/A,tll0397,Energy metabolism,Sulfur metabolism,thiosulfate to sulfite,thiosulfate/3-mercaptopyruvate sulfurtransferase SseA,sseA,1,D,4,H,749.7428529,915.0680762,875.1253336,846.6454209
N/A,tll0398,Fatty acid and lipid metabolism,Glycerolipid and glycerophospholid metabolism,sulfolipid sulfoquinovosyldiacylglycerol biosynthesis,UDP-sulfoquinovose synthase SqdB,sqdB,1,D,3,G,10106.55515,34161.24691,44529.36161,29599.05456
N/A,tll0399,Unknown function,General,None,hypothetical protein,,1,D,3,G,61.02295716,184.816833,817.6951052,354.5116318
N/A,tll0403,Unknown function,Enzymes of unknown specificity,None,putative 2-phosphosulfolactate phosphatase,,1,D,4,H,1444.300164,2391.956092,2160.965711,1999.073989
N/A,tll0404,Defense and invasion systems,Protein_ prosthetic group_ membrane repair,photosystem II repair,photosystem II repair protein Psb32,psb32,1,D,3,G,5265.335756,13604.62697,14545.68503,11138.54925
N/A,tll0415,Nucleic acid metabolism,DNA replication_ recombination_ and repair,replication restart_ PriA/PriB primosome pathway,primosomal protein N' (replication factor Y) PriA,priA,1,D,3,G,363.0423926,516.6961789,495.1910129,458.3098615
N/A,tll0418,Fatty acid and lipid metabolism,Biosynthesis,Sulfoquinovosyldiacylglycerol biosynthesis,sulfoquinovosyldiacylglycerol biosynthesis protein SqdX,sqdX,1,D,3,G,4358.478908,8977.532274,11202.77285,8179.594678
N/A,tll0422,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,uroporhyrinogen III biosynthesis from 5-aminolevulinate,porphobilinogen synthase HemB,hemB,1,D,3,G,9640.533867,13858.43341,14070.52681,12523.16469
N/A,tll0423,Nucleic acid metabolism,Purine metabolism,Cofactor NAD synth,ADP-ribose pyrophosphatase NudF,nudF,3,A,4,H,4169.741928,5347.172515,3054.984986,4190.633143
N/A,tll0424,Intracellular trafficking_ assembly_ and processing,Peptidases,cytoplasmic protease,methionine aminopeptidase Map,map,1,D,4,H,5564.884882,6747.957342,6965.621748,6426.154657
N/A,tll0425,Nucleic acid metabolism,DNA replication_ recombination_ and repair,single strand breaks repair,FAD-dependent deoxyribopyrimidine photolyase PhrA,phrA,4,C,0,,1634.971507,806.6124468,735.6941113,1059.092688
N/A,tll0426,Unknown function,General,None,hypothetical protein,,4,C,1,E,11730.46961,7749.791093,5578.093325,8352.784677
N/A,tll0439,Amino acid metabolism,Phenylalanine_ tyrosine and tryptophan biosynthesis,tryptophan biosynthesis from ribose-5-phosphate,tryptophan synthase alpha subunit TrpA,trpA,1,D,3,G,808.1829113,1635.864846,3045.76331,1829.937023
N/A,tll0443,Transport and binding proteins,Unknown substrate,None,ABC-type transport system ATPase component,,4,C,1,E,4603.204261,2319.160823,2300.114077,3074.15972
N/A,tll0444,Energy metabolism,Photosynthesis,photosystem II other common subunits,photosystem II oxygen-evolving enhancer protein 1 PsbO,psbO,1,D,3,G,99993.66564,148197.436,148073.2527,132088.1181
N/A,tll0447,Energy metabolism,Oxidative phosphorylation,NAD(P)H:quinone oxidoreductase (complex I) NdhABCDEFGHIJKLMNOPQS,NADH-plastoquinone oxidoreductase subunit NdhM,ndhM,1,D,2,F,517.5133207,4396.886827,6086.793516,3667.064555
N/A,tll0451,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,chlorophyllide a biosynthesis from protoporphyrin IX,magnesium-protoporphyrin O-methyltransferase BchM,bchM,1,D,3,G,1031.892697,2328.154614,3166.628328,2175.558546
N/A,tll0452,Cell structure_ growth_ and death,Cell division,cell division export system FtsEX,ABC-type septal ring translocating system permease component FtsX,ftsX,1,D,0,,550.8902765,910.0316502,1025.335845,828.7525905
N/A,tll0453,Cell structure_ growth_ and death,Cell division,cell division export system FtsEX,ABC-type septal ring translocating system ATPase component FtsE,ftsE,4,C,4,H,1037.022866,723.7063978,767.458543,842.729269
N/A,tll0454,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,polysaccharide biosynthesis,UDP-N-acetyl-D-mannosaminuronic acid transferase RffM,rffM,3,A,4,H,5896.687013,7261.190512,5775.714666,6311.197397
N/A,tll0456,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,dTDP-4-dehydro-L-rhamnose biosynthesis from 4_6-dideoxy-4-oxo-dTDP-D-glucose,dTDP-4-dehydrorhamnose 3_5-epimerase RfbC,rfbC,3,A,3,G,6479.896666,8901.667608,5940.055643,7107.206639
N/A,tll0457,Terpenoids and polyketides metabolism,Polyketide sugar unit biosynthesis,4_6-dideoxy-4-oxo-dTDP-D-glucose biosynthesis from glucose-1-phosphate,glucose-1-phosphate thymidylyltransferase RfbA,rfbA,4,C,4,H,3614.580607,1856.275462,1529.200685,2333.352251
N/A,tll0458,Terpenoids and polyketides metabolism,Polyketide sugar unit biosynthesis,4_6-dideoxy-4-oxo-dTDP-D-glucose biosynthesis from glucose-1-phosphate,dTDP-glucose 4_6-dehydratase RfbB,rfbB,4,C,3,G,14238.44903,9643.893688,9513.87458,11132.07243
N/A,tll0460,Metabolism of other amino acids and amines,D-Alanine metabolism,peptidoglycan biosynthesis,alanine racemase Alr,alr,1,D,3,G,901.6735096,1491.051575,1660.646483,1351.123856
N/A,tll0463,Amino acid metabolism,Phenylalanine_ tyrosine and tryptophan biosynthesis,chorismate biosynthesis via shikimate,chorismate synthase AroC,aroC,1,D,3,G,1236.619612,3498.582983,4074.151421,2936.451339
N/A,tll0464,Prosthetic groups_ cofactors_ and carriers,Iron sulfur clusters,None,iron binding protein from the HesB/IscA/SufA family,,3,A,4,H,1459.885461,2104.334566,1610.62185,1724.947292
N/A,tll0465,Cell structure_ growth_ and death,Cell division,None,cell division inhibitor SulA,sulA,3,A,4,H,4193.004183,5476.857871,4329.956712,4666.606255
N/A,tll0466,Unknown function,General,None,hypothetical protein,,1,D,4,H,6022.356883,7070.11157,7390.265752,6827.578068
N/A,tll0467,Carbohydrate metabolism,Pentose phosphate pathway,pentose phosphate cycle_ non-oxidative phase,transaldolase TalA,talA,4,C,4,H,10349.0183,4623.415465,1870.853376,5614.429047
N/A,tll0471,Translation,Ribosomal proteins: synthesis and modification,ribosomal protein modification factors,ribosomal-protein-alanine acetyltransferase RimI,rimI,0,,0,,75.75409439,60.7467649,70.53700434,69.01262121
N/A,tll0476,Intracellular trafficking_ assembly_ and processing,Peptidases,T2bSS type IVa pilus complex,prepilin peptidase PilD,pilD,4,C,4,H,1711.787859,951.6341999,701.0636118,1121.495223
N/A,tll0480,Signal transduction,Two-component systems,None,two component signal transduction system histidine kinase,,4,C,4,H,3303.818663,674.7114091,625.3640046,1534.631359
N/A,tll0486,Intracellular trafficking_ assembly_ and processing,Peptidases,membrane protease,M79 family C-terminal endopeptidase,,1,D,1,E,1597.182523,2659.715163,2479.124478,2245.340721
N/A,tll0487,Energy metabolism,Electron transport,photosynthetic electron transport,2Fe-2S ferredoxin PetF,petF,1,D,3,G,2564.17446,5563.317134,5798.767809,4642.086467
N/A,tll0488,Prosthetic groups_ cofactors_ and carriers,Ubiquinone and other terpenoid-quinone biosynthesis,phylloquinone biosynthesis via SEPHCHC,1_4-dihydroxy-2-naphthoyl-CoA thioesterease DncH,dncH,4,C,3,G,1501.235927,665.8997101,833.461747,1000.199128
N/A,tll0490,Prosthetic groups_ cofactors_ and carriers,Iron sulfur clusters,iron-sulfur cluster assembly SUF system,Fe-S cluster assembly protein SufB,sufB,1,D,4,H,2528.684955,4940.744073,11204.3228,6224.583941
N/A,tll0495,Unknown function,Enzymes of unknown specificity,None,HAD superfamily phosphatase YqeG,yqeG,4,C,3,G,1642.037281,386.334818,562.9595871,863.7772286
N/A,tll0500,Terpenoids and polyketides metabolism,Terpenoid backbone biosynthesis,IPP biosynthesis via deoxyxylulose,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase IspE,ispE,4,C,3,G,1999.658026,1524.460631,1678.443384,1734.187347
N/A,tll0502,Translation,tRNA and rRNA base modification,tRNA N6-threonylcarbamoyladenosine modification,tRNA threonylcarbamoyladenosine modification protein TsaD,tsaD,4,C,4,H,8160.736614,3122.155314,1400.076064,4227.655997
N/A,tll0506,Translation,Transfer RNA biogenesis,tRNA aminoacylation,glutamyl-tRNA synthetase GltX,gltX,2,B,3,G,2285.66263,2188.855733,3968.858336,2814.4589
N/A,tll0507,Amino acid metabolism,Arginine and proline metabolism,arginine degradation (L-arginine deiminase pathway),L-arginine deiminase ArcA,arcA,1,D,3,G,7569.536132,12113.09078,12265.44335,10649.35675
N/A,tll0511,Unknown function,Enzymes of unknown specificity,None,oxidoreductase short-chain dehydrogenase/reductase family,,4,C,4,H,1586.440926,496.6871238,688.7884474,923.9721657
N/A,tll0512,Mobile and extrachromosomal element functions,Selfish genetic elements,Insertion element,ISTel3 transposase TnpA_ISTel3,tnpA_ISTel3,4,C,0,,103.8988629,13.5313764,10.87549699,42.76857875
N/A,tll0513,Transport and binding proteins,Cations and iron carrying compounds,iron (III) transport system AfuABC,ABC-type FeII uptake system substrate-binding component FutA1,futA1,1,D,3,G,270.1655723,1632.072251,2998.389226,1633.54235
N/A,tll0514,Unknown function,General,None,hypothetical protein,,4,C,4,H,7972.179805,910.6091684,623.7615942,3168.850189
N/A,tll0515,Unknown function,General,None,PedR controlled uncharacterized protein,,4,C,4,H,158918.2882,43732.2494,20673.94462,74441.49408
N/A,tll0517,Transport and binding proteins,Unknown substrate,RND-type exporter Rnd3,RND-type export system MFP component,,1,D,2,F,796.3486805,1017.302025,1115.626539,976.4257481
N/A,tll0518,Nucleic acid metabolism,DNA replication_ recombination_ and repair,DNA replication elongation factor_ DNA polymerase IIIl,DNA polymerase III delta prime subunit HolB,holB,4,C,4,H,503.4235331,281.5704683,213.7701604,332.9213872
N/A,tll0519,Translation,Transfer RNA biogenesis,CCA adding factors,tRNA nucleotidyltransferase A-adding,,4,C,4,H,1627.558353,796.7758796,867.4308027,1097.255012
N/A,tll0520,Unknown function,General,None,hypothetical protein,,4,C,4,H,5534.080868,2066.366128,1136.880671,2912.442556
N/A,tll0521,Unknown function,General,None,hypothetical protein,,0,,0,,79.05299432,97.50802525,86.09761177,87.55287711
N/A,tll0523,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,peptidoglycan biosynthesis,D-alanine-D-alanine ligase Ddl,ddl,1,D,3,G,461.2735403,655.6022659,1378.968856,831.9482206
N/A,tll0527,Translation,Translation factors,release factors,peptide chain release factor PrfB,pfrB,2,B,3,G,3187.521994,3052.645566,3688.855883,3309.674481
N/A,tll0529,Intracellular trafficking_ assembly_ and processing,Peptidases,DNA gyrase modulation,TldE/TldD proteolytic complex component TldD,tldD,4,C,4,H,7089.428437,5956.241862,5112.29912,6052.656473
N/A,tll0530,Translation,Ribosomal proteins: synthesis and modification,ribosome large subunit,LSU ribosomal protein L25 RplY,rplY,1,D,3,G,22264.45924,65868.26393,74719.43868,54284.05395
N/A,tll0531,Nucleic acid metabolism,Purine metabolism,adenosine monophosphate (AMP) biosynthesis from inosine monophosphate (IMP),adenylosuccinate synthase PurA,purA,1,D,3,G,6091.147474,8138.956208,14457.56133,9562.555002
N/A,tll0533,Unknown function,General,None,hypothetical protein,,2,B,3,G,4372.704433,3142.82406,3851.232702,3788.920399
N/A,tll0538,Transport and binding proteins,Cations and iron carrying compounds,None,monovalent cation/H+ antiporter YbaL,ybaL,4,C,2,F,1446.070341,831.7526355,835.5370015,1037.786659
N/A,tll0539,Regulatory functions,Protein interactions,None,allosteric effector of glucose-6-phosphate dehydrogenase OpcA,opcA,4,C,4,H,3103.744426,1207.518518,882.2281467,1731.163697
N/A,tll0540,Carbohydrate metabolism,Pentose phosphate pathway,pentose phosphate pathway_ oxidative phase,glucose-6-phosphate 1-dehydrogenase Zwf,zwf,4,C,4,H,6437.763127,2223.597812,1053.839028,3238.399989
N/A,tll0541,Energy metabolism,Carbon fixation in prokaryotes,Calvin-Benson cycle,fructose-1_6-bisphosphatase Fbp,fbp,4,C,4,H,9621.874889,6020.578704,2647.241423,6096.565005
N/A,tll0552,Unknown function,Enzymes of unknown specificity,DNA repair,FAD-binding protein,,4,C,4,H,1382.630831,409.8299065,365.5232723,719.3280031
N/A,tll0553,Signal transduction,General,None,KaiB domain protein,,4,C,4,H,4960.576578,2072.423961,1215.482397,2749.494312
N/A,tll0554,Cell motility and adherance,Surface structures and assembly platforms,T2bSS type IVa pilus complex,pilus retraction protein PilT,pilT,4,C,1,E,14707.26865,11905.12475,10251.2947,12287.89603
N/A,tll0555,Transport and binding proteins,Unknown substrate,None,AEC family efflux carrier,,2,B,0,,588.5284185,373.9856466,589.0897947,517.2012866
N/A,tll0559,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,None,ABC-type export system hybrid permease / ATPase,,2,B,0,,574.31972,596.1820993,845.5688278,672.023549
N/A,tll0561,Unknown function,General,None,hypothetical protein,,4,C,4,H,2010.650097,1050.733149,582.4429795,1214.608742
N/A,tll0562,Intracellular trafficking_ assembly_ and processing,Peptidases,None,ATP-independent intracellular protease PfpI,pfpI,1,D,3,G,7356.223838,11368.1605,10173.53957,9632.641299
N/A,tll0565,Regulatory functions,Protein interactions,None,histone deacetylase family protein,,0,,0,,41.76332323,27.36811234,30.08452573,33.0719871
N/A,tll0567,Signal transduction,Taxis,None,blue light phototaxis adaptor protein CheW family,pixI2,4,C,4,H,4653.46636,1975.429647,1278.43078,2635.775596
N/A,tll0568,Signal transduction,Taxis,T2bSS twitching motility chemosensory response system ChpABC/pilGHJK,blue light phototaxis signal transduction system hybrid histidine kinase / response regulator PixL,pixL,4,C,1,E,16861.38509,7051.649089,5029.449242,9647.494474
N/A,tll0569,Signal transduction,Taxis,T2bSS twitching motility chemosensory response system ChpABC/pilGHJK,blue light-responsive cyanobacteriochrome PixJ,pixJ,4,C,3,G,44589.47574,28324.42522,22604.83924,31839.58006
N/A,tll0570,Signal transduction,Taxis,T2bSS twitching motility Pil-Chp system,blue light phototaxis adaptor protein PixI,pixI1,4,C,3,G,35916.43546,18990.85138,13639.32146,22848.86943
N/A,tll0571,Signal transduction,Taxis,T2bSS type IVa pili ChpA-ChpB/PilGH chemosensory system,blue light phototaxis signal transduction system response regulator PixH,pixH,4,C,3,G,39211.18105,37705.98403,32692.5871,36536.58406
N/A,tll0572,Signal transduction,Taxis,T2bSS type IVa pili ChpA-ChpB/PilGH chemosensory system,blue light phototaxis signal transduction system response regulator PixG,pixG,4,C,3,G,19118.13446,15501.39194,17070.24288,17229.92309
N/A,tll0573,Transport and binding proteins,Porins and secretins,None,OprB family carbohydrate-selective porin,,3,A,3,G,360145.9905,482795.9998,377379.345,406773.7784
N/A,tll0574,Prosthetic groups_ cofactors_ and carriers,Biotin and lipoate metabolism,lipoic acid metabolism,lipoyl synthase LipA2,lipA2,1,D,3,G,349.6052191,821.3843949,1317.039061,829.3428916
N/A,tll0578,Carbohydrate metabolism,Starch and sucrose metabolism,glycogen biosynthesis,1_4-alpha-glucan branching enzyme GlgB,glgB,1,D,3,G,1873.484575,4829.848522,5446.892546,4050.075214
