RAST Locus Tag,NCBI Locus Tag,Main_Role,Subrole,Subsystem,Curated Product Descriptor,gene,ClustID_ox,Clust name_ox,HLLO-CC-TS040514.18_AV,HLMO-CC-TS040514.19_AV,HLHO-CC-TS040514.20_AV,Average_ox_Conditions,resolved_locus_tag,resolution_method
fig.6666666.52381.peg.1138,SY28_RS05680,Carbohydrate metabolism,Inositol phosphate metabolism,myo-inositol degradation,5-deoxy-glucuronate isomerase IolB,iolB,2,F,12.18438082,9.16016455,13.40341038,11.58265192,SY28_05680,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1139,SY28_RS05685,Regulatory functions,DNA interactions,myo-inositol degradation,DeoR family transcriptional regulator of myo-inositol degradation,,2,F,8.946038108,26.07783649,23.17795468,19.40060976,SY28_05685,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1140,SY28_RS05690,Unknown function,Enzymes of unknown specificity,,PLP-dependent protein modulating 2-ketobutyrate and CoA availability YggS,yggS,3,G,79.03943152,23.47465908,21.14965354,41.22124805,SY28_05690,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1141,SY28_RS05695,Nucleic acid metabolism,General,deoxynucleoside degradation,purine-nucleoside phosphorylase PunA,punA,1,E,68.70333681,118.115303,74.56456866,87.12773616,SY28_05695,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1142,SY28_RS05700,Transcription,RNA polymerase,RNA polymerase RpoABCEZ,DNA-directed RNA polymerase beta' subunit RpoC,rpoC,3,G,456.5301756,449.9078179,307.8907809,404.7762581,SY28_05700,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1143,SY28_RS05705,Transcription,RNA polymerase,RNA polymerase RpoABCEZ,DNA-directed RNA polymerase beta subunit RpoB,rpoB,2,F,7039.534383,6055.481104,6606.202466,6567.072651,SY28_05705,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1144,SY28_RS05710,Translation,Transfer RNA biogenesis,tRNA aminoacylation,seryl-tRNA synthetase SerS,serS,2,F,76.04161825,29.07433774,68.84557837,57.98717812,SY28_05710,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1145,SY28_RS05715,Translation,Aminoacyl-tRNA biosynthesis,GatABC aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase complex,bifunctional aspartyl-tRNA(Asn) / glutamyl-tRNA(Gln) amidotransferase subunit GatC,gatC,2,F,120.3273037,83.50286124,89.34338394,97.7245163,SY28_05715,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1147,SY28_RS05720,Amino acid metabolism,Cysteine and methionine metabolism,methionine biosynthesis,O-acetylhomoserine (thiol)-lyase MetY,metY,2,F,19.46462703,33.74384937,50.71573074,34.64140238,SY28_05720,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1148,SY28_RS05725,Amino acid metabolism,Cysteine and methionine metabolism,methionine biosynthesis from homoserine,homoserine O-acetyltransferase MetX,metX,2,F,3.118153757,14.34144346,10.34271907,9.267438764,SY28_05725,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1149,SY28_RS05730,Amino acid metabolism,Glycine_ serine_ and threoine metabolism,glycine cleavage system GcvHLPT,decarboxylating glycine dehydrogenase GcvP,gcvP,2,F,121.2963446,81.92954422,75.59949672,92.94179517,SY28_05730,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1150,SY28_RS05731,Mobile and extrachromosomal element functions,Selfish genetic elements,,transposase,,1,E,100.214323,165.6464174,132.4587799,132.7731734,,unresolved
fig.6666666.52381.peg.1151,SY28_RS05735,Unknown function,General,,hypothetical protein,,2,F,42.35290991,57.24993243,68.075498,55.89278011,SY28_05735,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1152,SY28_RS05740,Defense and invasion systems,Restriction-modification systems,restriction enzyme system_ type I,type I site-specific restriction-modification system specificity subunit HsdS,hsdS,2,F,76.16973046,50.3711903,49.5635835,58.70150142,SY28_05740,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1153,SY28_RS05745,Unknown function,General,,hypothetical protein,,2,F,95.83280624,106.4048604,65.78912997,89.34226552,SY28_05745,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1154,SY28_RS05750,Defense and invasion systems,Restriction-modification systems,restriction enzyme system_ type I,type I site-specific restriction-modification system DNA methyltransferase subunit HsdM,hsdM,2,F,62.94073986,72.67230986,57.9434801,64.51884327,SY28_05750,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1156,SY28_RS05760,Unknown function,General,,hypothetical protein,,2,F,16.96251808,46.39282198,19.88946864,27.74826957,SY28_05760,tier1:NCBI Locus Tag
fig.6666666.52381.peg.116,SY28_RS00590,Intracellular trafficking_ assembly_ and processing,Peptidases,intramolecular chaperones,serine protease,,2,F,19.41426766,13.17963686,28.1870673,20.26032394,SY28_00590,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1160,SY28_RS05770,Unknown function,General,,hypothetical protein,,2,F,21.36636119,37.04070628,13.24587799,23.88431515,SY28_05770,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1161,SY28_RS05775,Unknown function,General,,hypothetical protein,,2,F,30.61350128,20.19147603,35.02806491,28.61101407,SY28_05775,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1164,SY28_RS05790,Mobile and extrachromosomal element functions,,,excisionase,,1,E,55.03187397,140.4722853,65.60262463,87.03559462,SY28_05790,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1166,SY28_RS05800,Carbohydrate metabolism,,,carboxymuconolactone decarboxylase,,2,F,19.72781041,27.12735499,57.51532849,34.79016463,SY28_05800,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1168,SY28_RS14715,Unknown function,General,,hypothetical protein,,2,F,45.59909236,26.15077021,13.24587799,28.33191352,,unresolved
fig.6666666.52381.peg.117,SY28_RS00595,Carbohydrate metabolism,Pyruvate metabolism,lactate utilization,L-lactate dehydrogenase subunit LldG,lldG,2,F,47.03862949,32.81577713,27.28638765,35.71359809,SY28_00595,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1173,SY28_RS05830,Transport and binding proteins,Amino acids_ peptides and amines,glycine betaine/proline uptake system ProVWX,ABC-type glycine betaine/proline uptake system ATPase component ProV,proV,2,F,16.11767604,40.17656526,21.49333712,25.92919281,SY28_05830,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1175,SY28_RS05840,Transport and binding proteins,Amino acids_ peptides and amines,glycine betaine/proline uptake system ProVWX,ABC-type glycine betaine/proline uptake system substrate-binding component ProX,proX,2,F,67.24134298,35.62089994,113.5515854,72.13794276,SY28_05840,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1176,SY28_RS05850,Prosthetic groups_ cofactors_ and carriers,Riboflavin metabolism,riboflavin secretion,bifunctional 3_4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II RibB-RibA,ribB-ribA,2,F,82.55755131,50.88075684,53.10990457,62.18273757,SY28_05850,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1177,SY28_RS05855,Prosthetic groups_ cofactors_ and carriers,Riboflavin metabolism,riboflavin_ FAD and FMN from GTP and ribulose-5-P,riboflavin synthase RibE,ribE,2,F,106.5294821,88.74102517,72.11683358,89.1291136,SY28_05855,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1178,SY28_RS05860,Prosthetic groups_ cofactors_ and carriers,Riboflavin metabolism,riboflavin_ FAD and FMN from GTP and ribulose-5-P,bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase RibD,ribD,2,F,45.76820053,71.73821455,60.59037002,59.36559504,SY28_05860,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1179,SY28_RS05865,Prosthetic groups_ cofactors_ and carriers,Riboflavin metabolism,riboflavin_ FAD and FMN from GTP and ribulose-5-P,6_7-dimethyl-8-ribityllumazine synthase RibH,ribH,3,G,104.4597854,94.44212125,43.30683544,80.73624737,SY28_05865,tier1:NCBI Locus Tag
fig.6666666.52381.peg.118,SY28_RS00600,Carbohydrate metabolism,Pyruvate metabolism,lactate utilization,L-lactate dehydrogenase subunit LldE,lldE,2,F,20.72711463,18.03501394,34.51894484,24.42702447,SY28_00600,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1182,SY28_RS05870,Cell structure_ growth_ and death,Toxin-antitoxin systems,,toxin-antitoxin system antidote component,,2,F,96.59535852,20.46980464,94.08359027,70.38291781,SY28_05870,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1186,SY28_RS05885,Defense and invasion systems,Invasion response,CRISPR immunity,CRISPR-associated protein Cas02710,cas2710,2,F,30.36188539,43.8373441,70.38302929,48.19408626,SY28_05885,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1188,SY28_RS05895,Translation,Ribosomal proteins: synthesis and modification,ribosome large subunit,LSU ribosomal protein L33 RpmG,rpmG,3,G,3318.461793,3408.199582,2563.622659,3096.761345,SY28_05895,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1189,SY28_RS05900,Intracellular trafficking_ assembly_ and processing,Protein export_ secretion_ and sorting,Sec protein export system,preprotein translocase subunit SecE,secE,1,E,436.5980823,534.8825504,435.5390918,469.0065748,SY28_05900,tier1:NCBI Locus Tag
fig.6666666.52381.peg.119,SY28_RS00605,Unknown function,General,,COG0393 family protein of unknown function,,4,H,63.21408635,116.053714,115.0515656,98.10645531,SY28_00605,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1190,SY28_RS05905,Transcription,Transcription factors,transcription termination - antitermination Nus factors,transcriptional antiterminator NusG,nusG,3,G,1423.783492,1469.328942,749.5566862,1214.22304,SY28_05905,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1191,SY28_RS05910,Translation,Ribosomal proteins: synthesis and modification,ribosome large subunit,LSU ribosomal protein L11 RlpK,rplK,3,G,3570.510055,2809.464615,2346.804475,2908.926382,SY28_05910,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1192,SY28_RS05915,Translation,Ribosomal proteins: synthesis and modification,ribosome large subunit,LSU ribosomal protein L1 RplA,rplA,3,G,1360.718568,1504.721703,868.7720088,1244.737426,SY28_05915,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1193,SY28_RS05920,Transport and binding proteins,Cations and iron carrying compounds,,cation diffusion facilitator family transporter,,4,H,62.49632899,78.51651171,77.9398166,72.9842191,SY28_05920,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1195,SY28_RS05930,Unknown function,Enzymes of unknown specificity,,predicted secreted hydrolase,,4,H,7.358392025,32.48393033,91.57408343,43.80546859,SY28_05930,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1196,SY28_RS05935,Translation,Ribosomal proteins: synthesis and modification,ribosome large subunit,LSU ribosomal protein L7/L12 RplL,rplL,3,G,1352.369286,696.9522087,803.2561831,950.8592261,SY28_05935,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1197,SY28_RS05940,Translation,Ribosomal proteins: synthesis and modification,ribosome large subunit,LSU ribosomal protein L10 RplJ,rplJ,3,G,5507.049309,5086.46,3509.623626,4701.044312,SY28_05940,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1198,SY28_RS05945,Nucleic acid metabolism,DNA replication_ recombination_ and repair,,Rad52/22 family double-strand break repair protein,,4,H,5.593034849,17.14950562,53.1181278,25.28688942,SY28_05945,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1199,SY28_RS05950,Unknown function,Enzymes of unknown specificity,,metallophosphoesterase,,4,H,42.05273012,62.73644287,74.18247254,59.65721518,SY28_05950,tier1:NCBI Locus Tag
fig.6666666.52381.peg.12,SY28_RS00060,Nucleic acid metabolism,General,oxidative stress response,inosine/xanthosine triphosphatase,,0,,93.73113476,118.4734684,69.06732034,93.75730782,SY28_00060,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1200,SY28_RS05955,Translation,tRNA and rRNA base modification,16S rRNA modification factors,16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase KsgA,ksgA,0,,24.77127317,48.74012308,21.17307863,31.56149163,SY28_05955,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1201,SY28_RS05960,Carbohydrate metabolism,Pentose phosphate pathway,,ribokinase RbsK,rbsK,1,E,105.0307273,202.0481457,157.6120118,154.8969616,SY28_05960,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1202,SY28_RS05965,Amino acid metabolism,Histidine metabolism,histidine biosynthesis,imidazole glycerol phosphate synthase glutamine amidotransferase subunit HisH,hisH,0,,30.60199998,12.73859277,6.555568739,16.63205383,SY28_05965,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1204,SY28_RS05975,Amino acid metabolism,Histidine metabolism,histidine biosynthesis,histidinol-phosphate aminotransferase HisC,hisC,0,,75.09913511,84.40920378,87.1941103,82.23414973,SY28_05975,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1208,SY28_RS05990,Cell structure_ growth_ and death,Chromosome and associated proteins,chromosome partitioning proteins,rod shape-determining protein MreC,mreC,0,,83.70978283,55.11637596,43.12318422,60.649781,SY28_05990,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1209,SY28_RS05995,Cell structure_ growth_ and death,Chromosome and associated proteins,chromosome partitioning proteins,rod shape-determining protein MreD,mreD,1,E,37.04772914,98.43817728,6.956868692,47.48092504,SY28_05995,tier1:NCBI Locus Tag
fig.6666666.52381.peg.121,SY28_RS00615,Unknown function,General,,DinB family protein,,0,,167.2160381,160.6972073,175.8922513,167.9351656,SY28_00615,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1210,SY28_RS06000,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,MreBCD system,penicillin-binding protein 2 MrdA,mrdA,0,,58.95300107,71.93110585,81.12619655,70.67010116,SY28_06000,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1211,SY28_RS06005,Unknown function,Enzymes of unknown specificity,,FAD dependent oxidoreductase,,0,,20.32029682,12.2570173,36.53864199,23.03865204,SY28_06005,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1212,SY28_RS06010,Defense and invasion systems,Detoxification and inactivation,resistance to reactive oxygen species (ROS),alkyl hydroperoxide reductase,bcp,0,,43.9712795,76.76475926,64.91849132,61.88484336,SY28_06010,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1213,SY28_RS06015,Defense and invasion systems,Detoxification and inactivation,resistance to reactive oxygen species (ROS),alkyl hydroperoxide reductase,bcp,0,,25.56187753,20.31704491,32.03855161,25.97249135,SY28_06015,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1214,SY28_RS06020,Regulatory functions,Protein interactions,,serine/threonine protein kinase,,0,,44.91384744,42.65744683,53.30925859,46.96018429,SY28_06020,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1215,SY28_RS06025,Regulatory functions,Protein interactions,,protein serine/threonine phosphatase,,0,,21.37405552,28.73334055,19.09829861,23.06856489,SY28_06025,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1216,SY28_RS06030,Unknown function,General,,hypothetical protein,,0,,42.72442493,73.40084689,31.89906748,49.34144644,SY28_06030,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1217,SY28_RS06035,Transport and binding proteins,Unknown substrate,,MFS superfamily transporter,,0,,54.93579441,24.52901519,64.67053357,48.04511439,SY28_06035,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1218,SY28_RS06040,Cell structure_ growth_ and death,Chromosome and associated proteins,,YbaB/EbfC family DNA-binding protein,,0,,466.6366991,513.6163036,483.3390764,487.8640264,SY28_06040,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1219,SY28_RS06045,Nucleic acid metabolism,DNA replication_ recombination_ and repair,recFOR recombination pathway,recombination protein RecR,recR,3,G,134.6614383,79.82380304,76.48220102,96.98914744,SY28_06045,tier1:NCBI Locus Tag
fig.6666666.52381.peg.122,SY28_RS00620,Unknown function,Enzymes of unknown specificity,,GCN5 family N-acetyltransferase,argA,3,G,196.4995388,67.22497499,33.41945255,99.04798879,SY28_00620,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1220,SY28_RS06050,Unknown function,General,,roadblock/LC7 family protein,,3,G,56.04573627,72.18470233,69.82014,66.01685954,SY28_06050,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1221,SY28_RS06055,Unknown function,General,,roadblock/LC7 family protein,,2,F,1580.35058,1203.771562,1507.574715,1430.565619,SY28_06055,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1222,SY28_RS06060,Unknown function,General,,protein of unknown function DUF3467,,3,G,153.8010133,152.4611718,96.71571505,134.3259667,SY28_06060,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1223,SY28_RS06065,Intracellular trafficking_ assembly_ and processing,Peptidases,,acylaminoacyl-peptidase,,3,G,15.30697279,22.384651,35.67270342,24.45477574,SY28_06065,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1224,SY28_RS06070,Unknown function,General,,COG5316 family protein of unknown function,,4,H,36.99099112,87.97928209,74.05044677,66.34023999,SY28_06070,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1225,SY28_RS06075,Transport and binding proteins,Amino acids_ peptides and amines,,ABC-type transport system ATPase component,,3,G,186.7323889,76.91403003,23.09873926,95.58171941,SY28_06075,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1226,SY28_RS06080,Carbohydrate metabolism,Glycolysis / Gluconeogenesis,Embden-Meyerhof pathway,triosephosphate isomerase TpiA,tpiA,3,G,69.54610861,27.75576699,50.16341583,49.15509715,SY28_06080,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1227,SY28_RS06085,Unknown function,General,,hypothetical protein,,2,F,192.0498991,51.04657533,160.2596949,134.4520565,SY28_06085,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1228,SY28_RS06090,Amino acid metabolism,Lysine biosynthesis,lysine biosynthesis via diaminopimelate (DAP)_ succinylated branch,N-succinyldiaminopimelate transaminase DapC,dapC,2,F,132.647748,40.1625929,64.62966117,79.14666736,SY28_06090,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1229,SY28_RS06095,Carbohydrate metabolism,Pyruvate metabolism,pyruvate dehydrogenase complex PdhABCD-AceE,pyruvate dehydrogenase E1 component alpha subunit PdhA,pdhA,3,G,107.3687873,83.25215445,103.58637,98.06910393,SY28_06095,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1230,SY28_RS06100,Carbohydrate metabolism,Pyruvate metabolism,pyruvate dehydrogenase complex PdhABCD-AceE,pyruvate dehydrogenase E1 component beta subunit PdhB,pdhB,4,H,21.23763915,63.31811272,67.97640267,50.84405151,SY28_06100,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1231,SY28_RS06105,Amino acid metabolism,Phenylalanine metabolism,phenylacetate degradation to succinyl-CoA,bifunctional oxepin-CoA hydrolase / NADP-dependent 3-oxo-5_6-dehydrosuberyl-CoA semialdehyde dehydrogenase PaaZ,paaZ,1,E,95.18534882,119.6919791,47.67370771,87.51701188,SY28_06105,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1233,SY28_RS06115,Defense and invasion systems,Restriction-modification systems,,adenine-specific site-specific DNA-methyltransferase,,0,,43.22086784,12.66271636,49.78397076,35.22251832,SY28_06115,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1235,SY28_RS06125,Amino acid metabolism,Phenylalanine_ tyrosine and tryptophan biosynthesis,tryptophan biosynthesis,tryptophan synthase beta subunit TrpB,trpB,1,E,50.93101558,113.3549868,64.73177088,76.33925776,SY28_06125,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1236,SY28_RS06130,Intracellular trafficking_ assembly_ and processing,Protein modification and repair,,aminopeptidase PepS,pepS,2,F,450.2067101,278.3630209,383.8219841,370.7972384,SY28_06130,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1238,SY28_RS06140,Unknown function,Enzymes of unknown specificity,,metallophosphoesterase,,0,,20.87247896,46.59474108,9.983800237,25.81700676,SY28_06140,tier1:NCBI Locus Tag
fig.6666666.52381.peg.1239,SY28_RS06145,Regulatory functions,DNA interactions,,AsnC family transcriptional regulator,,0,,87.23658523,76.68969063,46.64041545,70.1888971,SY28_06145,tier1:NCBI Locus Tag
fig.6666666.52381.peg.124,SY28_RS00630,Defense and invasion systems,Detoxification and inactivation,arsenical resistance system,arsenate reductase ArsC,arsC,1,E,331.4361421,493.1851162,286.0988315,370.2400299,SY28_00630,tier1:NCBI Locus Tag
