RAST Locus Tag,NCBI Locus Tag,Main_Role,Subrole,Subsystem,Curated Product Descriptor,gene,ClustID_ox,Clust name_ox,HLLO-CC-TS040514.18_AV,HLMO-CC-TS040514.19_AV,HLHO-CC-TS040514.20_AV,Average_ox_Conditions,resolved_locus_tag,resolution_method
,tll0315,Unknown function,General,,protein of unknown function DUF3110,,3,G,760.5499625,644.6091859,560.2799132,655.1463538,tll0315,locus_tag:NCBI Locus Tag
,tll0316,Transport and binding proteins,Accesory functions,TonB energy transduction system,biopolymer transport system component ExbB,exbB,3,G,1963.651579,1470.219364,1200.560636,1544.810527,tll0316,locus_tag:NCBI Locus Tag
,tll0321,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,KDO(2)-lipid A (Re LPS) biosynthesis and delivery,lipid-A-disaccharide synthase LpxB,lpxB,2,F,1364.371403,1222.589713,1331.608764,1306.18996,tll0321,locus_tag:NCBI Locus Tag
,tll0322,Metabolism of other amino acids and amines,Glutathione metabolism,glutathione biosynthesis,glutamate-cysteine ligase GshA,gshA,3,G,2791.5299,2367.433341,1801.462368,2320.14187,tll0322,locus_tag:NCBI Locus Tag
,tll0327,Fatty acid and lipid metabolism,Biosynthesis,digalactosyldiacylglycerol biosynthesis,digalactosyldiacylglycerol (DGDG) synthase DgdA,dgdA,1,E,2553.813137,2717.490395,2390.239685,2553.847739,tll0327,locus_tag:NCBI Locus Tag
,tll0328,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,intermembrane phospholipid trafficking MlaACDEF,ABC-type phospholipid uptake system ATPase component MlaF,mlaF,2,F,3506.466069,3180.525607,3364.533535,3350.508403,tll0328,locus_tag:NCBI Locus Tag
,tll0329,Defense and invasion systems,Protein_ prosthetic group_ membrane repair,Iron-sulfur cluster repair,IscA FeS stabilizing protein IaiH,iaiH,4,H,2042.756469,2664.830542,2868.642489,2525.409833,tll0329,locus_tag:NCBI Locus Tag
,tll0330,Energy metabolism,Nitrogen metabolism,urease,urease beta subunit UreB,ureB,4,H,1009.387433,1089.046027,1204.757656,1101.063705,tll0330,locus_tag:NCBI Locus Tag
,tll0331,Prosthetic groups_ cofactors_ and carriers,Vitamin B6 metabolism,pyridoxal biosynthesis from erythrose-4P,pyridoxamine 5'-phosphate oxidase PdxH,pdxH,1,E,2260.050684,2478.355787,2166.866636,2301.757702,tll0331,locus_tag:NCBI Locus Tag
,tll0332,Unknown function,General,,membrane protein of unknown function DUF2339,,4,H,279.1379106,283.3567576,337.1424769,299.8790483,tll0332,locus_tag:NCBI Locus Tag
,tll0336,Unknown function,Enzymes of unknown specificity,,polyketide cyclase / dehydrase family enzyme,,4,H,6259.070694,6461.321526,7779.531171,6833.307797,tll0336,locus_tag:NCBI Locus Tag
,tll0337,Terpenoids and polyketides metabolism,Carotenoid metabolism,lycopene biosynthesis from isopentyl pyrophosphate (IPP),zeta-carotene desaturase CrtQ,crtQ,1,E,3457.515663,4015.778954,3764.480198,3745.924938,tll0337,locus_tag:NCBI Locus Tag
,tll0340,Intracellular trafficking_ assembly_ and processing,Peptidases,,family S33 unassigned peptidase,,3,G,223.8682707,181.8824155,135.6140425,180.4549095,tll0340,locus_tag:NCBI Locus Tag
,tll0357,Unknown function,General,,hypothetical protein,,4,H,188.7261694,245.8035747,332.4533026,255.6610156,tll0357,locus_tag:NCBI Locus Tag
,tll0358,Amino acid metabolism,Phenylalanine_ tyrosine and tryptophan biosynthesis,chorismate from erythrose-4P,3-deoxy-7-phosphoheptulonate synthase AroA2,aroA2,4,H,2428.692399,3233.200057,3909.994495,3190.628984,tll0358,locus_tag:NCBI Locus Tag
,tll0360,Unknown function,Enzymes of unknown specificity,,NmrA family protein Ycf39-like,,3,G,312.4836692,193.1819123,165.2989701,223.6548505,tll0360,locus_tag:NCBI Locus Tag
,tll0365,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,bilin biosynthesis,heme oxygenase (decyclizing) Hox1,hox1,3,G,51177.29324,44393.72016,36475.1589,44015.39077,tll0365,locus_tag:NCBI Locus Tag
,tll0366,Amino acid metabolism,Arginine and proline metabolism,arginine biosynthesis from ornithine_ carbamoyl-p_ and aspartate (urea cycle),argininosuccinate lyase ArgH,argH,3,G,2387.530539,2068.288399,2055.330572,2170.38317,tll0366,locus_tag:NCBI Locus Tag
,tll0369,Unknown function,Enzymes of unknown specificity,,TPR repeat-containing glycosyltransferase family 2,,0,,383.6666928,368.1593064,412.3685172,388.0648388,tll0369,locus_tag:NCBI Locus Tag
,tll0370,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,peptidoglycan biosynthesis,UDP-N-acetylenolpyruvoylglucosamine reductase MurB,murB,3,G,4992.243403,4510.018158,4544.781781,4682.34778,tll0370,locus_tag:NCBI Locus Tag
,tll0371,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,peptidoglycan biosynthesis,UDP-N-acetylmuramate--alanine ligase MurC,murC,3,G,4827.779928,4126.964392,3331.354686,4095.366335,tll0371,locus_tag:NCBI Locus Tag
,tll0378,Intracellular trafficking_ assembly_ and processing,Peptidases,,peptidase U62 modulator of DNA gyrase TldD/PmbA family,,0,,1134.928945,1140.430772,1162.300812,1145.886843,tll0378,locus_tag:NCBI Locus Tag
,tll0380,Unknown function,Enzymes of unknown specificity,,glycosyltransferase family 41,,0,,269.3338181,275.1556809,287.2807855,277.2567615,tll0380,locus_tag:NCBI Locus Tag
,tll0381,,,,,,4,H,103.3549553,115.0997877,166.7107301,128.388491,tll0381,locus_tag:NCBI Locus Tag
,tll0383,Unknown function,General,peptidoglycan bioysnthesis and recycling,SpoIID/LytB domain protein,,3,G,1870.090256,1682.240325,1397.022143,1649.784241,tll0383,locus_tag:NCBI Locus Tag
,tll0384,Natural products biosynthesis,General,cyanopterin biosynthesis,UDP-glucose tetrahydrobiopterin glucosyltransferase PgtA,pgtA,1,E,1442.587889,1692.893187,1543.035713,1559.505597,tll0384,locus_tag:NCBI Locus Tag
,tll0385,Energy metabolism,Oxidative phosphorylation,F1/F0 ATPase AtpABCDEFGH,F-type H+-transporting ATPase gamma subunit AtpG,atpG,3,G,33552.79916,34988.52435,26596.90366,31712.74239,tll0385,locus_tag:NCBI Locus Tag
,tll0386,Unknown function,General,,hypothetical protein,,3,G,1228.800773,911.2309761,578.9292401,906.3203297,tll0386,locus_tag:NCBI Locus Tag
,tll0390,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,alpha-ribazole from nicotinate mononucleotide and dimethylbenzimidazole,alpha-ribazole-5'-phosphate phosphatase CobC,cobC,3,G,929.715346,944.1689549,851.2825381,908.3889463,,unresolved
,tll0391,Unknown function,General,,SpoIID/LytB domain protein,,2,F,3731.556683,3493.018299,3678.05153,3634.208837,tll0391,locus_tag:NCBI Locus Tag
,tll0392,Unknown function,General,,hypothetical protein,,3,G,3887.008446,3754.543517,3393.467719,3678.339894,tll0392,locus_tag:NCBI Locus Tag
,tll0394,Unknown function,General,,hypothetical protein,,4,H,1799.915627,2397.444121,3279.086279,2492.148676,tll0394,locus_tag:NCBI Locus Tag
,tll0395,Nucleic acid metabolism,Pyrimidine metabolism,uridine monophosphate biosynthesis from glutamine,orotidine 5'-phosphate decarboxylase PyrF,pyrF,3,G,784.4392464,794.1920212,696.6731623,758.4348099,tll0395,locus_tag:NCBI Locus Tag
,tll0396,Unknown function,General,,membrane protein of unknown function DUF3611,,3,G,1377.132736,1107.265623,1079.54868,1187.982346,tll0396,locus_tag:NCBI Locus Tag
,tll0397,Energy metabolism,Sulfur metabolism,thiosulfate to sulfite,thiosulfate/3-mercaptopyruvate sulfurtransferase SseA,sseA,4,H,875.1253336,965.4861647,1042.752931,961.1214765,tll0397,locus_tag:NCBI Locus Tag
,tll0398,Fatty acid and lipid metabolism,Glycerolipid and glycerophospholid metabolism,sulfolipid sulfoquinovosyldiacylglycerol biosynthesis,UDP-sulfoquinovose synthase SqdB,sqdB,3,G,44529.36161,43711.67708,29745.23851,39328.75906,tll0398,locus_tag:NCBI Locus Tag
,tll0399,Unknown function,General,,hypothetical protein,,3,G,817.6951052,550.3834282,376.570909,581.5498141,tll0399,locus_tag:NCBI Locus Tag
,tll0403,Unknown function,Enzymes of unknown specificity,,putative 2-phosphosulfolactate phosphatase,,4,H,2160.965711,2799.996411,2987.071691,2649.344604,tll0403,locus_tag:NCBI Locus Tag
,tll0404,Defense and invasion systems,Protein_ prosthetic group_ membrane repair,photosystem II repair,photosystem II repair protein Psb32,psb32,3,G,14545.68503,14280.36829,14032.54456,14286.19929,tll0404,locus_tag:NCBI Locus Tag
,tll0415,Nucleic acid metabolism,DNA replication_ recombination_ and repair,replication restart_ PriA/PriB primosome pathway,primosomal protein N' (replication factor Y) PriA,priA,3,G,495.1910129,461.2285463,411.9640207,456.12786,tll0415,locus_tag:NCBI Locus Tag
,tll0418,Fatty acid and lipid metabolism,Biosynthesis,Sulfoquinovosyldiacylglycerol biosynthesis,sulfoquinovosyldiacylglycerol biosynthesis protein SqdX,sqdX,3,G,11202.77285,10351.04162,7533.355819,9695.723431,tll0418,locus_tag:NCBI Locus Tag
,tll0422,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,uroporhyrinogen III biosynthesis from 5-aminolevulinate,porphobilinogen synthase HemB,hemB,3,G,14070.52681,14303.6122,11142.05674,13172.06525,tll0422,locus_tag:NCBI Locus Tag
,tll0423,Nucleic acid metabolism,Purine metabolism,Cofactor NAD synth,ADP-ribose pyrophosphatase NudF,nudF,4,H,3054.984986,3899.091689,4603.758049,3852.611575,tll0423,locus_tag:NCBI Locus Tag
,tll0424,Intracellular trafficking_ assembly_ and processing,Peptidases,cytoplasmic protease,methionine aminopeptidase Map,map,4,H,6965.621748,7852.549593,9915.92402,8244.698454,tll0424,locus_tag:NCBI Locus Tag
,tll0425,Nucleic acid metabolism,DNA replication_ recombination_ and repair,single strand breaks repair,FAD-dependent deoxyribopyrimidine photolyase PhrA,phrA,0,,735.6941113,710.6126726,719.2723703,721.8597181,tll0425,locus_tag:NCBI Locus Tag
,tll0426,Unknown function,General,,hypothetical protein,,1,E,5578.093325,6320.773463,5870.010403,5922.959064,tll0426,locus_tag:NCBI Locus Tag
,tll0439,Amino acid metabolism,Phenylalanine_ tyrosine and tryptophan biosynthesis,tryptophan biosynthesis from ribose-5-phosphate,tryptophan synthase alpha subunit TrpA,trpA,3,G,3045.76331,2487.665992,1763.725842,2432.385048,tll0439,locus_tag:NCBI Locus Tag
,tll0443,Transport and binding proteins,Unknown substrate,,ABC-type transport system ATPase component,,1,E,2300.114077,2915.864768,2599.710726,2605.229857,tll0443,locus_tag:NCBI Locus Tag
,tll0444,Energy metabolism,Photosynthesis,photosystem II other common subunits,photosystem II oxygen-evolving enhancer protein 1 PsbO,psbO,3,G,148073.2527,131497.1311,92502.99616,124024.46,tll0444,locus_tag:NCBI Locus Tag
,tll0447,Energy metabolism,Oxidative phosphorylation,NAD(P)H:quinone oxidoreductase (complex I) NdhABCDEFGHIJKLMNOPQS,NADH-plastoquinone oxidoreductase subunit NdhM,ndhM,2,F,6086.793516,5684.055888,6063.23573,5944.695045,tll0447,locus_tag:NCBI Locus Tag
,tll0451,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,chlorophyllide a biosynthesis from protoporphyrin IX,magnesium-protoporphyrin O-methyltransferase BchM,bchM,3,G,3166.628328,2514.778182,2047.876818,2576.427776,tll0451,locus_tag:NCBI Locus Tag
,tll0452,Cell structure_ growth_ and death,Cell division,cell division export system FtsEX,ABC-type septal ring translocating system permease component FtsX,ftsX,0,,1025.335845,1064.106086,1022.306365,1037.249432,tll0452,locus_tag:NCBI Locus Tag
,tll0453,Cell structure_ growth_ and death,Cell division,cell division export system FtsEX,ABC-type septal ring translocating system ATPase component FtsE,ftsE,4,H,767.458543,780.6573946,835.5116805,794.5425394,tll0453,locus_tag:NCBI Locus Tag
,tll0454,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,polysaccharide biosynthesis,UDP-N-acetyl-D-mannosaminuronic acid transferase RffM,rffM,4,H,5775.714666,6900.063119,6641.581191,6439.119659,tll0454,locus_tag:NCBI Locus Tag
,tll0456,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,dTDP-4-dehydro-L-rhamnose biosynthesis from 4_6-dideoxy-4-oxo-dTDP-D-glucose,dTDP-4-dehydrorhamnose 3_5-epimerase RfbC,rfbC,3,G,5940.055643,5813.629242,5721.216023,5824.966969,tll0456,locus_tag:NCBI Locus Tag
,tll0457,Terpenoids and polyketides metabolism,Polyketide sugar unit biosynthesis,4_6-dideoxy-4-oxo-dTDP-D-glucose biosynthesis from glucose-1-phosphate,glucose-1-phosphate thymidylyltransferase RfbA,rfbA,4,H,1529.200685,1622.223696,2150.52813,1767.317504,tll0457,locus_tag:NCBI Locus Tag
,tll0458,Terpenoids and polyketides metabolism,Polyketide sugar unit biosynthesis,4_6-dideoxy-4-oxo-dTDP-D-glucose biosynthesis from glucose-1-phosphate,dTDP-glucose 4_6-dehydratase RfbB,rfbB,3,G,9513.87458,8914.631683,8224.582208,8884.362824,tll0458,locus_tag:NCBI Locus Tag
,tll0460,Metabolism of other amino acids and amines,D-Alanine metabolism,peptidoglycan biosynthesis,alanine racemase Alr,alr,3,G,1660.646483,1679.887636,1480.229877,1606.921332,tll0460,locus_tag:NCBI Locus Tag
,tll0463,Amino acid metabolism,Phenylalanine_ tyrosine and tryptophan biosynthesis,chorismate biosynthesis via shikimate,chorismate synthase AroC,aroC,3,G,4074.151421,3578.005216,3659.041319,3770.399319,tll0463,locus_tag:NCBI Locus Tag
,tll0464,Prosthetic groups_ cofactors_ and carriers,Iron sulfur clusters,,iron binding protein from the HesB/IscA/SufA family,,4,H,1610.62185,2099.518003,1908.953671,1873.031175,tll0464,locus_tag:NCBI Locus Tag
,tll0465,Cell structure_ growth_ and death,Cell division,,cell division inhibitor SulA,sulA,4,H,4329.956712,4530.54558,4795.571799,4552.024697,tll0465,locus_tag:NCBI Locus Tag
,tll0466,Unknown function,General,,hypothetical protein,,4,H,7390.265752,7894.566427,7715.942564,7666.924914,tll0466,locus_tag:NCBI Locus Tag
,tll0467,Carbohydrate metabolism,Pentose phosphate pathway,pentose phosphate cycle_ non-oxidative phase,transaldolase TalA,talA,4,H,1870.853376,2552.077538,3074.905305,2499.27874,tll0467,locus_tag:NCBI Locus Tag
,tll0471,Translation,Ribosomal proteins: synthesis and modification,ribosomal protein modification factors,ribosomal-protein-alanine acetyltransferase RimI,rimI,0,,70.53700434,68.47521766,84.836269,74.61616366,tll0471,locus_tag:NCBI Locus Tag
,tll0476,Intracellular trafficking_ assembly_ and processing,Peptidases,T2bSS type IVa pilus complex,prepilin peptidase PilD,pilD,4,H,701.0636118,830.3995206,940.5886504,824.0172609,tll0476,locus_tag:NCBI Locus Tag
,tll0480,Signal transduction,Two-component systems,,two component signal transduction system histidine kinase,,4,H,625.3640046,646.860669,752.1921382,674.8056039,tll0480,locus_tag:NCBI Locus Tag
,tll0486,Intracellular trafficking_ assembly_ and processing,Peptidases,membrane protease,M79 family C-terminal endopeptidase,,1,E,2479.124478,2874.845763,2191.482628,2515.150956,tll0486,locus_tag:NCBI Locus Tag
,tll0487,Energy metabolism,Electron transport,photosynthetic electron transport,2Fe-2S ferredoxin PetF,petF,3,G,5798.767809,5711.504989,4367.374157,5292.548985,tll0487,locus_tag:NCBI Locus Tag
,tll0488,Prosthetic groups_ cofactors_ and carriers,Ubiquinone and other terpenoid-quinone biosynthesis,phylloquinone biosynthesis via SEPHCHC,1_4-dihydroxy-2-naphthoyl-CoA thioesterease DncH,dncH,3,G,833.461747,784.3983152,590.3048032,736.0549551,tll0488,locus_tag:NCBI Locus Tag
,tll0490,Prosthetic groups_ cofactors_ and carriers,Iron sulfur clusters,iron-sulfur cluster assembly SUF system,Fe-S cluster assembly protein SufB,sufB,4,H,11204.3228,14308.71006,17293.15666,14268.72984,tll0490,locus_tag:NCBI Locus Tag
,tll0495,Unknown function,Enzymes of unknown specificity,,HAD superfamily phosphatase YqeG,yqeG,3,G,562.9595871,559.363809,491.3304912,537.8846291,tll0495,locus_tag:NCBI Locus Tag
,tll0500,Terpenoids and polyketides metabolism,Terpenoid backbone biosynthesis,IPP biosynthesis via deoxyxylulose,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase IspE,ispE,3,G,1678.443384,1512.142308,1238.387837,1476.32451,tll0500,locus_tag:NCBI Locus Tag
,tll0502,Translation,tRNA and rRNA base modification,tRNA N6-threonylcarbamoyladenosine modification,tRNA threonylcarbamoyladenosine modification protein TsaD,tsaD,4,H,1400.076064,2112.642714,3449.804419,2320.841066,tll0502,locus_tag:NCBI Locus Tag
,tll0506,Translation,Transfer RNA biogenesis,tRNA aminoacylation,glutamyl-tRNA synthetase GltX,gltX,3,G,3968.858336,2962.128059,2557.905091,3162.963829,tll0506,locus_tag:NCBI Locus Tag
,tll0507,Amino acid metabolism,Arginine and proline metabolism,arginine degradation (L-arginine deiminase pathway),L-arginine deiminase ArcA,arcA,3,G,12265.44335,10943.32209,9358.196921,10855.65412,tll0507,locus_tag:NCBI Locus Tag
,tll0511,Unknown function,Enzymes of unknown specificity,,oxidoreductase short-chain dehydrogenase/reductase family,,4,H,688.7884474,799.4179909,862.6043612,783.6035998,tll0511,locus_tag:NCBI Locus Tag
,tll0512,Mobile and extrachromosomal element functions,Selfish genetic elements,Insertion element,ISTel3 transposase TnpA_ISTel3,tnpA_ISTel3,0,,10.87549699,6.541979401,13.27345487,10.23031042,tll0512,locus_tag:NCBI Locus Tag
,tll0513,Transport and binding proteins,Cations and iron carrying compounds,iron (III) transport system AfuABC,ABC-type FeII uptake system substrate-binding component FutA1,futA1,3,G,2998.389226,2454.171377,1839.153937,2430.571513,tll0513,locus_tag:NCBI Locus Tag
,tll0514,Unknown function,General,,hypothetical protein,,4,H,623.7615942,657.8959389,721.2626409,667.640058,tll0514,locus_tag:NCBI Locus Tag
,tll0515,Unknown function,General,,PedR controlled uncharacterized protein,,4,H,20673.94462,25441.61603,27576.19325,24563.91797,tll0515,locus_tag:NCBI Locus Tag
,tll0517,Transport and binding proteins,Unknown substrate,RND-type exporter Rnd3,RND-type export system MFP component,,2,F,1115.626539,1015.339288,1108.987028,1079.984285,tll0517,locus_tag:NCBI Locus Tag
,tll0518,Nucleic acid metabolism,DNA replication_ recombination_ and repair,DNA replication elongation factor_ DNA polymerase IIIl,DNA polymerase III delta prime subunit HolB,holB,4,H,213.7701604,238.6181503,309.1404508,253.8429205,tll0518,locus_tag:NCBI Locus Tag
,tll0519,Translation,Transfer RNA biogenesis,CCA adding factors,tRNA nucleotidyltransferase A-adding,,4,H,867.4308027,873.7166361,984.359036,908.5021583,tll0519,locus_tag:NCBI Locus Tag
,tll0520,Unknown function,General,,hypothetical protein,,4,H,1136.880671,1824.186532,3456.314185,2139.127129,tll0520,locus_tag:NCBI Locus Tag
,tll0521,Unknown function,General,,hypothetical protein,,0,,86.09761177,88.2337621,75.43764885,83.25634091,tll0521,locus_tag:NCBI Locus Tag
,tll0523,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,peptidoglycan biosynthesis,D-alanine-D-alanine ligase Ddl,ddl,3,G,1378.968856,1124.533967,849.3964149,1117.633079,tll0523,locus_tag:NCBI Locus Tag
