am_hot1a3_id,locus_tag
AMHOT1A3_single_01270,ACZ81_06290
AMHOT1A3_single_01271,ACZ81_06295
AMHOT1A3_single_01272,ACZ81_06300
AMHOT1A3_single_01273,ACZ81_06305
AMHOT1A3_single_01274,ACZ81_06310
AMHOT1A3_single_01275,ACZ81_06315
AMHOT1A3_single_01276,ACZ81_06320
AMHOT1A3_single_01277,ACZ81_06325
AMHOT1A3_single_01278,ACZ81_06330
AMHOT1A3_single_01279,ACZ81_06335
AMHOT1A3_single_01280,ACZ81_06340
AMHOT1A3_single_01281,ACZ81_06345
AMHOT1A3_single_01282,ACZ81_06350
AMHOT1A3_single_01283,ACZ81_06355
AMHOT1A3_single_01284,ACZ81_06360
AMHOT1A3_single_01285,ACZ81_06365
AMHOT1A3_single_01286,ACZ81_06370
AMHOT1A3_single_01287,ACZ81_06375
AMHOT1A3_single_01288,ACZ81_06380
AMHOT1A3_single_01289,ACZ81_06385
AMHOT1A3_single_01290,ACZ81_06390
AMHOT1A3_single_01291,ACZ81_06395
AMHOT1A3_single_01292,ACZ81_06400
AMHOT1A3_single_01293,ACZ81_06405
AMHOT1A3_single_01294,ACZ81_06410
AMHOT1A3_single_01295,ACZ81_06415
AMHOT1A3_single_01296,ACZ81_06420
AMHOT1A3_single_01297,ACZ81_06425
AMHOT1A3_single_01298,ACZ81_06430
AMHOT1A3_single_01299,ACZ81_06435
AMHOT1A3_single_01300,ACZ81_06440
AMHOT1A3_single_01303,ACZ81_06460
AMHOT1A3_single_01305,ACZ81_06470
AMHOT1A3_single_01306,ACZ81_06475
AMHOT1A3_single_01307,ACZ81_06480
AMHOT1A3_single_01308,ACZ81_06485
AMHOT1A3_single_01309,ACZ81_06490
AMHOT1A3_single_01310,ACZ81_06495
AMHOT1A3_single_01311,ACZ81_06500
AMHOT1A3_single_01312,ACZ81_06505
AMHOT1A3_single_01313,ACZ81_06510
AMHOT1A3_single_01314,ACZ81_06515
AMHOT1A3_single_01315,ACZ81_06520
AMHOT1A3_single_01316,ACZ81_06525
AMHOT1A3_single_01317,ACZ81_06530
AMHOT1A3_single_01318,ACZ81_06535
AMHOT1A3_single_01319,ACZ81_06540
AMHOT1A3_single_01320,ACZ81_06545
AMHOT1A3_single_01321,ACZ81_06550
AMHOT1A3_single_01322,ACZ81_06555
AMHOT1A3_single_01323,ACZ81_06560
AMHOT1A3_single_01324,ACZ81_06565
AMHOT1A3_single_01325,ACZ81_06570
AMHOT1A3_single_01326,ACZ81_06575
AMHOT1A3_single_01327,ACZ81_06585
AMHOT1A3_single_01328,ACZ81_06590
AMHOT1A3_single_01329,ACZ81_06595
AMHOT1A3_single_01330,ACZ81_06600
AMHOT1A3_single_01331,ACZ81_06605
AMHOT1A3_single_01332,ACZ81_06610
AMHOT1A3_single_01333,ACZ81_06615
AMHOT1A3_single_01334,ACZ81_06620
AMHOT1A3_single_01335,ACZ81_06625
AMHOT1A3_single_01336,ACZ81_06630
AMHOT1A3_single_01337,ACZ81_06635
AMHOT1A3_single_01338,ACZ81_06640
AMHOT1A3_single_01339,ACZ81_06645
AMHOT1A3_single_01340,ACZ81_06650
AMHOT1A3_single_01341,ACZ81_06655
AMHOT1A3_single_01342,ACZ81_06660
AMHOT1A3_single_01343,ACZ81_06665
AMHOT1A3_single_01344,ACZ81_06670
AMHOT1A3_single_01345,ACZ81_06675
AMHOT1A3_single_01346,ACZ81_06680
AMHOT1A3_single_01347,ACZ81_06685
AMHOT1A3_single_01348,ACZ81_06690
AMHOT1A3_single_01349,ACZ81_06695
AMHOT1A3_single_01350,ACZ81_06700
AMHOT1A3_single_01351,ACZ81_06705
AMHOT1A3_single_01352,ACZ81_06710
AMHOT1A3_single_01353,ACZ81_06715
AMHOT1A3_single_01354,ACZ81_06720
AMHOT1A3_single_01355,ACZ81_06725
AMHOT1A3_single_01356,ACZ81_06730
AMHOT1A3_single_01357,ACZ81_06735
AMHOT1A3_single_01358,ACZ81_06740
AMHOT1A3_single_01359,ACZ81_06750
AMHOT1A3_single_01360,ACZ81_06755
AMHOT1A3_single_01361,ACZ81_06760
AMHOT1A3_single_01366,ACZ81_06785
AMHOT1A3_single_01372,ACZ81_06815
AMHOT1A3_single_01373,ACZ81_06820
AMHOT1A3_single_01374,ACZ81_RS20800
AMHOT1A3_single_01375,ACZ81_06825
AMHOT1A3_single_01376,ACZ81_06830
AMHOT1A3_single_01378,ACZ81_06835
AMHOT1A3_single_01379,ACZ81_06840
AMHOT1A3_single_01380,ACZ81_06845
AMHOT1A3_single_01381,ACZ81_06850
AMHOT1A3_single_01382,ACZ81_06855
AMHOT1A3_single_01383,ACZ81_06860
AMHOT1A3_single_01384,ACZ81_06865
AMHOT1A3_single_01385,ACZ81_06870
AMHOT1A3_single_01386,ACZ81_06875
AMHOT1A3_single_01387,ACZ81_06880
AMHOT1A3_single_01388,ACZ81_06885
AMHOT1A3_single_01389,ACZ81_06890
AMHOT1A3_single_01390,ACZ81_06895
AMHOT1A3_single_01391,ACZ81_06900
AMHOT1A3_single_01392,ACZ81_06905
AMHOT1A3_single_01393,ACZ81_06910
AMHOT1A3_single_01394,ACZ81_06915
AMHOT1A3_single_01395,ACZ81_06920
AMHOT1A3_single_01396,ACZ81_06925
AMHOT1A3_single_01397,ACZ81_06930
AMHOT1A3_single_01398,ACZ81_06935
AMHOT1A3_single_01399,ACZ81_06940
AMHOT1A3_single_01400,ACZ81_06945
AMHOT1A3_single_01401,ACZ81_06950
AMHOT1A3_single_01402,ACZ81_06955
AMHOT1A3_single_01403,ACZ81_06960
AMHOT1A3_single_01404,ACZ81_06965
AMHOT1A3_single_01405,ACZ81_06970
AMHOT1A3_single_01406,ACZ81_06975
AMHOT1A3_single_01407,ACZ81_06980
AMHOT1A3_single_01408,ACZ81_06985
AMHOT1A3_single_01409,ACZ81_06990
AMHOT1A3_single_01410,ACZ81_06995
AMHOT1A3_single_01411,ACZ81_07000
AMHOT1A3_single_01412,ACZ81_07005
AMHOT1A3_single_01413,ACZ81_07010
AMHOT1A3_single_01414,ACZ81_07015
AMHOT1A3_single_01415,ACZ81_07020
AMHOT1A3_single_01416,ACZ81_07025
AMHOT1A3_single_01417,ACZ81_07030
AMHOT1A3_single_01418,ACZ81_07035
AMHOT1A3_single_01419,ACZ81_07040
AMHOT1A3_single_01420,ACZ81_07045
AMHOT1A3_single_01421,ACZ81_07050
AMHOT1A3_single_01422,ACZ81_07055
AMHOT1A3_single_01423,ACZ81_RS21210
AMHOT1A3_single_01424,ACZ81_07060
AMHOT1A3_single_01425,ACZ81_07065
AMHOT1A3_single_01426,ACZ81_07070
AMHOT1A3_single_01427,ACZ81_07075
AMHOT1A3_single_01428,ACZ81_07080
AMHOT1A3_single_01429,ACZ81_07085
AMHOT1A3_single_01430,ACZ81_07090
AMHOT1A3_single_01431,ACZ81_07095
AMHOT1A3_single_01432,ACZ81_07105
AMHOT1A3_single_01433,ACZ81_07110
AMHOT1A3_single_01434,ACZ81_07115
AMHOT1A3_single_01435,ACZ81_07120
AMHOT1A3_single_01436,ACZ81_07125
AMHOT1A3_single_01437,ACZ81_07130
AMHOT1A3_single_01438,ACZ81_07135
AMHOT1A3_single_01439,ACZ81_07140
AMHOT1A3_single_01440,ACZ81_07145
AMHOT1A3_single_01441,ACZ81_07150
AMHOT1A3_single_01442,ACZ81_07155
AMHOT1A3_single_01443,ACZ81_07160
AMHOT1A3_single_01444,ACZ81_07165
AMHOT1A3_single_01445,ACZ81_07170
AMHOT1A3_single_01446,ACZ81_RS21310
AMHOT1A3_single_01447,ACZ81_07175
AMHOT1A3_single_01448,ACZ81_07180
AMHOT1A3_single_01449,ACZ81_07185
AMHOT1A3_single_01451,ACZ81_RS21315
AMHOT1A3_single_01453,ACZ81_07200
AMHOT1A3_single_01454,ACZ81_07205
AMHOT1A3_single_01455,ACZ81_07210
AMHOT1A3_single_01456,ACZ81_07215
AMHOT1A3_single_01457,ACZ81_07220
AMHOT1A3_single_01458,ACZ81_07225
AMHOT1A3_single_01459,ACZ81_07230
AMHOT1A3_single_01466,ACZ81_07275
AMHOT1A3_single_01467,ACZ81_07280
AMHOT1A3_single_01468,ACZ81_07285
AMHOT1A3_single_01469,ACZ81_07290
AMHOT1A3_single_01470,ACZ81_07295
AMHOT1A3_single_01471,ACZ81_07300
AMHOT1A3_single_01472,ACZ81_07305
AMHOT1A3_single_01474,ACZ81_07315
AMHOT1A3_single_01475,ACZ81_07320
AMHOT1A3_single_01476,ACZ81_07325
AMHOT1A3_single_01477,ACZ81_07330
AMHOT1A3_single_01478,ACZ81_07335
AMHOT1A3_single_01479,ACZ81_07340
AMHOT1A3_single_01480,ACZ81_07345
AMHOT1A3_single_01481,ACZ81_07350
AMHOT1A3_single_01482,ACZ81_07355
AMHOT1A3_single_01483,ACZ81_07360
AMHOT1A3_single_01484,ACZ81_07365
AMHOT1A3_single_01485,ACZ81_07370
AMHOT1A3_single_01486,ACZ81_07375
AMHOT1A3_single_01487,ACZ81_07380
AMHOT1A3_single_01488,ACZ81_07385
AMHOT1A3_single_01489,ACZ81_07390
AMHOT1A3_single_01490,ACZ81_07395
AMHOT1A3_single_01491,ACZ81_07400
AMHOT1A3_single_01492,ACZ81_07405
AMHOT1A3_single_01493,ACZ81_07410
AMHOT1A3_single_01494,ACZ81_07415
AMHOT1A3_single_01495,ACZ81_07420
AMHOT1A3_single_01496,ACZ81_07425
AMHOT1A3_single_01498,ACZ81_07430
AMHOT1A3_single_01499,ACZ81_07435
AMHOT1A3_single_01500,ACZ81_07440
AMHOT1A3_single_01501,ACZ81_07445
AMHOT1A3_single_01502,ACZ81_07450
AMHOT1A3_single_01503,ACZ81_07455
AMHOT1A3_single_01504,ACZ81_07460
AMHOT1A3_single_01505,ACZ81_07465
AMHOT1A3_single_01506,ACZ81_07470
AMHOT1A3_single_01507,ACZ81_07475
AMHOT1A3_single_01508,ACZ81_07480
AMHOT1A3_single_01510,ACZ81_07485
AMHOT1A3_single_01511,ACZ81_07490
AMHOT1A3_single_01512,ACZ81_07495
AMHOT1A3_single_01513,ACZ81_07500
AMHOT1A3_single_01514,ACZ81_07505
AMHOT1A3_single_01516,ACZ81_07525
AMHOT1A3_single_01517,ACZ81_07530
AMHOT1A3_single_01519,ACZ81_07535
AMHOT1A3_single_01520,ACZ81_07540
AMHOT1A3_single_01521,ACZ81_07545
AMHOT1A3_single_01522,ACZ81_07560
AMHOT1A3_single_01523,ACZ81_07565
AMHOT1A3_single_01524,ACZ81_RS07570
AMHOT1A3_single_01525,ACZ81_RS21215
AMHOT1A3_single_01527,ACZ81_07575
AMHOT1A3_single_01529,ACZ81_07585
AMHOT1A3_single_01530,ACZ81_07590
AMHOT1A3_single_01531,ACZ81_07595
AMHOT1A3_single_01532,ACZ81_07600
AMHOT1A3_single_01533,ACZ81_RS07605
AMHOT1A3_single_01534,ACZ81_07610
AMHOT1A3_single_01535,ACZ81_07615
AMHOT1A3_single_01536,ACZ81_07620
AMHOT1A3_single_01537,ACZ81_07625
AMHOT1A3_single_01538,ACZ81_07630
AMHOT1A3_single_01539,ACZ81_07635
AMHOT1A3_single_01540,ACZ81_07640
AMHOT1A3_single_01541,ACZ81_07645
AMHOT1A3_single_01542,ACZ81_07650
AMHOT1A3_single_01543,ACZ81_07655
AMHOT1A3_single_01544,ACZ81_07660
AMHOT1A3_single_01545,ACZ81_07665
AMHOT1A3_single_01546,ACZ81_07670
AMHOT1A3_single_01547,ACZ81_07675
AMHOT1A3_single_01548,ACZ81_07680
AMHOT1A3_single_01549,ACZ81_07685
AMHOT1A3_single_01550,ACZ81_07690
AMHOT1A3_single_01551,ACZ81_07695
AMHOT1A3_single_01552,ACZ81_07700
AMHOT1A3_single_01553,ACZ81_07705
AMHOT1A3_single_01554,ACZ81_07710
AMHOT1A3_single_01555,ACZ81_07715
AMHOT1A3_single_01557,ACZ81_07720
AMHOT1A3_single_01558,ACZ81_07725
AMHOT1A3_single_01559,ACZ81_07730
AMHOT1A3_single_01560,ACZ81_07735
AMHOT1A3_single_01561,ACZ81_07740
AMHOT1A3_single_01562,ACZ81_07745
AMHOT1A3_single_01563,ACZ81_07750
AMHOT1A3_single_01564,ACZ81_07755
AMHOT1A3_single_01565,ACZ81_07760
AMHOT1A3_single_01566,ACZ81_07765
AMHOT1A3_single_01567,ACZ81_07770
AMHOT1A3_single_01568,ACZ81_07775
AMHOT1A3_single_01569,ACZ81_07780
AMHOT1A3_single_01570,ACZ81_07785
AMHOT1A3_single_01571,ACZ81_07790
AMHOT1A3_single_01572,ACZ81_07795
AMHOT1A3_single_01573,ACZ81_07800
AMHOT1A3_single_01574,ACZ81_07805
AMHOT1A3_single_01575,ACZ81_07810
AMHOT1A3_single_01576,ACZ81_07815
AMHOT1A3_single_01577,ACZ81_07820
AMHOT1A3_single_01578,ACZ81_07825
AMHOT1A3_single_01579,ACZ81_07830
AMHOT1A3_single_01580,ACZ81_07835
AMHOT1A3_single_01581,ACZ81_07840
AMHOT1A3_single_01582,ACZ81_07845
AMHOT1A3_single_01583,ACZ81_07850
AMHOT1A3_single_01584,ACZ81_07855
AMHOT1A3_single_01585,ACZ81_07860
AMHOT1A3_single_01586,ACZ81_07865
AMHOT1A3_single_01587,ACZ81_07870
AMHOT1A3_single_01588,ACZ81_07875
AMHOT1A3_single_01589,ACZ81_07880
AMHOT1A3_single_01590,ACZ81_07885
AMHOT1A3_single_01591,ACZ81_07890
AMHOT1A3_single_01592,ACZ81_07895
AMHOT1A3_single_01593,ACZ81_07900
AMHOT1A3_single_01594,ACZ81_07905
AMHOT1A3_single_01595,ACZ81_07910
AMHOT1A3_single_01596,ACZ81_07915
AMHOT1A3_single_01597,ACZ81_07920
AMHOT1A3_single_01598,ACZ81_07925
AMHOT1A3_single_01599,ACZ81_07930
AMHOT1A3_single_01600,ACZ81_07935
AMHOT1A3_single_01601,ACZ81_07940
AMHOT1A3_single_01602,ACZ81_07945
AMHOT1A3_single_01603,ACZ81_07950
AMHOT1A3_single_01604,ACZ81_07955
AMHOT1A3_single_01605,ACZ81_07960
AMHOT1A3_single_01606,ACZ81_07965
AMHOT1A3_single_01607,ACZ81_07970
AMHOT1A3_single_01608,ACZ81_07975
AMHOT1A3_single_01609,ACZ81_07980
AMHOT1A3_single_01610,ACZ81_07985
AMHOT1A3_single_01611,ACZ81_07990
AMHOT1A3_single_01612,ACZ81_07995
AMHOT1A3_single_01613,ACZ81_08000
AMHOT1A3_single_01614,ACZ81_08005
AMHOT1A3_single_01615,ACZ81_08010
AMHOT1A3_single_01616,ACZ81_08015
AMHOT1A3_single_01617,ACZ81_08020
AMHOT1A3_single_01618,ACZ81_08025
AMHOT1A3_single_01619,ACZ81_08030
AMHOT1A3_single_01620,ACZ81_08035
AMHOT1A3_single_01621,ACZ81_08040
AMHOT1A3_single_01622,ACZ81_08045
AMHOT1A3_single_01623,ACZ81_08050
AMHOT1A3_single_01624,ACZ81_08055
AMHOT1A3_single_01625,ACZ81_08065
AMHOT1A3_single_01626,ACZ81_08070
AMHOT1A3_single_01627,ACZ81_08075
AMHOT1A3_single_01628,ACZ81_08080
AMHOT1A3_single_01629,ACZ81_08085
AMHOT1A3_single_01630,ACZ81_08090
AMHOT1A3_single_01631,ACZ81_08095
AMHOT1A3_single_01632,ACZ81_08100
AMHOT1A3_single_01633,ACZ81_08105
AMHOT1A3_single_01634,ACZ81_08110
AMHOT1A3_single_01635,ACZ81_08115
AMHOT1A3_single_01637,ACZ81_08125
AMHOT1A3_single_01638,ACZ81_08130
AMHOT1A3_single_01639,ACZ81_08135
AMHOT1A3_single_01640,ACZ81_08140
AMHOT1A3_single_01641,ACZ81_08145
AMHOT1A3_single_01642,ACZ81_08150
AMHOT1A3_single_01643,ACZ81_08155
AMHOT1A3_single_01644,ACZ81_08160
AMHOT1A3_single_01645,ACZ81_08165
AMHOT1A3_single_01646,ACZ81_08170
AMHOT1A3_single_01647,ACZ81_08175
AMHOT1A3_single_01648,ACZ81_08180
AMHOT1A3_single_01649,ACZ81_08185
AMHOT1A3_single_01650,ACZ81_08190
AMHOT1A3_single_01651,ACZ81_08195
AMHOT1A3_single_01652,ACZ81_08200
AMHOT1A3_single_01653,ACZ81_08205
AMHOT1A3_single_01654,ACZ81_08210
AMHOT1A3_single_01655,ACZ81_08215
AMHOT1A3_single_01656,ACZ81_08220
AMHOT1A3_single_01657,ACZ81_08225
AMHOT1A3_single_01658,ACZ81_08230
AMHOT1A3_single_01659,ACZ81_08235
AMHOT1A3_single_01660,ACZ81_08240
AMHOT1A3_single_01661,ACZ81_08245
AMHOT1A3_single_01662,ACZ81_08250
AMHOT1A3_single_01663,ACZ81_08255
AMHOT1A3_single_01664,ACZ81_08260
AMHOT1A3_single_01665,ACZ81_08265
AMHOT1A3_single_01666,ACZ81_08270
AMHOT1A3_single_01667,ACZ81_08275
AMHOT1A3_single_01668,ACZ81_08280
AMHOT1A3_single_01669,ACZ81_08285
AMHOT1A3_single_01670,ACZ81_08290
AMHOT1A3_single_01671,ACZ81_08295
AMHOT1A3_single_01672,ACZ81_08300
AMHOT1A3_single_01673,ACZ81_08305
AMHOT1A3_single_01674,ACZ81_08310
AMHOT1A3_single_01675,ACZ81_08315
AMHOT1A3_single_01676,ACZ81_08320
AMHOT1A3_single_01677,ACZ81_08325
AMHOT1A3_single_01678,ACZ81_08330
AMHOT1A3_single_01679,ACZ81_08335
AMHOT1A3_single_01680,ACZ81_08340
AMHOT1A3_single_01681,ACZ81_08345
AMHOT1A3_single_01682,ACZ81_08350
AMHOT1A3_single_01683,ACZ81_08355
AMHOT1A3_single_01684,ACZ81_08360
AMHOT1A3_single_01685,ACZ81_08365
AMHOT1A3_single_01686,ACZ81_08370
AMHOT1A3_single_01687,ACZ81_08375
AMHOT1A3_single_01688,ACZ81_08380
AMHOT1A3_single_01689,ACZ81_08385
AMHOT1A3_single_01692,ACZ81_08410
AMHOT1A3_single_01693,ACZ81_08415
AMHOT1A3_single_01694,ACZ81_08420
AMHOT1A3_single_01695,ACZ81_08425
AMHOT1A3_single_01696,ACZ81_08430
AMHOT1A3_single_01697,ACZ81_08435
AMHOT1A3_single_01698,ACZ81_08440
AMHOT1A3_single_01699,ACZ81_08445
AMHOT1A3_single_01700,ACZ81_08450
AMHOT1A3_single_01701,ACZ81_08455
AMHOT1A3_single_01702,ACZ81_08460
AMHOT1A3_single_01703,ACZ81_08465
AMHOT1A3_single_01704,ACZ81_08470
AMHOT1A3_single_01705,ACZ81_08475
AMHOT1A3_single_01706,ACZ81_08480
AMHOT1A3_single_01707,ACZ81_08485
AMHOT1A3_single_01708,ACZ81_08490
AMHOT1A3_single_01709,ACZ81_08495
AMHOT1A3_single_01710,ACZ81_08500
AMHOT1A3_single_01711,ACZ81_08505
AMHOT1A3_single_01712,ACZ81_08510
AMHOT1A3_single_01713,ACZ81_08515
AMHOT1A3_single_01714,ACZ81_08520
AMHOT1A3_single_01715,ACZ81_08525
AMHOT1A3_single_01716,ACZ81_08530
AMHOT1A3_single_01717,ACZ81_08535
AMHOT1A3_single_01718,ACZ81_08540
AMHOT1A3_single_01719,ACZ81_08545
AMHOT1A3_single_01720,ACZ81_08550
AMHOT1A3_single_01721,ACZ81_08555
AMHOT1A3_single_01722,ACZ81_08560
AMHOT1A3_single_01723,ACZ81_08565
AMHOT1A3_single_01724,ACZ81_08570
AMHOT1A3_single_01725,ACZ81_08575
AMHOT1A3_single_01726,ACZ81_08580
AMHOT1A3_single_01727,ACZ81_08585
AMHOT1A3_single_01728,ACZ81_08590
AMHOT1A3_single_01729,ACZ81_08595
AMHOT1A3_single_01730,ACZ81_08600
AMHOT1A3_single_01731,ACZ81_08605
AMHOT1A3_single_01732,ACZ81_08610
AMHOT1A3_single_01733,ACZ81_08615
AMHOT1A3_single_01734,ACZ81_08620
AMHOT1A3_single_01735,ACZ81_08625
AMHOT1A3_single_01736,ACZ81_08630
AMHOT1A3_single_01738,ACZ81_08635
AMHOT1A3_single_01739,ACZ81_08640
AMHOT1A3_single_01740,ACZ81_08645
AMHOT1A3_single_01741,ACZ81_08650
AMHOT1A3_single_01742,ACZ81_08655
AMHOT1A3_single_01743,ACZ81_08660
AMHOT1A3_single_01744,ACZ81_08665
AMHOT1A3_single_01745,ACZ81_08670
AMHOT1A3_single_01746,ACZ81_08675
AMHOT1A3_single_01747,ACZ81_08680
AMHOT1A3_single_01748,ACZ81_08685
AMHOT1A3_single_01749,ACZ81_08690
AMHOT1A3_single_01750,ACZ81_08695
AMHOT1A3_single_01751,ACZ81_08700
AMHOT1A3_single_01752,ACZ81_08705
AMHOT1A3_single_01753,ACZ81_08710
AMHOT1A3_single_01754,ACZ81_RS20815
AMHOT1A3_single_01755,ACZ81_08715
AMHOT1A3_single_01756,ACZ81_08720
AMHOT1A3_single_01757,ACZ81_08725
AMHOT1A3_single_01760,ACZ81_08745
AMHOT1A3_single_01761,ACZ81_08750
AMHOT1A3_single_01762,ACZ81_08755
AMHOT1A3_single_01763,ACZ81_08760
AMHOT1A3_single_01764,ACZ81_08765
AMHOT1A3_single_01765,ACZ81_08770
AMHOT1A3_single_01766,ACZ81_08775
AMHOT1A3_single_01767,ACZ81_08780
AMHOT1A3_single_01769,ACZ81_08785
AMHOT1A3_single_01770,ACZ81_08790
AMHOT1A3_single_01771,ACZ81_08795
AMHOT1A3_single_01772,ACZ81_08800
AMHOT1A3_single_01773,ACZ81_08805
AMHOT1A3_single_01774,ACZ81_08810
AMHOT1A3_single_01775,ACZ81_08815
AMHOT1A3_single_01777,ACZ81_08825
AMHOT1A3_single_01778,ACZ81_08830
AMHOT1A3_single_01779,ACZ81_08835
AMHOT1A3_single_01780,ACZ81_08840
AMHOT1A3_single_01781,ACZ81_08845
AMHOT1A3_single_01782,ACZ81_08850
AMHOT1A3_single_01783,ACZ81_08855
AMHOT1A3_single_01784,ACZ81_08860
AMHOT1A3_single_01785,ACZ81_08865
AMHOT1A3_single_01786,ACZ81_08870
AMHOT1A3_single_01787,ACZ81_08875
AMHOT1A3_single_01788,ACZ81_08880
AMHOT1A3_single_01789,ACZ81_08885
AMHOT1A3_single_01790,ACZ81_08890
AMHOT1A3_single_01791,ACZ81_08895
AMHOT1A3_single_01792,ACZ81_08900
AMHOT1A3_single_01793,ACZ81_08905
AMHOT1A3_single_01794,ACZ81_08910
AMHOT1A3_single_01795,ACZ81_08915
AMHOT1A3_single_01796,ACZ81_08920
AMHOT1A3_single_01797,ACZ81_08925
AMHOT1A3_single_01798,ACZ81_08930
AMHOT1A3_single_01799,ACZ81_08935
AMHOT1A3_single_01800,ACZ81_08940
AMHOT1A3_single_01801,ACZ81_08945
AMHOT1A3_single_01802,ACZ81_08950
AMHOT1A3_single_01803,ACZ81_08955
AMHOT1A3_single_01804,ACZ81_08960
AMHOT1A3_single_01805,ACZ81_08965
AMHOT1A3_single_01806,ACZ81_08970
AMHOT1A3_single_01807,ACZ81_08975
AMHOT1A3_single_01808,ACZ81_08980
AMHOT1A3_single_01809,ACZ81_08985
AMHOT1A3_single_01810,ACZ81_08995
AMHOT1A3_single_01811,ACZ81_09000
AMHOT1A3_single_01812,ACZ81_09005
AMHOT1A3_single_01813,ACZ81_09010
AMHOT1A3_single_01814,ACZ81_09015
AMHOT1A3_single_01815,ACZ81_09020
AMHOT1A3_single_01816,ACZ81_09025
AMHOT1A3_single_01817,ACZ81_09030
AMHOT1A3_single_01818,ACZ81_09035
AMHOT1A3_single_01819,ACZ81_09040
AMHOT1A3_single_01820,ACZ81_RS21225
AMHOT1A3_single_01821,ACZ81_09045
AMHOT1A3_single_01822,ACZ81_09050
AMHOT1A3_single_01823,ACZ81_RS21325
AMHOT1A3_single_01825,ACZ81_RS09065
AMHOT1A3_single_01827,ACZ81_09065
AMHOT1A3_single_01828,ACZ81_09070
AMHOT1A3_single_01829,ACZ81_09075
AMHOT1A3_single_01830,ACZ81_09080
AMHOT1A3_single_01831,ACZ81_09085
AMHOT1A3_single_01832,ACZ81_09090
AMHOT1A3_single_01833,ACZ81_09095
AMHOT1A3_single_01834,ACZ81_09100
AMHOT1A3_single_01835,ACZ81_09105
AMHOT1A3_single_01836,ACZ81_09110
AMHOT1A3_single_01837,ACZ81_09115
AMHOT1A3_single_01838,ACZ81_09120
AMHOT1A3_single_01839,ACZ81_RS21230
AMHOT1A3_single_01841,ACZ81_09135
AMHOT1A3_single_01842,ACZ81_09140
AMHOT1A3_single_01843,ACZ81_09145
AMHOT1A3_single_01844,ACZ81_09150
AMHOT1A3_single_01845,ACZ81_RS21495
AMHOT1A3_single_01846,ACZ81_09160
AMHOT1A3_single_01847,ACZ81_09165
AMHOT1A3_single_01848,ACZ81_09170
AMHOT1A3_single_01849,ACZ81_09175
AMHOT1A3_single_01850,ACZ81_09180
AMHOT1A3_single_01851,ACZ81_09185
AMHOT1A3_single_01852,ACZ81_09190
AMHOT1A3_single_01854,ACZ81_09195
AMHOT1A3_single_01855,ACZ81_09200
AMHOT1A3_single_01856,ACZ81_09205
AMHOT1A3_single_01857,ACZ81_09210
AMHOT1A3_single_01858,ACZ81_09215
AMHOT1A3_single_01859,ACZ81_09220
AMHOT1A3_single_01860,ACZ81_09225
AMHOT1A3_single_01861,ACZ81_09230
AMHOT1A3_single_01862,ACZ81_09240
AMHOT1A3_single_01863,ACZ81_09250
AMHOT1A3_single_01864,ACZ81_09255
AMHOT1A3_single_01865,ACZ81_09260
AMHOT1A3_single_01866,ACZ81_09265
AMHOT1A3_single_01867,ACZ81_09270
AMHOT1A3_single_01868,ACZ81_09275
AMHOT1A3_single_01869,ACZ81_09280
AMHOT1A3_single_01870,ACZ81_09285
AMHOT1A3_single_01871,ACZ81_09290
AMHOT1A3_single_01872,ACZ81_09295
AMHOT1A3_single_01873,ACZ81_09300
AMHOT1A3_single_01874,ACZ81_09305
AMHOT1A3_single_01875,ACZ81_09310
AMHOT1A3_single_01876,ACZ81_09315
AMHOT1A3_single_01877,ACZ81_09320
AMHOT1A3_single_01878,ACZ81_09325
AMHOT1A3_single_01879,ACZ81_09330
AMHOT1A3_single_01880,ACZ81_09335
AMHOT1A3_single_01881,ACZ81_09340
AMHOT1A3_single_01882,ACZ81_09345
AMHOT1A3_single_01883,ACZ81_09350
AMHOT1A3_single_01884,ACZ81_09355
AMHOT1A3_single_01885,ACZ81_09360
AMHOT1A3_single_01886,ACZ81_09365
AMHOT1A3_single_01887,ACZ81_09370
AMHOT1A3_single_01888,ACZ81_09375
AMHOT1A3_single_01889,ACZ81_09380
AMHOT1A3_single_01890,ACZ81_09385
AMHOT1A3_single_01891,ACZ81_09390
AMHOT1A3_single_01893,ACZ81_09400
AMHOT1A3_single_01894,ACZ81_RS20845
AMHOT1A3_single_01895,ACZ81_09405
AMHOT1A3_single_01896,ACZ81_09410
AMHOT1A3_single_01897,ACZ81_09415
AMHOT1A3_single_01898,ACZ81_09420
AMHOT1A3_single_01899,ACZ81_09425
AMHOT1A3_single_01900,ACZ81_09430
AMHOT1A3_single_01901,ACZ81_09435
AMHOT1A3_single_01902,ACZ81_09440
AMHOT1A3_single_01903,ACZ81_09445
AMHOT1A3_single_01904,ACZ81_09450
AMHOT1A3_single_01905,ACZ81_09455
AMHOT1A3_single_01906,ACZ81_09460
AMHOT1A3_single_01907,ACZ81_09465
AMHOT1A3_single_01908,ACZ81_09470
AMHOT1A3_single_01909,ACZ81_09475
AMHOT1A3_single_01911,ACZ81_09495
AMHOT1A3_single_01912,ACZ81_09500
AMHOT1A3_single_01913,ACZ81_RS09515
AMHOT1A3_single_01914,ACZ81_09510
AMHOT1A3_single_01915,ACZ81_09515
AMHOT1A3_single_01916,ACZ81_09520
AMHOT1A3_single_01917,ACZ81_09525
AMHOT1A3_single_01918,ACZ81_09530
