seqid,gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,old_locus_tags,ec_numbers
NC_010475.1,SYNPCC7002_RS08580,,SYNPCC7002_RS08580,SYNPCC7002_A1712,Protein Homology,1798118,1798537,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307324.1,hypothetical protein,WP_012307324.1,,,,,SYNPCC7002_A1712,
NC_010475.1,SYNPCC7002_RS08585,,SYNPCC7002_RS08585,SYNPCC7002_A1713,Protein Homology,1799334,1800533,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307325.1,YihY/virulence factor BrkB family protein,WP_012307325.1,GO:0016020,membrane|0016020||IEA,,,SYNPCC7002_A1713,
NC_010475.1,metK,metK,SYNPCC7002_RS08590,SYNPCC7002_A1714,Protein Homology,1800572,1801825,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307326.1,methionine adenosyltransferase,WP_012307326.1,"GO:0006556,GO:0004478,GO:0005524",,"methionine adenosyltransferase activity|0004478||IEA,ATP binding|0005524||IEA",S-adenosylmethionine biosynthetic process|0006556||IEA,SYNPCC7002_A1714,2.5.1.6
NC_010475.1,galE,galE,SYNPCC7002_RS08595,SYNPCC7002_A1715,Protein Homology,1801959,1802951,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307327.1,UDP-glucose 4-epimerase GalE,WP_012307327.1,"GO:0006012,GO:0003978",,UDP-glucose 4-epimerase activity|0003978||IEA,galactose metabolic process|0006012||IEA,SYNPCC7002_A1715,5.1.3.2
NC_010475.1,SYNPCC7002_RS08600,,SYNPCC7002_RS08600,SYNPCC7002_A1716,Protein Homology,1803041,1803388,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307328.1,hypothetical protein,WP_012307328.1,,,,,SYNPCC7002_A1716,
NC_010475.1,SYNPCC7002_RS08605,,SYNPCC7002_RS08605,SYNPCC7002_A1717,Protein Homology,1803521,1804111,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002784897.1,DUF3727 domain-containing protein,WP_041443524.1,,,,,SYNPCC7002_A1717,
NC_010475.1,mltG,mltG,SYNPCC7002_RS08610,SYNPCC7002_A1718,Protein Homology,1804101,1805189,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015134844.1,endolytic transglycosylase MltG,WP_083764453.1,"GO:0009252,GO:0071555,GO:0008932",,lytic endotransglycosylase activity|0008932||IEA,"peptidoglycan biosynthetic process|0009252||IEA,cell wall organization|0071555||IEA",SYNPCC7002_A1718,
NC_010475.1,SYNPCC7002_RS08615,,SYNPCC7002_RS08615,SYNPCC7002_A1719,Protein Homology,1805210,1806097,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307331.1,tRNA (5-methylaminomethyl-2-thiouridine)(34)-methyltransferase MnmD,WP_012307331.1,,,,,SYNPCC7002_A1719,
NC_010475.1,SYNPCC7002_RS08620,,SYNPCC7002_RS08620,SYNPCC7002_A1720,Protein Homology,1806069,1807199,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307332.1,ABC transporter permease,WP_012307332.1,"GO:0140359,GO:0016020",membrane|0016020||IEA,ABC-type transporter activity|0140359||IEA,,SYNPCC7002_A1720,
NC_010475.1,SYNPCC7002_RS08625,,SYNPCC7002_RS08625,SYNPCC7002_A1721,Protein Homology,1807210,1808316,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307333.1,ABC transporter permease,WP_012307333.1,"GO:0140359,GO:0016020",membrane|0016020||IEA,ABC-type transporter activity|0140359||IEA,,SYNPCC7002_A1721,
NC_010475.1,SYNPCC7002_RS08630,,SYNPCC7002_RS08630,SYNPCC7002_A1722,Protein Homology,1808320,1810281,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307334.1,ATP-binding cassette domain-containing protein,WP_234991398.1,GO:0005524,,ATP binding|0005524||IEA,,SYNPCC7002_A1722,
NC_010475.1,SYNPCC7002_RS08635,,SYNPCC7002_RS08635,SYNPCC7002_A1723,Protein Homology,1810284,1811525,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307335.1,HlyD family secretion protein,WP_012307335.1,"GO:0055085,GO:0022857,GO:0016020",membrane|0016020||IEA,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,SYNPCC7002_A1723,
NC_010475.1,SYNPCC7002_RS08640,,SYNPCC7002_RS08640,SYNPCC7002_A1724,GeneMarkS-2+,1811680,1812432,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_012307336.1,,,,,SYNPCC7002_A1724,
NC_010475.1,SYNPCC7002_RS08645,,SYNPCC7002_RS08645,SYNPCC7002_A1725,GeneMarkS-2+,1812429,1812812,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_012307337.1,,,,,SYNPCC7002_A1725,
NC_010475.1,SYNPCC7002_RS08650,,SYNPCC7002_RS08650,SYNPCC7002_A1726,Protein Homology,1812815,1813447,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307338.1,hypothetical protein,WP_012307338.1,,,,,SYNPCC7002_A1726,
NC_010475.1,SYNPCC7002_RS08655,,SYNPCC7002_RS08655,SYNPCC7002_A1727,Protein Homology,1813667,1815550,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307339.1,WD40 repeat domain-containing serine/threonine-protein kinase,WP_234991397.1,"GO:0006468,GO:0004672",,protein kinase activity|0004672||IEA,protein phosphorylation|0006468||IEA,SYNPCC7002_A1727,
NC_010475.1,ychF,ychF,SYNPCC7002_RS08660,SYNPCC7002_A1728,Protein Homology,1815589,1816683,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007311225.1,redox-regulated ATPase YchF,WP_012307340.1,"GO:0005524,GO:0005525,GO:0016887",,"ATP binding|0005524||IEA,GTP binding|0005525||IEA,ATP hydrolysis activity|0016887||IEA",,SYNPCC7002_A1728,
NC_010475.1,SYNPCC7002_RS08665,,SYNPCC7002_RS08665,SYNPCC7002_A1729,Protein Homology,1816688,1817464,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307341.1,DUF6816 family protein,WP_012307341.1,,,,,SYNPCC7002_A1729,
NC_010475.1,SYNPCC7002_RS08670,,SYNPCC7002_RS08670,SYNPCC7002_A1730,Protein Homology,1817536,1818399,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307342.1,shikimate dehydrogenase,WP_012307342.1,,,,,SYNPCC7002_A1730,1.1.1.25
NC_010475.1,SYNPCC7002_RS08675,,SYNPCC7002_RS08675,SYNPCC7002_A1731,GeneMarkS-2+,1818527,1819168,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_012307343.1,,,,,SYNPCC7002_A1731,
NC_010475.1,SYNPCC7002_RS08680,,SYNPCC7002_RS08680,SYNPCC7002_A1732,Protein Homology,1819180,1819815,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307344.1,L-threonylcarbamoyladenylate synthase,WP_012307344.1,"GO:0000166,GO:0003725,GO:0005524,GO:0061710",,"nucleotide binding|0000166||IEA,double-stranded RNA binding|0003725||IEA,ATP binding|0005524||IEA,L-threonylcarbamoyladenylate synthase|0061710||IEA",,SYNPCC7002_A1732,2.7.7.87
NC_010475.1,SYNPCC7002_RS08685,,SYNPCC7002_RS08685,SYNPCC7002_A1733,Protein Homology,1819974,1820837,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307345.1,metal ABC transporter permease,WP_012307345.1,"GO:0030001,GO:0042626,GO:0140359",,"ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",metal ion transport|0030001||IEA,SYNPCC7002_A1733,
NC_010475.1,SYNPCC7002_RS08690,,SYNPCC7002_RS08690,SYNPCC7002_A1734,Protein Homology,1820834,1821631,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307346.1,metal ABC transporter ATP-binding protein,WP_012307346.1,"GO:0005524,GO:0016887,GO:0042626,GO:0140359",,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,SYNPCC7002_A1734,
NC_010475.1,SYNPCC7002_RS08695,,SYNPCC7002_RS08695,SYNPCC7002_A1735,Protein Homology,1821686,1822663,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307347.1,metal ABC transporter substrate-binding protein,WP_012307347.1,"GO:0030001,GO:0046872",,metal ion binding|0046872||IEA,metal ion transport|0030001||IEA,SYNPCC7002_A1735,
NC_010475.1,SYNPCC7002_RS08700,,SYNPCC7002_RS08700,SYNPCC7002_A1736,Protein Homology,1822863,1823321,+,,,COORDINATES: protein motif:HMM:NF024816.5,tetratricopeptide repeat protein,WP_159449838.1,,,,,SYNPCC7002_A1736,
NC_010475.1,recJ,recJ,SYNPCC7002_RS08705,SYNPCC7002_A1737,Protein Homology,1823332,1825617,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307349.1,single-stranded-DNA-specific exonuclease RecJ,WP_012307349.1,"GO:0006281,GO:0006310,GO:0008409",,5'-3' exonuclease activity|0008409||IEA,"DNA repair|0006281||IEA,DNA recombination|0006310||IEA",SYNPCC7002_A1737,
NC_010475.1,SYNPCC7002_RS08710,,SYNPCC7002_RS08710,SYNPCC7002_A1738,Protein Homology,1825731,1826402,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307350.1,J domain-containing protein,WP_012307350.1,,,,,SYNPCC7002_A1738,
NC_010475.1,SYNPCC7002_RS08715,,SYNPCC7002_RS08715,SYNPCC7002_A1739,Protein Homology,1826547,1827803,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307351.1,MgtC/SapB family protein,WP_012307351.1,,,,,SYNPCC7002_A1739,
NC_010475.1,rpsU,rpsU,SYNPCC7002_RS08720,SYNPCC7002_A1741,Protein Homology,1828150,1828326,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006530938.1,30S ribosomal protein S21,WP_012307353.1,"GO:0006412,GO:0003735,GO:0005840",ribosome|0005840||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,SYNPCC7002_A1741,
NC_010475.1,cobT,cobT,SYNPCC7002_RS08725,SYNPCC7002_A1742,Protein Homology,1828469,1829575,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307354.1,nicotinate mononucleotide-dependent phosphoribosyltransferase CobT,WP_012307354.1,,,,,SYNPCC7002_A1742,
NC_010475.1,SYNPCC7002_RS08730,,SYNPCC7002_RS08730,SYNPCC7002_A1743,Protein Homology,1829698,1831428,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015133954.1,diflavin flavoprotein,WP_041443529.1,,,,,SYNPCC7002_A1743,
NC_010475.1,recR,recR,SYNPCC7002_RS08735,SYNPCC7002_A1744,Protein Homology,1831493,1832086,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015141940.1,recombination mediator RecR,WP_083764455.1,"GO:0006281,GO:0006310,GO:0003677,GO:0046872",,"DNA binding|0003677||IEA,metal ion binding|0046872||IEA","DNA repair|0006281||IEA,DNA recombination|0006310||IEA",SYNPCC7002_A1744,
NC_010475.1,SYNPCC7002_RS08740,,SYNPCC7002_RS08740,SYNPCC7002_A1745,Protein Homology,1832089,1832586,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013320359.1,TIGR00725 family protein,WP_041443530.1,,,,,SYNPCC7002_A1745,
NC_010475.1,hypA,hypA,SYNPCC7002_RS08745,SYNPCC7002_A1746,Protein Homology,1832687,1833052,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307358.1,hydrogenase maturation nickel metallochaperone HypA,WP_012307358.1,"GO:0036211,GO:0008901,GO:0016151",,"ferredoxin hydrogenase activity|0008901||IEA,nickel cation binding|0016151||IEA",protein modification process|0036211||IEA,SYNPCC7002_A1746,
NC_010475.1,hypB,hypB,SYNPCC7002_RS08750,SYNPCC7002_A1747,Protein Homology,1833065,1833760,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307359.1,hydrogenase nickel incorporation protein HypB,WP_012307359.1,"GO:0036211,GO:0051604,GO:0000166,GO:0003924,GO:0016151,GO:0016530",,"nucleotide binding|0000166||IEA,GTPase activity|0003924||IEA,nickel cation binding|0016151||IEA,metallochaperone activity|0016530||IEA","protein modification process|0036211||IEA,protein maturation|0051604||IEA",SYNPCC7002_A1747,
NC_010475.1,SYNPCC7002_RS08755,,SYNPCC7002_RS08755,SYNPCC7002_A1748,Protein Homology,1833843,1834883,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013322216.1,ABC transporter substrate-binding protein,WP_041443531.1,,,,,SYNPCC7002_A1748,
NC_010475.1,SYNPCC7002_RS08760,,SYNPCC7002_RS08760,SYNPCC7002_A1749,Protein Homology,1834949,1835779,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307361.1,ABC transporter permease,WP_012307361.1,"GO:0005524,GO:0022857",,"ATP binding|0005524||IEA,transmembrane transporter activity|0022857||IEA",,SYNPCC7002_A1749,
NC_010475.1,SYNPCC7002_RS08765,,SYNPCC7002_RS08765,SYNPCC7002_RS08765,Protein Homology,1835787,1836563,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015135968.1,ABC transporter ATP-binding protein,WP_041443533.1,"GO:0005524,GO:0016887",,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA",,,7.6.2.14
NC_010475.1,SYNPCC7002_RS08770,,SYNPCC7002_RS08770,SYNPCC7002_A1751,Protein Homology,1836661,1837833,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307363.1,agmatinase family protein,WP_012307363.1,,,,,SYNPCC7002_A1751,
NC_010475.1,SYNPCC7002_RS08775,,SYNPCC7002_RS08775,SYNPCC7002_A1752,Protein Homology,1837911,1838366,+,,,COORDINATES: protein motif:HMM:NF015754.5,LCCL domain-containing protein,WP_012307364.1,,,,,SYNPCC7002_A1752,
NC_010475.1,hemB,hemB,SYNPCC7002_RS08780,SYNPCC7002_A1753,Protein Homology,1838504,1839487,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307365.1,porphobilinogen synthase,WP_012307365.1,"GO:0033014,GO:0003824,GO:0004655,GO:0046872",,"catalytic activity|0003824||IEA,porphobilinogen synthase activity|0004655||IEA,metal ion binding|0046872||IEA",tetrapyrrole biosynthetic process|0033014||IEA,SYNPCC7002_A1753,4.2.1.24
NC_010475.1,SYNPCC7002_RS16150,,SYNPCC7002_RS16150,SYNPCC7002_A1754,Protein Homology,1839986,1841245,+,,,COORDINATES: protein motif:HMM:NF024783.5,HNH endonuclease,WP_049761613.1,,,,,SYNPCC7002_A1754,
NC_010475.1,SYNPCC7002_RS08790,,SYNPCC7002_RS08790,SYNPCC7002_A1755,Protein Homology,1841441,1842061,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307367.1,Uma2 family endonuclease,WP_012307367.1,"GO:0003676,GO:0004519",,"nucleic acid binding|0003676||IEA,endonuclease activity|0004519||IEA",,SYNPCC7002_A1755,
NC_010475.1,ileS,ileS,SYNPCC7002_RS08795,SYNPCC7002_A1756,Protein Homology,1842216,1845107,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307368.1,isoleucine--tRNA ligase,WP_012307368.1,"GO:0006428,GO:0000166,GO:0004822,GO:0005524",,"nucleotide binding|0000166||IEA,isoleucine-tRNA ligase activity|0004822||IEA,ATP binding|0005524||IEA",isoleucyl-tRNA aminoacylation|0006428||IEA,SYNPCC7002_A1756,6.1.1.5
NC_010475.1,SYNPCC7002_RS08800,,SYNPCC7002_RS08800,SYNPCC7002_A1757,Protein Homology,1845150,1845854,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307369.1,diacylglycerol/polyprenol kinase family protein,WP_012307369.1,"GO:0016310,GO:0016301",,kinase activity|0016301||IEA,phosphorylation|0016310||IEA,SYNPCC7002_A1757,2.7.1.-
NC_010475.1,SYNPCC7002_RS08805,,SYNPCC7002_RS08805,SYNPCC7002_A1758,Protein Homology,1845851,1846159,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307370.1,YkvA family protein,WP_012307370.1,GO:0016020,membrane|0016020||IEA,,,SYNPCC7002_A1758,
NC_010475.1,psbB,psbB,SYNPCC7002_RS08810,SYNPCC7002_A1759,Protein Homology,1846363,1847886,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307371.1,photosystem II chlorophyll-binding protein CP47,WP_012307371.1,"GO:0009772,GO:0015979,GO:0016168,GO:0045156,GO:0009523,GO:0016020","photosystem II|0009523||IEA,membrane|0016020||IEA","chlorophyll binding|0016168||IEA,electron transporter%2C transferring electrons within the cyclic electron transport pathway of photosynthesis activity|0045156||IEA","photosynthetic electron transport in photosystem II|0009772||IEA,photosynthesis|0015979||IEA",SYNPCC7002_A1759,
NC_010475.1,SYNPCC7002_RS08815,,SYNPCC7002_RS08815,SYNPCC7002_A1760,Protein Homology,1848256,1848573,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307372.1,hypothetical protein,WP_012307372.1,,,,,SYNPCC7002_A1760,
NC_010475.1,SYNPCC7002_RS08820,,SYNPCC7002_RS08820,SYNPCC7002_A1761,Protein Homology,1848747,1849571,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307373.1,MBL fold metallo-hydrolase,WP_012307373.1,"GO:0016787,GO:0046872",,"hydrolase activity|0016787||IEA,metal ion binding|0046872||IEA",,SYNPCC7002_A1761,
NC_010475.1,SYNPCC7002_RS08825,,SYNPCC7002_RS08825,SYNPCC7002_A1762,Protein Homology,1849594,1850208,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307374.1,aminodeoxychorismate/anthranilate synthase component II,WP_030007514.1,,,,,SYNPCC7002_A1762,
NC_010475.1,SYNPCC7002_RS08830,,SYNPCC7002_RS08830,SYNPCC7002_A1763,Protein Homology,1850257,1850745,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307375.1,diacylglycerol kinase family protein,WP_012307375.1,GO:0016301,,kinase activity|0016301||IEA,,SYNPCC7002_A1763,2.7.1.-
NC_010475.1,ybeY,ybeY,SYNPCC7002_RS08835,SYNPCC7002_A1764,Protein Homology,1850771,1851262,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307376.1,rRNA maturation RNase YbeY,WP_012307376.1,"GO:0042254,GO:0004540,GO:0046872",,"RNA nuclease activity|0004540||IEA,metal ion binding|0046872||IEA",ribosome biogenesis|0042254||IEA,SYNPCC7002_A1764,
NC_010475.1,SYNPCC7002_RS08840,,SYNPCC7002_RS08840,SYNPCC7002_RS08840,Protein Homology,1851269,1851448,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013325472.1,DUF3285 domain-containing protein,WP_030007517.1,,,,,,
NC_010475.1,SYNPCC7002_RS08845,,SYNPCC7002_RS08845,SYNPCC7002_A1766,Protein Homology,1851659,1852591,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307378.1,NAD-dependent epimerase/dehydratase family protein,WP_012307378.1,GO:0003824,,catalytic activity|0003824||IEA,,SYNPCC7002_A1766,
NC_010475.1,SYNPCC7002_RS08850,,SYNPCC7002_RS08850,SYNPCC7002_A1767,Protein Homology,1852602,1853045,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307379.1,DUF1493 family protein,WP_012307379.1,,,,,SYNPCC7002_A1767,
NC_010475.1,SYNPCC7002_RS08855,,SYNPCC7002_RS08855,SYNPCC7002_A1768,Protein Homology,1853090,1854631,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307380.1,NAD(P)/FAD-dependent oxidoreductase,WP_012307380.1,GO:0016491,,oxidoreductase activity|0016491||IEA,,SYNPCC7002_A1768,
NC_010475.1,SYNPCC7002_RS08860,,SYNPCC7002_RS08860,SYNPCC7002_A1769,Protein Homology,1854772,1855749,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307381.1,YafY family protein,WP_012307381.1,,,,,SYNPCC7002_A1769,
NC_010475.1,cas6,cas6,SYNPCC7002_RS08865,SYNPCC7002_A1770,Protein Homology,1855750,1856415,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307382.1,type I-MYXAN CRISPR-associated protein Cas6/Cmx6,WP_012307382.1,GO:0043571,,,maintenance of CRISPR repeat elements|0043571||IEA,SYNPCC7002_A1770,
NC_010475.1,SYNPCC7002_RS08870,,SYNPCC7002_RS08870,SYNPCC7002_A1771,Protein Homology,1856405,1858696,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307383.1,CRISPR-associated helicase/endonuclease Cas3,WP_012307383.1,,,,,SYNPCC7002_A1771,
NC_010475.1,cas8a1,cas8a1,SYNPCC7002_RS08875,SYNPCC7002_A1772,Protein Homology,1858693,1860201,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307384.1,type I-MYXAN CRISPR-associated Cas8a1/Cmx1,WP_012307384.1,GO:0051607,,,defense response to virus|0051607||IEA,SYNPCC7002_A1772,
NC_010475.1,cas7i,cas7i,SYNPCC7002_RS08880,SYNPCC7002_A1773,Protein Homology,1860244,1861104,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009544025.1,type I-B CRISPR-associated protein Cas7/Cst2/DevR,WP_012307385.1,GO:0043571,,,maintenance of CRISPR repeat elements|0043571||IEA,SYNPCC7002_A1773,
NC_010475.1,SYNPCC7002_RS08885,,SYNPCC7002_RS08885,SYNPCC7002_A1774,GeneMarkS-2+,1861121,1861351,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_012307386.1,,,,,SYNPCC7002_A1774,
NC_010475.1,SYNPCC7002_RS08890,,SYNPCC7002_RS08890,SYNPCC7002_A1775,Protein Homology,1861348,1861734,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307387.1,type II toxin-antitoxin system VapC family toxin,WP_012307387.1,,,,,SYNPCC7002_A1775,
NC_010475.1,cas5,cas5,SYNPCC7002_RS08895,SYNPCC7002_A1776,Protein Homology,1861754,1862386,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307388.1,CRISPR-associated protein Cas5,WP_012307388.1,GO:0043571,,,maintenance of CRISPR repeat elements|0043571||IEA,SYNPCC7002_A1776,
NC_010475.1,SYNPCC7002_RS08900,,SYNPCC7002_RS08900,SYNPCC7002_A1777,Protein Homology,1862467,1864125,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307389.1,type I-MYXAN CRISPR-associated endonuclease Cas4/Cas1,WP_012307389.1,,,,,SYNPCC7002_A1777,
NC_010475.1,cas2,cas2,SYNPCC7002_RS08905,SYNPCC7002_A1778,Protein Homology,1864128,1864421,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015189441.1,CRISPR-associated endonuclease Cas2,WP_012307390.1,"GO:0043571,GO:0004521",,RNA endonuclease activity|0004521||IEA,maintenance of CRISPR repeat elements|0043571||IEA,SYNPCC7002_A1778,
NC_010475.1,SYNPCC7002_RS08920,,SYNPCC7002_RS08920,SYNPCC7002_A1780,Protein Homology,1866011,1866478,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307391.1,YidH family protein,WP_012307391.1,,,,,SYNPCC7002_A1780,
NC_010475.1,SYNPCC7002_RS08925,,SYNPCC7002_RS08925,SYNPCC7002_A1781,Protein Homology,1866640,1867230,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307392.1,PAP/fibrillin family protein,WP_012307392.1,,,,,SYNPCC7002_A1781,
NC_010475.1,proB,proB,SYNPCC7002_RS08930,SYNPCC7002_A1782,Protein Homology,1867289,1868413,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307393.1,glutamate 5-kinase,WP_012307393.1,"GO:0006561,GO:0004349,GO:0005737",cytoplasm|0005737||IEA,glutamate 5-kinase activity|0004349||IEA,proline biosynthetic process|0006561||IEA,SYNPCC7002_A1782,2.7.2.11
NC_010475.1,SYNPCC7002_RS08935,,SYNPCC7002_RS08935,SYNPCC7002_A1783,Protein Homology,1868604,1869560,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307394.1,class I SAM-dependent methyltransferase,WP_012307394.1,"GO:0008168,GO:1904047",,"methyltransferase activity|0008168||IEA,S-adenosyl-L-methionine binding|1904047||IEA",,SYNPCC7002_A1783,2.1.1.-
NC_010475.1,SYNPCC7002_RS08940,,SYNPCC7002_RS08940,SYNPCC7002_A1784,Protein Homology,1869583,1871289,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307395.1,NAD+ synthase,WP_012307395.1,"GO:0009435,GO:0003952,GO:0005524",,"NAD+ synthase (glutamine-hydrolyzing) activity|0003952||IEA,ATP binding|0005524||IEA",NAD biosynthetic process|0009435||IEA,SYNPCC7002_A1784,6.3.5.1
NC_010475.1,sfsA,sfsA,SYNPCC7002_RS08945,SYNPCC7002_A1785,Protein Homology,1871305,1872063,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307396.1,DNA/RNA nuclease SfsA,WP_012307396.1,GO:0003677,,DNA binding|0003677||IEA,,SYNPCC7002_A1785,
NC_010475.1,SYNPCC7002_RS08950,,SYNPCC7002_RS08950,SYNPCC7002_A1786,Protein Homology,1872093,1872671,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307397.1,late competence development ComFB family protein,WP_012307397.1,,,,,SYNPCC7002_A1786,
NC_010475.1,SYNPCC7002_RS08955,,SYNPCC7002_RS08955,SYNPCC7002_A1787,Protein Homology,1872850,1873488,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307398.1,class I SAM-dependent methyltransferase,WP_012307398.1,"GO:0008168,GO:1904047",,"methyltransferase activity|0008168||IEA,S-adenosyl-L-methionine binding|1904047||IEA",,SYNPCC7002_A1787,2.1.1.-
NC_010475.1,SYNPCC7002_RS08960,,SYNPCC7002_RS08960,SYNPCC7002_A1788,Protein Homology,1873571,1875781,+,,,COORDINATES: protein motif:HMM:NF025053.5,PP2C family serine/threonine-protein phosphatase,WP_012307399.1,"GO:0006470,GO:0004722,GO:0046872",,"protein serine/threonine phosphatase activity|0004722||IEA,metal ion binding|0046872||IEA",protein dephosphorylation|0006470||IEA,SYNPCC7002_A1788,3.1.3.16
NC_010475.1,SYNPCC7002_RS08965,,SYNPCC7002_RS08965,SYNPCC7002_A1789,Protein Homology,1875912,1876622,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307400.1,Crp/Fnr family transcriptional regulator,WP_012307400.1,"GO:0006355,GO:0003700,GO:0030552",,"DNA-binding transcription factor activity|0003700||IEA,cAMP binding|0030552||IEA",regulation of DNA-templated transcription|0006355||IEA,SYNPCC7002_A1789,
NC_010475.1,SYNPCC7002_RS08970,,SYNPCC7002_RS08970,SYNPCC7002_A1790,Protein Homology,1876674,1877405,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015136134.1,DUF2232 domain-containing protein,WP_012307401.1,,,,,SYNPCC7002_A1790,
NC_010475.1,SYNPCC7002_RS08975,,SYNPCC7002_RS08975,SYNPCC7002_A1791,Protein Homology,1877417,1878274,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012307402.1,methyltransferase domain-containing protein,WP_012307402.1,GO:0008757,,S-adenosylmethionine-dependent methyltransferase activity|0008757||IEA,,SYNPCC7002_A1791,
NC_010475.1,SYNPCC7002_RS08980,,SYNPCC7002_RS08980,SYNPCC7002_A1792,Protein Homology,1878330,1878893,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007310498.1,Uma2 family endonuclease,WP_012307403.1,"GO:0003676,GO:0004519",,"nucleic acid binding|0003676||IEA,endonuclease activity|0004519||IEA",,SYNPCC7002_A1792,
