partner,treatment,product,logFC,logFC_rel_axenic,Pvalue
Synechococcus_CC9311,800ppm,putative thiamine transport system permease,-0.428637296,1.030468106,0.311104528
Synechococcus_CC9311,800ppm,phosphate ABC transporter substrate-binding,0.018405879,-0.066293461,0.884268674
Synechococcus_CC9311,800ppm,cationic peptide transport system ATP-binding,-0.216977642,0.052857775,0.215879168
Synechococcus_CC9311,800ppm,iron complex outermembrane receptor protein_9,-1.092245979,-1.399951841,8.14E-05
Synechococcus_CC9311,800ppm,outer membrane transport energization protein_3,0.203469196,0.168311248,0.590959547
Synechococcus_CC9311,800ppm,putative ABC transport system ATP-binding_3,-0.210564443,0.955183602,0.462852111
Synechococcus_CC9311,800ppm,putative ABC transport system permease protein_3,-0.630092143,-1.536161146,0.00207088
Synechococcus_CC9311,800ppm,iron complex outermembrane receptor protein_10,0.171750463,1.570926567,0.579767805
Synechococcus_CC9311,800ppm,ammonium transporter,1.592647949,0.233620683,0.000996129
Synechococcus_CC9311,800ppm,iron complex outermembrane receptor protein_11,-0.02927915,0.452887919,0.845040861
Synechococcus_CC9311,800ppm,ABC-2 type transport system ATP-binding protein_2,0.533205563,2.303205537,0.007298762
Synechococcus_CC9311,800ppm,putative ABC transport system substrate-binding,-0.031625361,-0.182832149,0.801762743
Synechococcus_CC9311,800ppm,iron(III) transport system permease protein,0.24554403,0.028652447,0.092962383
Synechococcus_CC9311,800ppm,sugar phosphate permease,-0.100186957,-0.871803428,0.735932931
Synechococcus_CC9311,800ppm,iron complex outermembrane receptor protein_12,-0.049479801,-0.179494572,0.717356652
Synechococcus_CC9311,800ppm,iron complex outermembrane receptor protein_13,-1.336839323,-0.746064149,0.002480033
Synechococcus_CC9311,800ppm,iron complex outermembrane receptor protein_14,-0.354291481,0.098754938,0.097497664
Synechococcus_CC9311,800ppm,polar amino acid transport system,-0.018608868,-0.500426507,0.928435731
Synechococcus_CC9311,800ppm,long-chain fatty acid transport protein_1,0.646642577,0.6792113,0.022422239
Synechococcus_CC9311,800ppm,AGCS family alanine or glycine:cation symporter,0.146942384,-0.164375151,0.347801274
Synechococcus_CC9311,800ppm,amino acid ABC transporter substrate-binding_2,-0.171296499,-0.162221617,0.409674194
Synechococcus_CC9311,800ppm,phospholipid transport system transporter-binding,-0.132756423,1.137582122,0.686363804
Synechococcus_CC9311,800ppm,iron(III) transport system ATP-binding protein,0.226055436,-0.428054373,0.145905284
Synechococcus_CC9311,800ppm,iron complex outermembrane receptor protein_15,0.145104089,-0.042669729,0.315407664
Synechococcus_CC9311,800ppm,ABC-2 type transport system ATP-binding protein,-0.319558353,-0.853126948,0.401194159
Synechococcus_CC9311,800ppm,long-chain fatty acid transport protein_2,-0.325281289,-0.461731595,0.173139544
Synechococcus_CC9311,800ppm,outer membrane transport energization protein_4,0.182485552,0.482156188,0.595329722
Synechococcus_CC9311,800ppm,phosphonate transport system substrate-binding,0.136134189,-0.07793192,0.558623729
Synechococcus_CC9311,800ppm,vitamin B12 transporter,0.379432378,0.698731866,0.079631556
Synechococcus_CC9311,800ppm,phosphonate ABC transporter substrate-binding,0.38234249,-0.159699803,0.029270587
Synechococcus_CC9311,800ppm,ATPase subunit of ABC transporter with duplicated,0.209022946,1.776713111,0.653875184
Synechococcus_CC9311,800ppm,branched-subunit amino acid transport protein,-0.55002877,1.700900444,0.2993233
Synechococcus_CC9311,800ppm,FHS family L-fucose permease-like MFS_2,-0.218662447,-2.083439904,0.64480905
Synechococcus_CC9311,800ppm,cation/acetate symporter,-0.670349786,-1.137769942,0.124252621
Synechococcus_CC9311,800ppm,amino acid ABC transporter substrate-binding_3,0.098306685,0.399593661,0.715627746
Synechococcus_CC9311,800ppm,iron complex outermembrane receptor protein_16,0.664233346,2.358254478,0.002303483
Synechococcus_CC9311,800ppm,PiT family inorganic phosphate transporter,0.263961142,0.777888205,0.344468161
Synechococcus_CC9311,800ppm,choline/glycine/proline betaine transport_2,0.174211796,0.502087229,0.430568993
Synechococcus_CC9311,800ppm,iron complex outermembrane receptor protein_17,-0.699813651,-2.512132917,0.137366901
Synechococcus_CC9311,800ppm,phospholipid transport system substrate-binding,-0.011869901,0.987094622,0.969531818
Synechococcus_CC9311,800ppm,outer membrane transport energization protein_5,-0.041772149,-0.818616715,0.8592991
Synechococcus_CC9311,800ppm,amino acid ABC transporter substrate-binding_4,-0.302855651,-0.904540495,0.308426133
Synechococcus_CC9311,800ppm,amino acid/amide ABC transporter,-0.294946997,-1.309058365,0.342516336
Synechococcus_CC9311,800ppm,iron-regulated ABC transporter ATPase subunit,0.746056379,1.259839191,0.019009704
Synechococcus_CC9311,800ppm,iron-regulated ABC transporter permease protein,0.925288567,1.718034677,0.011333943
Synechococcus_CC9311,800ppm,iron complex outermembrane receptor protein_18,0.533754803,1.300512401,0.045605051
Synechococcus_CC9311,800ppm,iron complex outermembrane receptor protein_19,0.083822612,-1.806100945,0.856524985
Synechococcus_CC9311,800ppm,iron complex outermembrane receptor protein_20,0.054675935,1.458682124,0.904357256
Synechococcus_CC9311,800ppm,iron complex outermembrane receptor protein_21,0.326234662,0.761743857,0.082136129
Synechococcus_CC9311,800ppm,iron-regulated ABC transporter membrane component,0.550801953,0.73809289,0.024806743
Synechococcus_CC9311,800ppm,fucose permease_5,-0.019583219,-6.410485276,0.973128797
Synechococcus_CC9311,800ppm,iron complex outermembrane receptor protein_22,-0.5381344,-2.348288348,0.233584545
Synechococcus_CC9311,800ppm,lactate permease,-0.298834358,-0.930143206,0.328833219
Synechococcus_WH8102,800ppm,high-affinity iron transporter,-0.077410766,-0.281567088,0.741136511
Synechococcus_WH8102,800ppm,iron complex outermembrane receptor protein_1,0.110413574,-0.041627766,0.674116171
Synechococcus_WH8102,800ppm,FHS family L-fucose permease-like MFS_1,0.727222567,0.679968568,0.021202902
Synechococcus_WH8102,800ppm,iron complex outermembrane receptor protein_2,0.156623366,-0.162107847,0.337338807
Synechococcus_WH8102,800ppm,ABC-2 type transport system ATP-binding protein_1,-0.109096514,0.744919097,0.629450967
Synechococcus_WH8102,800ppm,ABC-2 type transport system permease protein_1,-0.081489341,-0.158312367,0.579866153
Synechococcus_WH8102,800ppm,iron complex outermembrane receptor protein_3,-0.074501912,0.861770229,0.702972176
Synechococcus_WH8102,800ppm,phosphate ABC transporter ATP-binding protein,-0.14904723,-0.131283781,0.445462216
Synechococcus_WH8102,800ppm,ABC-2 type transport system permease protein_2,-0.048214627,-0.130126667,0.779136303
Synechococcus_WH8102,800ppm,phosphate ABC transporter membrane protein 2,-0.220209742,-0.317209823,0.18450201
Synechococcus_WH8102,800ppm,vitamin B12 transport system substrate-binding,-0.070479887,0.281105457,0.628576904
Synechococcus_WH8102,800ppm,vitamin B12 transport system ATP-binding protein,0.059547085,0.099148138,0.66909956
Synechococcus_WH8102,800ppm,fucose permease_1,0.226397194,1.182602612,0.320109925
Synechococcus_WH8102,800ppm,putative ABC transport system permease protein_1,-0.237330408,-0.325866352,0.129137336
Synechococcus_WH8102,800ppm,iron complex outermembrane receptor protein_4,-0.004017719,0.989981182,0.978222536
Synechococcus_WH8102,800ppm,ABC-2 type transport system permease protein_3,0.084304391,0.615065179,0.60516142
Synechococcus_WH8102,800ppm,putative thiamine transport system ATP-binding,1.03453144,1.316300846,0.003659849
Synechococcus_WH8102,800ppm,iron complex outermembrane receptor protein_5,-0.120441577,0.381205931,0.575626911
Synechococcus_WH8102,800ppm,fucose permease_2,-0.188903761,-0.030564378,0.294445118
Synechococcus_WH8102,800ppm,amino acid ABC transporter substrate-binding,0.087486334,-0.231067223,0.447046571
Synechococcus_WH8102,800ppm,iron complex outermembrane receptor protein_6,-0.133707482,0.561113632,0.579560732
Synechococcus_WH8102,800ppm,outer membrane transport energization protein_1,-0.446386023,-0.120156305,0.246588562
Synechococcus_WH8102,800ppm,putative ABC transport system ATP-binding_1,-0.016001314,0.05995648,0.941309127
Synechococcus_WH8102,800ppm,iron complex outermembrane receptor protein_7,-0.124396163,0.025870304,0.371292254
Synechococcus_WH8102,800ppm,putative ABC transport system ATP-binding_2,0.29604379,-0.374488855,0.180579409
Synechococcus_WH8102,800ppm,carboxylate/amino acid/amine transporter,0.030575985,0.606548563,0.902949713
Synechococcus_WH8102,800ppm,fucose permease_3,-0.028788113,0.827020166,0.851986842
Synechococcus_WH8102,800ppm,fucose permease_4,-1.604988601,-1.168357561,0.001589168
Synechococcus_WH8102,800ppm,putative ABC transport system permease protein_2,0.303440368,1.022615663,0.068659337
Synechococcus_WH8102,800ppm,iron complex transport system permease protein,0.056444243,0.805807473,0.663679946
Synechococcus_WH8102,800ppm,iron complex outermembrane receptor protein_8,-0.198712039,-0.077064853,0.166471475
Synechococcus_WH8102,800ppm,outer membrane transport energization protein_2,-0.532893364,-0.340504514,0.14746453
Synechococcus_WH8102,800ppm,choline/glycine/proline betaine transport_1,0.248168092,0.531041884,0.17192228
Synechococcus_WH8102,800ppm,putative thiamine transport system permease,1.220101966,2.679207368,0.004291373
Synechococcus_WH8102,800ppm,phosphate ABC transporter substrate-binding,0.196860523,0.112161183,0.118785531
Synechococcus_WH8102,800ppm,cationic peptide transport system ATP-binding,0.222929649,0.492765066,0.202382113
Synechococcus_WH8102,800ppm,iron complex outermembrane receptor protein_9,0.597639025,0.289933163,0.029815751
Synechococcus_WH8102,800ppm,outer membrane transport energization protein_3,-0.305972482,-0.34113043,0.419553203
Synechococcus_WH8102,800ppm,putative ABC transport system ATP-binding_3,0.479422789,1.645170834,0.093742732
Synechococcus_WH8102,800ppm,putative ABC transport system permease protein_3,0.285464219,-0.620604784,0.160359971
Synechococcus_WH8102,800ppm,iron complex outermembrane receptor protein_10,0.107495532,1.506671636,0.72727616
Synechococcus_WH8102,800ppm,ammonium transporter,0.579584647,-0.779442619,0.224015751
Synechococcus_WH8102,800ppm,iron complex outermembrane receptor protein_11,0.024656255,0.506823323,0.868904486
Synechococcus_WH8102,800ppm,ABC-2 type transport system ATP-binding protein_2,-0.120912304,1.64908767,0.542154008
Synechococcus_WH8102,800ppm,putative ABC transport system substrate-binding,0.047121283,-0.104085505,0.707808671
Synechococcus_WH8102,800ppm,iron(III) transport system permease protein,-0.168442267,-0.385333851,0.24806627
Synechococcus_WH8102,800ppm,sugar phosphate permease,0.349981209,-0.421635261,0.23952596
Synechococcus_WH8102,800ppm,iron complex outermembrane receptor protein_12,-0.071853737,-0.201868507,0.598756986
Synechococcus_WH8102,800ppm,iron complex outermembrane receptor protein_13,-0.842445225,-0.251670052,0.054484414
Synechococcus_WH8102,800ppm,iron complex outermembrane receptor protein_14,0.368094351,0.82114077,0.085461525
Synechococcus_WH8102,800ppm,polar amino acid transport system,-0.089142314,-0.570959953,0.666489427
Synechococcus_WH8102,800ppm,long-chain fatty acid transport protein_1,-0.27839681,-0.245828087,0.324406393
Synechococcus_WH8102,800ppm,AGCS family alanine or glycine:cation symporter,-0.060864074,-0.372181609,0.69734759
Synechococcus_WH8102,800ppm,amino acid ABC transporter substrate-binding_2,-0.182500422,-0.17342554,0.379543672
Synechococcus_WH8102,800ppm,phospholipid transport system transporter-binding,0.216682101,1.487020646,0.510078866
Synechococcus_WH8102,800ppm,iron(III) transport system ATP-binding protein,-0.071210725,-0.725320534,0.646314247
Synechococcus_WH8102,800ppm,iron complex outermembrane receptor protein_15,-0.171498835,-0.359272653,0.234715577
Synechococcus_WH8102,800ppm,ABC-2 type transport system ATP-binding protein,0.452399093,-0.081169503,0.23498261
Synechococcus_WH8102,800ppm,long-chain fatty acid transport protein_2,-0.338072916,-0.474523222,0.157133888
Synechococcus_WH8102,800ppm,outer membrane transport energization protein_4,-0.389899915,-0.090229279,0.25694997
Synechococcus_WH8102,800ppm,phosphonate transport system substrate-binding,0.361660825,0.147594715,0.120271914
Synechococcus_WH8102,800ppm,vitamin B12 transporter,-0.281998932,0.037300556,0.192432408
Synechococcus_WH8102,800ppm,phosphonate ABC transporter substrate-binding,-0.107847016,-0.649889309,0.536934642
Synechococcus_WH8102,800ppm,ATPase subunit of ABC transporter with duplicated,-0.852842217,0.714847948,0.068643162
Synechococcus_WH8102,800ppm,branched-subunit amino acid transport protein,0.302880246,2.55380946,0.567272733
Synechococcus_WH8102,800ppm,FHS family L-fucose permease-like MFS_2,0.222157251,-1.642620206,0.640027633
Synechococcus_WH8102,800ppm,cation/acetate symporter,-1.035659461,-1.503079617,0.018037313
Synechococcus_WH8102,800ppm,amino acid ABC transporter substrate-binding_3,-0.168753756,0.13253322,0.53158722
Synechococcus_WH8102,800ppm,iron complex outermembrane receptor protein_16,-0.141968242,1.552052889,0.513394677
Synechococcus_WH8102,800ppm,PiT family inorganic phosphate transporter,-0.247699126,0.266227936,0.37502459
Synechococcus_WH8102,800ppm,choline/glycine/proline betaine transport_2,0.142755064,0.470630497,0.517862654
Synechococcus_WH8102,800ppm,iron complex outermembrane receptor protein_17,-0.192284012,-2.004603278,0.682233437
Synechococcus_WH8102,800ppm,phospholipid transport system substrate-binding,0.247280632,1.246245156,0.426905642
Synechococcus_WH8102,800ppm,outer membrane transport energization protein_5,0.79020963,0.013365064,0.000830651
Synechococcus_WH8102,800ppm,amino acid ABC transporter substrate-binding_4,0.33055026,-0.271134583,0.266413553
Synechococcus_WH8102,800ppm,amino acid/amide ABC transporter,0.299600614,-0.714510753,0.334978855
Synechococcus_WH8102,800ppm,iron-regulated ABC transporter ATPase subunit,0.120257571,0.634040383,0.704253616
Synechococcus_WH8102,800ppm,iron-regulated ABC transporter permease protein,0.086623578,0.879369688,0.811430856
Synechococcus_WH8102,800ppm,iron complex outermembrane receptor protein_18,0.068214175,0.834971774,0.797894418
Synechococcus_WH8102,800ppm,iron complex outermembrane receptor protein_19,1.592360974,-0.297562582,0.000746089
Synechococcus_WH8102,800ppm,iron complex outermembrane receptor protein_20,0.940600672,2.344606862,0.038785897
Synechococcus_WH8102,800ppm,iron complex outermembrane receptor protein_21,-0.240192612,0.195316584,0.20041439
Synechococcus_WH8102,800ppm,iron-regulated ABC transporter membrane component,0.425803425,0.613094362,0.082434452
Synechococcus_WH8102,800ppm,fucose permease_5,-0.172427429,-6.563329487,0.766840633
Synechococcus_WH8102,800ppm,iron complex outermembrane receptor protein_22,0.576516359,-1.233637588,0.202046664
Synechococcus_WH8102,800ppm,lactate permease,-0.105410391,-0.332474489,0.730343189
