ID,day,organism,eggnog_predicted_gene_name,eggnog_predicted_gene_description,eggnog_predicted_COG,KEGG_predicted_gene_name,KEGG_predicted_KEGG_identifier,Marinobacter_LFC,Marinobacter_pvalue,Marinobacter_padj,Alteromonas_LFC,Alteromonas_pvalue,Alteromonas_padj,Thalassospira_1_LFC,Thalassospira_1_pvalue,Thalassospira_1_padj,Thalassospira_2_LFC,Thalassospira_2_pvalue,Thalassospira_2_padj,Pseudohoeflea_LFC,Pseudohoeflea_pvalue,Pseudohoeflea_padj,Community_LFC,Community_pvalue,Community_padj
1_1881_MED4_genome,4,MED4,,Alternative locus ID,S,,,0.290485849,0.259780378,0.700302898,-0.450033875,0.09507873,0.356500539,0.309038308,0.246586922,0.472037185,0.199059644,0.484058501,0.548276168,-0.771433809,0.000776769,0.007024238,-0.320828765,0.311436344,0.952968986
1_1881_MED4_genome,2,MED4,,Alternative locus ID,S,,,0.458988942,0.054960608,0.099509262,2.456521573,0.021122408,0.437141231,0.946158607,0.043314852,0.433186095,0.089032552,0.566564525,0.633141625,0.736073608,0.013295636,0.025859056,0.480831219,0.24103647,0.860144317
1_1881_MED4_genome,5,MED4,,Alternative locus ID,S,,,-0.70284292,0.14095571,0.724256163,0.175286024,0.563456255,1,-0.255764247,0.452715377,0.75263947,-0.273694306,0.489251348,0.922965613,-0.294458001,0.596615142,0.934251782,0.03921151,0.891506943,0.950884837
1_1882_MED4_genome,4,MED4,,Alternative locus ID,S,,,-0.196472258,0.467831013,0.715445512,0.120563585,0.290598948,0.571707508,-0.184185206,0.482178824,0.653426653,-0.319770982,0.013074197,0.025090443,-0.003978639,0.983428708,0.995962901,-0.000277779,0.998618721,1
1_1882_MED4_genome,2,MED4,,Alternative locus ID,S,,,-0.491736473,0.008863216,0.025224055,-0.325611989,0.329590865,0.604722113,-0.126153558,0.629410388,0.89562767,-0.496677448,0.004729223,0.015476723,-0.498201748,0.003823073,0.009964889,-0.210351409,0.335483461,0.860144317
1_1882_MED4_genome,5,MED4,,Alternative locus ID,S,,,0.171423161,0.421343226,0.825138104,-0.038340492,0.717015851,1,0.239451757,0.112668329,0.561372668,0.177956208,0.397799257,0.900846365,0.009902317,0.9550284,0.992810239,0.102434944,0.315804193,0.645102866
1_1883_MED4_genome,4,MED4,,ATP-dependent DNA ligase,L,,,0.447262832,0.132545131,0.700302898,0.104001248,0.447231295,0.698626004,0.5790008,0.07407088,0.369608821,0.590577389,0.002811825,0.007705443,0.404738556,0.046330127,0.130775306,0.011632714,0.950061934,1
1_1883_MED4_genome,5,MED4,,ATP-dependent DNA ligase,L,,,-0.077871816,0.729426737,0.932360824,-0.312705419,0.115375736,1,-0.02130828,0.910422623,0.974656009,-0.043555743,0.843726652,0.983494477,-0.21374947,0.324184484,0.893299861,-0.113380956,0.516836372,0.764608651
1_1883_MED4_genome,2,MED4,,ATP-dependent DNA ligase,L,,,0.641147945,0.006031731,0.019700645,0.7212027,0.11862358,0.457848468,0.507903352,0.075932356,0.47513373,0.423950823,0.046328417,0.081723581,0.864350412,0.00084695,0.003441593,0.193786202,0.495665286,0.876672303
1_1884_MED4_genome,4,MED4,,Alternative locus ID,S,,,-0.267454695,0.283172671,0.700302898,-0.32554003,0.443333158,0.697496312,-0.043765629,0.866704364,0.927542665,-0.245528869,0.349592459,0.415316706,-0.205106137,0.262397584,0.424297777,-0.254299329,0.51315751,0.972450474
1_1884_MED4_genome,5,MED4,,Alternative locus ID,S,,,-0.564470354,0.371167252,0.81235809,0.19601658,0.613918666,1,-0.95692082,0.037349092,0.548815156,-0.200383262,0.634993492,0.941221064,-0.145521966,0.807919131,0.982908582,0.166055566,0.653036389,0.840806236
1_1884_MED4_genome,2,MED4,,Alternative locus ID,S,,,-0.44819054,0.16302746,0.232326224,-0.300021857,0.472162154,0.691001004,-1.157571038,0.048337485,0.433186095,0.129592171,0.723503736,0.775153752,-0.125076736,0.669836636,0.72219315,-0.218100842,0.588966895,0.912114352
1_1885_MED4_genome,5,MED4,,Alternative locus ID,S,,,0.180414989,0.699355856,0.920451814,0.045670905,0.919668739,1,0.048156394,0.906240059,0.974656009,0.446563138,0.29470418,0.898808268,0.010904624,0.98134772,0.997166124,0.587354113,0.206638248,0.594566885
1_1885_MED4_genome,4,MED4,,Alternative locus ID,S,,,0.661788547,0.144150812,0.700302898,0.707931871,0.061585064,0.321753409,0.801945956,0.091642658,0.373449672,1.195758547,0.008734168,0.018099608,2.166083515,3.52E-09,0.000000615,0.81110835,0.067697671,0.835938139
1_1885_MED4_genome,2,MED4,,Alternative locus ID,S,,,0.451482692,0.128545385,0.192467408,1.274865412,0.069456852,0.437141231,-0.542204584,0.743685017,0.936803478,0.988364272,0.002866788,0.011401865,0.285261024,0.266205534,0.326760914,-0.178564899,0.755903733,0.95482049
1_1886_MED4_genome,5,MED4,valS,"amino acids such as threonine, to avoid such errors, it has a posttransfer editing activity that hydrolyzes mischarged Thr-tRNA(Val) in a tRNA-dependent manner",J,"VARS, valS; valyl-tRNA synthetase [EC:6.1.1.9]",K01873,0.21186145,0.287512224,0.755378392,0.025528132,0.850563502,1,0.192651732,0.240816119,0.619588385,0.144529669,0.450526019,0.915662957,0.208170005,0.262558044,0.893299861,0.305259211,0.032108796,0.51374809
1_1886_MED4_genome,4,MED4,valS,"amino acids such as threonine, to avoid such errors, it has a posttransfer editing activity that hydrolyzes mischarged Thr-tRNA(Val) in a tRNA-dependent manner",J,"VARS, valS; valyl-tRNA synthetase [EC:6.1.1.9]",K01873,0.21309169,0.461360032,0.710380953,0.118576267,0.321439229,0.590498713,0.359822728,0.153185434,0.397124452,0.487707248,0.005286828,0.012162869,0.373957653,0.048475559,0.13277212,0.252743523,0.073411929,0.835938139
1_1886_MED4_genome,2,MED4,valS,"amino acids such as threonine, to avoid such errors, it has a posttransfer editing activity that hydrolyzes mischarged Thr-tRNA(Val) in a tRNA-dependent manner",J,"VARS, valS; valyl-tRNA synthetase [EC:6.1.1.9]",K01873,0.225842264,0.166368499,0.236211298,0.4256673,0.234017102,0.537484362,-0.211038771,0.589844782,0.881144216,0.35080032,0.055708164,0.094369826,0.029587745,0.850198401,0.871986721,-0.122419704,0.651871142,0.927276659
1_1887_MED4_genome,4,MED4,,Alternative locus ID,S,,,-0.110393482,0.677993557,0.833819221,-0.356241203,0.019985655,0.246427665,0.016376744,0.946110955,0.974490285,0.252366205,0.129707007,0.175965509,-0.587024063,0.003438257,0.021514307,-0.236444801,0.190559525,0.931331196
1_1887_MED4_genome,2,MED4,,Alternative locus ID,S,,,0.587545644,0.033654372,0.068485221,0.637752724,0.213685378,0.524615206,0.16509839,0.620450885,0.893219319,0.012424299,0.950130803,0.961138111,0.443558546,0.026174357,0.045709944,-0.081785166,0.73858278,0.950696399
1_1887_MED4_genome,5,MED4,,Alternative locus ID,S,,,0.324203933,0.32830536,0.781505076,0.304222063,0.097035334,1,0.395299063,0.176005763,0.571997258,0.233814821,0.518571187,0.922965613,0.073850475,0.686961574,0.959358788,-0.139529913,0.258579501,0.615526085
1_1888_MED4_genome,4,MED4,mazG,Alternative locus ID,S,,,0.417492282,0.135334885,0.700302898,-0.16422027,0.259174142,0.534059417,0.407237953,0.139789351,0.39057044,0.523580203,0.001431969,0.004804811,0.091909174,0.641217079,0.768900131,0.092534807,0.532491815,0.972450474
1_1888_MED4_genome,5,MED4,mazG,Alternative locus ID,S,,,-0.085356374,0.729454469,0.932360824,-0.332801448,0.043434806,1,0.040884821,0.833074208,0.94915731,0.093544648,0.599165772,0.93635803,-0.205981203,0.384686651,0.893299861,0.186709767,0.124965285,0.544349914
1_1888_MED4_genome,2,MED4,mazG,Alternative locus ID,S,,,0.46473205,0.069200548,0.118797366,0.745998353,0.200970711,0.514716742,0.099387937,0.812503676,0.964990225,0.270030026,0.272846743,0.34780265,0.552357816,0.057796856,0.087561325,0.106462977,0.704873257,0.939523197
1_1889_MED4_genome,4,MED4,speE,"Catalyzes the irreversible transfer of a propylamine group from the amino donor S-adenosylmethioninamine (decarboxy- AdoMet) to putrescine (1,4-diaminobutane) to yield spermidine",E,"speE, SRM, SPE3; spermidine synthase [EC:2.5.1.16]",K00797,0.203348601,0.584878747,0.778622365,-0.010233808,0.942099156,0.980375124,0.388649531,0.270138895,0.490785939,0.800877694,0.000996109,0.003694064,0.27721881,0.295295295,0.457100936,0.247115038,0.169111828,0.898889704
1_1889_MED4_genome,2,MED4,speE,"Catalyzes the irreversible transfer of a propylamine group from the amino donor S-adenosylmethioninamine (decarboxy- AdoMet) to putrescine (1,4-diaminobutane) to yield spermidine",E,"speE, SRM, SPE3; spermidine synthase [EC:2.5.1.16]",K00797,0.574971868,0.01866832,0.044219287,-0.183564503,0.688201288,0.837625774,0.181927568,0.70258588,0.919179533,0.568315253,0.044337897,0.079157155,0.574528021,0.036524023,0.060122235,-0.091864579,0.798815081,0.969989741
1_1889_MED4_genome,5,MED4,speE,"Catalyzes the irreversible transfer of a propylamine group from the amino donor S-adenosylmethioninamine (decarboxy- AdoMet) to putrescine (1,4-diaminobutane) to yield spermidine",E,"speE, SRM, SPE3; spermidine synthase [EC:2.5.1.16]",K00797,0.491697865,0.066526091,0.724256163,-0.01317103,0.934894748,1,0.46330358,0.067600007,0.548815156,0.227546946,0.299976358,0.898808268,0.160477445,0.421819602,0.893299861,0.339507726,0.048594919,0.51374809
1_189_MED4_genome,4,MED4,dgkA,Diacylglycerol kinase,M,"dgkA, DGK; diacylglycerol kinase (ATP) [EC:2.7.1.107]",K00901,0.632057302,0.349868263,0.700302898,0.589518034,0.298596639,0.574672554,1.195062293,0.056672993,0.366223526,1.261335913,0.003933364,0.009774893,1.440835934,0.005550257,0.029372022,0.553554113,0.230752665,0.951235773
1_189_MED4_genome,5,MED4,dgkA,Diacylglycerol kinase,M,"dgkA, DGK; diacylglycerol kinase (ATP) [EC:2.7.1.107]",K00901,0.083870655,0.907296229,0.981763688,0.307511782,0.517626814,1,-0.85892306,0.117739212,0.561372668,-0.041613387,0.947198761,0.995483434,0.272141563,0.576095613,0.929155819,0.49508685,0.254873233,0.612323449
1_189_MED4_genome,2,MED4,dgkA,Diacylglycerol kinase,M,"dgkA, DGK; diacylglycerol kinase (ATP) [EC:2.7.1.107]",K00901,1.236038681,0.012870867,0.033098977,1.561373731,0.110373399,0.448244487,0.044671962,0.961806789,0.997773182,1.556287216,0.001111146,0.006371673,1.335168582,0.000397358,0.002206138,0.094183034,0.883847169,0.986520849
1_1890_MED4_genome,2,MED4,speB,Belongs to the arginase family,E,speB; agmatinase [EC:3.5.3.11],K01480,0.164774096,0.48843583,0.566136585,-0.377078795,0.420478412,0.665353402,-0.540181787,0.413093569,0.773629665,0.46973993,0.107296055,0.16027275,0.307901842,0.196861592,0.253635894,-0.436494098,0.196717976,0.860144317
1_1890_MED4_genome,4,MED4,speB,Belongs to the arginase family,E,speB; agmatinase [EC:3.5.3.11],K01480,0.49455449,0.213707185,0.700302898,0.076319108,0.647315321,0.833440169,0.877596258,0.015220375,0.366223526,0.812633704,0.000815565,0.003193843,0.669018267,0.024562006,0.083658889,0.297802442,0.112537983,0.878494537
1_1890_MED4_genome,5,MED4,speB,Belongs to the arginase family,E,speB; agmatinase [EC:3.5.3.11],K01480,0.472792218,0.05019674,0.724256163,-0.091068231,0.533195947,1,0.04888156,0.75044647,0.917636963,0.207356495,0.271305315,0.898808268,0.181724777,0.359153098,0.893299861,0.338372749,0.018701226,0.462483539
1_1891_MED4_genome,4,MED4,gcvT,The glycine cleavage system catalyzes the degradation of glycine,E,"gcvT, AMT; glycine cleavage system T protein (aminomethyltransferase) [EC:2.1.2.10]",K00605,0.139005401,0.583218492,0.776950571,-0.001950151,0.985647394,0.99465945,0.324891422,0.150552519,0.396164811,0.209479909,0.11651112,0.161601344,-0.104264011,0.549993672,0.694870896,0.138927373,0.288879375,0.952968986
1_1891_MED4_genome,5,MED4,gcvT,The glycine cleavage system catalyzes the degradation of glycine,E,"gcvT, AMT; glycine cleavage system T protein (aminomethyltransferase) [EC:2.1.2.10]",K00605,0.170248648,0.393819124,0.824833158,0.156945841,0.344096272,1,0.284652423,0.082089854,0.548815156,0.13390369,0.449201452,0.915075281,0.0058251,0.975058286,0.996113808,0.214864457,0.053755006,0.51374809
1_1891_MED4_genome,2,MED4,gcvT,The glycine cleavage system catalyzes the degradation of glycine,E,"gcvT, AMT; glycine cleavage system T protein (aminomethyltransferase) [EC:2.1.2.10]",K00605,0.195532377,0.224855465,0.299198509,0.281299845,0.35338149,0.626819798,-0.002507287,0.992121543,1,0.137559818,0.348627753,0.423066275,0.197712625,0.188564438,0.244091836,0.034655146,0.875576708,0.984637707
1_1892_MED4_genome,2,MED4,aspS,Aspartyl-tRNA synthetase with relaxed tRNA specificity since it is able to aspartylate not only its cognate tRNA(Asp) but also tRNA(Asn). Reaction proceeds in two steps L-aspartate is first activated by ATP to form Asp-AMP and then transferred to the acceptor end of tRNA(Asp Asn),J,"DARS2, aspS; aspartyl-tRNA synthetase [EC:6.1.1.12]",K01876,0.524969237,0.018542107,0.043974552,0.651969424,0.115910346,0.456074625,0.438769473,0.124552989,0.535828393,0.492049014,0.016902499,0.037650864,0.571577329,0.003902639,0.010117368,0.103070055,0.6692483,0.932024797
1_1892_MED4_genome,4,MED4,aspS,Aspartyl-tRNA synthetase with relaxed tRNA specificity since it is able to aspartylate not only its cognate tRNA(Asp) but also tRNA(Asn). Reaction proceeds in two steps L-aspartate is first activated by ATP to form Asp-AMP and then transferred to the acceptor end of tRNA(Asp Asn),J,"DARS2, aspS; aspartyl-tRNA synthetase [EC:6.1.1.12]",K01876,0.426945366,0.193423437,0.700302898,-0.310220187,0.062187793,0.321753409,0.422868814,0.171582946,0.409048434,0.634890343,0.003883746,0.009701789,0.328598997,0.159568806,0.307145969,0.003456086,0.985097989,1
1_1892_MED4_genome,5,MED4,aspS,Aspartyl-tRNA synthetase with relaxed tRNA specificity since it is able to aspartylate not only its cognate tRNA(Asp) but also tRNA(Asn). Reaction proceeds in two steps L-aspartate is first activated by ATP to form Asp-AMP and then transferred to the acceptor end of tRNA(Asp Asn),J,"DARS2, aspS; aspartyl-tRNA synthetase [EC:6.1.1.12]",K01876,-0.024783702,0.911744745,0.981763688,0.208433419,0.236198736,1,0.172028976,0.320717415,0.681524506,0.086820751,0.645497203,0.946554298,-0.004404973,0.986900812,0.997166124,0.021745054,0.85242313,0.930602795
1_1893_MED4_genome,4,MED4,pyrG,Catalyzes the ATP-dependent amination of UTP to CTP with either L-glutamine or ammonia as the source of nitrogen. Regulates intracellular CTP levels through interactions with the four ribonucleotide triphosphates,F,"pyrG, CTPS; CTP synthase [EC:6.3.4.2]",K01937,0.109477754,0.643265355,0.814231205,-0.278996596,0.111714487,0.380573754,-0.041470817,0.857850733,0.922693874,0.181775427,0.281338665,0.343143857,-0.166685511,0.319170075,0.4835938,0.042242529,0.804065714,0.998840664
1_1893_MED4_genome,5,MED4,pyrG,Catalyzes the ATP-dependent amination of UTP to CTP with either L-glutamine or ammonia as the source of nitrogen. Regulates intracellular CTP levels through interactions with the four ribonucleotide triphosphates,F,"pyrG, CTPS; CTP synthase [EC:6.3.4.2]",K01937,-0.169793475,0.498859381,0.848094126,-0.154179359,0.470805173,1,-0.200711979,0.371384239,0.698755262,-0.280865526,0.266394353,0.898808268,0.003790315,0.987595269,0.997166124,-0.09515535,0.631676427,0.83284174
1_1893_MED4_genome,2,MED4,pyrG,Catalyzes the ATP-dependent amination of UTP to CTP with either L-glutamine or ammonia as the source of nitrogen. Regulates intracellular CTP levels through interactions with the four ribonucleotide triphosphates,F,"pyrG, CTPS; CTP synthase [EC:6.3.4.2]",K01937,0.218807961,0.279381675,0.358511822,0.5434148,0.150887907,0.474763824,0.880166046,0.05410636,0.438948119,-0.09391474,0.656956674,0.714935148,0.278796986,0.183339261,0.238130304,0.107342518,0.708647355,0.940782011
1_1894_MED4_genome,2,MED4,queE,"Catalyzes the complex heterocyclic radical-mediated conversion of 6-carboxy-5,6,7,8-tetrahydropterin (CPH4) to 7- carboxy-7-deazaguanine (CDG), a step common to the biosynthetic pathways of all 7-deazapurine-containing compounds",H,queE; 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3],K10026,0.593976017,0.021305602,0.047925131,0.754429169,0.239847499,0.542271267,0.273253226,0.434366349,0.786497716,0.406827972,0.05919528,0.099054122,0.639981058,0.006528678,0.014766257,0.073960187,0.789979721,0.968580707
1_1894_MED4_genome,4,MED4,queE,"Catalyzes the complex heterocyclic radical-mediated conversion of 6-carboxy-5,6,7,8-tetrahydropterin (CPH4) to 7- carboxy-7-deazaguanine (CDG), a step common to the biosynthetic pathways of all 7-deazapurine-containing compounds",H,queE; 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3],K10026,0.707765032,0.068392792,0.700302898,-0.303701491,0.272960334,0.552536145,0.809355388,0.057538482,0.366223526,0.858403579,0.0115755,0.022760017,-0.003569165,0.991249395,0.999531435,0.137603241,0.563551307,0.972450474
1_1894_MED4_genome,5,MED4,queE,"Catalyzes the complex heterocyclic radical-mediated conversion of 6-carboxy-5,6,7,8-tetrahydropterin (CPH4) to 7- carboxy-7-deazaguanine (CDG), a step common to the biosynthetic pathways of all 7-deazapurine-containing compounds",H,queE; 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3],K10026,0.146974335,0.589674118,0.878111613,-0.15818257,0.487990814,1,-0.053413063,0.805992089,0.940886445,-0.064406156,0.796156563,0.967239271,-0.206628066,0.428405045,0.893299861,-0.147512513,0.509049358,0.76218536
1_1895_MED4_genome,4,MED4,queC,Catalyzes the ATP-dependent conversion of 7-carboxy-7- deazaguanine (CDG) to 7-cyano-7-deazaguanine (preQ(0)),F,queC; 7-cyano-7-deazaguanine synthase [EC:6.3.4.20],K06920,0.359026872,0.233214613,0.700302898,-0.378529163,0.079672801,0.339329656,0.313499523,0.28034866,0.498301693,0.668521958,0.004755797,0.011237252,0.38518902,0.070618071,0.173919635,0.096135301,0.590644548,0.978687771
1_1895_MED4_genome,5,MED4,queC,Catalyzes the ATP-dependent conversion of 7-carboxy-7- deazaguanine (CDG) to 7-cyano-7-deazaguanine (preQ(0)),F,queC; 7-cyano-7-deazaguanine synthase [EC:6.3.4.20],K06920,0.172962793,0.420551909,0.825138104,0.058120843,0.762336857,1,0.271736358,0.110449694,0.559852193,0.026994612,0.878337031,0.9845882,-0.007463108,0.966855108,0.994740154,0.04258439,0.708831184,0.864979869
1_1895_MED4_genome,2,MED4,queC,Catalyzes the ATP-dependent conversion of 7-carboxy-7- deazaguanine (CDG) to 7-cyano-7-deazaguanine (preQ(0)),F,queC; 7-cyano-7-deazaguanine synthase [EC:6.3.4.20],K06920,0.540057991,0.025617761,0.055170089,0.464595371,0.350640156,0.622532106,-0.045249444,0.932376841,0.990248983,0.129878586,0.563515555,0.631203137,0.557948133,0.021055876,0.038086947,-0.170166964,0.553813533,0.905146217
1_1896_MED4_genome,5,MED4,,Alternative locus ID,EH,pabB; para-aminobenzoate synthetase component I [EC:2.6.1.85],K01665,0.28320921,0.305801726,0.763871451,-0.004208798,0.979923613,1,0.074240274,0.738968537,0.910801866,0.199313719,0.381342968,0.900846365,0.089717837,0.702700884,0.959358788,0.005747273,0.965306741,0.990989337
1_1896_MED4_genome,4,MED4,,Alternative locus ID,EH,pabB; para-aminobenzoate synthetase component I [EC:2.6.1.85],K01665,0.879997186,0.106155637,0.700302898,-0.229083878,0.332398927,0.602394659,0.948453,0.081497273,0.369608821,1.413361237,0.000081,0.000806378,1.14979518,0.006994965,0.034083501,0.147853452,0.474557847,0.95688207
1_1896_MED4_genome,2,MED4,,Alternative locus ID,EH,pabB; para-aminobenzoate synthetase component I [EC:2.6.1.85],K01665,1.325215244,0.002686668,0.011756467,2.79267701,0.023865014,0.437141231,0.413651003,0.521932294,0.846294876,0.862558283,0.048174259,0.084156516,1.364020227,0.001575257,0.005137638,0.011019699,0.978643631,0.99324696
1_1897_MED4_genome,4,MED4,,Alternative locus ID,EH,,,1.326966477,0.049217571,0.700302898,-0.054959181,0.839592739,0.934746951,1.158268812,0.139881553,0.39057044,1.856445185,0.0000696,0.00073921,0.939519861,0.101595739,0.228263644,0.258610881,0.415965134,0.952968986
1_1897_MED4_genome,2,MED4,,Alternative locus ID,EH,,,1.531451482,0.00323842,0.013041939,1.462765798,0.122625313,0.457848468,0.800976251,0.381503433,0.752852637,1.306913048,0.024643643,0.05046955,1.786636246,0.001767546,0.005603061,0.36227933,0.481169959,0.874893221
1_1897_MED4_genome,5,MED4,,Alternative locus ID,EH,,,-0.422165166,0.348256677,0.794538096,-0.052735905,0.823732944,1,-1.008258894,0.059606078,0.548815156,-0.21573427,0.565108771,0.929651226,-0.243705001,0.507434443,0.914572839,-0.106673673,0.610931169,0.824145277
1_1898_MED4_genome,4,MED4,cobA,Belongs to the precorrin methyltransferase family,H,cobA; uroporphyrin-III C-methyltransferase [EC:2.1.1.107],K02303,0.375143121,0.154412757,0.700302898,0.004046219,0.975025377,0.990866289,0.193649942,0.417424389,0.607939539,0.128323969,0.35196485,0.417103317,-0.381874068,0.050778681,0.136810443,-0.195270275,0.168157934,0.898889704
1_1898_MED4_genome,2,MED4,cobA,Belongs to the precorrin methyltransferase family,H,cobA; uroporphyrin-III C-methyltransferase [EC:2.1.1.107],K02303,0.570986769,0.01947613,0.045220941,0.720080567,0.084341526,0.437141231,0.757210257,0.027080691,0.429731378,0.50091994,0.057165123,0.096497541,0.881928616,0.001947455,0.006043717,0.512050156,0.098588698,0.860144317
1_1898_MED4_genome,5,MED4,cobA,Belongs to the precorrin methyltransferase family,H,cobA; uroporphyrin-III C-methyltransferase [EC:2.1.1.107],K02303,0.079830312,0.713982463,0.927110646,-0.092584332,0.56427671,1,-0.173763286,0.392852022,0.71180119,0.116418405,0.615949688,0.938149783,0.030873851,0.895538187,0.988363766,-0.070640306,0.638413978,0.837032262
1_1899_MED4_genome,4,MED4,,Multidrug efflux transporter,EGP,,,0.758927534,0.128253813,0.700302898,0.346219072,0.101414154,0.365980946,1.078922147,0.01974146,0.366223526,1.107009635,0.000428132,0.002071642,0.659876296,0.089307906,0.208711056,0.181082429,0.389964359,0.952968986
1_1899_MED4_genome,2,MED4,,Multidrug efflux transporter,EGP,,,0.916542429,0.002105727,0.010214904,0.570571215,0.284115131,0.577577822,0.810323558,0.096992534,0.506907691,1.124076744,0.001504353,0.007726902,1.459356135,0.0000404,0.000522932,0.2494092,0.398455796,0.868294128
1_1899_MED4_genome,5,MED4,,Multidrug efflux transporter,EGP,,,-0.111966989,0.685825275,0.913007867,0.233108988,0.128833353,1,-0.226538069,0.243458333,0.619607993,-0.042333581,0.836310698,0.978947011,-0.165836195,0.45359713,0.893299861,-0.119268347,0.360542856,0.667890864
1_19_MED4_genome,5,MED4,rsgA,"One of several proteins that assist in the late maturation steps of the functional core of the 30S ribosomal subunit. Helps release RbfA from mature subunits. May play a role in the assembly of ribosomal proteins into the subunit. Circularly permuted GTPase that catalyzes slow GTP hydrolysis, GTPase activity is stimulated by the 30S ribosomal subunit",S,"rsgA, engC; ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]",K06949,-0.152062793,0.68288864,0.912855059,0.0614135,0.767979123,1,-0.128459673,0.573344339,0.829363309,0.202086641,0.440400635,0.912840322,-0.15944675,0.643833878,0.943092881,-0.070456816,0.690147507,0.85720655
1_19_MED4_genome,2,MED4,rsgA,"One of several proteins that assist in the late maturation steps of the functional core of the 30S ribosomal subunit. Helps release RbfA from mature subunits. May play a role in the assembly of ribosomal proteins into the subunit. Circularly permuted GTPase that catalyzes slow GTP hydrolysis, GTPase activity is stimulated by the 30S ribosomal subunit",S,"rsgA, engC; ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]",K06949,0.902150952,0.007624419,0.022637573,-0.006564734,0.990563913,0.997780151,0.305848928,0.539117459,0.855289181,1.05729369,0.00971952,0.025341682,0.970978506,0.004407455,0.011018528,-0.367339143,0.383351345,0.860144317
1_19_MED4_genome,4,MED4,rsgA,"One of several proteins that assist in the late maturation steps of the functional core of the 30S ribosomal subunit. Helps release RbfA from mature subunits. May play a role in the assembly of ribosomal proteins into the subunit. Circularly permuted GTPase that catalyzes slow GTP hydrolysis, GTPase activity is stimulated by the 30S ribosomal subunit",S,"rsgA, engC; ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]",K06949,0.713610317,0.185142032,0.700302898,-0.083434931,0.677132549,0.853330468,1.085250458,0.038179075,0.366223526,1.177531622,0.000172425,0.001227123,0.899466458,0.030288932,0.096181471,0.06715421,0.768877465,0.996426336
1_190_MED4_genome,4,MED4,trpG,"amidotransferase component Para-aminobenzoate synthase, amidotransferase component",EH,pabA; para-aminobenzoate synthetase component II [EC:2.6.1.85],K01664,0.194883351,0.443914474,0.705983863,0.079816046,0.445932778,0.698626004,-0.003923326,0.98691876,0.996253777,0.27241658,0.056758804,0.085182549,0.494537842,0.003961126,0.023709389,0.18524979,0.359212688,0.952968986
1_190_MED4_genome,5,MED4,trpG,"amidotransferase component Para-aminobenzoate synthase, amidotransferase component",EH,pabA; para-aminobenzoate synthetase component II [EC:2.6.1.85],K01664,-0.029716292,0.914115535,0.981763688,-0.251768665,0.156889471,1,-0.174650319,0.290872941,0.654704188,-0.037608789,0.876378415,0.9845882,0.130728091,0.531471776,0.921174855,-0.154786414,0.200137171,0.594566885
1_190_MED4_genome,2,MED4,trpG,"amidotransferase component Para-aminobenzoate synthase, amidotransferase component",EH,pabA; para-aminobenzoate synthetase component II [EC:2.6.1.85],K01664,0.270423031,0.194491462,0.268018723,0.174774336,0.603900163,0.776207546,0.189429433,0.544463753,0.858010558,0.456257807,0.075807818,0.120352742,0.314453826,0.135750298,0.183258133,0.25740281,0.401302236,0.869111157
1_1900_MED4_genome,4,MED4,ppk,Catalyzes the reversible transfer of the terminal phosphate of ATP to form a long-chain polyphosphate (polyP),H,ppk1; polyphosphate kinase [EC:2.7.4.1],K00937,0.591141148,0.146178561,0.700302898,-0.110191798,0.493234688,0.72939584,0.60281401,0.13410931,0.386100527,0.774265931,0.000731002,0.002950117,0.485821038,0.103559548,0.231323129,-0.04655836,0.76048688,0.996426336
1_1900_MED4_genome,2,MED4,ppk,Catalyzes the reversible transfer of the terminal phosphate of ATP to form a long-chain polyphosphate (polyP),H,ppk1; polyphosphate kinase [EC:2.7.4.1],K00937,0.884025092,0.002557023,0.01145277,0.900995498,0.124878003,0.457848468,0.551089719,0.195489257,0.60570139,0.883029345,0.006901612,0.019817633,1.211136612,0.000293667,0.001774007,0.099855786,0.734740294,0.950696399
1_1900_MED4_genome,5,MED4,ppk,Catalyzes the reversible transfer of the terminal phosphate of ATP to form a long-chain polyphosphate (polyP),H,ppk1; polyphosphate kinase [EC:2.7.4.1],K00937,-0.324828919,0.208243802,0.724256163,-0.167939294,0.262495014,1,-0.258996641,0.137086283,0.566423064,-0.328463579,0.219095436,0.898808268,-0.28668122,0.186611238,0.893299861,-0.092110247,0.43735381,0.71718284
1_1901_MED4_genome,2,MED4,,Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released,K,rpoD; RNA polymerase primary sigma factor,K03086,-1.475360846,0.0000481,0.002357913,-1.521714935,0.04253971,0.437141231,-1.008322637,0.014793197,0.429731378,-1.474111206,0.0000561,0.001826638,-1.856176885,0.00000872,0.000270739,-0.856487175,0.010993704,0.860144317
