GENE,t=0h,t=3h,t=6h,t=12h,t=24h,t=48h,Nitrite,Urea,ANNOTATION
PMT0987,-0.054676592,0.147370177,-0.09706825,0.435858422,0.328960261,0.079214518,-0.034112584,-0.529637642,possible Protein of unknown function DUF131
PMT0988,0.233808018,-0.048856368,-1.131276033,1.514243591,2.453878183,**3.77057203340186,-0.068507155,1.36904583,hypothetical
PMT0989,-0.050097267,-0.114435912,0.079873057,-0.36987671,**-1.39755983347064,**-3.40017463235261,-0.280989334,*-1.11142210135008,hypothetical
PMT0990,-0.472802043,0.838900097,**4.53815021506732,**7.82320886308705,**8.3151300006273,**4.84029725900126,**4.87685783821486,**7.14642005183346,hli5 possible high light inducible protein
PMT0991,-1.179393584,1.603176503,**3.34240085116442,**6.03733323842907,**7.68728093668169,**5.13614730885395,**4.23789010450935,**5.9382390004953,possible tRNA synthetases class I (E and Q)
PMT0992,0.351757408,0.827849459,**3.13289717977492,**5.71416549889004,**6.99556168156544,**6.62123114264358,**3.55111102043755,**6.53589569152699,hli7 possible high light inducible protein
PMT0993,-0.298335422,0.134838475,0.420478118,0.533409089,**1.33856758195113,**2.07651177865788,0.438492579,-0.169851746,"ABC transporter, substrate binding protein,phosphate"
PMT0994,-0.657745702,-0.12890479,-0.343815913,-0.327535737,0.23257252,*1.57084887054259,0.067267239,0.326346882,"phoB two-component response regulator, phosphate"
PMT0995,0.001554831,-0.154930484,-0.502896159,0.097970034,0.375871119,0.940642254,-0.077472483,-0.175873867,"two component sensor histidine kinase fragment,likely pseudogene"
PMT0996,0.372071483,-0.257595644,0.643744133,-0.249193812,-0.489135138,1.305562625,0.004365668,-0.398984903,"two component sensor histidine kinase fragment,likely pseudogene"
PMT0997,0.093106227,-1.186815864,-1.739883522,0.780556089,-0.60850908,0.285576452,1.397525603,-1.046757476,"two component sensor histidine kinase fragment,possible pseudogene"
PMT0998,-0.116682184,-0.020474969,0.025425287,-0.666520922,0.117550809,0.216024399,0.386352387,0.521553921,som possible porin
PMT0999,0.442969145,0.731112576,0.072219356,-0.083688806,0.854930359,-1.305722085,0.733186961,-0.099969147,"multidrug efflux transporter, MFS family"
PMT1000,-0.514924621,-0.358829569,-1.121736513,0.358523025,0.284542293,1.077375783,-0.678108795,-1.875171664,Putative glyceraldehyde 3-phosphatedehydrogenase
PMT1001,0.09843682,-0.036145658,-0.319753217,-0.385319365,-0.283304568,-2.082663981,0.188510076,-0.251791547,"arsA Bacterial regulatory proteins, ArsR family"
PMT1002,-0.514998982,0.059295052,-0.386834455,0.33405611,0.814018156,0.619953643,-0.142114354,-0.074702768,possible BRCA1 C Terminus (BRCT) domain
PMT1003,-0.305999333,-0.460481041,-0.474501176,0.101546311,0.330283655,1.359555645,-0.06110352,-0.436829983,conserved hypothetical protein
PMT1004,-0.137980031,-0.743458383,*-0.990588160487775,-0.968405957,-0.291220539,**-1.63547606591990,-0.687489296,-0.015921878,conserved hypothetical protein
PMT1005,-0.681749851,-0.389467403,0.763161696,-0.085601096,-0.570015347,1.022769754,0.416454987,0.22110403,possible Gamma-thionins family
PMT1006,0.571096816,0.103974877,0.911970377,0.55332428,1.341172804,1.541266118,-0.529984571,-0.645355716,possible Cystine-knot domain
PMT1007,-0.535681774,0.041654967,0.326996002,**1.45773910894881,**1.95305137018824,**2.85063618955186,*1.10397886923318,0.747137664,hypothetical
PMT1008,0.029264554,0.101828442,0.204411226,0.606489613,0.677645562,0.801009411,0.128394469,0.717999156,hypothetical
PMT1009,0.195718145,0.093911695,0.465773554,0.705329583,*1.03461399426875,0.002308728,0.130470171,-0.230363912,"possible 7S seed storage protein, N-terminaldoma"
PMT1010,-0.125483969,-0.064375823,-0.16884467,0.514481624,0.098943348,-0.135973101,-0.155557365,-0.334033649,hypothetical
PMT1011,0.181869802,0.185107434,-0.170370765,0.684206445,0.814743166,-1.7314106,0.524006915,0.794853749,tig putative trigger factor
PMT1012,-0.742171287,0.677230101,0.438801084,-1.230741515,-1.106207784,-1.688363444,-0.43427905,-1.901944974,Alkyl hydroperoxide reductase/ Thiol specificantioxidant/ Mal allergens family protein
PMT1013,-0.145237888,0.037286866,0.709574189,1.115408831,0.743053731,-1.944229269,-0.451307238,-0.228305351,putative similar to phytochelatin synthase
PMT1014,-0.075477543,-0.00523678,-0.392045008,-0.316990833,-0.985650663,*1.21385828130790,-0.150079147,0.215757998,conserved hypothetical protein
PMT1015,0.159386817,0.12910868,0.122172102,0.005138412,0.030912402,*-1.01960608065324,-0.079864963,0.340800279,conserved hypothetical
PMT1016,0.187966286,0.164921179,0.259484693,-0.006467166,0.382996723,0.896693388,0.32941973,0.106637007,conserved hypothetical protein
PMT1017,0.174374764,-0.097382845,0.07190912,0.779400023,**0.986157578937666,0.486925156,0.220779985,-0.450182008,hypothetical
PMT1018,1.602055205,1.671181776,-1.348017815,-0.477887833,-0.617437237,-0.621804868,-0.292809989,0.133743332,hypothetical
PMT1019,-0.269896551,0.287143564,0.223728086,0.153611927,0.724995785,-1.69323041,0.30982688,-0.564606357,conserved hypothetical protein
PMT1020,-1.972060665,-1.003111704,-0.601233249,-0.050554367,-1.213729086,-0.594959762,1.458588154,0.590774056,hypothetical
PMT1021,-0.675055372,-0.251195625,-0.322500594,0.928766366,0.396382657,3.031157654,1.441467065,0.01322879,possible Small cytokines (intecrine/chemokine)
PMT1022,0.361073495,0.007115757,-0.005247927,-0.551113445,**-1.00330611378026,**-1.61880801573715,-0.000390408,-0.304580285,"rps21, rpsU 30S Ribosomal protein S21"
PMT1023,-1.22767709,-0.380904429,-0.351491641,-0.164724271,-0.106730928,-0.607482312,1.114192243,0.16509457,hypothetical
PMT1024,0.311782175,0.107347738,0.290379175,-0.171142146,-0.112870385,-1.164894925,-0.38584686,0.309053902,"possible potassium channel, VIC family"
PMT1025,-0.2570974,0.115868949,0.194189389,-0.18721997,-0.42419577,-0.9817351,0.125966812,-0.524988385,MAPEG (Membrane-associated proteins in eicosanoidand glutath...
PMT1026,0.576906511,0.047256396,0.146898205,-1.288517394,-1.350101175,-0.672094365,-0.185959512,-0.279825142,mutT NUDIX hydrolase
PMT1027,0.664955282,0.441139151,0.290609933,0.244682611,0.226805427,-0.069130361,0.13917217,-0.196678513,possible Signal peptidase I
PMT1028,0.034196307,0.021217207,0.055149593,0.175709565,-0.665706196,-0.687189015,0.385905703,0.18166431,conserved hypothetical protein
PMT1029,-0.133222123,-0.113036379,0.272833174,0.326051148,0.309235618,-1.908198596,-0.105524192,-0.211949312,aspC Aminotransferases class-I
PMT1030,0.159745143,0.182894422,-0.193239951,1.355545999,1.577894071,0.879470499,0.030680675,-0.412595045,"possible Glucose-6-phosphate dehydrogenase,C-ter"
PMT1031,0.040489742,0.141794517,0.299438812,-0.144474127,0.356151557,*-2.64330932642334,0.157611601,-0.184390637,clcD Dienelactone hydrolase
PMT1032,-0.232260655,0.027320418,-0.179138561,-0.560575008,-0.516188868,-0.716097316,0.288760422,-0.191038329,conserved hypothetical protein
PMT1033,-0.124713278,0.023706953,0.085975257,-0.352635488,-0.174863121,-0.098013383,0.212461736,-0.392787521,possible Ets-domain
PMT1034,0.35136148,0.263030816,0.527381678,0.408439327,0.39664188,-0.30003996,0.348937458,0.071758355,conserved hypothetical protein
PMT1035,-0.621295133,-0.232378294,-0.287629049,-0.586984242,*-1.45059208797840,**-3.02019686264411,-0.57343063,0.066795848,conserved hypothetical protein
PMT1036,-0.243210828,0.361681562,0.518840373,-0.058780777,-0.270345758,-1.200076279,0.523590009,0.071000935,hypothetical
PMT1037,0.347460155,0.328838569,0.067842265,-0.762632485,-1.132553324,-2.434335199,0.097931704,-0.244473678,conserved hypothetical protein
PMT1038,0.292632736,0.383109562,0.497616689,0.175389471,0.232751852,-0.234909548,0.175136805,-0.20811189,conserved hypothetical protein
PMT1039,0.239708058,0.016526288,0.009611203,0.814338369,0.968738361,0.379912,0.15298001,-0.00683071,"possible lactate/malate dehydrogenase, alpha/bet"
PMT1040,0.011518383,-0.149982645,-0.038498418,0.699577475,-0.456401771,**-3.14647293790952,0.12355359,0.275445858,possible Sema domain
PMT1041,-0.212800495,0.01862282,0.223456971,-0.183072302,-1.130243871,-1.746659587,0.093660892,0.059963125,hypothetical
PMT1042,0.067090473,-0.181988367,0.649213435,0.112396353,0.428524562,0.122032591,0.105157531,0.118761216,hypothetical
PMT1043,0.455014697,-0.00198494,0.059532883,-0.486960615,-0.47967735,**-1.69905280059063,0.035332785,-0.215898973,possible Domain of unknown function DUF38
PMT1044,0.074150062,0.32687468,-0.023306427,-0.123647058,0.388289462,1.059480587,-0.008841038,0.848879155,"proP putative proline/betaine transporter, MFS family"
PMT1045,-0.213184276,-0.008322507,0.452387131,-0.200573287,**-1.00287786820221,**-3.17157499704664,0.249327732,-0.344618316,possible Glyceraldehyde 3-phosphatedehydrogenase
PMT1046,-0.095007511,0.168020576,-0.122918617,-0.530250513,**-1.20088857657243,**-3.12796178623747,0.113483339,0.551572189,pcb light-harvesting complex protein
PMT1047,0.091622587,-0.219281084,-0.201568955,-0.315977527,**-1.06276807920593,**-2.40065303195566,0.073113325,**1.50578258726183,possible Trypsin and protease inhibitor
PMT1049,-0.156511568,-0.160709119,-0.639014168,-0.684035548,-0.450917089,0.078988109,-0.126008059,-0.211915836,gidA NAD binding site:Glucose inhibited divisionprotein A family
PMT1050,-0.055018219,-0.288674058,0.074417782,0.253892255,0.718750858,-1.188039086,0.032313889,-0.147614535,gidA possible glucose inhibited division protein A
PMT1051,-0.095313169,0.297822396,0.538249559,0.428461047,0.504993499,-0.232897123,0.16283831,-0.184885387,crtH putative carotenoid isomerase
PMT1052,-0.157366234,-0.212829506,-0.076124257,-0.42078175,-0.485527798,-0.602146683,-0.295377483,0.349005781,pepN probable aminopeptidase N
PMT1053,0.383002093,1.494053411,0.135421414,-1.136460795,-0.909519633,0.589578936,0.391135639,1.235910873,DUF187
PMT1054,-0.098570099,0.174818284,-0.042829901,0.57923599,**1.12518888864193,**1.66501469090589,-0.172094975,0.722836485,possible Ribosomal L29e protein family
PMT1055,-0.384911854,-0.218060716,-0.491000052,-0.134573292,0.033278342,0.630984854,0.076278541,0.649091584,conserved hypothetical protein
PMT1056,0.427546611,0.025518085,-0.319246175,-0.191412545,0.036262042,-0.894964102,-0.149450768,-0.189092935,BioB Biotin synthase
PMT1057,0.234367578,0.068244601,-0.02132426,0.47205667,0.708435155,0.406772263,-0.364511507,-0.125807613,uppS Undecaprenyl pyrophosphate synthetase (UPPS)
PMT1058,0.222631387,0.405828853,0.119629448,-0.192124557,-0.320159843,-0.217273153,0.037444758,0.253648715,conserved hypothetical protein
PMT1059,-0.025172542,0.147437386,-0.238967056,0.007690711,0.276207873,0.132850224,-0.095873028,-0.1799356,lysA Diaminopimelate decarboxylase
PMT1060,0.001021239,-0.210955418,0.069262484,-0.191174783,-0.348361392,-0.067807175,0.180498714,0.251702782,putative ribosomal-protein-alanineacetyltransferase
PMT1061,0.04428999,0.000668199,0.101869802,0.145680965,0.209345066,0.440530199,0.145944785,-0.009141549,clpC ClpC
PMT1062,-0.244342284,-0.362085464,0.115830121,-0.12525407,-0.128028512,-0.052598993,0.239457224,0.097500773,gldA putative glycerol dehydrogenase
PMT1063,-0.208315016,-0.158190419,-0.274935547,-0.657936371,-1.0268532,*-1.13622537088711,-0.077332259,-0.030581454,Alpha/beta hydrolasefold:Esterase/lipase/thioesterase family...
PMT1064,-0.191687103,-0.247575869,-0.554748346,0.303374742,-0.119301035,-1.521056386,-0.258902001,0.357388321,conserved hypothetical protein
PMT1065,-0.025837835,-0.083830104,0.337933593,-0.738529254,-1.453891806,0.259853592,-0.16515538,-0.130736162,Phosphatidate cytidylyltransferase:Putativeintegral membrane...
PMT1066,0.002639178,0.187094256,0.213532477,-0.221618975,-0.459876954,-0.305376094,0.253233676,0.111418099,cad Orn/Lys/Arg decarboxylases family 1
PMT1067,0.041581306,-0.025013724,-0.28048762,0.237264933,-0.255698439,-1.245448632,0.023655851,0.402089941,possible kinase
PMT1068,0.17731456,0.112365169,-0.164013403,0.298086216,0.516926546,**2.24687093223915,0.102273583,-0.321938824,"Type II alternative RNA polymerase sigma factor,sigma-70 family"
PMT1069,0.203857028,-0.079503767,-0.220587061,0.53094811,0.811079083,0.470081189,0.165077423,-0.259399048,rsuA putative pseudouridylate synthase specific toribosomal small subunit
PMT1070,-0.051198695,0.022873569,0.150713758,0.143809063,0.362298187,0.50665607,0.313355716,0.298974028,Helix-turn-helix motif
PMT1071,-0.159486119,-0.262843381,-0.343732334,-0.103410609,-1.188295255,0.276327004,-0.062958069,0.614575004,malQ Putative 4-alpha-glucanotransferase
PMT1072,-0.366624632,0.061829533,0.194789383,0.705047291,0.775334953,0.357312207,-0.012352026,-0.398239939,lytR possible LytR-membrane bound transcriptionalregulator
PMT1073,-0.310761462,-0.318354828,0.056278764,-0.191104065,0.112802198,0.817067009,-0.034455918,0.226800127,conserved hypothetical
PMT1074,0.544373235,0.233686271,0.229142595,0.040778892,-0.159243938,0.059331373,0.048242397,-0.206625982,kprS Ribose-phosphate pyrophosphokinase
PMT1075,-0.142993381,0.080300546,0.221974947,0.67969497,*1.13444083565928,0.81794117,-0.236080784,-0.589682934,F2J10.13 conserved hypothetical protein
PMT1076,0.218259628,-0.087462501,-0.557069736,-1.103455984,-1.88424897,-0.618096649,0.20273603,-0.056766326,LipA Lipoate synthase
PMT1077,0.101799315,0.081477235,0.174015688,-0.108236931,-0.480515584,-1.163453598,-0.085549957,-0.386846684,recR RecR protein
PMT1078,-0.031560348,0.078693646,0.379756324,0.223184654,0.239199461,-0.059110763,0.083943029,0.212973336,PsbP
PMT1079,0.284015285,0.159277417,0.172415353,0.391074714,0.218573876,-0.90524458,0.141154987,0.522154858,similar to membrane bound transcriptionalregulator
PMT1080,0.188551266,0.278219953,0.450823956,0.199501788,-0.159744335,-0.909062498,0.037570735,0.008197747,"ABC transporter, multidrug efflux family"
PMT1081,0.441646061,-0.199193819,*-0.548890886185691,**-1.51360396416194,**-2.29991155976301,**-2.32137803221606,-0.123216939,0.621649358,rbpD RNA-binding protein RbpD
PMT1082,0.059400833,-0.455647794,-0.790844332,-0.458987748,-0.438790464,0.779252477,0.33670113,0.452196195,hypothetical
PMT1083,-0.125416511,-0.456916255,*-1.0259981429811,-2.199881909,-1.026245554,-1.703456883,-0.966658381,0.276207691,putative ATP-dependent RNA helicase
PMT1084,-0.059561989,-0.259833514,0.365685676,-0.040853395,-0.69840687,0.043502396,0.820272562,0.536019415,possible sugar-phosphate nucleotidyl transferase
PMT1085,0.294999849,0.095234714,0.181507389,-1.265532148,-1.45564326,0.359213814,-0.151234996,-1.215878137,recD similar to UvrD/REP helicase
PMT1086,-0.24632904,-0.332056665,0.335529907,-0.57067923,-0.633293435,-1.124682577,0.279499883,0.143080494,recB similar to UvrD/REP helicase
PMT1087,-0.010240992,0.082727789,-0.266569359,-0.570463471,0.010523854,-1.549291728,-0.262885328,-0.417266131,possible MFS family transporter
PMT1088,-0.648508186,-0.276900212,-0.475032641,-0.030595051,-0.857585518,-0.411525679,-0.0163451,-0.243679076,conserved hypothetical protein
PMT1089,0.30288971,0.433239591,-0.891752171,-0.257318964,-0.627202173,1.13580582,-1.1187622,0.353038422,recC possible exodeoxyribonuclease V gamma chain
PMT1090,0.060678465,0.138425246,-0.453227973,-0.504491502,-0.042608511,-1.334846312,0.068285024,0.15002786,Serine/threonine specific protein phosphatase
PMT1091,0.065333674,-0.061927579,-0.460911442,-0.165857478,-0.050642414,0.497143658,-0.009186526,-0.093807922,pdxJ Pyridoxal phosphate biosynthetic protein PdxJ
PMT1092,-0.159586775,-0.199171532,-0.322064799,-0.609846612,-1.410523154,-0.279681291,-0.398519273,-0.381350758,Phospholipid and glycerol acyltransferase (from'motifs_6.msf')
PMT1093,-0.534059787,0.009803497,-0.064834159,-0.004931554,0.027135435,**-1.07612926655067,-0.326596614,-0.781099409,conserved hypothetical protein
PMT1094,-0.343307199,-0.082229644,-0.406167012,-0.441038118,-0.555541884,**-1.29640871164080,0.13083359,-0.140827488,BolA-like protein
PMT1095,-0.337651337,-0.116879445,-0.019440403,-0.444541232,-0.545926604,**-1.57347878185116,-0.08283805,-0.262747661,Glutaredoxin-related protein
PMT1096,0.381691807,0.118901109,0.217697486,0.539393175,0.547913528,-0.404963532,-0.02369435,0.329304574,conserved hypothetical protein
PMT1097,0.036402669,0.224170282,0.163433588,0.139121519,0.385000809,0.30657285,-0.079089674,-0.135471948,two-component response regulator
PMT1098,-0.510602919,-0.196215092,-0.301881022,0.012177429,0.009504028,-0.013543465,-0.388030604,*-0.82908965818057,possible cAMP phosphodiesterases class-II
PMT1099,-0.116238593,-0.053157654,0.007760187,0.199018097,0.105629542,-0.038839916,-0.117194002,-0.157343314,two-component sensor histidine kinase
PMT1100,-0.380333517,0.085675186,0.243633975,0.549796674,-0.227589101,*-2.40874033718945,-0.299078378,-0.146996378,conserved hypothetical protein
PMT1101,-1.034316269,-0.139098524,-0.304644469,0.089780244,-0.36013477,-0.304443772,-0.371798455,0.465869483,petH Oxidoreductase FAD and NAD(P)-bindingdomain:Flavoprotein pyr...
PMT1102,-0.376374965,0.188670694,0.264844545,0.529270058,*1.16448248882846,0.670411367,0.28549576,-0.593356095,zwf Glucose-6-phosphate dehydrogenase
PMT1103,-0.293648495,-0.08470067,-0.2449459,-0.020594292,0.37762777,0.365570478,0.208957821,0.272295987,Putative glucose 6-phosphate dehydrogenaseeffector OpcA
PMT1104,0.334256836,0.229604758,-0.019154318,-0.127548984,-0.074852079,0.141220341,-0.028457911,-0.06751381,"cbiA,cobB putative Cobyrinic acid a,c-diamide synthase"
PMT1105,-0.245627281,0.083655357,0.068670342,0.173779683,0.425110665,-0.568575027,0.100045234,0.099591937,putative phosphoglycerate mutase family protein
PMT1106,-0.238101933,0.241209583,0.238098559,-0.000746611,-0.226767905,*-1.01024035453929,0.159945106,-0.800759132,possible Cytochrome C biogenesis protein trans
PMT1107,-0.619612456,-0.25495319,*-2.33779777206645,-1.285248329,-1.690125593,0.064660057,-0.026266735,0.170645144,conserved hypothetical
PMT1108,-0.150222257,0.116910777,0.0551775,-0.198413821,-0.988918969,-0.971288336,-0.185592183,-0.251889816,conserved hypothetical protein
PMT1109,0.275347407,0.208004732,0.021316228,-0.228881406,-0.892422761,-1.118039454,0.069071271,-0.121422702,crtE Polyprenyl synthetase
PMT1110,0.069955883,-0.045543351,-0.422826801,-1.19514013,0.597062653,-1.622511023,0.142581949,-0.179850387,folD putuative bifunctional Methylenetetrahydrofolatedehydrogenase Methenyltetrahydrofolate/cyclohydrolase
PMT1111,0.041951039,-0.118444624,-0.476361825,-0.15429592,-0.010183339,-0.147594282,-0.378727771,0.243373268,conserved hypothetical protein
PMT1112,1.431339317,0.552180995,-0.435110159,0.307258229,-0.458454035,-0.750180704,0.458706724,0.395599258,rluA putative pseudouridylate synthase
PMT1113,0.155552776,-0.043782139,0.341114544,0.435301531,*1.18245281292645,-1.368980351,-0.206771539,-0.282430223,possible Hepatitis C virus core protein
PMT1114,0.529067719,0.165331298,0.195104382,-0.273554025,-0.290651271,-1.705413903,0.155123245,-0.116409978,hypothetical
PMT1115,0.033580567,-0.036529614,0.116487422,0.266122637,-0.089049137,0.143627114,0.121241205,0.866734996,"possible Transcription initiation factor IIA,gam"
PMT1116,0.12407581,0.252603342,-0.154682009,-0.718825815,-0.708503714,-1.785936108,-0.274575817,-0.456699909,hypothetical
PMT1117,0.667601469,-0.44975558,-1.830603882,-1.3145486,-0.728169322,-2.722703544,0.041518507,-0.010607545,hypothetical
PMT1118,-0.13447118,-0.017537307,-0.015129264,0.02958977,0.20992107,-0.057148728,0.134707107,-0.032630194,conserved hypothetical
PMT1119,0.122247038,0.058404392,0.028985206,-0.05206648,0.155185773,0.40492456,0.234556137,0.019233607,possible HAMP domain
PMT1120,-0.05445967,0.092048605,-0.216672461,-0.508074782,-0.331199577,-0.603385366,0.25789001,0.11243147,Binding-protein-dependent transport systems innermembrane co...
PMT1121,0.469622188,0.086272423,0.475995746,0.146854961,0.556606512,**1.04576790820825,0.277093281,0.235323347,leuA HMG-CoA Lyase-like family
PMT1122,-0.079230989,0.038225973,0.180357465,0.058859436,-0.585745235,-0.425495913,0.274385761,0.291657231,conserved hypothetical protein
PMT1123,-0.001261481,-0.001536285,-0.019364741,0.558766725,0.964556572,0.002055467,-0.250727967,0.320195901,crtL1 putative lycopene beta cyclase
PMT1124,-0.269556702,-0.291209693,*-0.642754805776585,-1.106335988,-1.306732779,*-1.93963546911117,-0.403730612,0.131153034,"gyrA DNA gyrase/topoisomerase IV, subunit A"
PMT1125,0.036020089,0.140547779,-0.036639034,0.010236894,-0.46828216,-0.574019493,0.195645583,-0.372516453,Proline-rich region
PMT1126,-0.558368382,-0.148618858,-0.20909568,-0.38927278,-0.773993616,**-2.65255045002336,-0.596394849,-0.287913776,guaB putative IMP dehydrogenase
PMT1127,-0.368286139,-0.106065227,0.019918946,-0.068134983,-0.498921738,-0.605253074,-0.416570889,-0.653452201,trxA Thioredoxin
PMT1128,-0.170103876,-0.230361167,0.121473959,-0.242547356,-0.389710623,0.559181122,-0.174494001,0.170641065,hisH Glutamine amidotransferase class-I
PMT1129,-0.111384714,-0.160764857,0.024006133,0.404546585,-0.012031398,*1.08407812345575,0.294347769,-0.020159579,conserved hypothetical protein
PMT1130,0.37459037,0.131169357,0.486171813,0.054194663,-0.113576229,-0.477140406,0.144726077,-0.202369347,"petG Cytochrome b6/f complex, subunit V"
PMT1131,0.001986364,0.011489365,0.115878321,0.389844032,0.631899316,**1.43444466794827,0.259676896,0.222896794,"cytM Cytochrome c, class IC:Cytochrome c, class I"
PMT1132,-0.092431748,0.030672324,0.192174511,-0.116680123,0.348803645,0.395416713,0.147967122,0.236291872,probable tRNA/rRNA methyltransferase
PMT1133,-0.402025627,-0.029804205,-0.312867196,-0.43021404,-0.5405544,-0.891185648,-0.123248592,-0.083496737,putative beta-lactamase
PMT1134,-0.129410959,-0.185724498,0.006575669,-0.087359956,0.162737645,0.187478062,-0.09727698,0.344127128,conserved hypothetical protein
PMT1135,-0.04898775,0.243457661,0.282293028,-0.241084212,-0.233459614,**-2.44831896292186,-0.064277421,-0.31197054,"chlI Protoporphyrin IX Magnesium chelatase, ChlIsubunit"
PMT1136,-0.222929489,0.027562764,-0.112916648,-0.401440574,0.156145924,-0.348630502,-0.17921365,-0.32795858,ruvC Crossover junction endodeoxyribonuclease RuvC
PMT1137,-0.08185458,-0.236110162,0.226915132,0.297853715,0.459734513,1.515166891,-0.205292542,0.298730423,SAM (and some other nucleotide) binding motif
PMT1138,0.125343396,0.237964179,-0.005018025,0.418407347,0.291113289,0.422672599,0.046466189,-0.262291878,conserved hypothetical protein
PMT1139,-0.231449663,-0.025846396,-0.705258566,-0.549727438,0.147534532,0.094919357,0.830576191,-0.157498289,possible Glycosyl hydrolases family 32
PMT1140,0.769700532,-1.278818534,1.58923344,0.581712557,0.906102706,1.879835556,-0.066895516,0.168506895,possible Protein kinase C terminal domain
PMT1141,-0.105536187,0.185861214,0.331718688,0.445484862,0.706210461,0.497022323,0.07907795,-0.070112402,conserved hypothetical
PMT1142,0.023873936,0.187714715,0.196042064,0.431335421,0.595164479,0.051757567,0.061575322,-0.354059273,conserved hypothetical protein
PMT1143,0.002865281,-0.03800742,-0.068527435,-0.165416093,0.082216688,0.243086259,0.048888959,-0.409821911,"thrA,hom Homoserine dehydrogenase:ACT domain"
PMT1144,0.305224474,0.369404802,**1.11782014384138,**2.22521844260217,**3.03627928138031,**2.7124538579407,0.762883682,0.699878976,conserved hypothetical protein
PMT1145,0.136460604,-0.01114465,-0.185984899,-0.164969572,0.239582977,1.560548206,0.22396985,-0.078299209,"ABC transporter, substrate binding protein,possibly oligopeptides"
PMT1146,-0.883377721,-0.158765452,-0.024286436,-0.944454588,0.491416663,0.374313204,0.01172571,0.373349972,"putative ABC transporter, oligopeptides"
PMT1147,-0.108910714,-0.212991364,0.13916225,-0.41491399,-0.197893347,0.204892727,0.022498038,0.076480452,conserved hypothetical protein
PMT1148,0.074178945,0.272282661,0.317356009,0.778901256,0.312721818,-0.579158688,0.118919911,-0.058439113,possible GatB/Yqey domain
PMT1149,0.236840866,0.113853146,0.430544778,0.4384764,0.189777419,-0.527153818,0.224379606,0.20052649,Type I antifreeze protein
PMT1150,0.053015367,0.120031125,-0.022207616,-0.144210579,0.169803863,0.014044525,0.042555844,0.095116912,som possible porin-likely pseudogene
PMT1151,0.377169345,0.184157125,0.471787037,1.031248255,1.108222937,0.448969832,-0.374651498,-0.172270251,possible Phosphofructokinase
PMT1152,-0.362267676,-0.118503069,*0.685102103993905,0.828937183,**1.10217061081705,**3.08836295080117,0.930804833,**3.00863941384254,hli9 possible high light inducible protein
PMT1153,-0.25595662,-0.06418327,*0.622195480370653,*1.34410384351493,**1.43534703495355,**3.54157682337302,0.954614423,**2.7659381144887,hli6 possible high light inducible protein
PMT1154,-0.240020334,-0.035054865,*0.624317695474618,*1.12768211474801,**1.50026686412591,**3.70493053636959,*1.20764924938456,**2.66297389624207,hli8 possible high light inducible protein
PMT1155,-0.115071662,-0.235680837,0.249431124,-0.076649593,-0.001615344,-0.162345398,0.028570924,0.017353781,probable GTP-binding protein
PMT1156,0.034201855,0.047424469,-0.047887682,-0.248799552,-0.724185308,-0.723970641,-0.1126765,-0.039923624,possible membrane fusion protein
PMT1157,0.104733387,-0.339313475,-0.141815019,-0.66371597,-0.747757335,-0.350771423,-0.476806863,0.166454858,polA DNA polymerase I
PMT1158,-0.129392337,0.058573249,-0.147389592,0.113578439,0.436764171,0.797180367,0.193393036,0.179382028,conserved hypothetical protein
PMT1159,-0.106365449,0.226099989,0.231981279,0.304682053,0.230637147,-0.753400844,0.006550137,0.188526432,cysRS Cysteinyl-tRNA synthetase
PMT1160,0.303188856,0.245804262,0.234264452,-0.323650807,0.057763142,0.042407714,0.088768791,-0.203714408,"putative sodium-dependent transporter, NSSfamily"
PMT1161,0.239455551,0.278499589,0.376942058,0.5129884,0.150492979,-0.442704424,0.20671087,0.049319211,dxr 1-deoxy-D-xylulose 5-phosphate reductoisomerase
PMT1162,-0.056949192,0.015429669,0.500107581,0.326305199,0.289576805,0.011622356,0.144961745,-0.292826549,conserved hypothetical protein
PMT1163,-0.155372897,-0.062141909,0.210505498,-0.307202315,-0.115659513,0.770483305,-0.093582162,0.35885209,conserved hypothetical protein
PMT1164,-0.146253441,0.01024641,0.150298282,-0.700079143,-0.097048318,0.069673195,-0.277360099,0.749285639,"pntB putative nicotinamide nucleotidetranshydrogenase, subunit beta"
PMT1165,-0.071350977,-0.075215048,-0.271378876,0.127448417,0.376319699,-0.091467793,-0.351558692,0.503279643,"pntA-2 putative nicotinamide nucleotidetranshydrogenase, subunit alpha 2 (A2)"
PMT1166,-0.465726089,0.001952931,-0.47702124,-0.996285095,-1.003634442,-0.911109139,-0.433328693,0.105982638,"pntA-1 putative nicotinamide nucleotidetranshydrogenase, subunit alpha 1 (A1)"
PMT1167,-0.18434645,0.137043311,-0.283867183,-0.435162022,-0.151563058,-0.51139284,-0.174866633,-0.505928531,possible 7kD DNA-binding domain
PMT1168,-0.294978139,-0.16627215,-0.105385151,-0.06394464,-0.008975824,0.469623444,-0.326950097,0.056316778,Helicase C-terminal domain
PMT1169,0.190968945,0.142529906,0.169255325,-0.2148051,-0.226974985,0.126831259,-0.141815068,0.046359186,infA translation initiation factor IF-1
PMT1170,0.275314909,0.158236977,-0.058609929,0.010876372,-0.36181987,0.201026777,0.323713804,0.401192618,possible pseudouridine synthase
