gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2785714434	409	36.17	5	409	1	393	2.0e-91	329	COG0436	Aspartate/methionine/tyrosine aminotransferase	393
2785714435	391	34.75	1	391	1	381	6.0e-67	248	COG3268	Uncharacterized conserved protein, related to short-chain dehydrogenases	382
2785714436	393	33.72	52	393	14	353	6.0e-69	254	COG0079	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase	356
2785714439	346	30.75	1	339	1	330	2.0e-67	249	COG0620	Methionine synthase II (cobalamin-independent)	330
2785714440	946	30.77	1	202	1	197	7.0e-22	100	COG4771	Outer membrane receptor for ferrienterochelin and colicins	699
2785714441	149	26.57	18	149	18	155	9.0e-15	73.1	COG3708	Predicted transcriptional regulator YdeE, contains AraC-type DNA-binding domain	157
2785714442	294	54.93	6	289	11	292	3.0e-75	275	COG5006	Threonine/homoserine efflux transporter RhtA	292
2785714443	341	29.39	4	328	1	303	4.0e-37	148	COG3547	Transposase	303
2785714445	199	38	1	199	6	186	1.0e-36	146	COG2094	3-methyladenine DNA glycosylase Mpg	200
2785714449	206	28.99	1	206	1	204	3.0e-23	101	COG1280	Threonine/homoserine/homoserine lactone efflux protein	208
2785714450	527	34.31	51	522	1	453	3.0e-101	362	COG1167	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	459
2785714452	733	23.37	18	718	45	692	5.0e-60	226	COG0507	ATP-dependent exoDNAse (exonuclease V), alpha subunit, helicase superfamily I	696
2785714453	1316	28.12	26	1249	3	1139	0.0e+00	518	COG1074	ATP-dependent exoDNAse (exonuclease V) beta subunit (contains helicase and exonuclease domains)	1139
2785714454	1207	30.78	1	1050	1	1003	0.0e+00	571	COG1330	Exonuclease V gamma subunit	1078
2785714456	559	31.6	1	555	2	612	4.0e-124	438	COG1022	Long-chain acyl-CoA synthetase (AMP-forming)	613
2785714458	462	35.28	1	457	1	443	2.0e-113	403	COG0595	mRNA degradation ribonuclease J1/J2	555
2785714461	280	26.98	1	262	1	276	1.0e-24	107	COG0583	DNA-binding transcriptional regulator, LysR family	297
2785714463	118	38.46	11	114	9	111	4.0e-23	100	COG3085	Uncharacterized conserved protein YifE, UPF0438 family	112
2785714465	103	37	5	103	1	100	5.0e-07	46	COG0640	DNA-binding transcriptional regulator, ArsR family	110
2785714466	114	32.58	16	103	4	92	6.0e-10	56.1	COG0607	Rhodanese-related sulfurtransferase	110
2785714467	307	30.24	5	289	2	288	7.0e-33	134	COG0583	DNA-binding transcriptional regulator, LysR family	297
2785714468	201	29.1	14	200	13	196	6.0e-19	87.6	COG3932	Uncharacterized conserved protein	209
2785714469	443	43.36	1	437	4	455	1.0e-122	433	COG2204	DNA-binding transcriptional response regulator, NtrC family, contains REC, AAA-type ATPase, and a Fis-type DNA-binding domains	464
2785714473	694	32.7	56	372	27	327	6.0e-42	166	COG0642	Signal transduction histidine kinase	336
2785714478	214	45.45	59	209	51	203	3.0e-33	135	COG4337	Uncharacterized protein	206
2785714480	58	57.41	1	54	1	54	8.0e-03	32.1	COG5487	Uncharacterized membrane protein YtjA, UPF0391 family	54
2785714484	97	47.31	1	93	1	90	7.0e-22	95.5	COG3139	Uncharacterized conserved protein YeaC, DUF1315 family	90
2785714486	552	49.39	1	328	1	327	2.0e-105	376	COG1115	Na+/alanine symporter	452
2785714487	379	34.95	4	364	1	361	3.0e-56	212	COG2866	Murein tripeptide amidase MpaA	374
2785714488	481	42.4	132	472	3	331	2.0e-94	339	COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	335
2785714490	142	54.4	14	137	7	131	1.0e-50	192	COG0229	Peptide methionine sulfoxide reductase MsrB	140
2785714491	517	51.21	15	507	5	469	0.0e+00	626	COG0362	6-phosphogluconate dehydrogenase	473
2785714492	695	43.92	16	661	15	668	0.0e+00	636	COG1523	Pullulanase/glycogen debranching enzyme	697
2785714493	727	50	86	722	7	626	0.0e+00	722	COG0296	1,4-alpha-glucan branching enzyme	628
2785714494	732	38.98	167	730	1	520	0.0e+00	494	COG1640	4-alpha-glucanotransferase	520
2785714495	331	66.97	2	331	1	332	0.0e+00	483	COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	335
2785714496	283	33.09	7	280	16	282	4.0e-48	185	COG0676	D-hexose-6-phosphate mutarotase	287
2785714497	214	49.29	4	214	1	211	2.0e-63	235	COG0800	2-keto-3-deoxy-6-phosphogluconate aldolase	211
2785714498	317	45.66	5	313	9	319	1.0e-92	333	COG0837	Glucokinase	320
2785714499	608	37.46	8	602	5	572	0.0e+00	590	COG0129	Dihydroxyacid dehydratase/phosphogluconate dehydratase	575
2785714500	230	32.9	3	230	1	230	9.0e-47	180	COG0363	6-phosphogluconolactonase/Glucosamine-6-phosphate isomerase/deaminase	238
2785714501	497	54.81	4	490	2	482	0.0e+00	664	COG0364	Glucose-6-phosphate 1-dehydrogenase	483
2785714502	283	42.29	1	278	3	281	4.0e-72	264	COG1737	DNA-binding transcriptional regulator, MurR/RpiR family, contains HTH and SIS domains	281
2785714503	478	51.57	1	477	3	477	0.0e+00	550	COG0469	Pyruvate kinase	477
2785714504	302	23.02	50	294	5	231	6.0e-23	101	COG0775	Nucleoside phosphorylase	234
2785714505	341	29.39	4	328	1	303	4.0e-37	148	COG3547	Transposase	303
2785714507	413	55.26	5	411	3	404	0.0e+00	496	COG4277	Predicted DNA-binding protein with the Helix-hairpin-helix motif	404
2785714509	199	29.79	10	194	24	196	6.0e-17	80.8	COG2823	Osmotically-inducible protein OsmY, contains BON domain	196
2785714510	327	19.88	9	323	4	308	6.0e-33	135	COG3021	Uncharacterized conserved protein YafD, endonuclease/exonuclease/phosphatase (EEP) superfamily	309
2785714514	221	28.23	21	220	40	245	1.0e-26	113	COG3403	Uncharacterized protein YcgG, contains conserved FPC and CPF motifs	257
2785714515	197	36.65	4	187	50	240	3.0e-42	165	COG3665	Uncharacterized conserved protein YcgI, DUF1989 family	264
2785714519	252	41.73	4	250	1	251	5.0e-44	171	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2785714520	287	51.8	11	287	1	278	4.0e-107	381	COG3717	5-keto 4-deoxyuronate isomerase	278
2785714521	327	40.31	7	327	5	329	7.0e-87	314	COG1638	TRAP-type C4-dicarboxylate transport system, periplasmic component	332
2785714522	161	30.07	3	155	8	157	1.0e-18	86.1	COG3090	TRAP-type C4-dicarboxylate transport system, small permease component	177
2785714523	431	52.37	51	430	1	379	6.0e-87	315	COG1593	TRAP-type C4-dicarboxylate transport system, large permease component	379
2785714524	338	34.93	5	338	1	332	2.0e-73	269	COG1609	DNA-binding transcriptional regulator, LacI/PurR family	333
2785714525	496	52.97	112	496	7	381	0.0e+00	483	COG2721	Altronate dehydratase	381
2785714526	471	39.45	5	471	2	462	0.0e+00	514	COG1904	Glucuronate isomerase	463
2785714527	513	38.98	16	481	3	462	3.0e-115	409	COG0246	Mannitol-1-phosphate/altronate dehydrogenases	473
2785714528	212	40.87	1	207	3	209	4.0e-48	184	COG0800	2-keto-3-deoxy-6-phosphogluconate aldolase	211
2785714529	323	28.76	11	312	3	296	1.0e-39	156	COG0524	Sugar or nucleoside kinase, ribokinase family	311
2785714530	311	19.46	86	297	10	210	7.0e-13	68	COG2755	Lysophospholipase L1 or related esterase	216
2785714533	401	37.8	61	396	31	350	4.0e-78	285	COG4225	Rhamnogalacturonyl hydrolase YesR	357
2785714535	396	23.67	29	386	76	405	1.0e-33	137	COG4677	Pectin methylesterase and related acyl-CoA thioesterases	405
2785714536	707	31.38	126	448	25	336	1.0e-40	161	COG0642	Signal transduction histidine kinase	336
2785714539	1339	37.87	516	1274	4	787	9.0e-128	452	COG2374	Predicted extracellular nuclease	798
2785714540	882	22.88	62	844	29	832	8.0e-95	342	COG0308	Aminopeptidase N	859
2785714541	639	29.6	265	639	40	408	2.0e-43	170	COG0840	Methyl-accepting chemotaxis protein	408
2785714544	302	25.94	4	292	3	291	2.0e-25	109	COG0583	DNA-binding transcriptional regulator, LysR family	297
2785714545	288	23.14	45	285	1	184	5.0e-16	78.3	COG0693	Putative intracellular protease/amidase	188
2785714546	384	61.2	1	384	1	384	0.0e+00	555	COG1979	Alcohol dehydrogenase YqhD, Fe-dependent ADH family	384
2785714547	368	36.77	1	356	3	349	5.0e-93	334	COG1902	2,4-dienoyl-CoA reductase or related NADH-dependent reductase, Old Yellow Enzyme (OYE) family	363
2785714548	627	31.34	156	619	180	644	2.0e-79	290	COG5001	Predicted signal transduction protein containing a membrane domain, an EAL and a GGDEF domain	663
2785714549	223	21.3	1	223	3	207	4.0e-14	71.9	COG0778	Nitroreductase	207
2785714550	500	53.64	4	480	13	489	0.0e+00	642	COG0753	Catalase	496
2785714551	509	30.05	104	506	1	360	2.0e-59	223	COG3437	Response regulator c-di-GMP phosphodiesterase, RpfG family, contains REC and HD-GYP domains	360
2785714552	450	21.57	97	449	3	330	7.0e-30	125	COG0642	Signal transduction histidine kinase	336
2785714553	287	22.3	10	284	2	281	4.0e-20	92.5	COG0596	Pimeloyl-ACP methyl ester carboxylesterase	282
2785714558	281	21.45	1	274	43	303	3.0e-07	49.6	COG0582	Integrase	309
2785714559	408	20.34	1	336	1	334	5.0e-12	65.8	COG4637	Predicted ATPase	373
2785714561	488	19.05	15	327	8	332	2.0e-03	37.6	COG1479	Uncharacterized conserved protein, contains ParB-like and HNH nuclease domains	409
2785714564	544	27.43	18	538	6	479	1.0e-51	198	COG5421	Transposase	480
2785714571	478	30.87	24	475	8	454	5.0e-42	165	COG0471	Di- and tricarboxylate transporter	461
2785714572	197	45.03	1	190	1	181	2.0e-49	188	COG0717	Deoxycytidine triphosphate deaminase	183
2785714573	368	40.88	42	311	2	263	2.0e-58	220	COG0489	Chromosome partitioning ATPase, Mrp family, contains Fe-S cluster	265
2785714574	675	40.64	1	546	1	558	0.0e+00	646	COG0143	Methionyl-tRNA synthetase	558
2785714575	279	36.07	11	279	24	303	2.0e-46	179	COG0668	Small-conductance mechanosensitive channel	316
2785714578	263	27.38	12	232	16	252	2.0e-19	89.9	COG0491	Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II	252
2785714579	554	28.21	380	491	1	116	2.0e-08	54.5	COG1388	LysM repeat	124
2785714582	144	31.25	1	141	2	145	1.0e-19	89.3	COG1522	DNA-binding transcriptional regulator, Lrp family	154
2785714583	668	37.76	333	663	4	331	3.0e-89	323	COG3138	Arginine/ornithine N-succinyltransferase beta subunit	336
2785714584	460	55.7	1	459	1	463	0.0e+00	648	COG0215	Cysteinyl-tRNA synthetase	464
2785714585	163	51.22	1	162	1	156	5.0e-51	193	COG0652	Peptidyl-prolyl cis-trans isomerase (rotamase) - cyclophilin family	158
2785714586	241	42.55	5	235	1	231	3.0e-60	224	COG2908	UDP-2,3-diacylglucosamine pyrophosphatase LpxH	237
2785714588	589	29.46	7	554	6	548	2.0e-51	197	COG2268	Uncharacterized membrane protein YqiK, contains Band7/PHB/SPFH domain	548
2785714589	301	31.67	3	296	2	293	2.0e-38	153	COG0583	DNA-binding transcriptional regulator, LysR family	297
2785714590	251	32.81	1	249	5	250	2.0e-38	152	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2785714593	146	49.06	39	144	2	107	9.0e-34	135	COG1733	DNA-binding transcriptional regulator, HxlR family	120
2785714594	331	27.33	4	329	1	326	3.0e-54	205	COG0604	NADPH:quinone reductase or related Zn-dependent oxidoreductase	326
2785714595	254	46.09	1	238	7	249	1.0e-51	196	COG0861	Membrane protein TerC, possibly involved in tellurium resistance	254
2785714596	338	32.45	2	336	1	325	9.0e-57	214	COG0604	NADPH:quinone reductase or related Zn-dependent oxidoreductase	326
2785714597	309	27.72	1	298	1	297	3.0e-36	145	COG0583	DNA-binding transcriptional regulator, LysR family	297
2785714598	159	29.63	22	150	43	174	2.0e-15	75	COG5342	Invasion protein IalB, involved in pathogenesis	181
2785714600	539	23.83	69	526	51	492	5.0e-47	182	COG2939	Carboxypeptidase C (cathepsin A)	498
2785714601	195	29.73	1	184	1	185	9.0e-30	123	COG3124	Acyl carrier protein phosphodiesterase	193
2785714602	258	47.6	9	257	2	202	2.0e-66	246	COG4445	tRNA isopentenyl-2-thiomethyl-A-37 hydroxylase MiaE (synthesis of 2-methylthio-cis-ribozeatin)	203
2785714604	507	50.82	1	481	4	468	0.0e+00	600	COG0034	Glutamine phosphoribosylpyrophosphate amidotransferase	470
2785714605	162	40.74	1	161	1	162	4.0e-23	100	COG1286	Uncharacterized membrane protein, required for colicin V production	182
2785714606	206	27.88	1	204	1	226	3.0e-23	101	COG3147	Cell division protein DedD (periplasmic protein involved in septation)	226
2785714607	466	38.75	24	447	3	426	2.0e-104	373	COG0285	Folylpolyglutamate synthase/Dihydropteroate synthase	427
2785714608	281	60.56	1	280	1	284	1.0e-118	419	COG0777	Acetyl-CoA carboxylase beta subunit	294
2785714609	263	51.91	1	262	1	262	1.0e-88	319	COG0101	tRNA U38,U39,U40 pseudouridine synthase TruA	266
2785714611	338	55.82	5	334	2	334	1.0e-123	436	COG0136	Aspartate-semialdehyde dehydrogenase	334
2785714612	400	30.38	1	290	4	310	2.0e-42	167	COG0111	Phosphoglycerate dehydrogenase or related dehydrogenase	324
2785714613	251	31.43	9	216	1	207	3.0e-41	162	COG0235	Ribulose-5-phosphate 4-epimerase/Fuculose-1-phosphate aldolase	219
2785714614	205	30.53	3	192	21	210	1.0e-29	123	COG0664	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases	214
2785714615	302	16.67	33	302	1	282	3.0e-14	72.8	COG0596	Pimeloyl-ACP methyl ester carboxylesterase	282
2785714616	95	34.38	1	95	1	96	2.0e-14	70.5	COG3668	Plasmid stabilization system protein ParE	98
2785714618	388	24.71	29	273	10	263	3.0e-24	106	COG2819	Predicted hydrolase of the alpha/beta superfamily	264
2785714619	404	48.67	1	403	2	412	9.0e-118	416	COG0304	3-oxoacyl-(acyl-carrier-protein) synthase	412
2785714620	521	33.4	16	517	40	523	6.0e-85	308	COG0318	Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II	534
2785714622	686	40.08	2	243	5	243	5.0e-67	249	COG4121	tRNA U34 5-methylaminomethyl-2-thiouridine-forming methyltransferase MnmC	252
2785714624	254	22.03	103	219	10	119	1.0e-06	46.8	COG5616	TolB amino-terminal domain (function unknown)	152
2785714628	145	19.23	21	135	28	157	4.0e-06	44.2	COG0456	Ribosomal protein S18 acetylase RimI and related acetyltransferases	177
2785714630	139	35.78	1	103	1	109	9.0e-15	72.9	COG0789	DNA-binding transcriptional regulator, MerR family	124
2785714631	154	26.99	1	154	17	179	3.0e-20	91.2	COG1670	Protein N-acetyltransferase, RimJ/RimL family	187
2785714632	243	39.52	1	242	4	249	1.0e-43	170	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2785714633	497	43.56	275	497	28	251	3.0e-60	226	COG1119	ABC-type molybdenum transport system, ATPase component/photorepair protein PhrA	257
2785714635	400	36.7	7	377	1	323	2.0e-82	299	COG0523	GTPase, G3E family	323
2785714636	186	18.75	4	140	1	171	5.0e-08	51	COG1335	Nicotinamidase-related amidase	205
2785714637	435	53.5	1	432	1	443	9.0e-124	437	COG2031	Short chain fatty acids transporter	446
2785714638	1373	35.12	757	1054	43	326	5.0e-48	187	COG0642	Signal transduction histidine kinase	336
2785714639	917	28.48	465	901	1	438	4.0e-66	246	COG0612	Predicted Zn-dependent peptidase	438
2785714641	387	40.76	17	383	2	351	1.0e-68	254	COG3199	Predicted polyphosphate- or ATP-dependent NAD kinase	355
2785714642	236	60.51	55	209	8	164	4.0e-61	228	COG3101	Elongation factor P hydroxylase (EF-P beta-lysylation pathway)	180
2785714644	149	28.21	24	140	16	129	8.0e-18	83	COG0824	Acyl-CoA thioesterase FadM	137
2785714648	680	42.11	11	363	3	362	4.0e-109	389	COG1902	2,4-dienoyl-CoA reductase or related NADH-dependent reductase, Old Yellow Enzyme (OYE) family	363
2785714649	279	35.77	1	260	2	251	1.0e-49	190	COG1024	Enoyl-CoA hydratase/carnithine racemase	257
2785714650	203	16.33	1	196	1	193	7.0e-09	54.3	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2785714651	550	44.16	1	542	1	542	0.0e+00	490	COG2303	Choline dehydrogenase or related flavoprotein	542
2785714654	221	19.58	2	190	12	200	1.0e-07	50	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2785714656	486	23.45	136	418	2	265	2.0e-26	114	COG1752	Predicted acylesterase/phospholipase RssA, containd patatin domain	306
2785714661	725	49.34	44	723	5	681	0.0e+00	812	COG1770	Protease II	682
2785714662	236	29.34	1	233	1	241	6.0e-34	137	COG2186	DNA-binding transcriptional regulator, FadR family	241
2785714663	524	65.12	1	512	1	516	0.0e+00	703	COG3067	Na+/H+ antiporter NhaB	516
2785714664	175	35.1	19	166	17	164	1.0e-18	86.2	COG1495	Disulfide bond formation protein DsbB	170
2785714665	184	30.6	57	184	48	181	3.0e-17	81.9	COG1670	Protein N-acetyltransferase, RimJ/RimL family	187
2785714666	164	43.83	1	162	7	152	2.0e-40	158	COG2983	Uncharacterized cysteine cluster protein YcgN, CxxCxxCC family	153
2785714667	222	38.86	15	222	57	265	5.0e-54	204	COG0179	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)	266
2785714668	360	36.95	22	359	4	338	7.0e-88	317	COG2951	Membrane-bound lytic murein transglycosylase B	343
2785714669	98	51.69	1	89	11	99	2.0e-22	97	COG3100	Uncharacterized conserved protein YcgL, UPF0745 family	103
2785714670	385	37.87	6	379	1	359	1.0e-78	286	COG0349	Ribonuclease D	361
2785714671	550	38.5	13	550	1	523	0.0e+00	473	COG0318	Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II	534
2785714672	279	22.89	4	279	3	282	5.0e-17	81.7	COG0596	Pimeloyl-ACP methyl ester carboxylesterase	282
2785714673	217	28.4	5	173	12	179	1.0e-28	120	COG3065	Starvation-inducible outer membrane lipoprotein	191
2785714675	238	37.71	1	233	1	219	2.0e-42	166	COG1214	tRNA A37 threonylcarbamoyladenosine modification protein TsaB	220
2785714676	639	39.29	8	633	1	647	0.0e+00	477	COG1199	Rad3-related DNA helicase	654
2785714679	306	26.17	10	306	18	314	5.0e-45	175	COG3965	Predicted Co/Zn/Cd cation transporter, cation efflux family	314
2785714680	351	19.94	8	350	6	354	7.0e-23	101	COG4638	Phenylpropionate dioxygenase or related ring-hydroxylating dioxygenase, large terminal subunit	367
2785714681	132	32.84	1	132	1	131	2.0e-18	84.7	COG3791	Uncharacterized conserved protein	133
2785714684	434	20.4	22	398	1	494	1.0e-24	107	COG0366	Glycosidase	505
2785714685	302	19.77	40	296	9	248	1.0e-04	40.8	COG0730	Uncharacterized membrane protein YfcA	258
2785714686	160	25.71	15	150	20	158	2.0e-06	45.3	COG5488	Uncharacterized membrane protein	164
2785714688	190	25.75	32	190	23	188	1.0e-10	59.6	COG2930	Lipid-binding SYLF domain	227
2785714691	257	34.51	1	252	3	250	5.0e-39	154	COG1192	Cellulose biosynthesis protein BcsQ	259
2785714693	300	51.18	5	299	1	289	2.0e-87	316	COG0040	ATP phosphoribosyltransferase	290
2785714694	434	52.91	4	430	1	425	0.0e+00	531	COG0141	Histidinol dehydrogenase	425
2785714695	359	37.67	8	356	1	355	5.0e-77	281	COG0079	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase	356
2785714696	356	60.31	166	356	2	195	2.0e-77	282	COG0131	Imidazoleglycerol phosphate dehydratase HisB	195
2785714697	213	47.37	10	213	2	202	9.0e-70	256	COG0118	Imidazoleglycerol phosphate synthase glutamine amidotransferase subunit HisH	204
2785714698	245	52.03	1	245	3	241	2.0e-74	272	COG0106	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase	241
2785714699	270	48.45	1	256	1	254	4.0e-99	354	COG0107	Imidazole glycerol phosphate synthase subunit HisF	256
2785714700	205	53.21	1	108	1	108	3.0e-38	151	COG0139	Phosphoribosyl-AMP cyclohydrolase	111
2785714702	286	24.91	35	286	6	263	1.0e-29	123	COG2819	Predicted hydrolase of the alpha/beta superfamily	264
2785714703	281	23.14	38	270	13	252	8.0e-25	107	COG2116	Formate/nitrite transporter FocA, FNT family	265
2785714704	1008	23.19	572	991	10	434	4.0e-55	210	COG0612	Predicted Zn-dependent peptidase	438
2785714705	212	20.99	14	175	16	161	7.0e-09	54.2	COG0681	Signal peptidase I	166
2785714710	131	43.8	4	124	5	123	1.0e-22	98.4	COG3788	Uncharacterized membrane protein YecN, MAPEG domain	131
2785714711	214	45.87	1	214	1	178	6.0e-50	190	COG0563	Adenylate kinase or related kinase	178
2785714713	640	60	5	638	2	621	0.0e+00	837	COG0326	Molecular chaperone, HSP90 family	623
2785714714	199	55.28	1	199	1	198	4.0e-77	280	COG0353	Recombinational DNA repair protein RecR	198
2785714717	262	28.78	1	259	2	266	6.0e-47	181	COG1018	Ferredoxin-NADP reductase	266
2785714718	108	57.55	1	105	2	105	4.0e-25	106	COG0718	Conserved DNA-binding protein YbaB (function unknown)	105
2785714719	1013	39.81	1	521	1	502	5.0e-127	449	COG2812	DNA polymerase III, gamma/tau subunits	515
2785714720	178	48	3	177	5	179	3.0e-47	181	COG0503	Adenine/guanine phosphoribosyltransferase or related PRPP-binding protein	179
2785714722	254	22.8	4	253	3	233	5.0e-29	121	COG3219	Uncharacterized protein	237
2785714723	283	47.64	6	277	5	279	3.0e-84	305	COG3220	Uncharacterized conserved protein, UPF0276 family	282
2785714731	267	46.64	7	227	6	224	1.0e-50	193	COG1183	Phosphatidylserine synthase	234
2785714734	937	18.13	380	572	34	224	1.0e-06	49.6	COG5010	Flp pilus assembly protein TadD, contains TPR repeats	257
2785714737	569	36.07	8	559	7	519	3.0e-104	372	COG1620	L-lactate permease	522
2785714738	301	28.15	5	298	4	296	5.0e-42	164	COG0583	DNA-binding transcriptional regulator, LysR family	297
2785714741	858	56.44	5	853	1	779	0.0e+00	967	COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA	786
2785714742	251	42.8	15	250	2	247	2.0e-61	229	COG1496	Copper oxidase (laccase) domain	249
2785714743	327	45.87	9	306	1	289	3.0e-80	292	COG0564	Pseudouridylate synthase, 23S rRNA- or tRNA-specific	289
2785714744	254	42.97	4	252	1	239	5.0e-62	231	COG4105	Outer membrane protein assembly factor BamD, BamD/ComL family	254
2785714745	247	23.24	2	242	1	214	7.0e-22	97.8	COG3806	Anti-sigma factor ChrR, cupin superfamily	216
2785714746	203	32.4	23	201	1	177	1.0e-27	116	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	182
2785714747	191	25.62	1	191	7	205	3.0e-25	108	COG2802	Uncharacterized protein, similar to the N-terminal domain of Lon protease	221
2785714749	239	27.52	1	239	6	263	3.0e-34	138	COG0300	Short-chain dehydrogenase	265
2785714750	421	37.95	4	421	10	425	9.0e-119	420	COG2907	Predicted NAD/FAD-binding protein	447
2785714751	247	33.47	2	245	5	251	7.0e-50	190	COG3496	Uncharacterized conserved protein, DUF1365 family	261
2785714752	418	43.82	126	408	6	283	1.0e-84	307	COG2230	Cyclopropane fatty-acyl-phospholipid synthase and related methyltransferases	283
2785714753	309	26.85	1	297	1	244	2.0e-41	163	COG1360	Flagellar motor protein MotB	244
2785714754	253	37.11	1	252	1	256	2.0e-57	215	COG1291	Flagellar motor component MotA	266
2785714755	103	48.72	25	102	4	81	2.0e-11	60.7	COG1722	Exonuclease VII small subunit	81
2785714756	296	40.43	1	273	1	264	1.0e-55	210	COG0142	Geranylgeranyl pyrophosphate synthase	322
2785714757	626	60.64	8	623	2	621	0.0e+00	928	COG1154	Deoxyxylulose-5-phosphate synthase	627
2785714758	166	50.7	10	148	12	152	2.0e-29	121	COG1267	Phosphatidylglycerophosphatase A	160
2785714759	321	48.6	1	319	3	316	2.0e-95	342	COG0611	Thiamine monophosphate kinase	317
2785714760	140	44.83	2	139	6	150	4.0e-29	120	COG0781	Transcription termination factor NusB	151
2785714761	157	63.58	1	151	1	150	3.0e-53	201	COG0054	6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)	152
2785714762	366	62.56	1	203	1	202	1.0e-84	306	COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase	203
2785714763	220	52.66	1	206	1	204	4.0e-72	264	COG0307	Riboflavin synthase alpha chain	204
2785714764	379	41.7	155	372	1	216	6.0e-55	208	COG1985	Pyrimidine reductase, riboflavin biosynthesis	218
2785714765	149	59.73	1	149	1	149	6.0e-53	199	COG1327	Transcriptional regulator NrdR, contains Zn-ribbon and ATP-cone domains	156
2785714766	418	67.15	5	418	4	413	0.0e+00	678	COG0112	Glycine/serine hydroxymethyltransferase	413
2785714767	343	50.59	8	343	2	338	2.0e-93	336	COG1044	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	338
2785714768	555	46.04	3	537	1	530	0.0e+00	555	COG0488	ATPase components of ABC transporters with duplicated ATPase domains	530
2785714770	455	60	1	454	1	453	0.0e+00	665	COG1066	Predicted ATP-dependent serine protease	456
2785714772	337	41.43	127	335	2	211	9.0e-52	197	COG0560	Phosphoserine phosphatase	212
2785714774	273	32.71	1	267	3	256	2.0e-54	205	COG0084	Tat protein secretion system quality control protein TatD (DNase activity)	256
2785714775	212	53.55	3	212	5	214	1.0e-77	282	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase	214
2785714776	314	52.19	16	311	3	298	3.0e-109	388	COG1159	GTPase Era, involved in 16S rRNA processing	298
2785714777	228	49.12	4	226	5	231	1.0e-64	239	COG0571	dsRNA-specific ribonuclease	235
2785714779	598	70.12	1	598	4	602	0.0e+00	1056	COG0481	Translation elongation factor EF-4, membrane-bound GTPase	603
2785714780	153	28.47	1	143	1	139	6.0e-22	96.9	COG3086	Positive regulator of sigma E activity	150
2785714781	394	33.77	87	388	15	316	8.0e-52	198	COG3026	Negative regulator of sigma E activity	320
2785714782	193	36.92	4	187	6	200	3.0e-24	105	COG3073	Negative regulator of sigma E activity	213
2785714783	192	34.95	6	191	1	180	9.0e-35	140	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	182
2785714784	561	56.45	20	538	9	509	0.0e+00	678	COG0029	Aspartate oxidase	518
2785714787	83	52.44	1	82	9	90	1.0e-21	94.5	COG2938	Succinate dehydrogenase flavin-adding protein, antitoxin component of the CptAB toxin-antitoxin module	94
2785714788	348	22.78	4	337	5	304	3.0e-40	159	COG0354	Folate-binding Fe-S cluster repair protein YgfZ, possible role in tRNA modification	305
2785714789	161	49.69	1	161	1	163	3.0e-41	161	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase 2	174
2785714790	112	70.54	1	112	1	112	1.0e-39	154	COG0347	Nitrogen regulatory protein PII	112
2785714791	278	38.66	15	276	2	258	3.0e-67	248	COG0171	NH3-dependent NAD+ synthetase	268
2785714792	181	28	2	171	5	179	6.0e-14	70.4	COG4970	Tfp pilus assembly protein FimT	181
2785714794	184	25.44	15	174	3	170	1.0e-09	56.6	COG4970	Tfp pilus assembly protein FimT	181
2785714795	211	21.9	6	209	1	193	4.0e-14	71.6	COG4795	Type II secretory pathway, component PulJ	194
2785714798	154	34.39	1	152	2	139	1.0e-20	92.8	COG4968	Tfp pilus assembly protein PilE	139
2785714802	209	21.79	10	150	7	162	1.0e-06	46.9	COG4967	Tfp pilus assembly protein PilV	162
2785714803	314	64.07	1	295	2	294	1.0e-121	429	COG0761	4-Hydroxy-3-methylbut-2-enyl diphosphate reductase IspH	294
