seqid,gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term_ncbi,go_component,go_function,go_process,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanorak,gene_names_cyanorak,Ontology_term_cyanorak,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description,position_merge_note,ec_numbers
NZ_DS999537.1,P9202_RS04940,,P9202_RS04940,P9202_1772,Protein Homology,921112.0,923421.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011375759.1,RelA/SpoT family protein,WP_002808197.1,"GO:0015970,GO:0008728,GO:0008893",,"GTP diphosphokinase activity|0008728||IEA,guanosine-3'%2C5'-bis(diphosphate) 3'-diphosphatase activity|0008893||IEA",guanosine tetraphosphate biosynthetic process|0015970||IEA,P9202_1772,921112.0,923421.0,-,CK_Pro_MIT9202_01772,spoT,"GO:0015949,GO:0015969,GO:0015970,GO:0016310,GO:0042594,GO:0016597,GO:0008728,GO:0000166,GO:0005515,GO:0008893,GO:0016301,GO:0016740,GO:0005618",CK_00045979,"D.1.7,D.1.9,M.3","Trace metals, Other,Purine ribonucleotide biosynthesis",,,"2.7.6.5,3.1.7.2","GTP diphosphokinase%3B stringent factor%3B guanosine 3'%2C5'-polyphosphate synthase%3B GTP pyrophosphokinase%3B ATP-GTP 3'-diphosphotransferase%3B guanosine 5'%2C3'-polyphosphate synthetase%3B (p)ppGpp synthetase I%3B (p)ppGpp synthetase II%3B guanosine pentaphosphate synthetase%3B GPSI%3B GPSII,guanosine-3'%2C5'-bis(diphosphate) 3'-diphosphatase%3B guanosine-3'%2C5'-bis(diphosphate) 3'-pyrophosphatase%3B PpGpp-3'-pyrophosphohydrolase%3B PpGpp phosphohydrolase","nucleobase-containing small molecule interconversion,guanosine tetraphosphate metabolic process,guanosine tetraphosphate biosynthetic process,phosphorylation,response to starvation,nucleobase-containing small molecule interconversion,guanosine tetraphosphate metabolic process,guanosine tetraphosphate biosynthetic process,phosphorylation,response to starvation,amino acid binding,GTP diphosphokinase activity,nucleotide binding,protein binding,guanosine-3'%2C5'-bis(diphosphate) 3'-diphosphatase activity,kinase activity,transferase activity,nucleobase-containing small molecule interconversion,guanosine tetraphosphate metabolic process,guanosine tetraphosphate biosynthetic process,phosphorylation,response to starvation,amino acid binding,GTP diphosphokinase activity,nucleotide binding,protein binding,guanosine-3'%2C5'-bis(diphosphate) 3'-diphosphatase activity,kinase activity,transferase activity,cell wall",bifunctional GTP diphosphokinase / guanosine-3'%2C5'-bis(diphosphate) 3'-diphosphatase,"TIGR00691,PF13291,PF02824,PF04607,PF13328,PS51671,IPR004811,IPR002912,IPR004095,IPR007685","RelA/SpoT family protein,ACT domain,TGS domain,Region found in RelA / SpoT proteins,HD domain,ACT domain profile.,RelA/SpoT family,ACT domain,TGS,RelA/SpoT","125,149","Purines%2C pyrimidines%2C nucleosides%2C and nucleotides / Purine ribonucleotide biosynthesis,Cellular processes / Adaptations to atypical conditions",,2.7.6.5
NZ_DS999537.1,P9202_RS10075,,P9202_RS10075,P9202_1773,Protein Homology,1479016.0,1479180.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818283.1,hypothetical protein,WP_002808199.1,,,,,P9202_1773,1479016.0,1479180.0,+,CK_Pro_MIT9202_01773,,,CK_00047094,R.2,Conserved hypothetical proteins,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,,
NZ_DS999537.1,P9202_RS04080,,P9202_RS04080,P9202_1774,Protein Homology,764605.0,764787.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_019477934.1,hypothetical protein,WP_002808201.1,,,,,P9202_1774,764605.0,764787.0,+,CK_Pro_MIT9202_01774,,,CK_00047890,R.2,Conserved hypothetical proteins,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,,
NZ_DS999537.1,ilvD,ilvD,P9202_RS08065,P9202_1775,Protein Homology,1474685.0,1476358.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818279.1,dihydroxy-acid dehydratase,WP_033829995.1,"GO:0009082,GO:0004160,GO:0051536",,"dihydroxy-acid dehydratase activity|0004160||IEA,iron-sulfur cluster binding|0051536||IEA",branched-chain amino acid biosynthetic process|0009082||IEA,P9202_1775,1474685.0,1476298.0,-,CK_Pro_MIT9202_01775,ilvD,"GO:0009097,GO:0009099,GO:0008152,GO:0009082,GO:0004160,GO:0003824,GO:0004160",CK_00000871,"A.5,G.10","Pyruvate family (Ala%2C Val%2C Leu),Other","COG0129,bactNOG03280,cyaNOG01028","COG: EG,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",4.2.1.9,dihydroxy-acid dehydratase%3B acetohydroxyacid dehydratase%3B alpha%2Cbeta-dihydroxyacid dehydratase%3B 2%2C3-dihydroxyisovalerate dehydratase%3B alpha%2Cbeta-dihydroxyisovalerate dehydratase%3B dihydroxy acid dehydrase%3B DHAD%3B 2%2C3-dihydroxy-acid hydro-lyase,"isoleucine biosynthetic process,valine biosynthetic process,metabolic process,branched-chain amino acid biosynthetic process,isoleucine biosynthetic process,valine biosynthetic process,metabolic process,branched-chain amino acid biosynthetic process,dihydroxy-acid dehydratase activity,catalytic activity,dihydroxy-acid dehydratase activity",dihydroxy-acid dehydratase,"TIGR00110,PF00920,PS00886,PS00887,IPR020558,IPR000581,IPR004404","dihydroxy-acid dehydratase,Dehydratase family,Dihydroxy-acid and 6-phosphogluconate dehydratases signature 1.,Dihydroxy-acid and 6-phosphogluconate dehydratases signature 2.,Dihydroxy-acid/6-phosphogluconate dehydratase%2C conserved site,Dihydroxy-acid/6-phosphogluconate dehydratase,Dihydroxy-acid dehydratase","113,74","Energy metabolism / Entner-Doudoroff,Amino acid biosynthesis / Pyruvate family",,4.2.1.9
NZ_DS999537.1,hemE,hemE,P9202_RS07090,P9202_1776,Protein Homology,1296713.0,1297753.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011819962.1,uroporphyrinogen decarboxylase,WP_002808204.1,"GO:0006779,GO:0004853",,uroporphyrinogen decarboxylase activity|0004853||IEA,porphyrin-containing compound biosynthetic process|0006779||IEA,P9202_1776,1296713.0,1297753.0,-,CK_Pro_MIT9202_01776,hemE,"GO:0006779,GO:0004853",CK_00000939,"B.5.2,B.5.3","Chlorophylls and porphyrins,Hemes and phycobilins","COG0407,bactNOG00480,cyaNOG00406","COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",4.1.1.37,uroporphyrinogen decarboxylase%3B uroporphyrinogen III decarboxylase%3B porphyrinogen carboxy-lyase%3B porphyrinogen decarboxylase%3B uroporphyrinogen-III carboxy-lyase,"porphyrin-containing compound biosynthetic process,porphyrin-containing compound biosynthetic process,uroporphyrinogen decarboxylase activity",uroporphyrinogen decarboxylase,"TIGR01464,PF01208,PS00907,PS00906,IPR000257,IPR006361","uroporphyrinogen decarboxylase,Uroporphyrinogen decarboxylase (URO-D),Uroporphyrinogen decarboxylase signature 2.,Uroporphyrinogen decarboxylase signature 1.,Uroporphyrinogen decarboxylase (URO-D),Uroporphyrinogen decarboxylase HemE",79,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Heme%2C porphyrin%2C and cobalamin,,4.1.1.37
NZ_DS999537.1,P9202_RS05780,,P9202_RS05780,P9202_1777,Protein Homology,1071114.0,1071386.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002808213.1,DUF4090 family protein,WP_002808213.1,,,,,P9202_1777,1071114.0,1071386.0,+,CK_Pro_MIT9202_01777,,,CK_00000839,,,"NOG13017,bactNOG41285,bactNOG70275,cyaNOG03321,cyaNOG07645","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,"PF13319,IPR025149","Protein of unknown function (DUF4090),Protein of unknown function DUF4090",156,Hypothetical proteins / Conserved,,
NZ_DS999537.1,P9202_RS09675,,P9202_RS09675,P9202_1778,Protein Homology,143732.0,143893.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818736.1,hypothetical protein,WP_158464392.1,,,,,P9202_1778,143765.0,143893.0,+,CK_Pro_MIT9202_01778,,,CK_00050807,,,,,,,,Conserved hypothetical protein,,,,,,
NZ_DS999537.1,era,era,P9202_RS01625,P9202_1780,Protein Homology,296537.0,297448.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012008169.1,GTPase Era,WP_002808219.1,"GO:0003723,GO:0005525",,"RNA binding|0003723||IEA,GTP binding|0005525||IEA",,P9202_1780,296537.0,297448.0,-,CK_Pro_MIT9202_01780,era,"GO:0042254,GO:0003924,GO:0005525,GO:0019843,GO:0043022",CK_00000724,P.3,Transcription factors,"COG1159,bactNOG00138,cyaNOG00757","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",,,"ribosome biogenesis,ribosome biogenesis,GTPase activity,GTP binding,rRNA binding,ribosome binding",GTP-binding protein Era,"TIGR00231,TIGR00436,PF01926,PF07650,PS51713,PS50823,IPR005662,IPR006073,IPR004044,IPR030388,IPR005225","small GTP-binding protein domain,GTP-binding protein Era,50S ribosome-binding GTPase,KH domain,Era-type guanine nucleotide-binding (G) domain profile.,Type-2 KH domain profile.,GTP-binding protein Era,GTP binding domain,K Homology domain%2C type 2,Era-type guanine nucleotide-binding (G) domain,Small GTP-binding protein domain",165,Transcription / Transcription factors,,
NZ_DS999537.1,rlmN,rlmN,P9202_RS02680,P9202_1781,Protein Homology,482749.0,483795.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012008382.1,23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN,WP_002808221.1,"GO:0030488,GO:0070475,GO:0008757,GO:0016433",,"S-adenosylmethionine-dependent methyltransferase activity|0008757||IEA,rRNA (adenine) methyltransferase activity|0016433||IEA","tRNA methylation|0030488||IEA,rRNA base methylation|0070475||IEA",P9202_1781,482749.0,483795.0,-,CK_Pro_MIT9202_01781,rlmN,"GO:0031167,GO:0006364,GO:0030488,GO:0070475,GO:0008033,GO:0032259,GO:0046677,GO:0000049,GO:0002935,GO:0005515,GO:0051539,GO:0070040,GO:0008757,GO:0016433,GO:0051536,GO:0008173,GO:0005737",CK_00001057,"K.3,P.4","tRNA and rRNA base modification,RNA processing","COG0820,bactNOG00519,cyaNOG00772","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",2.1.1.192,23S rRNA (adenine2503-C2)-methyltransferase%3B RlmN%3B YfgB%3B Cfr,"rRNA methylation,rRNA processing,tRNA methylation,rRNA base methylation,tRNA processing,methylation,response to antibiotic,rRNA methylation,rRNA processing,tRNA methylation,rRNA base methylation,tRNA processing,methylation,response to antibiotic,tRNA binding,tRNA (adenine-C2-)-methyltransferase activity,protein binding,4 iron%2C 4 sulfur cluster binding,rRNA (adenine-C2-)-methyltransferase activity,S-adenosylmethionine-dependent methyltransferase activity,rRNA (adenine) methyltransferase activity,iron-sulfur cluster binding,RNA methyltransferase activity,rRNA methylation,rRNA processing,tRNA methylation,rRNA base methylation,tRNA processing,methylation,response to antibiotic,tRNA binding,tRNA (adenine-C2-)-methyltransferase activity,protein binding,4 iron%2C 4 sulfur cluster binding,rRNA (adenine-C2-)-methyltransferase activity,S-adenosylmethionine-dependent methyltransferase activity,rRNA (adenine) methyltransferase activity,iron-sulfur cluster binding,RNA methyltransferase activity,cytoplasm",23S rRNA (adenine2503-C2)-methyltransferase,"TIGR00048,PF04055,PF13394,IPR007197,IPR004383","23S rRNA (adenine(2503)-C(2))-methyltransferase,Radical SAM superfamily,4Fe-4S single cluster domain,Radical SAM,Ribosomal RNA large subunit methyltransferase RlmN/Cfr","166,168","Transcription / RNA processing,Protein synthesis / tRNA and rRNA base modification",,2.1.1.192
NZ_DS999537.1,P9202_RS04660,,P9202_RS04660,P9202_1782,Protein Homology,872502.0,873509.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011817628.1,beta-ketoacyl-ACP synthase III,WP_002808224.1,"GO:0006633,GO:0004315,GO:0016746,GO:0033818",,"3-oxoacyl-[acyl-carrier-protein] synthase activity|0004315||IEA,acyltransferase activity|0016746||IEA,beta-ketoacyl-acyl-carrier-protein synthase III activity|0033818||IEA",fatty acid biosynthetic process|0006633||IEA,P9202_1782,872532.0,873509.0,+,CK_Pro_MIT9202_01782,fabH,"GO:0006633,GO:0006629,GO:0006631,GO:0004314,GO:0016740,GO:0016746",CK_00000221,H.2,Fatty acid metabolism,"COG0332,bactNOG00322,cyaNOG00069","COG: METABOLISM [I] Lipid transport and metabolism,bactNOG: METABOLISM [I] Lipid transport and metabolism,cyaNOG: METABOLISM [I] Lipid transport and metabolism",2.3.1.180,beta-ketoacyl-[acyl-carrier-protein] synthase III%3B 3-oxoacyl:ACP synthase III%3B 3-ketoacyl-acyl carrier protein synthase III%3B KASIII%3B KAS III%3B FabH%3B beta-ketoacyl-acyl carrier protein synthase III%3B beta-ketoacyl-ACP synthase III%3B beta-ketoacyl (acyl carrier protein) synthase III%3B acetyl-CoA:malonyl-[acyl-carrier-protein] C-acyltransferase,"fatty acid biosynthetic process,lipid metabolic process,fatty acid metabolic process,fatty acid biosynthetic process,lipid metabolic process,fatty acid metabolic process,[acyl-carrier-protein] S-malonyltransferase activity,transferase activity,transferase activity%2C transferring acyl groups",beta-ketoacyl-(acyl-carrier-protein) synthase III (KASIII),"TIGR00747,PF08545,PF08541,IPR013751,IPR013747,IPR004655","3-oxoacyl-[acyl-carrier-protein] synthase III,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C terminal,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III%2C C-terminal,3-oxoacyl-[acyl-carrier-protein] synthase 3",176,Fatty acid and phospholipid metabolism / Biosynthesis,,2.3.1.180
NZ_DS999537.1,mrdA,mrdA,P9202_RS04140,P9202_1783,Protein Homology,772666.0,774456.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002808226.1,penicillin-binding protein 2,WP_002808226.1,"GO:0009252,GO:0003824,GO:0008658,GO:0016020",membrane|0016020||IEA,"catalytic activity|0003824||IEA,penicillin binding|0008658||IEA",peptidoglycan biosynthetic process|0009252||IEA,P9202_1783,772666.0,774456.0,+,CK_Pro_MIT9202_01783,mrdA,"GO:0009252,GO:0006508,GO:0008360,GO:0042493,GO:0046677,GO:0071555,GO:0008955,GO:0008658,GO:0008144,GO:0009002,GO:0071972,GO:0016020",CK_00000334,C.2,Murein sacculus and peptidoglycan,"COG0768,bactNOG02223,cyaNOG00774","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",,,"peptidoglycan biosynthetic process,proteolysis,regulation of cell shape,response to drug,response to antibiotic,cell wall organization,peptidoglycan biosynthetic process,proteolysis,regulation of cell shape,response to drug,response to antibiotic,cell wall organization,peptidoglycan glycosyltransferase activity,penicillin binding,drug binding,serine-type D-Ala-D-Ala carboxypeptidase activity,peptidoglycan L%2CD-transpeptidase activity,peptidoglycan biosynthetic process,proteolysis,regulation of cell shape,response to drug,response to antibiotic,cell wall organization,peptidoglycan glycosyltransferase activity,penicillin binding,drug binding,serine-type D-Ala-D-Ala carboxypeptidase activity,peptidoglycan L%2CD-transpeptidase activity,membrane",transpeptidase involved in septal peptidoglycan synthesis (peptidoglycan synthetase precursor),"TIGR03423,PF03717,PF00905,IPR017790,IPR005311,IPR001460","penicillin-binding protein 2,Penicillin-binding Protein dimerisation domain,Penicillin binding protein transpeptidase domain,Penicillin-binding protein 2,Penicillin-binding protein%2C dimerisation domain,Penicillin-binding protein%2C transpeptidase",89,Cell envelope / Biosynthesis and degradation of murein sacculus and peptidoglycan,,3.4.16.4
NZ_DS999537.1,rpsP,rpsP,P9202_RS01645,P9202_1784,Protein Homology,299870.0,300235.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002808228.1,30S ribosomal protein S16,WP_002808228.1,"GO:0006412,GO:0003735,GO:0000314,GO:0022627","organellar small ribosomal subunit|0000314||IEA,cytosolic small ribosomal subunit|0022627||IEA",structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,P9202_1784,299870.0,300235.0,-,CK_Pro_MIT9202_01784,rpsP,"GO:0006412,GO:0003723,GO:0003735,GO:0019843,GO:0005840,GO:0030529,GO:0022627",CK_00000720,K.2,Ribosomal proteins: synthesis and modification,"COG0228,bactNOG46929,bactNOG44142,cyaNOG06897,cyaNOG03979","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,"translation,translation,RNA binding,structural constituent of ribosome,rRNA binding,translation,RNA binding,structural constituent of ribosome,rRNA binding,ribosome,ribonucleoprotein complex,cytosolic small ribosomal subunit",30S ribosomal protein S16,"TIGR00002,PF00886,PS00732,IPR000307,IPR020592","ribosomal protein bS16,Ribosomal protein S16,Ribosomal protein S16 signature.,Ribosomal protein S16,Ribosomal protein S16%2C conserved site",158,Protein synthesis / Ribosomal proteins: synthesis and modification,,
NZ_DS999537.1,rsmH,rsmH,P9202_RS04840,P9202_1785,Protein Homology,903245.0,904147.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011131810.1,16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH,WP_002808229.1,GO:0016434,,rRNA (cytosine) methyltransferase activity|0016434||IEA,,P9202_1785,903245.0,904147.0,-,CK_Pro_MIT9202_01785,rsmH,"GO:0000154,GO:0016434,GO:0008168",CK_00049553,K.3,tRNA and rRNA base modification,"COG0275,bactNOG05632,cyaNOG00002","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",2.1.1.199,16S rRNA (cytosine1402-N4)-methyltransferase%3B RsmH%3B MraW,"rRNA modification,rRNA modification,rRNA (cytosine) methyltransferase activity,methyltransferase activity",16S rRNA (cytosine(1402)-N(4))-methyltransferase,"TIGR00006,PF01795,IPR002903","16S rRNA (cytosine(1402)-N(4))-methyltransferase,MraW methylase family,Ribosomal RNA small subunit methyltransferase H",168,Protein synthesis / tRNA and rRNA base modification,,2.1.1.199
NZ_DS999537.1,P9202_RS06000,,P9202_RS06000,P9202_1786,Protein Homology,1107947.0,1108450.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002808234.1,hypothetical protein,WP_002808234.1,,,,,P9202_1786,1107947.0,1108450.0,+,CK_Pro_MIT9202_01786,,,CK_00003386,,,,,,,,possible Ribosomal RNA adenine dimethylase,,,,,,
NZ_DS999537.1,ftsH,ftsH,P9202_RS01545,P9202_1787,Protein Homology,282919.0,284781.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002808237.1,ATP-dependent zinc metalloprotease FtsH,WP_002808237.1,"GO:0006508,GO:0051301,GO:0004222,GO:0016887,GO:0016020",membrane|0016020||IEA,"metalloendopeptidase activity|0004222||IEA,ATP hydrolysis activity|0016887||IEA","proteolysis|0006508||IEA,cell division|0051301||IEA",P9202_1787,282919.0,284781.0,-,CK_Pro_MIT9202_01787,ftsH4,"GO:0006508,GO:0051301,GO:0004222,GO:0016887,GO:0005524,GO:0008270,GO:0016020,GO:0016021",CK_00008086,"D.1.7,D.2,L.4","Trace metals,Cell division,Degradation of proteins%2C peptides%2C and glycopeptides","COG0465,bactNOG01729,cyaNOG00967,cyaNOG01667","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",,,"proteolysis,cell division,proteolysis,cell division,metalloendopeptidase activity,ATPase activity,ATP binding,zinc ion binding,proteolysis,cell division,metalloendopeptidase activity,ATPase activity,ATP binding,zinc ion binding,membrane,integral component of membrane",cell division protein FtsH,"TIGR01241,PF01434,PF06480,PF00004,PS00674,IPR003960,IPR000642,IPR005936,IPR011546,IPR003959,IPR027417,IPR003593","ATP-dependent metallopeptidase HflB,Peptidase family M41,FtsH Extracellular,ATPase family associated with various cellular activities (AAA),AAA-protein family signature.,ATPase%2C AAA-type%2C conserved site,Peptidase M41,Peptidase%2C FtsH,Peptidase M41%2C FtsH extracellular,ATPase%2C AAA-type%2C core,P-loop containing nucleoside triphosphate hydrolase,AAA+ ATPase domain","138,93","Protein fate / Degradation of proteins%2C peptides%2C and glycopeptides,Cellular processes / Cell division",,
NZ_DS999537.1,trxB,trxB,P9202_RS00950,P9202_1788,Protein Homology,164157.0,165533.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002808238.1,thioredoxin-disulfide reductase,WP_002808238.1,"GO:0019430,GO:0004791,GO:0071949,GO:0005737",cytoplasm|0005737||IEA,"thioredoxin-disulfide reductase (NADPH) activity|0004791||IEA,FAD binding|0071949||IEA",removal of superoxide radicals|0019430||IEA,P9202_1788,164157.0,165533.0,+,CK_Pro_MIT9202_01788,trxB,"GO:0055114,GO:0045454,GO:0019430,GO:0004791,GO:0016491,GO:0050660,GO:0005737",CK_00001301,"B.9,D.1.4,D.1.7,G.2"," Thioredoxin%2C glutaredoxin and glutathione,Oxidative stress,Trace metals,Electron transport","COG0492,COG0526,bactNOG00066,cyaNOG00427,cyaNOG05332","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,COG: OC,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",1.8.1.9,Transferred to 1.8.1.9,"oxidation-reduction process,cell redox homeostasis,removal of superoxide radicals,oxidation-reduction process,cell redox homeostasis,removal of superoxide radicals,thioredoxin-disulfide reductase activity,oxidoreductase activity,flavin adenine dinucleotide binding,oxidation-reduction process,cell redox homeostasis,removal of superoxide radicals,thioredoxin-disulfide reductase activity,oxidoreductase activity,flavin adenine dinucleotide binding,cytoplasm",thioredoxin reductase fused with a thioredoxin domain (large NTR System or NTRC),"TIGR01292,PF07992,PF00085,PF00070,PS00573,PS00194,PS51352,IPR023753,IPR012336,IPR013766,IPR001327,IPR008255,IPR005982,IPR000103,IPR017937","thioredoxin-disulfide reductase,Pyridine nucleotide-disulphide oxidoreductase,Thioredoxin,Pyridine nucleotide-disulphide oxidoreductase,Pyridine nucleotide-disulphide oxidoreductases class-II active site.,Thioredoxin family active site.,Thioredoxin domain profile.,FAD/NAD(P)-binding domain,Thioredoxin-like fold,Thioredoxin domain,Description not found.,Pyridine nucleotide-disulphide oxidoreductase%2C class-II%2C active site,Thioredoxin reductase,Pyridine nucleotide-disulphide oxidoreductase%2C class-II,Thioredoxin%2C conserved site",112,Energy metabolism / Electron transport,,1.8.1.9
NZ_DS999537.1,P9202_RS04970,,P9202_RS04970,P9202_1789,Protein Homology,929080.0,930168.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011375765.1,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,WP_002808240.1,"GO:0005975,GO:0008360,GO:0009252,GO:0030259,GO:0051301,GO:0071555,GO:0050511,GO:0051991,GO:0005886",plasma membrane|0005886||IEA,"undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity|0050511||IEA,UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2%2C6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase activity|0051991||IEA","carbohydrate metabolic process|0005975||IEA,regulation of cell shape|0008360||IEA,peptidoglycan biosynthetic process|0009252||IEA,lipid glycosylation|0030259||IEA,cell division|0051301||IEA,cell wall organization|0071555||IEA",P9202_1789,929080.0,930168.0,+,CK_Pro_MIT9202_01789,murG,"GO:0009252,GO:0050511",CK_00000433,C.2,Murein sacculus and peptidoglycan,"COG0707,bactNOG01917,cyaNOG00987","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",2.4.1.227,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase%3B MurG transferase%3B UDP-N-D-glucosamine:N-acetyl-alpha-D-muramyl(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-diphosphoundecaprenol beta-1%2C4-N-acetylglucosaminlytransferase%3B UDP-N-acetyl-D-glucosamine:N-acetyl-alpha-D-muramyl(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase,"peptidoglycan biosynthetic process,peptidoglycan biosynthetic process,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity",undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase,"TIGR01133,PF04101,PF03033,IPR007235,IPR004276,IPR006009","undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase,Glycosyltransferase family 28 C-terminal domain,Glycosyltransferase family 28 N-terminal domain,Glycosyl transferase%2C family 28%2C C-terminal,Glycosyltransferase family 28%2C N-terminal domain,N-acetylglucosaminyltransferase%2C MurG",89,Cell envelope / Biosynthesis and degradation of murein sacculus and peptidoglycan,,2.4.1.227
