geneID,Path,KO,chr,start,end,strand,logFC,logCPM,LR,PValue,annot,bacterial_chemotaxis,biosynthesis_of_amino_acids,carbon_metabolism,fatty_acid_metabolism,flagellar_assembly,redox_genes,ribosome,tonb_associated_genes,resolved_locus_tag,resolution_method
AEZ55_3192,,K02014,scf7180000008835,988989,991382,+,-0.402328819,9.188721704,1.195466698,0.274229626,TonB-dependent receptor,,,,,,,,Y,EZ55_00666,tier1:geneID
AEZ55_3216,2030.0,K03406,scf7180000008835,1014314,1015630,+,0.159979373,7.201897623,0.402429668,0.525837135,PAS domain S-box,Y,,,,,,,,EZ55_00686,tier1:geneID
AEZ55_3223,,K03673,scf7180000008835,1021960,1022592,-,-0.936291555,9.344175209,6.821821253,0.009005069,DSBA-like thioredoxin domain protein,,,,,,Y,,,EZ55_00693,tier1:geneID
AEZ55_3224,,K16092,scf7180000008835,1022901,1024853,-,0.000761898,8.243046228,4.4e-06,0.998325451,putative TonB-dependent vitamin B12 receptor,,,,,,,,Y,EZ55_00694,tier1:geneID
AEZ55_3243,2030.0,K03406,scf7180000008835,1044304,1045905,+,0.305604573,7.381598305,1.198691569,0.273583348,methyl-accepting chemotaxis protein signaling,Y,,,,,,,,EZ55_00711,tier1:geneID
AEZ55_3248,3010.0,K02970,scf7180000008835,1051032,1051235,-,0.266041998,3.755760011,0.429888415,0.512043706,ribosomal protein S21,,,,,,,Y,,EZ55_00715,tier1:geneID
AEZ55_3275,,,scf7180000008835,1072181,1074829,+,0.440632824,7.8172654,0.663348273,0.41538036,TonB-dependent receptor,,,,,,,,Y,EZ55_00734,tier1:geneID
AEZ55_3280,,K03832,scf7180000008835,1078107,1078715,+,0.803864925,5.43843346,2.442290902,0.118103629,gram-negative bacterial TonB protein,,,,,,,,Y,EZ55_00739,tier1:geneID
AEZ55_3285,1212.0,K01897,scf7180000008835,1084346,1085914,-,-0.456330275,7.102330875,2.521289685,0.112318691,putative long-chain-fatty-acid--CoA ligase,,,,Y,,,,,EZ55_00743,tier1:geneID
AEZ55_3288,1200.0,K01682,scf7180000008835,1088244,1091054,+,0.027038053,11.59623551,0.006054446,0.937978937,"aconitate hydratase 2, N-terminal domain",,Y,Y,,,,,,EZ55_00746,tier1:geneID
AEZ55_3296,1200.0,K01682,scf7180000008835,1097707,1100319,+,0.352592539,10.30863567,0.631693011,0.426734986,aconitate hydratase 2,,Y,Y,,,,,,EZ55_00752,tier1:geneID
AEZ55_3298,1230.0,K00928,scf7180000008835,1100901,1102250,+,0.290784838,7.309813769,0.785660343,0.375415577,"asparate kinase, monofunctional class",,Y,,,,,,,EZ55_00754,tier1:geneID
AEZ55_3300,2030.0,K03406,scf7180000008835,1103123,1105147,-,-0.106172832,8.256034695,0.132231029,0.716129955,methyl-accepting chemotaxis protein signaling,Y,,,,,,,,EZ55_00756,tier1:geneID
AEZ55_3339,3010.0,K02871,scf7180000008835,1140370,1140798,+,0.26091363,9.426482496,0.624982451,0.429201779,ribosomal protein L13,,,,,,,Y,,EZ55_00790,tier1:geneID
AEZ55_3340,3010.0,K02996,scf7180000008835,1140811,1141203,+,-0.095916544,8.441391765,0.082891171,0.773416958,ribosomal protein S9,,,,,,,Y,,EZ55_00791,tier1:geneID
AEZ55_3391,,,scf7180000008835,1186454,1188928,-,0.153332786,5.537153996,0.495715727,0.481388668,TonB-dependent receptor,,,,,,,,Y,EZ55_00837,tier1:geneID
AEZ55_3400,1230.0,K00789,scf7180000008835,1196686,1197831,-,-0.091038367,7.994854662,0.091554948,0.76220959,methionine adenosyltransferase,,Y,,,,,,,EZ55_00844,tier1:geneID
AEZ55_3401,1200.0,K00615,scf7180000008835,1198259,1200250,+,-0.216088117,8.598076742,0.380813074,0.537168414,transketolase,,Y,Y,,,,,,EZ55_00845,tier1:geneID
AEZ55_3403,1200.0,K00927,scf7180000008835,1201396,1202589,+,0.158985736,7.199269253,0.380125134,0.537536274,phosphoglycerate kinase,,Y,Y,,,,,,EZ55_00847,tier1:geneID
AEZ55_3404,1200.0,K01623,scf7180000008835,1202872,1203771,+,0.13815658,8.342149162,0.24632255,0.619676469,fructose-bisphosphate aldolase class-I,,Y,Y,,,,,,EZ55_00848,tier1:geneID
AEZ55_3434,,,scf7180000008835,1231980,1232408,+,-2.456432633,12.14789334,26.90276374,2.14e-07,"peroxiredoxin, Ohr family protein",,,,,,Y,,,EZ55_00872,tier1:geneID
AEZ55_3441,2030.0,K03406,scf7180000008835,1238870,1240168,-,-0.027843471,7.245636176,0.008098172,0.928295285,PAS domain S-box,Y,,,,,,,,EZ55_00880,tier1:geneID
AEZ55_3517,1230.0,K01704,scf7180000008835,1320664,1321269,-,-1.725679092,7.001525546,9.771668686,0.001772215,"3-isopropylmalate dehydratase, small subunit",,Y,,,,,,,EZ55_00953,tier1:geneID
AEZ55_3518,1230.0,K01703,scf7180000008835,1321273,1322673,-,-1.469350055,8.788413122,5.781999269,0.016191115,"3-isopropylmalate dehydratase, large subunit",,Y,,,,,,,EZ55_00954,tier1:geneID
AEZ55_3519,1230.0,K00052,scf7180000008835,1322683,1323780,-,-0.819885747,8.416785388,2.614496225,0.105891149,3-isopropylmalate dehydrogenase,,Y,,,,,,,EZ55_00955,tier1:geneID
AEZ55_3520,1230.0,K01649,scf7180000008835,1323781,1325340,-,0.046266931,9.50830192,0.018937431,0.890546012,2-isopropylmalate synthase,,Y,,,,,,,EZ55_00956,tier1:geneID
AEZ55_3523,1200.0,K01689,scf7180000008835,1326669,1327961,-,-0.324231606,8.330272269,1.111695589,0.291713662,phosphopyruvate hydratase,,Y,Y,,,,,,EZ55_00958,tier1:geneID
AEZ55_3560,1200.0,K00030,scf7180000008835,1361981,1362988,-,-0.086272168,9.217193666,0.081615978,0.775119315,"putative isocitrate dehydrogenase,",,Y,Y,,,,,,EZ55_00990,tier1:geneID
AEZ55_3579,1230.0,K00674,scf7180000008835,1379803,1380627,-,-0.085495206,6.878904935,0.07773711,0.780387758,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate",,Y,,,,,,,EZ55_01008,tier1:geneID
AEZ55_3582,3010.0,K02967,scf7180000008835,1384804,1385535,+,0.328766914,10.73801392,0.941455794,0.33190373,ribosomal protein S2,,,,,,,Y,,EZ55_01012,tier1:geneID
AEZ55_3592,1212.0,K02372,scf7180000008835,1395634,1396083,+,-0.072687836,6.796026133,0.084559801,0.771210649,beta-hydroxyacyl-(acyl-carrier-protein),,,,Y,,,,,EZ55_01022,tier1:geneID
AEZ55_3598,1200.0,K01962,scf7180000008835,1402612,1403049,+,0.06587009,5.477665708,0.083763723,0.772260274,acetyl co-enzyme A carboxylase,,,Y,Y,,,,,,unresolved
AEZ55_3599,1200.0,K01962,scf7180000008835,1403007,1403567,+,0.001478742,5.917721034,3.85e-05,0.995047548,acetyl-CoA carboxylase carboxyltransferase,,,Y,Y,,,,,EZ55_01027,tier1:geneID
AEZ55_3616,2040.0,K02399,scf7180000008835,1419799,1420230,-,0.30384556,7.682136761,1.14378162,0.284854668,FlgN protein,,,,,Y,,,,EZ55_01042,tier1:geneID
AEZ55_3617,2040.0,K02398,scf7180000008835,1420270,1420599,-,0.263534777,8.072168243,0.800449644,0.370958967,flagellar biosynthesis anti-sigma factor FlgM,,,,,Y,,,,EZ55_01043,tier1:geneID
AEZ55_3618,2040.0,K02386,scf7180000008835,1420702,1421421,-,0.484113819,6.769244047,3.287475335,0.069810287,flagella basal body P-ring formation protein,,,,,Y,,,,EZ55_01044,tier1:geneID
AEZ55_3619,2030.0,K03415,scf7180000008835,1421696,1422625,+,0.347362338,8.636342032,1.403445012,0.236147614,CheW-like domain protein,Y,,,,,,,,EZ55_01045,tier1:geneID
AEZ55_3620,2030.0,K00575,scf7180000008835,1422641,1423495,+,0.239789476,6.899085485,0.84151256,0.358964536,"CheR methyltransferase, SAM binding domain",Y,,,,,,,,EZ55_01046,tier1:geneID
AEZ55_3621,2040.0,K02387,scf7180000008835,1423672,1424076,+,1.015066697,4.69606195,14.12944816,0.000170651,flagellar basal-body rod protein FlgB,,,,,Y,,,,EZ55_01047,tier1:geneID
AEZ55_3622,2040.0,K02388,scf7180000008835,1424108,1424530,+,0.978187317,4.572589505,15.49608007,8.27e-05,flagellar basal-body rod protein FlgC,,,,,Y,,,,EZ55_01048,tier1:geneID
AEZ55_3623,2040.0,K02389,scf7180000008835,1424562,1425248,+,0.602060537,5.003278508,6.641638744,0.009962225,flagellar hook capping protein,,,,,Y,,,,EZ55_01049,tier1:geneID
AEZ55_3624,2040.0,K02390,scf7180000008835,1425263,1426648,+,0.10634373,6.431877367,0.145904211,0.702480577,flagellar hook protein FlgE,,,,,Y,,,,EZ55_01050,tier1:geneID
AEZ55_3625,2040.0,K02391,scf7180000008835,1426873,1427616,+,1.203356644,3.902790797,25.00922406,5.71e-07,flagellar basal-body rod protein FlgF,,,,,Y,,,,EZ55_01051,tier1:geneID
AEZ55_3626,2040.0,K02392,scf7180000008835,1427663,1428451,+,0.605111025,3.950865334,6.946392035,0.008398845,flagellar basal-body rod protein FlgG,,,,,Y,,,,EZ55_01052,tier1:geneID
AEZ55_3627,2040.0,K02393,scf7180000008835,1428463,1429143,+,0.281171685,3.439502843,0.904763852,0.341507551,flagellar L-ring protein FlgH,,,,,Y,,,,EZ55_01053,tier1:geneID
AEZ55_3628,2040.0,K02394,scf7180000008835,1429166,1430278,+,0.15946181,3.388477689,0.38539211,0.534731504,flagellar P-ring protein FlgI,,,,,Y,,,,EZ55_01054,tier1:geneID
AEZ55_3630,2040.0,K02396,scf7180000008835,1431304,1433346,+,-0.136438341,4.933698369,0.331461167,0.564799964,flagellar hook-associated protein FlgK,,,,,Y,,,,EZ55_01056,tier1:geneID
AEZ55_3631,2040.0,K02397,scf7180000008835,1433354,1434577,+,0.026122446,5.677296591,0.009338199,0.923016773,flagellar hook-associated protein 3,,,,,Y,,,,EZ55_01057,tier1:geneID
AEZ55_3633,2040.0,K02406,scf7180000008835,1435798,1436643,+,-0.409791933,7.239672186,1.96440333,0.161043172,bacterial flagellin N-terminus,,,,,Y,,,,EZ55_01059,tier1:geneID
AEZ55_3634,2040.0,K02406,scf7180000008835,1437351,1438199,+,-0.233058748,7.585645005,0.233510992,0.628932614,bacterial flagellin N-terminus,,,,,Y,,,,EZ55_01060,tier1:geneID
AEZ55_3635,2040.0,K02406,scf7180000008835,1438968,1439807,+,-0.851674799,9.613174273,4.395072582,0.036042925,bacterial flagellin N-terminus,,,,,Y,,,,EZ55_01061,tier1:geneID
AEZ55_3637,2040.0,K02407,scf7180000008835,1440407,1441837,+,0.36308604,9.823353438,1.189610968,0.275408043,flagellar hook-associated protein 2,,,,,Y,,,,EZ55_01063,tier1:geneID
AEZ55_3638,2040.0,K02422,scf7180000008835,1441859,1442287,+,0.264035223,6.855978799,0.84447396,0.358120343,flagellar protein FliS,,,,,Y,,,,EZ55_01064,tier1:geneID
AEZ55_3645,2040.0,K02406,scf7180000008835,1447331,1448131,+,0.815762643,8.106277598,6.428669362,0.011229267,putative flagellin,,,,,Y,,,,EZ55_01068,tier1:geneID
AEZ55_3650,2040.0,K02408,scf7180000008835,1452632,1452967,+,-0.102874009,1.728089418,0.069951641,0.791407204,flagellar hook-basal body complex protein FliE,,,,,Y,,,,EZ55_01073,tier1:geneID
AEZ55_3651,2040.0,K02409,scf7180000008835,1452980,1454674,+,0.038076232,4.612476319,0.027073183,0.869306607,flagellar M-ring protein FliF,,,,,Y,,,,EZ55_01074,tier1:geneID
AEZ55_3652,2030.0,K02410,scf7180000008835,1454687,1455727,+,0.143219238,5.365768442,0.436316676,0.508905618,flagellar motor switch protein FliG,Y,,,,Y,,,,EZ55_01075,tier1:geneID
AEZ55_3654,2040.0,K02411,scf7180000008835,1456117,1456548,+,0.111301053,2.909651048,0.1804254,0.671007913,flagellar assembly protein FliH,,,,,Y,,,,EZ55_01076,tier1:geneID
AEZ55_3655,2040.0,K02412,scf7180000008835,1456541,1457875,+,0.037836697,4.616421532,0.024426452,0.875804721,flagellar protein export ATPase FliI,,,,,Y,,,,EZ55_01077,tier1:geneID
AEZ55_3656,2040.0,K02413,scf7180000008835,1457948,1458340,+,0.387844859,2.46240683,1.86011172,0.172611907,putative flagellar export protein FliJ,,,,,Y,,,,EZ55_01078,tier1:geneID
AEZ55_3659,2040.0,K02414,scf7180000008835,1459805,1461058,+,1.174531817,5.061827916,29.79059201,4.81e-08,flagellar hook-length control protein,,,,,Y,,,,EZ55_01079,tier1:geneID
AEZ55_3661,2030.0,K02416,scf7180000008835,1461853,1462911,+,0.501187417,6.020619747,4.726225035,0.029706016,flagellar motor switch protein FliM,Y,,,,Y,,,,EZ55_01081,tier1:geneID
AEZ55_3662,2030.0,K02417,scf7180000008835,1462929,1463336,+,0.31527687,5.51658153,1.919040165,0.165962511,flagellar motor switch protein FliN,Y,,,,Y,,,,EZ55_01082,tier1:geneID
AEZ55_3663,2040.0,K02418,scf7180000008835,1463365,1463817,+,0.587450986,3.168196439,4.175724798,0.041007019,flagellar biosynthetic protein FliO,,,,,Y,,,,EZ55_01083,tier1:geneID
AEZ55_3664,2040.0,K02419,scf7180000008835,1463810,1464565,+,0.269192451,4.805986158,1.439805981,0.230170739,flagellar biosynthetic protein FliP,,,,,Y,,,,EZ55_01084,tier1:geneID
AEZ55_3665,2040.0,K02420,scf7180000008835,1464717,1464842,+,0.351942067,2.108039447,1.081242951,0.298419666,flagellar biosynthetic protein FliQ,,,,,Y,,,,EZ55_01085,tier1:geneID
AEZ55_3666,2040.0,K02421,scf7180000008835,1464855,1465634,+,-0.241726913,3.513281147,1.06073235,0.303048212,flagellar biosynthetic protein FliR,,,,,Y,,,,EZ55_01086,tier1:geneID
AEZ55_3667,2040.0,K02401,scf7180000008835,1465641,1466765,+,-0.237424855,4.071638429,0.954898437,0.328475569,flagellar biosynthetic protein FlhB,,,,,Y,,,,EZ55_01087,tier1:geneID
AEZ55_3670,2040.0,K02400,scf7180000008835,1469652,1471751,+,0.407964135,5.713046244,2.759866654,0.096656293,flagellar biosynthesis protein FlhA,,,,,Y,,,,EZ55_01090,tier1:geneID
AEZ55_3672,2040.0,K04562,scf7180000008835,1473196,1474062,+,-0.114840549,8.817569587,0.135471497,0.712825119,flagellar biosynthesis protein FlhG,,,,,Y,,,,EZ55_01092,tier1:geneID
AEZ55_3674,2030.0,K03413,scf7180000008835,1474827,1475210,+,-0.349842395,7.417857177,1.707069354,0.191366049,chemotaxis protein CheY,Y,,,,,,,,EZ55_01094,tier1:geneID
AEZ55_3675,2030.0,K03414,scf7180000008835,1475245,1476000,+,-0.076631363,7.613884824,0.073963535,0.785650947,chemotaxis phosphatase CheZ,Y,,,,,,,,EZ55_01095,tier1:geneID
AEZ55_3676,2030.0,K03407,scf7180000008835,1476013,1478247,+,-0.005487679,9.056647351,0.000310383,0.985943835,putative chemotaxis protein CheA,Y,,,,,,,,EZ55_01096,tier1:geneID
AEZ55_3677,2030.0,K03412,scf7180000008835,1478276,1479406,+,0.027718671,6.841190507,0.007476674,0.93109458,response regulator receiver domain protein,Y,,,,,,,,EZ55_01097,tier1:geneID
AEZ55_3679,2030.0,K03408,scf7180000008835,1480207,1480803,+,0.648696824,6.081168345,7.705150986,0.005506347,conserved domain protein,Y,,,,,,,,EZ55_01099,tier1:geneID
AEZ55_3681,2030.0,K03408,scf7180000008835,1481030,1481521,+,0.500339358,7.4240122,3.595963064,0.05792006,CheW-like domain protein,Y,,,,,,,,EZ55_01100,tier1:geneID
AEZ55_3683,1230.0,K00651,scf7180000008835,1482127,1482993,+,-0.011753642,5.475188308,0.002310355,0.961663525,homoserine O-succinyltransferase,,Y,,,,,,,EZ55_01102,tier1:geneID
AEZ55_3684,1230.0,K00548,scf7180000008835,1483068,1484135,+,-0.356582696,5.887486288,1.240512826,0.265372243,homocysteine S-methyltransferase,,Y,,,,,,,EZ55_01103,tier1:geneID
AEZ55_3685,1230.0,K00548,scf7180000008835,1484145,1486769,+,-0.518515706,6.617540085,2.422517796,0.119602559,methionine synthase,,Y,,,,,,,EZ55_01104,tier1:geneID
AEZ55_3688,2030.0,K03406,scf7180000008835,1488266,1490257,+,0.088340365,5.065849967,0.154264127,0.694493262,methyl-accepting chemotaxis protein signaling,Y,,,,,,,,EZ55_01107,tier1:geneID
AEZ55_3693,,,scf7180000008835,1494981,1497404,+,-0.282412286,4.470222263,1.584338047,0.208136938,TonB-dependent receptor,,,,,,,,Y,EZ55_01112,tier1:geneID
AEZ55_3720,1230.0,K00500,scf7180000008835,1519113,1519913,+,-0.446076166,8.651084556,1.191813423,0.274964072,phenylalanine-4-hydroxylase,,Y,,,,,,,EZ55_01136,tier1:geneID
AEZ55_3729,,,scf7180000008835,1527855,1530800,+,-0.083486538,6.158090967,0.130190166,0.71823495,TonB-dependent receptor,,,,,,,,Y,EZ55_01145,tier1:geneID
AEZ55_3730,,,scf7180000008835,1531122,1533959,+,0.195926183,11.03723409,0.315670047,0.574221482,TonB-dependent receptor,,,,,,,,Y,EZ55_01146,tier1:geneID
AEZ55_3741,,K03832,scf7180000008835,1542344,1542949,+,-0.604498495,9.181445025,2.576848445,0.108437367,gram-negative bacterial TonB protein,,,,,,,,Y,EZ55_01156,tier1:geneID
AEZ55_3746,,,scf7180000008835,1547483,1549573,+,-0.50937481,6.995341777,3.049317599,0.080771074,TonB-dependent receptor plug domain protein,,,,,,,,Y,EZ55_01161,tier1:geneID
AEZ55_3776,1200.0,K01738,scf7180000008835,1577708,1578757,-,-0.283742736,5.224380767,0.984458569,0.321100531,pyridoxal-phosphate dependent protein,,Y,Y,,,,,,EZ55_01189,tier1:geneID
AEZ55_3805,1230.0,K01736,scf7180000008835,1606357,1606761,+,-0.278140283,5.124892692,1.13858412,0.285951709,chorismate synthase domain protein,,Y,,,,,,,,unresolved
AEZ55_3806,1230.0,K01736,scf7180000008835,1606797,1607453,+,-0.32048889,5.889466742,0.988933626,0.320003145,chorismate synthase,,Y,,,,,,,EZ55_01216,tier1:geneID
AEZ55_3817,,K07390,scf7180000008835,1616167,1616517,+,0.195436012,7.299843422,0.494514727,0.48192027,"monothiol glutaredoxin, Grx4 family",,,,,,Y,,,EZ55_01224,tier1:geneID
AEZ55_3818,,K02014,scf7180000008835,1616852,1619440,+,1.816474633,9.337658099,23.97676438,9.75e-07,TonB-dependent receptor plug domain protein,,,,,,,,Y,EZ55_01225,tier1:geneID
AEZ55_3822,,K02014,scf7180000008835,1621549,1624365,+,0.209875407,5.576606089,0.837773771,0.36003425,TonB-dependent receptor,,,,,,,,Y,EZ55_01228,tier1:geneID
AEZ55_3831,1212.0,K00059,scf7180000008835,1629656,1630366,-,-1.135915203,4.380856499,10.9734012,0.00092429,"oxidoreductase, short chain",,,,Y,,,,,EZ55_01235,tier1:geneID
AEZ55_3874,1212.0,K00632,scf7180000008835,1678686,1679996,+,-0.335209589,9.597482559,1.013220414,0.314132562,acetyl-CoA C-acyltransferase FadI,,,,Y,,,,,EZ55_01278,tier1:geneID
AEZ55_3875,1200.0,K01782,scf7180000008835,1679998,1681797,+,-0.633014033,9.085266718,3.635554417,0.056557764,"putative fatty oxidation complex, alpha subunit",,,Y,Y,,,,,EZ55_01279,tier1:geneID
AEZ55_3899,,K07396,scf7180000008835,1714202,1714876,+,-0.22296668,5.010548227,0.864768779,0.352407615,DSBA-like thioredoxin domain protein,,,,,,Y,,,EZ55_01301,tier1:geneID
AEZ55_3901,3010.0,K02959,scf7180000008835,1715785,1716036,+,0.340071063,9.164937036,1.166943659,0.280030127,ribosomal protein S16,,,,,,,Y,,EZ55_01303,tier1:geneID
AEZ55_3904,3010.0,K02884,scf7180000008835,1717362,1717721,+,0.718685776,7.556501923,4.849367639,0.02765627,ribosomal protein L19,,,,,,,Y,,EZ55_01306,tier1:geneID
AEZ55_3911,1230.0,K01626,scf7180000008835,1721815,1722903,+,0.203338985,7.90270054,0.320750868,0.57115675,3-deoxy-7-phosphoheptulonate synthase,,Y,,,,,,,EZ55_01310,tier1:geneID
AEZ55_3912,1230.0,K14187,scf7180000008835,1722979,1724133,+,0.100373135,6.84694474,0.13282968,0.715515984,chorismate mutase,,Y,,,,,,,EZ55_01311,tier1:geneID
AEZ55_3918,1230.0,K14170,scf7180000008835,1728980,1729297,-,-0.45667201,4.73373264,2.459247939,0.11683471,ACT domain protein,,Y,,,,,,,,unresolved
AEZ55_3919,1230.0,K14170,scf7180000008835,1729297,1730160,-,-0.089940214,6.840131227,0.106124367,0.744600382,chorismate mutase,,Y,,,,,,,EZ55_01317,tier1:geneID
AEZ55_3920,2030.0,K03413,scf7180000008835,1730514,1731314,-,0.156995922,6.888324267,0.399292109,0.527455068,response regulator receiver domain protein,Y,,,,,,,,EZ55_01318,tier1:geneID
AEZ55_3946,,,scf7180000008835,1749711,1750040,+,-0.642161943,6.083463138,5.689574568,0.017065991,TonB family C-terminal domain protein,,,,,,,,Y,,unresolved
AEZ55_3967,1230.0,K00133,scf7180000008835,1768499,1769623,-,0.126680975,7.593292533,0.178310799,0.67282895,aspartate-semialdehyde dehydrogenase,,Y,,,,,,,EZ55_01358,tier1:geneID
AEZ55_3977,,K16090,scf7180000008835,1781021,1783102,+,1.253766584,6.657318136,16.86204787,4.02e-05,TonB-dependent siderophore receptor,,,,,,,,Y,EZ55_01368,tier1:geneID
AEZ55_3998,,K02014,scf7180000008835,1801642,1804449,+,0.099453942,6.90340431,0.149020391,0.699473271,TonB-dependent receptor,,,,,,,,Y,EZ55_01383,tier1:geneID
AEZ55_4030,1230.0,K01626,scf7180000008835,1830029,1831372,+,-0.121243312,7.62423517,0.170432198,0.679727985,3-deoxy-7-phosphoheptulonate synthase,,Y,,,,,,,EZ55_01408,tier1:geneID
AEZ55_4068,1230.0,K01695,scf7180000008835,1860413,1861222,-,-1.087705959,6.843144018,6.627218901,0.010043195,"tryptophan synthase, alpha subunit",,Y,,,,,,,EZ55_01446,tier1:geneID
AEZ55_4069,1230.0,K01696,scf7180000008835,1861222,1862403,-,-1.276638998,7.815460183,8.5421899,0.003470079,"tryptophan synthase, beta subunit",,Y,,,,,,,EZ55_01447,tier1:geneID
AEZ55_4070,1230.0,K13498,scf7180000008835,1862424,1863833,-,-1.435455555,7.99378603,16.32134181,5.35e-05,indole-3-glycerol phosphate synthase,,Y,,,,,,,EZ55_01448,tier1:geneID
AEZ55_4071,1230.0,K00766,scf7180000008835,1863826,1864857,-,-1.523891572,7.706191732,17.81827331,2.43e-05,anthranilate phosphoribosyltransferase,,Y,,,,,,,EZ55_01449,tier1:geneID
AEZ55_4072,1230.0,K01658,scf7180000008835,1864850,1865482,-,-1.808112704,6.690135878,23.77274549,1.08e-06,glutamine amidotransferase of anthranilate,,Y,,,,,,,EZ55_01450,tier1:geneID
AEZ55_4073,1230.0,K01657,scf7180000008835,1865479,1867215,-,-1.303629675,9.254231714,12.61172778,0.000383334,anthranilate synthase component I,,Y,,,,,,,EZ55_01451,tier1:geneID
AEZ55_4082,,K00537,scf7180000008835,1874886,1875380,+,0.233085298,3.322751461,0.828400588,0.362735424,putative arsenate reductase (glutaredoxin),,,,,,Y,,,EZ55_01460,tier1:geneID
AEZ55_4095,,K02014,scf7180000008835,1890599,1892977,+,0.139275326,5.194677734,0.2858344,0.592902395,TonB-dependent receptor,,,,,,,,Y,EZ55_01473,tier1:geneID
AEZ55_4113,1230.0,K00215,scf7180000008835,1912441,1913082,+,0.020381948,5.309553417,0.00648212,0.935830359,dihydrodipicolinate reductase,,Y,,,,,,,EZ55_01487,tier1:geneID
AEZ55_4114,1230.0,K00215,scf7180000008835,1913042,1913245,+,0.487321487,3.449975152,3.72170931,0.053709362,"dihydrodipicolinate reductase, C-terminus",,Y,,,,,,,,unresolved
AEZ55_4119,2030.0,K03406,scf7180000008835,1919065,1919835,+,0.132260286,4.802133818,0.37664124,0.539406292,methyl-accepting chemotaxis protein signaling,Y,,,,,,,,EZ55_01491,tier1:geneID
AEZ55_4124,1200.0,K00925,scf7180000008835,1923781,1924962,+,0.104998567,6.458945018,0.175798001,0.675009523,acetate kinase,,,Y,,,,,,EZ55_01496,tier1:geneID
AEZ55_4125,1200.0,K13788,scf7180000008835,1925007,1927148,+,0.06141735,6.73504536,0.051368895,0.820698187,phosphate acetyltransferase,,,Y,,,,,,EZ55_01497,tier1:geneID
AEZ55_4144,,K02014,scf7180000008835,1940750,1943314,+,-0.217821909,6.123030499,0.714372703,0.397995991,TonB-dependent receptor,,,,,,,,Y,EZ55_01513,tier1:geneID
AEZ55_4165,3010.0,K02897,scf7180000008835,1952396,1953028,-,0.641523613,8.77008532,2.951483954,0.085798741,"ribosomal protein L25, Ctc-form",,,,,,,Y,,EZ55_01531,tier1:geneID
AEZ55_4169,1200.0,K00948,scf7180000008835,1955256,1956203,-,0.681563796,8.856629964,4.708927799,0.030006361,ribose-phosphate diphosphokinase,,Y,Y,,,,,,EZ55_01534,tier1:geneID
AEZ55_4209,1230.0,K01439,scf7180000008835,1990300,1991436,-,-0.227551009,6.013838483,0.74678363,0.387496467,succinyl-diaminopimelate desuccinylase,,Y,,,,,,,EZ55_01568,tier1:geneID
AEZ55_4276,3010.0,K02916,scf7180000008835,2062477,2062674,+,0.175995402,9.623180484,0.298350757,0.5849182,ribosomal protein L35,,,,,,,Y,,EZ55_01627,tier1:geneID
AEZ55_4277,3010.0,K02887,scf7180000008835,2062693,2063049,+,-0.159057887,10.00459073,0.25427834,0.614078548,ribosomal protein L20,,,,,,,Y,,EZ55_01628,tier1:geneID
AEZ55_4312,1200.0,K00640,scf7180000008835,2096891,2097466,-,-0.057921955,4.409650502,0.047239072,0.82793909,bacterial transferase hexapeptide repeat,,Y,Y,,,,,,EZ55_01657,tier1:geneID
AEZ55_4357,1200.0,K00626,scf7180000008835,2141520,2142695,+,-0.963696742,9.767003038,6.815309262,0.009037965,acetyl-CoA C-acetyltransferase,,,Y,Y,,,,,EZ55_01696,tier1:geneID
AEZ55_4371,,,scf7180000008835,2158416,2161121,-,-0.109253857,4.849365193,0.162272314,0.687073011,TonB-dependent receptor,,,,,,,,Y,EZ55_01706,tier1:geneID
AEZ55_4422,3010.0,K02911,scf7180000008835,2213865,2214035,+,-0.534556588,7.486539849,2.856514698,0.091004485,ribosomal protein L32,,,,,,,Y,,EZ55_01751,tier1:geneID
AEZ55_4424,1212.0,K00648,scf7180000008835,2215073,2216038,+,-0.350996499,7.132508647,1.174381203,0.278502847,3-oxoacyl-(acyl carrier protein) synthase III,,,,Y,,,,,EZ55_01753,tier1:geneID
AEZ55_4425,1212.0,K00645,scf7180000008835,2216138,2217067,+,-0.304821847,6.882983102,0.807544543,0.368847204,malonyl CoA-acyl carrier protein transacylase,,,,Y,,,,,EZ55_01754,tier1:geneID
AEZ55_4426,1212.0,K00059,scf7180000008835,2217077,2217817,+,-0.218606263,6.626118978,0.408854712,0.522551381,3-oxoacyl-(acyl-carrier-protein) reductase,,,,Y,,,,,EZ55_01755,tier1:geneID
AEZ55_4428,1212.0,K09458,scf7180000008835,2218337,2219575,+,0.109050962,6.565043611,0.16317491,0.686250118,beta-ketoacyl-acyl-carrier-protein synthase II,,,,Y,,,,,EZ55_01757,tier1:geneID
AEZ55_4444,1200.0,K07516,scf7180000008835,2235907,2236761,+,-0.925837872,8.498648757,4.713420699,0.029928044,enoyl-CoA hydratase/isomerase family protein,,,Y,Y,,,,,,unresolved
AEZ55_4445,1200.0,K07516,scf7180000008835,2236758,2238029,+,-1.127464122,9.344266864,6.403567044,0.011389131,"noyl-CoA hydratase/3,2-trans-enoyl-CoA",,,Y,Y,,,,,EZ55_01772,tier1:geneID
