GID,SYMBOL,KID,KO,PRODUCT,uniprot_acc,uniprot_def,ec_num,start_pos,pos,length
PMT9312_0938,PMT9312_0938,pmi:PMT9312_0938,K02231,putative cobinamide kinase,Q31AU7,Putative cobinamide kinase.,2.7.1.156 2.7.7.62,872951,872951..873511,186
PMT9312_0939,PMT9312_0939,pmi:PMT9312_0939,K03216,putative tRNA/rRNA methyltransferase (SpoU family),Q31AU6,Putative tRNA/rRNA methyltransferase (SpoU family).,2.1.1.-,873514,873514..873996,160
PMT9312_R0022,tRNA-Met1,pmi:PMT9312_R0022,,tRNA-Met,,,,874026,874026..874099,
PMT9312_0940,PMT9312_0940,pmi:PMT9312_0940,K06891,hypothetical protein,Q31AU5,Hypothetical protein.,,874168,874168..874455,95
PMT9312_0941,PMT9312_0941,pmi:PMT9312_0941,,hypothetical protein,Q31AU4,Hypothetical protein.,,874781,complement(874781..875179),132
PMT9312_0942,PMT9312_0942,pmi:PMT9312_0942,,hypothetical protein,Q31AU3,Hypothetical protein.,,875651,875651..875890,79
PMT9312_0943,PMT9312_0943,pmi:PMT9312_0943,,influenza RNA-dependent RNA polymerase-like,Q31AU2,Influenza RNA-dependent RNA polymerase-like.,,876624,876624..876845,73
PMT9312_0944,PMT9312_0944,pmi:PMT9312_0944,K03386,thioredoxin peroxidase,Q31AU1,Thioredoxin peroxidase.,1.11.1.15,877314,877314..877898,194
PMT9312_0945,PMT9312_0945,pmi:PMT9312_0945,,hypothetical protein,Q31AU0,Hypothetical protein precursor.,,877914,complement(877914..878663),249
PMT9312_0946,ftsH,pmi:PMT9312_0946,K03798,ATP-dependent metalloprotease FtsH,Q31AT9,ATP-dependent metalloprotease FtsH (EC 3.6.4.6).,3.4.24.-,878703,complement(878703..880457),584
PMT9312_0947,PMT9312_0947,pmi:PMT9312_0947,K02911,ribosomal protein L32,Q31AT8,Ribosomal protein L32.,,880589,880589..880759,56
PMT9312_0948,PMT9312_0948,pmi:PMT9312_0948,,hypothetical protein,Q31AT7,Hypothetical protein.,,880763,complement(880763..881089),108
PMT9312_0949,cbbY,pmi:PMT9312_0949,,putative CbbY,Q31AT6,Putative CbbY.,,881076,complement(881076..881840),254
PMT9312_0950,PMT9312_0950,pmi:PMT9312_0950,K06940,hypothetical protein,Q31AT5,Hypothetical protein.,,882011,882011..882358,115
PMT9312_0951,PMT9312_0951,pmi:PMT9312_0951,,hypothetical protein,Q31AT4,Hypothetical protein.,,882355,882355..882681,108
PMT9312_0952,PMT9312_0952,pmi:PMT9312_0952,,hypothetical protein,Q31AT3,Hypothetical protein.,,882682,882682..882984,100
PMT9312_0953,PMT9312_0953,pmi:PMT9312_0953,,RNA binding S1,Q31AT2,RNA binding S1.,,883065,883065..885284,739
PMT9312_0954,PMT9312_0954,pmi:PMT9312_0954,,uncharacterized secreted proteins,Q31AT1,Uncharacterized secreted proteins precursor.,,885346,885346..885789,147
PMT9312_0955,PMT9312_0955,pmi:PMT9312_0955,,hypothetical protein,Q31AT0,Hypothetical protein.,,885860,885860..886438,192
PMT9312_0956,acsF,pmi:PMT9312_0956,K04035,aerobic Mg-protoporphyrin IX monomethylester cyclase,Q31AS9,Magnesium-protoporphyrin IX monomethyl ester aerobic oxidative cyclase.,1.14.13.81,886519,886519..887691,390
PMT9312_0957,tldD,pmi:PMT9312_0957,K03568,putative modulator of DNA gyrase,,,,,,
PMT9312_0958,PMT9312_0958,pmi:PMT9312_0958,K03592,modulator of DNA gyrase-like,Q31AS7,Modulator of DNA gyrase-like.,,889151,889151..890503,450
PMT9312_0959,PMT9312_0959,pmi:PMT9312_0959,K00604,methionyl-tRNA formyltransferase,Q31AS6,Methionyl-tRNA formyltransferase.,2.1.2.9,890500,890500..891486,328
PMT9312_0960,PMT9312_0960,pmi:PMT9312_0960,,hypothetical protein,Q31AS5,Hypothetical protein.,,891483,complement(891483..892193),236
PMT9312_0961,PMT9312_0961,pmi:PMT9312_0961,K03723,transcription-repair coupling factor,Q31AS4,Transcription-repair coupling factor.,3.6.1.-,892268,892268..895792,1174
PMT9312_0962,PMT9312_0962,pmi:PMT9312_0962,,nucleoside diphosphate kinase-like,Q31AS3,Nucleoside diphosphate kinase-like.,,896018,complement(896018..896386),122
PMT9312_0963,PMT9312_0963,pmi:PMT9312_0963,,hypothetical protein,Q31AS2,Hypothetical protein.,,896477,complement(896477..897067),196
PMT9312_0964,PMT9312_0964,pmi:PMT9312_0964,,hypothetical protein,Q31AS1,Hypothetical protein.,,897069,complement(897069..897449),126
PMT9312_0965,PMT9312_0965,pmi:PMT9312_0965,,hypothetical protein,Q31AS0,Hypothetical protein.,,897632,complement(897632..897829),65
PMT9312_0966,PMT9312_0966,pmi:PMT9312_0966,K03185,2-octaprenyl-6-methoxyphenol 4-monoxygenase,,,,,,
PMT9312_0967,PMT9312_0967,pmi:PMT9312_0967,,hypothetical protein,Q31AR8,Hypothetical protein.,,899009,complement(899009..899650),213
PMT9312_0968,PMT9312_0968,pmi:PMT9312_0968,K00215,dihydrodipicolinate reductase,Q31AR7,Dihydrodipicolinate reductase (EC 1.3.1.26).,1.3.1.26,899652,complement(899652..900500),282
PMT9312_0969,chlH,pmi:PMT9312_0969,K03403,Magnesium protoporphyrin IX chelatase subunit H,Q31AR6,"Magnesium-chelatase, subunit H (EC 6.6.1.2).",6.6.1.1,900603,900603..904613,1336
PMT9312_0970,PMT9312_0970,pmi:PMT9312_0970,K00796,dihydropteroate synthase,Q31AR5,Dihydropteroate synthase (EC 2.5.1.15).,2.5.1.15,904622,complement(904622..905476),284
PMT9312_0971,PMT9312_0971,pmi:PMT9312_0971,K01803,triosephosphate isomerase,Q31AR4,Triosephosphate isomerase (EC 5.3.1.1) (TIM) (Triose-phosphate isomerase).,5.3.1.1,905451,complement(905451..906176),241
PMT9312_0972,PMT9312_0972,pmi:PMT9312_0972,,RNA-binding S4,Q31AR3,RNA-binding S4.,,906229,complement(906229..906405),58
PMT9312_0973,PMT9312_0973,pmi:PMT9312_0973,K06147,ATPase,Q31AR2,ATPase.,,906464,906464..908170,568
PMT9312_0974,PMT9312_0974,pmi:PMT9312_0974,,hypothetical protein,Q31AR1,Hypothetical protein.,,908202,908202..908420,72
PMT9312_0975,PMT9312_0975,pmi:PMT9312_0975,K01955,"carbamoyl-phosphate synthase, large subunit",Q31AR0,"Carbamoyl-phosphate synthase, large subunit.",6.3.5.5,908425,complement(908425..911721),1098
PMT9312_0976,PMT9312_0976,pmi:PMT9312_0976,,hypothetical protein,Q31AQ9,Hypothetical protein.,,911830,911830..912468,212
PMT9312_0977,PMT9312_0977,pmi:PMT9312_0977,K09710,iojap-related protein,Q31AQ8,Iojap-related protein.,,912452,912452..912802,116
PMT9312_0978,PMT9312_0978,pmi:PMT9312_0978,,hypothetical protein,Q31AQ7,Hypothetical protein.,,912753,912753..913307,184
PMT9312_0979,PMT9312_0979,pmi:PMT9312_0979,K01424,hypothetical protein,Q31AQ6,Hypothetical protein.,3.5.1.1,913308,913308..914273,321
PMT9312_R0023,tRNA-Met2,pmi:PMT9312_R0023,,tRNA-Met,,,,914319,914319..914395,
PMT9312_0980,PMT9312_0980,pmi:PMT9312_0980,,hypothetical protein,Q31AQ5,Hypothetical protein.,,914986,914986..915375,129
PMT9312_0981,PMT9312_0981,pmi:PMT9312_0981,K01990,ATPase,Q31AQ4,ATPase.,,915451,915451..916446,331
PMT9312_0982,PMT9312_0982,pmi:PMT9312_0982,K09686,putative multidrug efflux ABC transporter,Q31AQ3,Putative multidrug efflux ABC transporter.,,916436,916436..917230,264
PMT9312_0983,PMT9312_0983,pmi:PMT9312_0983,,"conserved membrane protein, multidrug efflux associated",Q31AQ2,"Conserved membrane protein, multidrug efflux associated.",,917227,917227..918021,264
PMT9312_0984,PMT9312_0984,pmi:PMT9312_0984,,hypothetical protein,Q31AQ1,Hypothetical protein.,,918029,complement(918029..918295),88
PMT9312_0985,PMT9312_0985,pmi:PMT9312_0985,,hypothetical protein,Q31AQ0,Hypothetical protein.,,918295,complement(918295..918522),75
PMT9312_0986,PMT9312_0986,pmi:PMT9312_0986,K07090,hypothetical protein,Q31AP9,Hypothetical protein.,,918974,complement(918974..919786),270
PMT9312_0987,PMT9312_0987,pmi:PMT9312_0987,,HNH nuclease,Q31AP8,HNH nuclease.,,919922,919922..920263,113
PMT9312_0988,PMT9312_0988,pmi:PMT9312_0988,,ATP synthase protein 8-like,Q31AP7,ATP synthase protein 8-like.,,920557,complement(920557..920958),133
PMT9312_0989,PMT9312_0989,pmi:PMT9312_0989,,hypothetical protein,Q31AP6,Hypothetical protein.,,921365,921365..921592,75
PMT9312_0990,PMT9312_0990,pmi:PMT9312_0990,,josephin-like,Q31AP5,Josephin-like.,,921817,921817..922320,167
PMT9312_0991,PMT9312_0991,pmi:PMT9312_0991,,putative purine phosphoribosyltransferase related protein,Q31AP4,Putative purine phosphoribosyltransferase related protein.,,922582,922582..922977,131
PMT9312_0992,PMT9312_0992,pmi:PMT9312_0992,,hypothetical protein,Q31AP3,Hypothetical protein.,,922974,922974..923438,154
PMT9312_0993,PMT9312_0993,pmi:PMT9312_0993,K02970,ribosomal protein S21,Q31AP2,30S ribosomal protein S21.,,923490,923490..923696,68
PMT9312_0994,PMT9312_0994,pmi:PMT9312_0994,,"helix-hairpin-helix DNA-binding, class 1",Q31AP1,"Helix-hairpin-helix DNA-binding, class 1 precursor.",,923764,complement(923764..924084),106
PMT9312_0995,PMT9312_0995,pmi:PMT9312_0995,K00876,ATP/GTP-binding site motif A (P-loop) protein,Q31AP0,ATP/GTP-binding site motif A (P-loop) protein.,2.7.1.48,924355,924355..924948,197
PMT9312_0996,PMT9312_0996,pmi:PMT9312_0996,,hypothetical protein,Q31AN9,Hypothetical protein.,,924941,complement(924941..926107),388
PMT9312_0997,PMT9312_0997,pmi:PMT9312_0997,,paired amphipathic helix repeat-like,Q31AN8,Paired amphipathic helix repeat-like.,,926135,complement(926135..926932),265
PMT9312_0998,PMT9312_0998,pmi:PMT9312_0998,,hypothetical protein,Q31AN7,Hypothetical protein.,,926965,complement(926965..927234),89
PMT9312_0999,PMT9312_0999,pmi:PMT9312_0999,,conserved hypotheticcal protein,Q31AN6,Conserved hypotheticcal protein.,,927363,927363..927767,134
PMT9312_1000,PMT9312_1000,pmi:PMT9312_1000,,hypothetical protein,Q31AN5,Hypothetical protein.,,927790,complement(927790..928470),226
PMT9312_1001,PMT9312_1001,pmi:PMT9312_1001,,GCN5-related N-acetyltransferase,Q31AN4,GCN5-related N-acetyltransferase.,,928476,928476..928955,159
PMT9312_1002,PMT9312_1002,pmi:PMT9312_1002,,hypothetical protein,Q31AN3,Hypothetical protein.,,928965,928965..929288,107
PMT9312_1003,PMT9312_1003,pmi:PMT9312_1003,,hypothetical protein,Q31AN2,Hypothetical protein.,,929646,929646..929966,106
PMT9312_1004,PMT9312_1004,pmi:PMT9312_1004,,protein of unknown function DUF67,Q31AN1,Hypothetical protein precursor.,,930385,complement(930385..930654),89
PMT9312_1005,PMT9312_1005,pmi:PMT9312_1005,,hypothetical protein,Q31AN0,Hypothetical protein precursor.,,930766,complement(930766..930903),45
PMT9312_1006,PMT9312_1006,pmi:PMT9312_1006,,hypothetical protein,Q31AM9,Hypothetical protein.,,931111,931111..931491,126
PMT9312_1007,PMT9312_1007,pmi:PMT9312_1007,,hypothetical protein,Q31AM8,Hypothetical protein.,,931597,931597..931782,61
PMT9312_1008,PMT9312_1008,pmi:PMT9312_1008,,hypothetical protein,Q31AM7,Hypothetical protein.,,931825,931825..932127,100
PMT9312_1009,PMT9312_1009,pmi:PMT9312_1009,,hypothetical protein,Q31AM6,Hypothetical protein.,,932194,932194..932910,238
PMT9312_1010,PMT9312_1010,pmi:PMT9312_1010,,hypothetical protein,Q31AM5,Hypothetical protein.,,933062,933062..933346,94
PMT9312_1011,PMT9312_1011,pmi:PMT9312_1011,K01256,"peptidase M, neutral zinc metallopeptidases, zinc-binding site",Q31AM4,"Peptidase M, neutral zinc metallopeptidases, zinc-binding site.",3.4.11.2,933397,933397..936003,868
PMT9312_1012,PMT9312_1012,pmi:PMT9312_1012,,photosystem II reaction center N protein-like,Q31AM3,Photosystem II reaction center N protein-like.,,936395,936395..936556,53
PMT9312_1013,PMT9312_1013,pmi:PMT9312_1013,,hypothetical protein,Q31AM2,Hypothetical protein.,,936570,complement(936570..936767),65
PMT9312_1014,PMT9312_1014,pmi:PMT9312_1014,K08289,GAR transformylase 2,Q31AM1,GAR transformylase 2.,2.1.2.2,936861,complement(936861..938036),391
PMT9312_1015,PMT9312_1015,pmi:PMT9312_1015,,Legume lectins alpha domain-like,Q31AM0,Legume lectins alpha domain-like.,,938049,complement(938049..938291),80
PMT9312_1016,PMT9312_1016,pmi:PMT9312_1016,K00432,glutathione peroxidase,Q31AL9,Glutathione peroxidase.,1.11.1.9,938437,938437..938916,159
PMT9312_1017,PMT9312_1017,pmi:PMT9312_1017,,hypothetical protein,Q31AL8,Hypothetical protein.,,939048,complement(939048..939722),224
PMT9312_1018,PMT9312_1018,pmi:PMT9312_1018,,hypothetical protein,Q31AL7,Hypothetical protein precursor.,,939770,complement(939770..940162),130
PMT9312_1019,nifR3,pmi:PMT9312_1019,,dihydrouridine synthase TIM-barrel protein nifR3,Q31AL6,Dihydrouridine synthase TIM-barrel protein nifR3.,,940333,940333..941340,335
PMT9312_1020,PMT9312_1020,pmi:PMT9312_1020,,hypothetical protein,Q31AL5,Hypothetical protein.,,941359,941359..941613,84
PMT9312_1021,PMT9312_1021,pmi:PMT9312_1021,,hypothetical protein,Q31AL4,Hypothetical protein precursor.,,941848,complement(941848..942087),79
PMT9312_1022,PMT9312_1022,pmi:PMT9312_1022,,hypothetical protein,Q31AL3,Hypothetical protein.,,942189,complement(942189..942425),78
PMT9312_1023,PMT9312_1023,pmi:PMT9312_1023,K07107,4-hydroxybenzoyl-CoA thioesterase family active site,Q31AL2,4-hydroxybenzoyl-CoA thioesterase family active site.,,942533,942533..942952,139
PMT9312_1024,PMT9312_1024,pmi:PMT9312_1024,,hypothetical protein,Q31AL1,Hypothetical protein.,,942995,942995..943192,65
PMT9312_1025,PMT9312_1025,pmi:PMT9312_1025,,hypothetical protein,Q31AL0,Hypothetical protein.,,943221,943221..943484,87
PMT9312_1027,PMT9312_1027,pmi:PMT9312_1027,,hypothetical protein,Q31AK9,Hypothetical protein.,,944289,complement(944289..944693),134
PMT9312_1028,PMT9312_1028,pmi:PMT9312_1028,,virion host shutoff protein-like,Q31AK8,Virion host shutoff protein-like precursor.,,945072,945072..945365,97
PMT9312_1029,PMT9312_1029,pmi:PMT9312_1029,,hypothetical protein,Q31AK7,Hypothetical protein.,,945701,945701..945985,94
PMT9312_1030,PMT9312_1030,pmi:PMT9312_1030,,hypothetical protein,Q31AK6,Hypothetical protein.,,947290,947290..947472,60
PMT9312_1031,PMT9312_1031,pmi:PMT9312_1031,,gram-negative pili assembly chaperone-like,Q31AK5,Gram-negative pili assembly chaperone-like.,,947558,947558..948328,256
PMT9312_1032,PMT9312_1032,pmi:PMT9312_1032,,hypothetical protein,Q31AK4,Hypothetical protein.,,948459,948459..948773,104
PMT9312_1033,PMT9312_1033,pmi:PMT9312_1033,,hypothetical protein,Q31AK3,Hypothetical protein.,,949050,complement(949050..949424),124
PMT9312_1034,PMT9312_1034,pmi:PMT9312_1034,,hypothetical protein,Q31AK2,Hypothetical protein.,,949604,949604..949810,68
PMT9312_1035,PMT9312_1035,pmi:PMT9312_1035,,"lactate/malate dehydrogenase, alpha/b-like",Q31AK1,"Lactate/malate dehydrogenase, alpha/b-like.",,950101,950101..950343,80
PMT9312_1036,osmC,pmi:PMT9312_1036,,putative stress-induced protein OsmC,Q31AK0,Putative stress-induced protein OsmC.,,950479,950479..950886,135
PMT9312_1037,PMT9312_1037,pmi:PMT9312_1037,,hypothetical protein,Q31AJ9,Hypothetical protein.,,951099,complement(951099..951383),94
PMT9312_1038,PMT9312_1038,pmi:PMT9312_1038,,hypothetical protein,Q31AJ8,Hypothetical protein precursor.,,951523,complement(951523..951906),127
PMT9312_1039,PMT9312_1039,pmi:PMT9312_1039,,hypothetical protein,Q31AJ7,Hypothetical protein.,,952775,952775..953023,82
PMT9312_1040,PMT9312_1040,pmi:PMT9312_1040,K02075,"ABC transporter component, possibly Mn transport",Q31AJ6,"ABC transporter component, possibly Mn transport.",,953254,complement(953254..954039),261
PMT9312_1041,PMT9312_1041,pmi:PMT9312_1041,K03711,"putative ferric uptake regulator, FUR family",Q31AJ5,"Putative ferric uptake regulator, FUR family.",,954057,954057..954491,144
PMT9312_1042,PMT9312_1042,pmi:PMT9312_1042,K02074,ATPase,Q31AJ4,ATPase.,,954505,complement(954505..955275),256
PMT9312_1043,PMT9312_1043,pmi:PMT9312_1043,K02077,"ABC transporter, substrate binding protein, possibly Mn",Q31AJ3,"ABC transporter, substrate binding protein, possibly Mn precursor.",,955412,955412..956962,516
PMT9312_1044,PMT9312_1044,pmi:PMT9312_1044,,cobalamin synthesis protein/P47K,Q31AJ2,Cobalamin synthesis protein/P47K.,,957040,957040..958389,449
PMT9312_1045,PMT9312_1045,pmi:PMT9312_1045,,WD-40 repeat,Q31AJ1,WD-40 repeat.,,958377,958377..959450,357
PMT9312_1046,PMT9312_1046,pmi:PMT9312_1046,,"DNA gyrase/topoisomerase IV, subunit-like",Q31AJ0,"DNA gyrase/topoisomerase IV, subunit-like.",,960191,960191..960466,91
PMT9312_1047,PMT9312_1047,pmi:PMT9312_1047,,hypothetical protein,Q31AI9,Hypothetical protein precursor.,,960492,complement(960492..960725),77
PMT9312_1048,PMT9312_1048,pmi:PMT9312_1048,,hypothetical protein,Q31AI8,Hypothetical protein.,,960757,complement(960757..960993),78
PMT9312_1049,PMT9312_1049,pmi:PMT9312_1049,,hypothetical protein,Q31AI7,Hypothetical protein.,,961121,961121..962563,480
PMT9312_1050,PMT9312_1050,pmi:PMT9312_1050,,hypothetical protein,Q31AI6,Hypothetical protein.,,962565,962565..963506,313
PMT9312_1051,PMT9312_1051,pmi:PMT9312_1051,,transglutaminase-like,Q31AI5,Transglutaminase-like.,,963518,963518..964375,285
PMT9312_1052,PMT9312_1052,pmi:PMT9312_1052,,hypothetical protein,Q31AI4,Hypothetical protein.,,964551,964551..965024,157
PMT9312_1053,PMT9312_1053,pmi:PMT9312_1053,,hypothetical protein,Q31AI3,Hypothetical protein precursor.,,965108,965108..965626,172
PMT9312_1054,PMT9312_1054,pmi:PMT9312_1054,,lipoprotein-like,Q31AI2,Lipoprotein-like.,,965636,complement(965636..965989),117
PMT9312_1055,PMT9312_1055,pmi:PMT9312_1055,K00852,PfkB family carbohydrate kinase-like,Q31AI1,PfkB family carbohydrate kinase-like.,2.7.1.15,966202,complement(966202..967071),289
PMT9312_1056,PMT9312_1056,pmi:PMT9312_1056,,hypothetical protein,Q31AI0,Hypothetical protein precursor.,,967113,967113..967484,123
PMT9312_1057,PMT9312_1057,pmi:PMT9312_1057,,"multidrug efflux transporter, MFS family-like",Q31AH9,"Multidrug efflux transporter, MFS family-like.",,967481,complement(967481..968710),409
PMT9312_1058,PMT9312_1058,pmi:PMT9312_1058,,hypothetical protein,Q31AH8,Hypothetical protein precursor.,,968713,968713..970263,516
PMT9312_1059,PMT9312_1059,pmi:PMT9312_1059,K02033,"putative ABC transporter, oligopeptides",Q31AH7,"Putative ABC transporter, oligopeptides.",,970260,complement(970260..971282),340
PMT9312_1060,PMT9312_1060,pmi:PMT9312_1060,K02035,"ABC transporter, substrate binding protein, possibly oligopeptides",Q31AH6,"ABC transporter, substrate binding protein, possibly oligopeptides precursor.",,971275,complement(971275..972846),523
PMT9312_1061,PMT9312_1061,pmi:PMT9312_1061,,hypothetical protein,Q31AH5,Hypothetical protein.,,972864,complement(972864..973115),83
PMT9312_1062,PMT9312_1062,pmi:PMT9312_1062,K00003,homoserine dehydrogenase,Q31AH4,Homoserine dehydrogenase (HDH).,1.1.1.3,973186,complement(973186..974487),433
PMT9312_1063,PMT9312_1063,pmi:PMT9312_1063,K02426,hypothetical protein,Q31AH3,Hypothetical protein.,,974532,complement(974532..974951),139
PMT9312_1064,PMT9312_1064,pmi:PMT9312_1064,,hypothetical protein,Q31AH2,Hypothetical protein.,,974991,complement(974991..975548),185
PMT9312_1065,ruvC,pmi:PMT9312_1065,K01159,crossover junction endodeoxyribonuclease RuvC,Q31AH1,Crossover junction endodeoxyribonuclease RuvC.,3.1.22.4,975558,complement(975558..976031),157
PMT9312_1066,chlI,pmi:PMT9312_1066,K03405,Magnesium protoporphyrin IX chelatase subunit I,Q31AH0,Magnesium chelatase ATPase subunit I (EC 6.6.1.1).,6.6.1.1,976037,complement(976037..977125),362
PMT9312_1067,PMT9312_1067,pmi:PMT9312_1067,,"RNA methyltransferase TrmH, group 1",Q31AG9,"RNA methyltransferase TrmH, group 1.",,977246,complement(977246..977995),249
PMT9312_1068,PMT9312_1068,pmi:PMT9312_1068,,cytochrome cM,Q31AG8,Cytochrome cM.,,977992,complement(977992..978378),128
PMT9312_1069,PMT9312_1069,pmi:PMT9312_1069,K02640,"cytochrome b6/f complex, subunit V",Q31AG7,"Cytochrome b6/f complex, subunit V.",,978341,978341..978553,70
PMT9312_1070,PMT9312_1070,pmi:PMT9312_1070,,hypothetical protein,Q31AG6,Hypothetical protein.,,978530,complement(978530..979129),199
PMT9312_1071,PMT9312_1071,pmi:PMT9312_1071,K02501,"imidazole glycerol phosphate synthase, glutamine amidotransferase subunit",Q31AG5,Imidazole glycerol phosphate synthase subunit hisH (EC 2.4.2.-) (IGP synthase glutamine amidotransferase subunit) (IGP synthase subunit hisH) (ImGP synthase subunit hisH) (IGPS subunit hisH).,2.4.2.-,979143,complement(979143..979760),205
PMT9312_1072,PMT9312_1072,pmi:PMT9312_1072,K03671,thioredoxin,Q31AG4,Thioredoxin.,,979767,complement(979767..980090),107
PMT9312_1073,PMT9312_1073,pmi:PMT9312_1073,K00088,IMP dehydrogenase related 2,Q31AG3,IMP dehydrogenase related 2.,1.1.1.205,980322,complement(980322..981485),387
PMT9312_1074,PMT9312_1074,pmi:PMT9312_1074,K02469,"DNA gyrase, A subunit",Q31AG2,"DNA gyrase, A subunit.",5.99.1.3,981665,981665..984256,863
PMT9312_1075,PMT9312_1075,pmi:PMT9312_1075,K06443,"lycopene cyclase, beta and epsilon",Q31AG1,"Lycopene cyclase, beta and epsilon.",1.14.-.-,984286,984286..985497,403
PMT9312_1076,PMT9312_1076,pmi:PMT9312_1076,,hypothetical protein,Q31AG0,Hypothetical protein.,,985502,complement(985502..987085),527
PMT9312_1077,PMT9312_1077,pmi:PMT9312_1077,K01649,2-isopropylmalate synthase,Q31AF9,2-isopropylmalate synthase.,2.3.3.13,987312,987312..988952,546
PMT9312_1078,PMT9312_1078,pmi:PMT9312_1078,,adenoviral fiber protein-like,Q31AF8,Adenoviral fiber protein-like.,,989034,989034..989426,130
PMT9312_1079,PMT9312_1079,pmi:PMT9312_1079,K07037,metal dependent phosphohydrolase,Q31AF7,Metal dependent phosphohydrolase.,,989435,complement(989435..990907),490
PMT9312_1080,PMT9312_1080,pmi:PMT9312_1080,K01491,methylenetetrahydrofolate dehydrogenase (NADP+),Q31AF6,Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5).,1.5.1.5 3.5.4.9,990982,990982..991878,298
PMT9312_1081,crtE,pmi:PMT9312_1081,,geranylgeranyl diphosphate synthase,Q31AF5,Polyprenyl synthetase.,,991916,991916..992818,300
PMT9312_1082,PMT9312_1082,pmi:PMT9312_1082,K09775,hypothetical protein,Q31AF4,Hypothetical protein.,,992832,992832..993311,159
PMT9312_1083,PMT9312_1083,pmi:PMT9312_1083,K02224,"cobyrinic acid a,c-diamide synthase",Q31AF3,"Cobyrinic acid a,c-diamide synthase.",6.3.1.- 6.3.5.9,993308,complement(993308..994699),463
PMT9312_1084,opcA,pmi:PMT9312_1084,,putative glucose 6-phosphate dehydrogenase effector OpcA,Q31AF2,Putative glucose 6-phosphate dehydrogenase effector OpcA.,,994703,complement(994703..996004),433
PMT9312_1085,PMT9312_1085,pmi:PMT9312_1085,K00036,glucose-6-phosphate 1-dehydrogenase,Q31AF1,Glucose-6-phosphate 1-dehydrogenase (G6PD).,1.1.1.49,996007,complement(996007..997530),507
PMT9312_1086,PMT9312_1086,pmi:PMT9312_1086,K02641,ferredoxin-NADP oxidoreductase (FNR),Q31AF0,Ferredoxin-NADP oxidoreductase (FNR).,1.18.1.2,997640,complement(997640..998752),370
PMT9312_1087,PMT9312_1087,pmi:PMT9312_1087,,hypothetical protein,Q31AE9,Hypothetical protein.,,998935,998935..999462,175
PMT9312_R0024,tRNA-Glu1,pmi:PMT9312_R0024,,tRNA-Glu,,,,999489,complement(999489..999561),
PMT9312_1088,PMT9312_1088,pmi:PMT9312_1088,K08479,histidine kinase,Q31AE8,Histidine kinase.,2.7.13.3,999602,complement(999602..1000720),372
PMT9312_1089,PMT9312_1089,pmi:PMT9312_1089,,hypothetical protein,Q31AE7,Hypothetical protein.,,1000827,1000827..1001369,180
PMT9312_1090,PMT9312_1090,pmi:PMT9312_1090,,villin headpiece domain protein-like,Q31AE6,Villin headpiece domain protein-like.,,1001402,1001402..1001872,156
PMT9312_1091,PMT9312_1091,pmi:PMT9312_1091,K00948,ribose-phosphate pyrophosphokinase,Q31AE5,Ribose-phosphate pyrophosphokinase (EC 2.7.6.1).,2.7.6.1,1001882,complement(1001882..1002877),331
PMT9312_1092,PMT9312_1092,pmi:PMT9312_1092,K00705,4-alpha-glucanotransferase,Q31AE4,4-alpha-glucanotransferase (EC 2.4.1.25).,2.4.1.25,1003132,1003132..1004652,506
PMT9312_1093,PMT9312_1093,pmi:PMT9312_1093,,hypothetical protein,Q31AE3,Hypothetical protein.,,1004668,complement(1004668..1005162),164
PMT9312_1094,PMT9312_1094,pmi:PMT9312_1094,,kinase-like,Q31AE2,Kinase-like.,,1005283,complement(1005283..1006941),552
PMT9312_1095,PMT9312_1095,pmi:PMT9312_1095,K01583,arginine decarboxylase,Q31AE1,Arginine decarboxylase (EC 4.1.1.19).,4.1.1.19,1007006,1007006..1008397,463
PMT9312_1096,PMT9312_1096,pmi:PMT9312_1096,K00981,phosphatidate cytidylyltransferase,Q31AE0,Phosphatidate cytidylyltransferase precursor.,2.7.7.41,1008413,1008413..1009270,285
PMT9312_1097,PMT9312_1097,pmi:PMT9312_1097,,alpha/beta hydrolase fold protein,Q31AD9,Alpha/beta hydrolase fold protein.,,1009282,complement(1009282..1010181),299
PMT9312_1098,PMT9312_1098,pmi:PMT9312_1098,K00005,putative glycerol dehydrogenase,Q31AD8,Putative glycerol dehydrogenase.,1.1.1.6,1010190,complement(1010190..1011281),363
PMT9312_1099,PMT9312_1099,pmi:PMT9312_1099,K03696,ATPase,Q31AD7,ATPase.,,1011296,complement(1011296..1013824),842
PMT9312_1100,PMT9312_1100,pmi:PMT9312_1100,K03789,putative ribosomal-protein-alanine acetyltransferase,Q31AD6,Putative ribosomal-protein-alanine acetyltransferase.,2.3.1.128,1014004,complement(1014004..1014444),146
PMT9312_1101,PMT9312_1101,pmi:PMT9312_1101,K01586,diaminopimelate decarboxylase,Q31AD5,Diaminopimelate decarboxylase (DAP decarboxylase).,4.1.1.20,1014533,1014533..1015906,457
PMT9312_1102,PMT9312_1102,pmi:PMT9312_1102,,protein of unknown function DUF147,Q31AD4,Hypothetical protein.,,1015935,1015935..1016840,301
PMT9312_1103,PMT9312_1103,pmi:PMT9312_1103,K00806,undecaprenyl diphosphate synthase,Q31AD3,Undecaprenyl diphosphate synthase (EC 2.5.1.31).,2.5.1.31,1016844,1016844..1017647,267
