cyanorak_locus_tag,locus_tag
ProMIT1327_01554,PMIT1327_01554
ProMIT1327_01555,PMIT1327_01555
ProMIT1327_01556,PMIT1327_01556
ProMIT1327_01557,PMIT1327_01557
ProMIT1327_01558,PMIT1327_01558
ProMIT1327_01559,PMIT1327_01559
ProMIT1327_01560,PMIT1327_01560
ProMIT1327_01561,PMIT1327_01561
ProMIT1327_01562,PMIT1327_01562
ProMIT1327_01563,PMIT1327_01563
ProMIT1327_01564,PMIT1327_01564
ProMIT1327_01565,PMIT1327_01565
ProMIT1327_01566,PMIT1327_01566
ProMIT1327_01567,PMIT1327_01567
ProMIT1327_01570,PMIT1327_01570
ProMIT1327_01571,PMIT1327_01571
ProMIT1327_01573,PMIT1327_01573
ProMIT1327_01574,PMIT1327_01574
ProMIT1327_01576,PMIT1327_01576
ProMIT1327_01577,PMIT1327_01577
ProMIT1327_01578,PMIT1327_01578
ProMIT1327_01579,PMIT1327_01579
ProMIT1327_01580,PMIT1327_01580
ProMIT1327_01581,PMIT1327_01581
ProMIT1327_01582,PMIT1327_01582
ProMIT1327_01583,PMIT1327_01583
ProMIT1327_01584,PMIT1327_01584
ProMIT1327_01585,PMIT1327_01585
ProMIT1327_01586,PMIT1327_01586
ProMIT1327_01587,PMIT1327_01587
ProMIT1327_01588,PMIT1327_01588
ProMIT1327_01589,PMIT1327_01589
ProMIT1327_01592,PMIT1327_01592
ProMIT1327_01593,PMIT1327_01593
ProMIT1327_01594,PMIT1327_01594
ProMIT1327_01595,PMIT1327_01595
ProMIT1327_01596,PMIT1327_01596
ProMIT1327_01597,PMIT1327_01597
ProMIT1327_01598,PMIT1327_01598
ProMIT1327_01599,PMIT1327_01599
ProMIT1327_01600,PMIT1327_01600
ProMIT1327_01601,PMIT1327_01601
ProMIT1327_01602,PMIT1327_01602
ProMIT1327_01603,PMIT1327_01603
ProMIT1327_01604,PMIT1327_01604
ProMIT1327_01605,PMIT1327_01605
ProMIT1327_01606,PMIT1327_01606
ProMIT1327_01607,PMIT1327_01607
ProMIT1327_01608,PMIT1327_01608
ProMIT1327_01609,PMIT1327_01609
ProMIT1327_01610,PMIT1327_01610
ProMIT1327_01611,PMIT1327_01611
ProMIT1327_01612,PMIT1327_01612
ProMIT1327_01613,PMIT1327_01613
ProMIT1327_01614,PMIT1327_01614
ProMIT1327_01615,PMIT1327_01615
ProMIT1327_01616,PMIT1327_01616
ProMIT1327_01617,PMIT1327_01617
ProMIT1327_01618,PMIT1327_01618
ProMIT1327_01619,PMIT1327_01619
ProMIT1327_01620,PMIT1327_01620
ProMIT1327_01621,PMIT1327_01621
ProMIT1327_01622,PMIT1327_01622
ProMIT1327_01623,PMIT1327_01623
ProMIT1327_01624,PMIT1327_01624
ProMIT1327_01625,PMIT1327_01625
ProMIT1327_01626,PMIT1327_01626
ProMIT1327_01627,PMIT1327_01627
ProMIT1327_01628,PMIT1327_01628
ProMIT1327_01629,PMIT1327_01629
ProMIT1327_01630,PMIT1327_01630
ProMIT1327_01631,PMIT1327_01631
ProMIT1327_01632,PMIT1327_01632
ProMIT1327_01633,PMIT1327_01633
ProMIT1327_01634,PMIT1327_01634
ProMIT1327_01635,PMIT1327_01635
ProMIT1327_01636,PMIT1327_01636
ProMIT1327_01637,PMIT1327_01637
ProMIT1327_01638,PMIT1327_01638
ProMIT1327_01639,PMIT1327_01639
ProMIT1327_01640,PMIT1327_01640
ProMIT1327_01641,PMIT1327_01641
ProMIT1327_01642,PMIT1327_01642
ProMIT1327_01643,PMIT1327_01643
ProMIT1327_01644,PMIT1327_01644
ProMIT1327_01645,PMIT1327_01645
ProMIT1327_01646,PMIT1327_01646
ProMIT1327_01647,PMIT1327_01647
ProMIT1327_01648,PMIT1327_01648
ProMIT1327_01649,PMIT1327_01649
ProMIT1327_01650,PMIT1327_01650
ProMIT1327_01651,PMIT1327_01651
ProMIT1327_01652,PMIT1327_01652
ProMIT1327_01653,PMIT1327_01653
ProMIT1327_01654,PMIT1327_01654
ProMIT1327_01657,PMIT1327_01657
ProMIT1327_01658,PMIT1327_01658
ProMIT1327_01659,PMIT1327_01659
ProMIT1327_01661,PMIT1327_01661
ProMIT1327_01663,PMIT1327_01663
ProMIT1327_01664,PMIT1327_01664
ProMIT1327_01665,PMIT1327_01665
ProMIT1327_01666,PMIT1327_01666
ProMIT1327_01667,PMIT1327_01667
ProMIT1327_01668,PMIT1327_01668
ProMIT1327_01669,PMIT1327_01669
ProMIT1327_01670,PMIT1327_01670
ProMIT1327_01671,PMIT1327_01671
ProMIT1327_01672,PMIT1327_01672
ProMIT1327_01673,PMIT1327_01673
ProMIT1327_01674,PMIT1327_01674
ProMIT1327_01675,PMIT1327_01675
ProMIT1327_01677,PMIT1327_01677
ProMIT1327_01678,PMIT1327_01678
ProMIT1327_01679,PMIT1327_01679
ProMIT1327_01680,PMIT1327_01680
ProMIT1327_01681,PMIT1327_01681
ProMIT1327_01682,PMIT1327_01682
ProMIT1327_01683,PMIT1327_01683
ProMIT1327_01684,PMIT1327_01684
ProMIT1327_01685,PMIT1327_01685
ProMIT1327_01686,PMIT1327_01686
ProMIT1327_01687,PMIT1327_01687
ProMIT1327_01688,PMIT1327_01688
ProMIT1327_01689,PMIT1327_01689
ProMIT1327_01690,PMIT1327_01690
ProMIT1327_01691,PMIT1327_01691
ProMIT1327_01692,PMIT1327_01692
ProMIT1327_01693,PMIT1327_01693
ProMIT1327_01694,PMIT1327_01694
ProMIT1327_01695,PMIT1327_01695
ProMIT1327_01696,PMIT1327_01696
ProMIT1327_01697,PMIT1327_01697
ProMIT1327_01698,PMIT1327_01698
ProMIT1327_01699,PMIT1327_01699
ProMIT1327_01700,PMIT1327_01700
ProMIT1327_01701,PMIT1327_01701
ProMIT1327_01702,PMIT1327_01702
ProMIT1327_01703,PMIT1327_01703
ProMIT1327_01705,PMIT1327_01705
ProMIT1327_01706,PMIT1327_01706
ProMIT1327_01707,PMIT1327_01707
ProMIT1327_01708,PMIT1327_01708
ProMIT1327_01709,PMIT1327_01709
ProMIT1327_01710,PMIT1327_01710
ProMIT1327_01711,PMIT1327_01711
ProMIT1327_01712,PMIT1327_01712
ProMIT1327_01713,PMIT1327_01713
ProMIT1327_01714,PMIT1327_01714
ProMIT1327_01715,PMIT1327_01715
ProMIT1327_01716,PMIT1327_01716
ProMIT1327_01717,PMIT1327_01717
ProMIT1327_01718,PMIT1327_01718
ProMIT1327_01719,PMIT1327_01719
ProMIT1327_01720,PMIT1327_01720
ProMIT1327_01721,PMIT1327_RS08045
ProMIT1327_01723,PMIT1327_01723
ProMIT1327_01724,PMIT1327_01724
ProMIT1327_01725,PMIT1327_01725
ProMIT1327_01726,PMIT1327_01726
ProMIT1327_01727,PMIT1327_01727
ProMIT1327_01729,PMIT1327_01729
ProMIT1327_01730,PMIT1327_01730
ProMIT1327_01731,PMIT1327_01731
ProMIT1327_01732,PMIT1327_01732
ProMIT1327_01733,PMIT1327_01733
ProMIT1327_01735,PMIT1327_01735
ProMIT1327_01736,PMIT1327_01736
ProMIT1327_01737,PMIT1327_01737
ProMIT1327_01738,PMIT1327_01738
ProMIT1327_01739,PMIT1327_01739
ProMIT1327_01740,PMIT1327_01740
ProMIT1327_01741,PMIT1327_01741
ProMIT1327_01742,PMIT1327_01742
ProMIT1327_01743,PMIT1327_01743
ProMIT1327_01744,PMIT1327_01744
ProMIT1327_01745,PMIT1327_01745
ProMIT1327_01746,PMIT1327_01746
ProMIT1327_01747,PMIT1327_01747
ProMIT1327_01748,PMIT1327_01748
ProMIT1327_01749,PMIT1327_01749
ProMIT1327_01750,PMIT1327_01750
ProMIT1327_01751,PMIT1327_01751
ProMIT1327_01752,PMIT1327_01752
ProMIT1327_01753,PMIT1327_01753
ProMIT1327_01754,PMIT1327_01754
ProMIT1327_01755,PMIT1327_01755
ProMIT1327_01756,PMIT1327_01756
ProMIT1327_01757,PMIT1327_01757
ProMIT1327_01758,PMIT1327_01758
ProMIT1327_01759,PMIT1327_01759
ProMIT1327_01760,PMIT1327_01760
ProMIT1327_01761,PMIT1327_01761
ProMIT1327_01762,PMIT1327_01762
ProMIT1327_01763,PMIT1327_01763
ProMIT1327_01764,PMIT1327_01764
ProMIT1327_01765,PMIT1327_01765
ProMIT1327_01766,PMIT1327_01766
ProMIT1327_01768,PMIT1327_01768
ProMIT1327_01769,PMIT1327_01769
ProMIT1327_01770,PMIT1327_01770
ProMIT1327_01772,PMIT1327_01772
ProMIT1327_01773,PMIT1327_01773
ProMIT1327_01774,PMIT1327_01774
ProMIT1327_01775,PMIT1327_01775
ProMIT1327_01776,PMIT1327_01776
ProMIT1327_01777,PMIT1327_01777
ProMIT1327_01778,PMIT1327_01778
ProMIT1327_01780,PMIT1327_01780
ProMIT1327_01781,PMIT1327_01781
ProMIT1327_01782,PMIT1327_01782
ProMIT1327_01783,PMIT1327_01783
ProMIT1327_01784,PMIT1327_01784
ProMIT1327_01785,PMIT1327_01785
ProMIT1327_01786,PMIT1327_01786
ProMIT1327_01787,PMIT1327_01787
ProMIT1327_01788,PMIT1327_01788
ProMIT1327_01790,PMIT1327_01790
ProMIT1327_01791,PMIT1327_01791
ProMIT1327_01792,PMIT1327_01792
ProMIT1327_01793,PMIT1327_01793
ProMIT1327_01794,PMIT1327_01794
ProMIT1327_01795,PMIT1327_01795
ProMIT1327_01796,PMIT1327_01796
ProMIT1327_01797,PMIT1327_01797
ProMIT1327_01798,PMIT1327_01798
ProMIT1327_01799,PMIT1327_01799
ProMIT1327_01800,PMIT1327_01800
ProMIT1327_01801,PMIT1327_01801
ProMIT1327_01802,PMIT1327_01802
ProMIT1327_01803,PMIT1327_01803
ProMIT1327_01804,PMIT1327_01804
ProMIT1327_01805,PMIT1327_01805
ProMIT1327_01806,PMIT1327_01806
ProMIT1327_01807,PMIT1327_01807
ProMIT1327_01808,PMIT1327_01808
ProMIT1327_01809,PMIT1327_01809
ProMIT1327_01810,PMIT1327_01810
ProMIT1327_01811,PMIT1327_01811
ProMIT1327_01812,PMIT1327_01812
ProMIT1327_01813,PMIT1327_01813
ProMIT1327_01814,PMIT1327_01814
ProMIT1327_01815,PMIT1327_01815
ProMIT1327_01816,PMIT1327_01816
ProMIT1327_01817,PMIT1327_01817
ProMIT1327_01818,PMIT1327_01818
ProMIT1327_01819,PMIT1327_01819
ProMIT1327_01820,PMIT1327_01820
ProMIT1327_01821,PMIT1327_01821
ProMIT1327_01822,PMIT1327_01822
ProMIT1327_01823,PMIT1327_01823
ProMIT1327_01824,PMIT1327_01824
ProMIT1327_01825,PMIT1327_01825
ProMIT1327_01826,PMIT1327_01826
ProMIT1327_01827,PMIT1327_01827
ProMIT1327_01828,PMIT1327_01828
ProMIT1327_01829,PMIT1327_01829
ProMIT1327_01830,PMIT1327_01830
ProMIT1327_01831,PMIT1327_01831
ProMIT1327_01832,PMIT1327_01832
ProMIT1327_01833,PMIT1327_01833
ProMIT1327_01834,PMIT1327_01834
ProMIT1327_01835,PMIT1327_01835
ProMIT1327_01837,PMIT1327_01837
ProMIT1327_01838,PMIT1327_01838
ProMIT1327_01840,PMIT1327_01840
ProMIT1327_01842,PMIT1327_01842
ProMIT1327_01845,PMIT1327_01845
ProMIT1327_01846,PMIT1327_01846
ProMIT1327_01847,PMIT1327_01847
ProMIT1327_01848,PMIT1327_01848
ProMIT1327_01849,PMIT1327_01849
ProMIT1327_01850,PMIT1327_01850
ProMIT1327_01851,PMIT1327_01851
ProMIT1327_01852,PMIT1327_01852
ProMIT1327_01853,PMIT1327_01853
ProMIT1327_01854,PMIT1327_01854
ProMIT1327_01855,PMIT1327_01855
ProMIT1327_01856,PMIT1327_01856
ProMIT1327_01857,PMIT1327_01857
ProMIT1327_01858,PMIT1327_01858
ProMIT1327_01859,PMIT1327_01859
ProMIT1327_01860,PMIT1327_01860
ProMIT1327_01861,PMIT1327_01861
ProMIT1327_01862,PMIT1327_01862
ProMIT1327_01863,PMIT1327_01863
ProMIT1327_01864,PMIT1327_01864
ProMIT1327_01865,PMIT1327_01865
ProMIT1327_01866,PMIT1327_01866
ProMIT1327_01867,PMIT1327_01867
ProMIT1327_01869,PMIT1327_01869
ProMIT1327_01870,PMIT1327_01870
ProMIT1327_01871,PMIT1327_01871
ProMIT1327_01872,PMIT1327_01872
ProMIT1327_01873,PMIT1327_01873
ProMIT1327_01874,PMIT1327_01874
ProMIT1327_01875,PMIT1327_01875
ProMIT1327_01876,PMIT1327_01876
ProMIT1327_01877,PMIT1327_01877
ProMIT1327_01879,PMIT1327_01879
ProMIT1327_01881,PMIT1327_01881
ProMIT1327_01884,PMIT1327_01884
ProMIT1327_01885,PMIT1327_01885
ProMIT1327_01888,PMIT1327_01888
ProMIT1327_01891,PMIT1327_01891
ProMIT1327_01892,PMIT1327_01892
ProMIT1327_01894,PMIT1327_01894
ProMIT1327_01895,PMIT1327_01895
ProMIT1327_01896,PMIT1327_01896
ProMIT1327_01897,PMIT1327_01897
ProMIT1327_01898,PMIT1327_01898
ProMIT1327_01899,PMIT1327_01899
ProMIT1327_01900,PMIT1327_01900
ProMIT1327_01901,PMIT1327_01901
ProMIT1327_01902,PMIT1327_01902
ProMIT1327_01903,PMIT1327_01903
ProMIT1327_01904,PMIT1327_01904
ProMIT1327_01905,PMIT1327_01905
ProMIT1327_01906,PMIT1327_01906
ProMIT1327_01907,PMIT1327_01907
ProMIT1327_01908,PMIT1327_01908
ProMIT1327_01909,PMIT1327_01909
ProMIT1327_01910,PMIT1327_01910
ProMIT1327_01911,PMIT1327_01911
ProMIT1327_01912,PMIT1327_01912
ProMIT1327_01914,PMIT1327_01914
ProMIT1327_01915,PMIT1327_01915
ProMIT1327_01917,PMIT1327_01917
ProMIT1327_01919,PMIT1327_01919
ProMIT1327_01920,PMIT1327_01920
ProMIT1327_01921,PMIT1327_01921
ProMIT1327_01922,PMIT1327_01922
ProMIT1327_01923,PMIT1327_01923
ProMIT1327_01924,PMIT1327_01924
ProMIT1327_01925,PMIT1327_01925
ProMIT1327_01926,PMIT1327_01926
ProMIT1327_01930,PMIT1327_01930
ProMIT1327_01931,PMIT1327_01931
ProMIT1327_01932,PMIT1327_01932
ProMIT1327_01934,PMIT1327_01934
ProMIT1327_01936,PMIT1327_01936
ProMIT1327_01938,PMIT1327_01938
ProMIT1327_01939,PMIT1327_01939
ProMIT1327_01940,PMIT1327_01940
ProMIT1327_01941,PMIT1327_01941
ProMIT1327_01942,PMIT1327_01942
ProMIT1327_01943,PMIT1327_01943
ProMIT1327_01944,PMIT1327_01944
ProMIT1327_01945,PMIT1327_01945
ProMIT1327_01948,PMIT1327_01948
ProMIT1327_01950,PMIT1327_01950
ProMIT1327_01952,PMIT1327_01952
ProMIT1327_01953,PMIT1327_01953
ProMIT1327_01954,PMIT1327_01954
ProMIT1327_01957,PMIT1327_01957
ProMIT1327_01958,PMIT1327_01958
ProMIT1327_01959,PMIT1327_01959
ProMIT1327_01960,PMIT1327_01960
ProMIT1327_01961,PMIT1327_01961
ProMIT1327_01962,PMIT1327_01962
ProMIT1327_01963,PMIT1327_01963
ProMIT1327_01964,PMIT1327_01964
ProMIT1327_01965,PMIT1327_01965
ProMIT1327_01967,PMIT1327_01967
ProMIT1327_01968,PMIT1327_01968
ProMIT1327_01969,PMIT1327_01969
ProMIT1327_01970,PMIT1327_01970
ProMIT1327_01971,PMIT1327_01971
ProMIT1327_01972,PMIT1327_01972
ProMIT1327_01973,PMIT1327_01973
ProMIT1327_01974,PMIT1327_01974
ProMIT1327_01975,PMIT1327_01975
ProMIT1327_01976,PMIT1327_01976
ProMIT1327_01977,PMIT1327_01977
ProMIT1327_01978,PMIT1327_01978
ProMIT1327_01979,PMIT1327_01979
ProMIT1327_01980,PMIT1327_01980
ProMIT1327_01981,PMIT1327_01981
ProMIT1327_01982,PMIT1327_01982
ProMIT1327_01983,PMIT1327_01983
ProMIT1327_01984,PMIT1327_01984
ProMIT1327_01985,PMIT1327_01985
ProMIT1327_01986,PMIT1327_01986
ProMIT1327_01987,PMIT1327_01987
ProMIT1327_01988,PMIT1327_01988
ProMIT1327_01989,PMIT1327_01989
ProMIT1327_01990,PMIT1327_01990
ProMIT1327_01991,PMIT1327_01991
ProMIT1327_01992,PMIT1327_01992
ProMIT1327_01993,PMIT1327_01993
ProMIT1327_01994,PMIT1327_01994
ProMIT1327_01995,PMIT1327_01995
ProMIT1327_01996,PMIT1327_01996
ProMIT1327_01997,PMIT1327_01997
ProMIT1327_01998,PMIT1327_01998
ProMIT1327_01999,PMIT1327_01999
ProMIT1327_02000,PMIT1327_02000
ProMIT1327_02004,PMIT1327_02004
ProMIT1327_02005,PMIT1327_02005
ProMIT1327_02006,PMIT1327_02006
ProMIT1327_02007,PMIT1327_02007
ProMIT1327_02008,PMIT1327_02008
ProMIT1327_02009,PMIT1327_02009
ProMIT1327_02010,PMIT1327_02010
ProMIT1327_02011,PMIT1327_02011
ProMIT1327_02012,PMIT1327_02012
ProMIT1327_02013,PMIT1327_02013
ProMIT1327_02014,PMIT1327_02014
ProMIT1327_02015,PMIT1327_02015
ProMIT1327_02017,PMIT1327_02017
ProMIT1327_02018,PMIT1327_02018
ProMIT1327_02019,PMIT1327_02019
ProMIT1327_02020,PMIT1327_02020
ProMIT1327_02021,PMIT1327_02021
ProMIT1327_02022,PMIT1327_02022
ProMIT1327_02023,PMIT1327_02023
ProMIT1327_02024,PMIT1327_02024
ProMIT1327_02025,PMIT1327_02025
ProMIT1327_02026,PMIT1327_02026
ProMIT1327_02027,PMIT1327_02027
ProMIT1327_02028,PMIT1327_02028
ProMIT1327_02029,PMIT1327_02029
ProMIT1327_02030,PMIT1327_02030
ProMIT1327_02031,PMIT1327_02031
ProMIT1327_02032,PMIT1327_02032
ProMIT1327_02033,PMIT1327_02033
ProMIT1327_02034,PMIT1327_02034
ProMIT1327_02035,PMIT1327_02035
ProMIT1327_02036,PMIT1327_02036
ProMIT1327_02037,PMIT1327_02037
ProMIT1327_02038,PMIT1327_02038
ProMIT1327_02039,PMIT1327_02039
ProMIT1327_02040,PMIT1327_02040
ProMIT1327_02041,PMIT1327_02041
ProMIT1327_02042,PMIT1327_02042
ProMIT1327_02043,PMIT1327_02043
ProMIT1327_02044,PMIT1327_02044
ProMIT1327_02045,PMIT1327_02045
ProMIT1327_02048,PMIT1327_02048
ProMIT1327_02049,PMIT1327_02049
ProMIT1327_02053,PMIT1327_02053
ProMIT1327_02054,PMIT1327_02054
ProMIT1327_02055,PMIT1327_02055
ProMIT1327_02056,PMIT1327_02056
ProMIT1327_02058,PMIT1327_02058
ProMIT1327_02060,PMIT1327_02060
ProMIT1327_02061,PMIT1327_02061
ProMIT1327_02062,PMIT1327_02062
ProMIT1327_02063,PMIT1327_02063
ProMIT1327_02064,PMIT1327_02064
ProMIT1327_02065,PMIT1327_02065
ProMIT1327_02067,PMIT1327_02067
ProMIT1327_02068,PMIT1327_02068
ProMIT1327_02069,PMIT1327_02069
ProMIT1327_02070,PMIT1327_02070
ProMIT1327_02071,PMIT1327_02071
ProMIT1327_02072,PMIT1327_02072
ProMIT1327_02073,PMIT1327_02073
ProMIT1327_02074,PMIT1327_02074
ProMIT1327_02075,PMIT1327_02075
ProMIT1327_02076,PMIT1327_02076
ProMIT1327_02077,PMIT1327_02077
ProMIT1327_02078,PMIT1327_02078
ProMIT1327_02079,PMIT1327_02079
ProMIT1327_02080,PMIT1327_02080
ProMIT1327_02081,PMIT1327_02081
ProMIT1327_02082,PMIT1327_02082
ProMIT1327_02083,PMIT1327_02083
ProMIT1327_02084,PMIT1327_02084
ProMIT1327_02085,PMIT1327_02085
ProMIT1327_02086,PMIT1327_02086
ProMIT1327_02087,PMIT1327_02087
ProMIT1327_02088,PMIT1327_02088
ProMIT1327_02089,PMIT1327_02089
ProMIT1327_02090,PMIT1327_02090
ProMIT1327_02091,PMIT1327_02091
ProMIT1327_02092,PMIT1327_02092
ProMIT1327_02093,PMIT1327_02093
ProMIT1327_02094,PMIT1327_02094
ProMIT1327_02095,PMIT1327_02095
ProMIT1327_02096,PMIT1327_02096
ProMIT1327_02097,PMIT1327_02097
ProMIT1327_02098,PMIT1327_02098
ProMIT1327_02100,PMIT1327_02100
ProMIT1327_02101,PMIT1327_02101
ProMIT1327_02102,PMIT1327_02102
ProMIT1327_02103,PMIT1327_02103
ProMIT1327_02104,PMIT1327_02104
ProMIT1327_02105,PMIT1327_02105
ProMIT1327_02106,PMIT1327_02106
ProMIT1327_02107,PMIT1327_02107
ProMIT1327_02108,PMIT1327_02108
ProMIT1327_02109,PMIT1327_02109
ProMIT1327_02110,PMIT1327_02110
ProMIT1327_02111,PMIT1327_02111
ProMIT1327_02112,PMIT1327_02112
ProMIT1327_02113,PMIT1327_02113
ProMIT1327_02114,PMIT1327_02114
ProMIT1327_02115,PMIT1327_02115
ProMIT1327_02116,PMIT1327_02116
ProMIT1327_02117,PMIT1327_02117
ProMIT1327_02118,PMIT1327_02118
ProMIT1327_02120,PMIT1327_02120
ProMIT1327_02121,PMIT1327_02121
ProMIT1327_02122,PMIT1327_02122
ProMIT1327_02123,PMIT1327_02123
ProMIT1327_02124,PMIT1327_02124
ProMIT1327_02125,PMIT1327_02125
ProMIT1327_02126,PMIT1327_02126
ProMIT1327_02127,PMIT1327_02127
ProMIT1327_02129,PMIT1327_02129
ProMIT1327_02130,PMIT1327_02130
ProMIT1327_02131,PMIT1327_02131
ProMIT1327_02132,PMIT1327_02132
ProMIT1327_02133,PMIT1327_02133
ProMIT1327_02134,PMIT1327_02134
ProMIT1327_02135,PMIT1327_02135
ProMIT1327_02136,PMIT1327_02136
ProMIT1327_02137,PMIT1327_02137
ProMIT1327_02138,PMIT1327_02138
ProMIT1327_02139,PMIT1327_02139
ProMIT1327_02140,PMIT1327_02140
ProMIT1327_02141,PMIT1327_02141
ProMIT1327_02142,PMIT1327_02142
ProMIT1327_02143,PMIT1327_02143
ProMIT1327_02144,PMIT1327_02144
ProMIT1327_02145,PMIT1327_02145
ProMIT1327_02146,PMIT1327_02146
ProMIT1327_02147,PMIT1327_02147
ProMIT1327_02148,PMIT1327_02148
ProMIT1327_02149,PMIT1327_02149
ProMIT1327_02150,PMIT1327_02150
ProMIT1327_02151,PMIT1327_02151
ProMIT1327_02152,PMIT1327_02152
ProMIT1327_02153,PMIT1327_02153
ProMIT1327_02154,PMIT1327_02154
ProMIT1327_02155,PMIT1327_02155
ProMIT1327_02156,PMIT1327_02156
ProMIT1327_02157,PMIT1327_02157
ProMIT1327_02158,PMIT1327_02158
ProMIT1327_02159,PMIT1327_02159
ProMIT1327_02160,PMIT1327_02160
ProMIT1327_02161,PMIT1327_02161
ProMIT1327_02162,PMIT1327_02162
ProMIT1327_02163,PMIT1327_02163
ProMIT1327_02164,PMIT1327_02164
ProMIT1327_02166,PMIT1327_02166
ProMIT1327_02167,PMIT1327_02167
ProMIT1327_02168,PMIT1327_02168
ProMIT1327_02170,PMIT1327_02170
ProMIT1327_02171,PMIT1327_02171
ProMIT1327_02172,PMIT1327_02172
ProMIT1327_02173,PMIT1327_02173
ProMIT1327_02176,PMIT1327_02176
ProMIT1327_02178,PMIT1327_02178
ProMIT1327_02179,PMIT1327_02179
ProMIT1327_02180,PMIT1327_02180
ProMIT1327_02181,PMIT1327_02181
ProMIT1327_02182,PMIT1327_02182
ProMIT1327_02183,PMIT1327_02183
ProMIT1327_02184,PMIT1327_02184
ProMIT1327_02185,PMIT1327_02185
ProMIT1327_02186,PMIT1327_02186
ProMIT1327_02187,PMIT1327_02187
ProMIT1327_02188,PMIT1327_02188
ProMIT1327_02189,PMIT1327_02189
ProMIT1327_02190,PMIT1327_02190
ProMIT1327_02191,PMIT1327_02191
ProMIT1327_02192,PMIT1327_02192
ProMIT1327_02193,PMIT1327_02193
ProMIT1327_02194,PMIT1327_02194
ProMIT1327_02195,PMIT1327_02195
ProMIT1327_02196,PMIT1327_02196
ProMIT1327_02198,PMIT1327_02198
ProMIT1327_02199,PMIT1327_02199
ProMIT1327_02200,PMIT1327_02200
ProMIT1327_02203,PMIT1327_02203
ProMIT1327_02204,PMIT1327_02204
ProMIT1327_02205,PMIT1327_02205
ProMIT1327_02206,PMIT1327_02206
ProMIT1327_02207,PMIT1327_02207
ProMIT1327_02208,PMIT1327_02208
ProMIT1327_02209,PMIT1327_02209
ProMIT1327_02210,PMIT1327_02210
ProMIT1327_02211,PMIT1327_02211
ProMIT1327_02212,PMIT1327_02212
ProMIT1327_02213,PMIT1327_02213
ProMIT1327_02215,PMIT1327_02215
ProMIT1327_02216,PMIT1327_02216
ProMIT1327_02217,PMIT1327_02217
ProMIT1327_02218,PMIT1327_02218
ProMIT1327_02219,PMIT1327_02219
ProMIT1327_02220,PMIT1327_02220
ProMIT1327_02221,PMIT1327_02221
ProMIT1327_02222,PMIT1327_02222
ProMIT1327_02223,PMIT1327_02223
ProMIT1327_02224,PMIT1327_02224
ProMIT1327_02225,PMIT1327_02225
ProMIT1327_02226,PMIT1327_02226
ProMIT1327_02227,PMIT1327_02227
ProMIT1327_02228,PMIT1327_02228
ProMIT1327_02229,PMIT1327_02229
ProMIT1327_02230,PMIT1327_02230
ProMIT1327_02231,PMIT1327_02231
ProMIT1327_02232,PMIT1327_02232
ProMIT1327_02233,PMIT1327_02233
ProMIT1327_02234,PMIT1327_02234
ProMIT1327_02235,PMIT1327_02235
ProMIT1327_02236,PMIT1327_02236
ProMIT1327_02237,PMIT1327_02237
ProMIT1327_02238,PMIT1327_02238
ProMIT1327_02239,PMIT1327_02239
ProMIT1327_02240,PMIT1327_02240
ProMIT1327_02241,PMIT1327_02241
ProMIT1327_02242,PMIT1327_02242
ProMIT1327_02244,PMIT1327_02244
ProMIT1327_02245,PMIT1327_02245
ProMIT1327_02247,PMIT1327_02247
ProMIT1327_02248,PMIT1327_02248
ProMIT1327_02249,PMIT1327_02249
ProMIT1327_02250,PMIT1327_02250
ProMIT1327_02251,PMIT1327_02251
ProMIT1327_02252,PMIT1327_02252
ProMIT1327_02253,PMIT1327_02253
ProMIT1327_02254,PMIT1327_02254
ProMIT1327_02255,PMIT1327_02255
ProMIT1327_02256,PMIT1327_02256
ProMIT1327_02257,PMIT1327_02257
ProMIT1327_02258,PMIT1327_02258
ProMIT1327_02259,PMIT1327_02259
ProMIT1327_02260,PMIT1327_02260
ProMIT1327_02261,PMIT1327_02261
ProMIT1327_02262,PMIT1327_02262
ProMIT1327_02263,PMIT1327_02263
ProMIT1327_02264,PMIT1327_02264
ProMIT1327_02265,PMIT1327_02265
ProMIT1327_02266,PMIT1327_02266
ProMIT1327_02267,PMIT1327_02267
ProMIT1327_02268,PMIT1327_02268
ProMIT1327_02269,PMIT1327_02269
ProMIT1327_02270,PMIT1327_02270
ProMIT1327_02272,PMIT1327_02272
ProMIT1327_02273,PMIT1327_02273
ProMIT1327_02274,PMIT1327_02274
ProMIT1327_02275,PMIT1327_02275
ProMIT1327_02276,PMIT1327_02276
ProMIT1327_02277,PMIT1327_02277
ProMIT1327_02278,PMIT1327_02278
ProMIT1327_02279,PMIT1327_02279
ProMIT1327_02280,PMIT1327_02280
ProMIT1327_02281,PMIT1327_02281
ProMIT1327_02282,PMIT1327_02282
ProMIT1327_02283,PMIT1327_02283
ProMIT1327_02284,PMIT1327_02284
ProMIT1327_02285,PMIT1327_02285
ProMIT1327_02286,PMIT1327_02286
ProMIT1327_02287,PMIT1327_02287
ProMIT1327_02288,PMIT1327_02288
ProMIT1327_02289,PMIT1327_02289
ProMIT1327_02290,PMIT1327_02290
ProMIT1327_02291,PMIT1327_02291
ProMIT1327_02292,PMIT1327_02292
ProMIT1327_02293,PMIT1327_02293
ProMIT1327_02294,PMIT1327_02294
ProMIT1327_02295,PMIT1327_02295
