seqid,gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term_ncbi,go_component,go_function,go_process,gene_synonym,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanorak,gene_names_cyanorak,Ontology_term_cyanorak,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description,position_merge_note,ec_numbers
NC_008817.1,P9515_RS06895,,P9515_RS06895,P9515_14301,Protein Homology,1268276.0,1269184.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132903.1,NAD(+) kinase,WP_011820734.1,,,,,,P9515_14301,1268276.0,1269184.0,-,CK_Pro_MIT9515_14301,ppnK,"GO:0006741,GO:0008152,GO:0003951",CK_00000732,,,"COG0061,bactNOG01228,bactNOG06727,cyaNOG00322","COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [G] Carbohydrate transport and metabolism",,,"NADP biosynthetic process,metabolic process,NADP biosynthetic process,metabolic process,NAD+ kinase activity",ATP-NAD kinase family protein,"PF01513,IPR002504","ATP-NAD kinase,NAD kinase",163,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Pyridine nucleotides,,2.7.1.23
NC_008817.1,pheS,pheS,P9515_RS06900,P9515_14311,Protein Homology,1269255.0,1270205.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_010310619.1,phenylalanine--tRNA ligase subunit alpha,WP_476726655.1,"GO:0006432,GO:0000166,GO:0004826,GO:0005524,GO:0005737",cytoplasm|0005737||IEA,"nucleotide binding|0000166||IEA,phenylalanine-tRNA ligase activity|0004826||IEA,ATP binding|0005524||IEA",phenylalanyl-tRNA aminoacylation|0006432||IEA,,P9515_14311,1269255.0,1270262.0,-,CK_Pro_MIT9515_14311,pheS,"GO:0006432,GO:0006418,GO:0006432,GO:0043039,GO:0004826,GO:0004812,GO:0000166,GO:0004826,GO:0005524,GO:0000049,GO:0009328,GO:0005737",CK_00000731,,,"COG0016,bactNOG01583,cyaNOG00714","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",6.1.1.20,phenylalanine---tRNA ligase%3B phenylalanyl-tRNA synthetase%3B phenylalanyl-transfer ribonucleate synthetase%3B phenylalanine-tRNA synthetase%3B phenylalanyl-transfer RNA synthetase%3B phenylalanyl-tRNA ligase%3B phenylalanyl-transfer RNA ligase%3B L-phenylalanyl-tRNA synthetase%3B phenylalanine translase,"phenylalanyl-tRNA aminoacylation,tRNA aminoacylation for protein translation,phenylalanyl-tRNA aminoacylation,tRNA aminoacylation,phenylalanyl-tRNA aminoacylation,tRNA aminoacylation for protein translation,phenylalanyl-tRNA aminoacylation,tRNA aminoacylation,phenylalanine-tRNA ligase activity,aminoacyl-tRNA ligase activity,nucleotide binding,phenylalanine-tRNA ligase activity,ATP binding,tRNA binding,phenylalanyl-tRNA aminoacylation,tRNA aminoacylation for protein translation,phenylalanyl-tRNA aminoacylation,tRNA aminoacylation,phenylalanine-tRNA ligase activity,aminoacyl-tRNA ligase activity,nucleotide binding,phenylalanine-tRNA ligase activity,ATP binding,tRNA binding,phenylalanine-tRNA ligase complex,cytoplasm",phenylalanine--tRNA ligase%2C alpha subunit,"TIGR00468,PF01409,PF02912,PS50862,IPR006195,IPR004529,IPR002319,IPR004188","phenylalanine--tRNA ligase%2C alpha subunit,tRNA synthetases class II core domain (F),Aminoacyl tRNA synthetase class II%2C N-terminal domain,Aminoacyl-transfer RNA synthetases class-II family profile.,Aminoacyl-tRNA synthetase%2C class II,Phenylalanyl-tRNA synthetase%2C class IIc%2C alpha subunit,Phenylalanyl-tRNA synthetase,Phenylalanine-tRNA ligase%2C class II%2C N-terminal",137,Protein synthesis / tRNA aminoacylation,,6.1.1.20
NC_008817.1,surE,surE,P9515_RS06905,P9515_14321,Protein Homology,1270330.0,1271139.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820736.1,5'/3'-nucleotidase SurE,WP_011820736.1,GO:0008252,,nucleotidase activity|0008252||IEA,,,P9515_14321,1270330.0,1271139.0,+,CK_Pro_MIT9515_14321,surE,"GO:0046872,GO:0008253,GO:0016787,GO:0000166,GO:0005737",CK_00000730,"M.3,M.4","Purine ribonucleotide biosynthesis,Pyrimidine ribonucleotide biosynthesis","COG0496,bactNOG05090,cyaNOG00418","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: METABOLISM [F] Nucleotide transport and metabolism,cyaNOG: METABOLISM [F] Nucleotide transport and metabolism",3.1.3.5,5'-nucleotidase%3B uridine 5'-nucleotidase%3B 5'-adenylic phosphatase%3B adenosine 5'-phosphatase%3B AMP phosphatase%3B adenosine monophosphatase%3B 5'-mononucleotidase%3B AMPase%3B UMPase%3B snake venom 5'-nucleotidase%3B thimidine monophosphate nucleotidase%3B 5'-AMPase%3B 5'-AMP nucleotidase%3B AMP phosphohydrolase%3B IMP 5'-nucleotidase,"metal ion binding,5'-nucleotidase activity,hydrolase activity,nucleotide binding,metal ion binding,5'-nucleotidase activity,hydrolase activity,nucleotide binding,cytoplasm",5'-nucleotidase,"TIGR00087,PF01975,IPR002828","5'/3'-nucleotidase SurE,Survival protein SurE,Survival protein SurE-like phosphatase/nucleotidase","125,126","Purines%2C pyrimidines%2C nucleosides%2C and nucleotides / Purine ribonucleotide biosynthesis,Purines%2C pyrimidines%2C nucleosides%2C and nucleotides / Pyrimidine ribonucleotide biosynthesis",,3.1.3.6
NC_008817.1,P9515_RS06910,,P9515_RS06910,P9515_14331,Protein Homology,1271119.0,1271652.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376912.1,DUF3611 family protein,WP_011820737.1,,,,,,P9515_14331,1271119.0,1271652.0,-,CK_Pro_MIT9515_14331,,GO:0016020,CK_00000729,R.2,Conserved hypothetical proteins,"COG0609,COG0477,COG0825,NOG09436,NOG72877,bactNOG39036,bactNOG37701,cyaNOG03670,cyaNOG03304","COG: METABOLISM [P] Inorganic ion transport and metabolism,COG: GEPR,COG: METABOLISM [I] Lipid transport and metabolism,COG: POORLY CHARACTERIZED [S] Function unknown,COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,membrane,conserved membrane protein,"PF12263,IPR022051","Protein of unknown function (DUF3611),Protein of unknown function DUF3611",156,Hypothetical proteins / Conserved,,
NC_008817.1,P9515_RS06915,,P9515_RS06915,P9515_14341,Protein Homology,1271721.0,1272644.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012008159.1,bifunctional riboflavin kinase/FAD synthetase,WP_011820738.1,GO:0003919,,FMN adenylyltransferase activity|0003919||IEA,,,P9515_14341,1271721.0,1272644.0,+,CK_Pro_MIT9515_14341,ribF,"GO:0006747,GO:0009231,GO:0009398,GO:0003919,GO:0008531,GO:0005737",CK_00000728,B.7,Riboflavin%2C FMN and FAD,"COG0196,bactNOG00669,cyaNOG01135","COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism","2.7.1.26,2.7.7.2","riboflavin kinase%3B flavokinase%3B FK%3B RFK,FAD synthetase%3B FAD pyrophosphorylase%3B riboflavin mononucleotide adenylyltransferase%3B adenosine triphosphate-riboflavin mononucleotide transadenylase%3B adenosine triphosphate-riboflavine mononucleotide transadenylase%3B riboflavin adenine dinucleotide pyrophosphorylase%3B riboflavine adenine dinucleotide adenylyltransferase%3B flavin adenine dinucleotide synthetase%3B FADS%3B FMN adenylyltransferase","FAD biosynthetic process,riboflavin biosynthetic process,FMN biosynthetic process,FAD biosynthetic process,riboflavin biosynthetic process,FMN biosynthetic process,FMN adenylyltransferase activity,riboflavin kinase activity,FAD biosynthetic process,riboflavin biosynthetic process,FMN biosynthetic process,FMN adenylyltransferase activity,riboflavin kinase activity,cytoplasm",riboflavin kinase / FMN adenylyltransferase,"TIGR00083,PF01687,PF06574,IPR015865,IPR002606,IPR015864","riboflavin biosynthesis protein RibF,Riboflavin kinase,FAD synthetase,Riboflavin kinase domain%2C bacterial/eukaryotic,Riboflavin kinase%2C bacterial,FAD synthetase",85,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Riboflavin%2C FMN%2C and FAD,,"2.7.1.26,2.7.7.2"
NC_008817.1,P9515_RS06920,,P9515_RS06920,P9515_14351,Protein Homology,1272654.0,1273715.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820739.1,thiamine phosphate synthase,WP_011820739.1,,,,,,P9515_14351,1272654.0,1273715.0,+,CK_Pro_MIT9515_14351,thiE,"GO:0009228,GO:0004789",CK_00000727,B.10.5,Thiamine (b1),"COG0352,COG1322,bactNOG25941,bactNOG21316,bactNOG20354,bactNOG33110,bactNOG22497,cyaNOG00363","COG: METABOLISM [H] Coenzyme transport and metabolism,COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",2.5.1.3,thiamine phosphate synthase%3B thiamine phosphate pyrophosphorylase%3B thiamine monophosphate pyrophosphorylase%3B TMP-PPase%3B thiamine-phosphate diphosphorylase%3B thiE (gene name)%3B TH1 (gene name)%3B THI6 (gene name)%3B 2-methyl-4-amino-5-hydroxymethylpyrimidine-diphosphate:4-methyl-5-(2-phosphoethyl)thiazole 2-methyl-4-aminopyrimidine-5-methenyltransferase%3B 4-amino-2-methyl-5-diphosphomethylpyrimidine:2-[(2R%2C5Z)-2-carboxy-4-methylthiazol-5(2H)-ylidene]ethyl phosphate 4-amino-2-methylpyrimidine-5-methenyltransferase (decarboxylating),"thiamine biosynthetic process,thiamine biosynthetic process,thiamine-phosphate diphosphorylase activity",thiamine-phosphate pyrophosphorylase,"TIGR00693,PF02581,IPR003733","thiamine-phosphate diphosphorylase,Thiamine monophosphate synthase,Description not found.",76,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Other,,2.5.1.3
NC_008817.1,thiS,thiS,P9515_RS06925,P9515_14361,Protein Homology,1273699.0,1273908.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376915.1,sulfur carrier protein ThiS,WP_011820740.1,"GO:0009228,GO:0003824",,catalytic activity|0003824||IEA,thiamine biosynthetic process|0009228||IEA,,P9515_14361,1273699.0,1273908.0,+,CK_Pro_MIT9515_14361,thiS,"GO:0009228,GO:0004789",CK_00001939,B.10.5,Thiamine (b1),"COG2104,NOG87647,bactNOG50749,bactNOG90137,bactNOG99267,bactNOG97364,cyaNOG04106","COG: METABOLISM [H] Coenzyme transport and metabolism,COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",,,"thiamine biosynthetic process,thiamine biosynthetic process,thiamine-phosphate diphosphorylase activity",thiamine biosynthesis protein ThiS,"TIGR01683,PF02597,IPR003749,IPR010035","thiamine biosynthesis protein ThiS,ThiS family,Sulfur carrier ThiS/MoaD-like,ThiS%2C thiamine-biosynthesis",162,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Thiamine,,
NC_008817.1,P9515_RS09815,,P9515_RS09815,P9515_14371,Protein Homology,1274021.0,1274188.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_019474111.1,hypothetical protein,WP_187146019.1,,,,,,P9515_14371,1274015.0,1274188.0,+,CK_Pro_MIT9515_14371,,,CK_00047176,"D.1.9,R.2"," Other,Conserved hypothetical proteins","NOG123935,bactNOG81283,cyaNOG08736","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,,
NC_008817.1,P9515_RS10080,,P9515_RS10080,P9515_14381,Protein Homology,1274258.0,1274389.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805147.1,hypothetical protein,WP_011820742.1,,,,,,P9515_14381,1274258.0,1274389.0,+,CK_Pro_MIT9515_14381,,,CK_00043662,,,,,,,,conserved hypothetical protein,,,856,Not Found,,
NC_008817.1,larB,larB,P9515_RS06930,P9515_14391,Protein Homology,1274400.0,1275053.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820743.1,nickel pincer cofactor biosynthesis protein LarB,WP_011820743.1,"GO:7770034,GO:0016787",,hydrolase activity|0016787||IEA,nickel-pincer nucleotide cofactor biosynthetic process|7770034||IEA,,P9515_14391,1274400.0,1275053.0,-,CK_Pro_MIT9515_14391,cpmA,GO:0043153,CK_00000726,D.6,Circadian clock,"COG1691,bactNOG10617,cyaNOG00400,cyaNOG05751","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: METABOLISM [F] Nucleotide transport and metabolism",,,entrainment of circadian clock by photoperiod,circadian phase modifier CpmA,"PF00731,IPR000031","AIR carboxylase,PurE domain",129,Regulatory functions / Other,,
NC_008817.1,P9515_RS06935,,P9515_RS06935,P9515_14401,Protein Homology,1275050.0,1275496.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820744.1,TIGR03792 family protein,WP_011820744.1,,,,,,P9515_14401,1275050.0,1275496.0,-,CK_Pro_MIT9515_14401,,,CK_00000725,D.8,Toxin production and resistance,"NOG45136,COG0020,COG2329,bactNOG67094,cyaNOG03996","COG: POORLY CHARACTERIZED [R] General function prediction only,COG: METABOLISM [I] Lipid transport and metabolism,COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,antibiotic biosynthesis monooxygenase-like domain containing protein,"TIGR03792,PF03992,IPR022512,IPR007138","uncharacterized cyanobacterial protein%2C TIGR03792 family,Antibiotic biosynthesis monooxygenase,Conserved hypothetical protein CHP03792,Antibiotic biosynthesis monooxygenase domain",94,Cellular processes / Toxin production and resistance,,
NC_008817.1,trmD,trmD,P9515_RS09435,P9515_14411,Protein Homology,1275493.0,1276716.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820745.1,tRNA (guanosine(37)-N1)-methyltransferase TrmD,WP_011820745.1,"GO:0008033,GO:0052906",,tRNA (guanine(37)-N1)-methyltransferase activity|0052906||IEA,tRNA processing|0008033||IEA,,P9515_14411,1275493.0,1276716.0,-,CK_Pro_MIT9515_14411,trmD-ispF,"GO:0008033,GO:0016114,GO:0003723,GO:0008175,GO:0008685",CK_00000061,A.2,Aspartate family (Asp%2C Asn%2C Ile%2C Lys%2C Met%2C Thr),"COG0245,COG0336,bactNOG00328,cyaNOG00990","COG: METABOLISM [I] Lipid transport and metabolism,COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis","2.1.1.228,4.6.1.12","Transferred to 2.1.1.221 and 2.1.1.228,2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase%3B MECDP-synthase%3B 2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol CMP-lyase (cyclizing)","tRNA processing,terpenoid biosynthetic process,tRNA processing,terpenoid biosynthetic process,RNA binding,tRNA methyltransferase activity,2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase activity",bifunctional tRNA-(guanine-N1)-methyltransferase / 2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase,"TIGR00088,TIGR00151,PF02542,PF01746,PS01350,IPR003526,IPR002649,IPR016009,IPR020555","tRNA (guanine(37)-N(1))-methyltransferase,2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase,YgbB family,tRNA (Guanine-1)-methyltransferase,2C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase signature.,2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase,tRNA (guanine-N1-)-methyltransferase%2C bacteria,tRNA methyltransferase TRMD/TRM10-type domain,2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase%2C conserved site",71,Amino acid biosynthesis / Aspartate family,,2.1.1.228
NC_008817.1,era,era,P9515_RS06950,P9515_14421,Protein Homology,1276717.0,1277628.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012008169.1,GTPase Era,WP_011820746.1,"GO:0003723,GO:0005525",,"RNA binding|0003723||IEA,GTP binding|0005525||IEA",,,P9515_14421,1276717.0,1277628.0,-,CK_Pro_MIT9515_14421,era,"GO:0042254,GO:0003924,GO:0005525,GO:0019843,GO:0043022",CK_00000724,P.3,Transcription factors,"COG1159,bactNOG00138,cyaNOG00757","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",,,"ribosome biogenesis,ribosome biogenesis,GTPase activity,GTP binding,rRNA binding,ribosome binding",GTP-binding protein Era,"TIGR00231,TIGR00436,PF01926,PF07650,PS51713,PS50823,IPR005662,IPR006073,IPR004044,IPR030388,IPR005225","small GTP-binding protein domain,GTP-binding protein Era,50S ribosome-binding GTPase,KH domain,Era-type guanine nucleotide-binding (G) domain profile.,Type-2 KH domain profile.,GTP-binding protein Era,GTP binding domain,K Homology domain%2C type 2,Era-type guanine nucleotide-binding (G) domain,Small GTP-binding protein domain",165,Transcription / Transcription factors,,
NC_008817.1,P9515_RS06955,,P9515_RS06955,P9515_14431,Protein Homology,1277668.0,1278195.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012008170.1,hypothetical protein,WP_011820747.1,,,,,,P9515_14431,1277668.0,1278195.0,+,CK_Pro_MIT9515_14431,,,CK_00000723,R.2,Conserved hypothetical proteins,"COG0073,NOG257911,NOG43875,COG0576,bactNOG42450,cyaNOG03618","COG: POORLY CHARACTERIZED [R] General function prediction only,COG: POORLY CHARACTERIZED [S] Function unknown,COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein UCP020893,,,156,Hypothetical proteins / Conserved,,
NC_008817.1,P9515_RS06960,,P9515_RS06960,P9515_14441,Protein Homology,1278256.0,1278993.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_019478226.1,Bax inhibitor-1/YccA family protein,WP_011820748.1,GO:0016020,membrane|0016020||IEA,,,,P9515_14441,1278256.0,1278993.0,-,CK_Pro_MIT9515_14441,,GO:0016020,CK_00000722,"D.1.1,D.1.9,R.2","Iron, Other,Conserved hypothetical proteins","COG0670,COG0477,bactNOG13491,bactNOG11036,bactNOG99948,bactNOG09746,bactNOG90051,bactNOG91328,cyaNOG01788","COG: POORLY CHARACTERIZED [R] General function prediction only,COG: GEPR,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,membrane,uncharacterized membrane protein,"PF01027,IPR006214","Inhibitor of apoptosis-promoting Bax1,Bax inhibitor 1-related",156,Hypothetical proteins / Conserved,,
NC_008817.1,P9515_RS06965,,P9515_RS06965,P9515_14451,Protein Homology,1279067.0,1280023.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376926.1,PhoH family protein,WP_011820749.1,GO:0005524,,ATP binding|0005524||IEA,,,P9515_14451,1279067.0,1280023.0,-,CK_Pro_MIT9515_14451,phoH,"GO:0006796,GO:0005524",CK_00000721,"D.1.5,D.1.7,E.3","Phosphorus,Trace metals,Phosphorus metabolism","COG1702,bactNOG02325,cyaNOG00862","COG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,cyaNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms",,,"phosphate-containing compound metabolic process,phosphate-containing compound metabolic process,ATP binding",phosphate starvation-inducible protein,"PF02562,IPR003714,IPR027417","PhoH-like protein,PhoH-like protein,P-loop containing nucleoside triphosphate hydrolase",103,Central intermediary metabolism / Phosphorus compounds,,
NC_008817.1,rpsP,rpsP,P9515_RS06970,P9515_14461,Protein Homology,1280058.0,1280402.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820750.1,30S ribosomal protein S16,WP_011820750.1,"GO:0006412,GO:0003735,GO:0000314,GO:0022627","organellar small ribosomal subunit|0000314||IEA,cytosolic small ribosomal subunit|0022627||IEA",structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,P9515_14461,1280058.0,1280402.0,-,CK_Pro_MIT9515_14461,rpsP,"GO:0006412,GO:0003723,GO:0003735,GO:0019843,GO:0005840,GO:0030529,GO:0022627",CK_00000720,K.2,Ribosomal proteins: synthesis and modification,"COG0228,bactNOG46929,bactNOG44142,cyaNOG06897,cyaNOG03979","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,"translation,translation,RNA binding,structural constituent of ribosome,rRNA binding,translation,RNA binding,structural constituent of ribosome,rRNA binding,ribosome,ribonucleoprotein complex,cytosolic small ribosomal subunit",30S ribosomal protein S16,"TIGR00002,PF00886,PS00732,IPR000307,IPR020592","ribosomal protein bS16,Ribosomal protein S16,Ribosomal protein S16 signature.,Ribosomal protein S16,Ribosomal protein S16%2C conserved site",158,Protein synthesis / Ribosomal proteins: synthesis and modification,,
NC_008817.1,ffh,ffh,P9515_RS06975,P9515_14471,Protein Homology,1280458.0,1281936.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863401.1,signal recognition particle protein,WP_011820751.1,"GO:0009306,GO:0003924,GO:0005048,GO:0005525,GO:0048501",signal recognition particle%2C plasma membrane targeting|0048501||IEA,"GTPase activity|0003924||IEA,signal sequence binding|0005048||IEA,GTP binding|0005525||IEA",protein secretion|0009306||IEA,,P9515_14471,1280458.0,1281936.0,-,CK_Pro_MIT9515_14471,ffh,"GO:0009306,GO:0006614,GO:0003924,GO:0005048,GO:0008312,GO:0005525,GO:0048501,GO:0048500",CK_00000719,L.1,Protein and peptide secretion and trafficking,"COG0541,bactNOG01005,cyaNOG00568","COG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,bactNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,cyaNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport",3.6.5.4,Transferred to 3.6.5.4,"protein secretion,SRP-dependent cotranslational protein targeting to membrane,protein secretion,SRP-dependent cotranslational protein targeting to membrane,GTPase activity,signal sequence binding,7S RNA binding,GTP binding,protein secretion,SRP-dependent cotranslational protein targeting to membrane,GTPase activity,signal sequence binding,7S RNA binding,GTP binding,signal recognition particle%2C plasma membrane targeting,signal recognition particle",signal recognition particle protein,"TIGR00959,PF02978,PF00448,PF02881,PS00300,IPR004125,IPR000897,IPR004780,IPR013822","signal recognition particle protein,Signal peptide binding domain,SRP54-type protein%2C GTPase domain,SRP54-type protein%2C helical bundle domain,SRP54-type proteins GTP-binding domain signature.,Signal recognition particle%2C SRP54 subunit%2C M-domain,Signal recognition particle%2C SRP54 subunit%2C GTPase domain,Signal recognition particle protein,Signal recognition particle SRP54%2C helical bundle",97,Protein fate / Protein and peptide secretion and trafficking,,
NC_008817.1,P9515_RS06980,,P9515_RS06980,P9515_14481,Protein Homology,1281987.0,1284104.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011863402.1,IMS domain-containing protein,WP_011820752.1,,,,,,P9515_14481,1281987.0,1284104.0,-,CK_Pro_MIT9515_14481,zipN,GO:0051301,CK_00000149,D.2,Cell division,"NOG26309,NOG12793,COG2214,NOG249215,COG0484,COG1643,COG0188,COG0840,NOG316840,bactNOG05309,bactNOG98273,bactNOG92137,bactNOG86137,cyaNOG00001","COG: POORLY CHARACTERIZED [S] Function unknown,COG: POORLY CHARACTERIZED [S] Function unknown,COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,COG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,COG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,COG: NT,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,cell division,cell division protein ZipN,"PF13355,IPR025344","Protein of unknown function (DUF4101),Domain of unknown function DUF4101",93,Cellular processes / Cell division,,
